check_key,area,region,attributed_boss,nearest_grace_flag,nearest_grace_name,grace_dist_u,within_cap,tier,field_dist_u
"300100,0:0000520010::",peninsula_impalerscatacombs,,Erdtree Burial Watchdog,61453300,Beside the Crater-Pocked Glade,71,1,1mini,
"300200,0:0000520020::",limgrave_stormfootcatacombs,,Erdtree Burial Watchdog,300200,Stormfoot Catacombs,115,1,1mini,
"301100,0:0000520030::",stormhill_catacombs,,Black Knife Assassin,301100,Deathtouched Catacombs,125,1,1mini,
"300400,0:0000520040::",limgrave_murkwatercatacombs,,Grave Warden Duelist,300400,Murkwater Catacombs,111,1,1mini,
"300500,0:0000520050::",liurnia_blackknifecatacombs,,Cemetery Shade,62384800,Frenzied Flame Village Outskirts,68,1,1mini,
"300300,0:0000520060::",liurnia_roadsendcatacombs,,Spiritcaller Snail,300300,Road's End Catacombs,119,1,1mini,
"300600,0:0000520070::",liurnia_cliffbottomcatacombs,,Erdtree Burial Watchdog,300600,Cliffbottom Catacombs,113,1,1mini,
"300800,0:0000520080::",altus_grave,,Ancient Hero of Zamor,320500,Altus Tunnel,148,1,1mini,
"300900,0:0000520090::",gelmir_grave,,Red Wolf of the Champion,160005,Audience Pathway,100,1,1mini,
"301000,0:0000520100::",outskirts_grave,,Crucible Knight Ordovis,301300,Auriza Side Tomb,305,0,1mini,
"301200,0:0000520110::",altus_catacombs,,Misbegotten Warrior,301200,Unsightly Catacombs,149,1,1mini,
"300700,0:0000520120::",gelmir_wyndhamcatacombs,,Erdtree Burial Watchdog,300900,Gelmir Hero's Grave,97,1,1mini,
"301300,0:0000520130::",outskirts_sidetomb,,Grave Warden Duelist,301300,Auriza Side Tomb,113,1,1mini,
"301400,0:0000520140::",caelid_erdtreecatacombs,,Erdtree Burial Watchdog (Sword),64464001,Rotview Balcony,106,1,1mini,
"301500,0:0000520150::",caelid_catacombs,,Cemetery Shade,64493700,Southern Aeonia Swamp Bank,159,1,1mini,
"301600,0:0000520160::",caelid_wardead,,Putrid Tree Spirit,301600,War-Dead Catacombs,177,0,1mini,
"301700,0:0000520170::",flamepeak_grave,,Ancient Hero of Zamor,301800,Giants' Mountaintop Catacombs,195,0,1mini,
"301800,0:0000520180::",mountaintops_catacombs,,Ulcerated Tree Spirit,301700,Giant-Conquering Hero's Grave,55,1,1mini,
"301900,0:0000520190::",snowfield_catacombs,,Putrid Grave Warden Duelist,301900,Consecrated Snowfield Catacombs,160,1,1mini,
"302000,0:0000520200::",snowfield_hiddenpath,,Stray Mimic Tear,302000,Hidden Path to the Haligtree,188,0,1mini,
"300500,0:0000520210::",liurnia_blackknifecatacombs,,Cemetery Shade,62384800,Frenzied Flame Village Outskirts,75,1,1mini,
"350000,0:0000520220::",sewer_catacombs,,"Mohg, the Omen",350003,Leyndell Catacombs,92,1,1mini,
"310200,0:0000520300::",peninsula_tombswardcave,,Miranda Blossom,61413200,Isolated Merchant's Shack,136,1,1mini,
"310100,0:0000520310::",peninsula_earthborecave,,Runebear,310100,Earthbore Cave,120,1,1mini,
"310300,0:0000520330::",limgrave_grovesidecave,,Beastman of Farum Azula,310300,Groveside Cave,113,1,1mini,
"311500,0:0000520340::",limgrave_coastalcave,,Demi-Human Chief,311500,Coastal Cave,67,1,1mini,
"311700,0:0000520350::",limgrave_highroadcave,,Guardian Golem,311700,Highroad Cave,119,1,1mini,
"310400,0:0000520360::",liurnia_stillwatercave,,Cleanrot Knight,310400,Stillwater Cave,158,1,1mini,
"310500,0:0000520370::",liurnia_lakesidecave,,Bloodhound Knight,62364100,Slumbering Wolf's Shack,66,1,1mini,
"310600,0:0000520380::",liurnia_academycave,,Crystalian (Staff),310600,Academy Crystal Cave,121,1,1mini,
"310700,0:0000520390::",gelmir_seethewatercave,,Kindred of Rot,310700,Seethewater Cave,180,0,1mini,
"310900,0:0000520400::",gelmir_volcanocave,,Demi-Human Queen Margot,310900,Volcano Cave,25,1,1mini,
"311800,0:0000520410::",altus_grotto,,Miranda the Blighted Bloom,320500,Altus Tunnel,121,1,1mini,
"311900,0:0000520420::",altus_sagescave,,Black Knife Assassin,311900,Sage's Cave,61,1,1mini,
"312100,0:0000520430::",caelid_gaolcave,,Frenzied Duelist,312100,Gaol Cave,128,1,1mini,
"311000,0:0000520440::",dragonbarrow_cave,,Beastman of Farum Azula (Cleaver),311000,Dragonbarrow Cave,91,1,1mini,
"312000,0:0000520450::",caelid_abandonedcave,,Cleanrot Knight (Spear),320800,Sellia Crystal Tunnel,107,1,1mini,
"311100,0:0000520460::",dragonbarrow_selliahideaway,,Putrid Crystalian (Spear),64493901,Chair-Crypt of Sellia,77,1,1mini,
"311200,0:0000520470::",snowfield_cave,,Misbegotten Crusader,311200,Cave of the Forlorn,104,1,1mini,
"312200,0:0000520480::",mountaintops_cave,,Spiritcaller Snail,65525600,Whiteridge Road,188,0,1mini,
"311900,0:0000520490::",altus_sagescave,,Black Knife Assassin,311900,Sage's Cave,30,1,1mini,
"320000,0:0000520600::",peninsula_tunnel,,Scaly Misbegotten,320000,Morne Tunnel,83,1,1mini,
"320100,0:0000520610::",limgrave_tunnels,,Stonedigger Troll,320100,Limgrave Tunnels,148,1,1mini,
"320200,0:0000520620::",liurnia_tunnel,,Crystalian,120105,"Nokstella, Eternal City",40,1,1mini,
"320400,0:0000520630::",altus_oldtunnel,,Stonedigger Troll,320400,Old Altus Tunnel,145,1,1mini,
"341200,0:0000520640::",outskirts_sealedtunnel,,Onyx Lord,341202,Divine Tower of West Altus: Gate,43,1,1mini,
"320500,0:0000520650::",altus_tunnel,,Crystalian (Ringblade),63415201,Rampartside Path,144,1,1mini,
"320700,0:0000520660::",caelid_gaeltunnel,,Magma Wyrm,320701,Rear Gael Tunnel Entrance,48,1,1mini,
"320800,0:0000520670::",caelid_selliatunnel,,Fallingstar Beast,64484000,Deep Siofra Well,83,1,1mini,
"321100,0:0000520680::",snowfield_tunnel,,"Astel, Stars of Darkness",321100,Yelough Anix Tunnel,217,0,1mini,
"604236,0:0000530100::",limgrave,Limgrave,Tree Sentinel,61423600,Church of Elleh,43,1,2field,0
"604336,0:0000530110::",limgrave,Limgrave,Flying Dragon Agheel,320100,Limgrave Tunnels,163,0,2field,0
"604237,0:0000530120::",stormhill,Stormhill,Crucible Knight,310300,Groveside Cave,93,1,2field,0
"604435,0:0000530130::",limgrave,Weeping Peninsula,Bloodhound Knight Darriwil,61443400,Bridge of Sacrifice,180,0,2field,0
"604539,0:0000530170::",limgrave,"Nokron, Eternal City Start",Tibia Mariner,61443900,Summonwater Village Outskirts,107,1,2field,0
"603445,0:0000530210::",liurnia,Lake of Rot,Glintstone Dragon Smarag,310600,Academy Crystal Cave,147,1,2field,0
"603542,0:0000530225::",liurnia,Moonlight Altar,Omenkiller,62354200,Cathedral of Manus Celes,141,1,2field,0
"603944,0:0000530240::",liurnia,Ainsel River,Tibia Mariner,62394400,Jarburg,150,1,2field,0
"603841,0:0000530245::",liurnia,Moonlight Altar,"Adan, Thief of Fire",62384000,Liurnia Lake Shore,48,1,2field,0
"603345,0:0000530250::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62334400,Revenger's Shack,218,0,2field,0
"603650,0:0000530255::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,390000,Magma Wyrm Makar,186,0,2field,0
"603442,0:0000530260::",moonlight,Moonlight Altar,Glintstone Dragon Adula,62354200,Cathedral of Manus Celes,114,1,2field,0
"603342,0:0000530265::",moonlight,Moonlight Altar,"Alecto, Black Knife Ringleader",300300,Road's End Catacombs,193,0,2field,0
"603751,0:0000530300::",altus,Ruin-Strewn Precipice,Ancient Dragon Lansseax,63385100,Erdtree-Gazing Hill,135,1,2field,0
"604150,0:0000530310::",altus,Divine Bridge,Fallingstar Beast,311800,Perfumer's Grotto,170,0,2field,0
"604552,0:0000530315::",outskirts,Deeproot Depths Boss,Draconic Tree Sentinel,301300,Auriza Side Tomb,94,1,2field,0
"604255,0:0000530325::",altus,Capital Outskirts,Godskin Apostle,63425500,Windmill Heights,4,1,2field,0
"604151,0:0000530335::",altus,Divine Bridge,Tree Sentinel,311800,Perfumer's Grotto,70,1,2field,0
"604052,0:0000530350::",altus,Altus Plateau,Black Knife Assassin,300800,Sainted Hero's Grave,5,1,2field,0
"603654,0:0000530375::",gelmir,Mt. Gelmir,Full-Grown Fallingstar Beast,63365401,Ninth Mt. Gelmir Campsite,75,1,2field,0
"603852,0:0000530385::",altus,Altus Plateau,Tibia Mariner,63375200,Seethewater River,171,0,2field,0
"603553,0:0000530390::",gelmir,Mt. Gelmir,Magma Wyrm,160004,Guest Hall,176,0,2field,0
"604837,0:0000530400::",caelid,Siofra River,Decaying Ekzykes,64483700,Caelid Highway South,109,1,2field,0
"604938,0:0000530405::",caelid,Caelid,Commander O'Neil,64493800,Heart of Aeonia,4,1,2field,0
"605241,0:0000530420::",dragonbarrow,Dragonbarrow,Flying Dragon Greyll,64524200,Farum Greatbridge,145,1,2field,0
"605143,0:0000530425::",dragonbarrow,Dragonbarrow,Black Blade Kindred,64514300,Bestial Sanctum,50,1,2field,0
"604952,0:0000530505::",mountaintops_start,Forbidden Lands,Black Blade Kindred,65495301,Grand Lift of Rold,99,1,2field,0
"605456,0:0000530510::",mountaintops,Mountaintops of the Giants,Borealis the Freezing Fog,312200,Spiritcaller Cave,173,0,2field,0
"605356,0:0000530515::",mountaintops,Mountaintops of the Giants,Roundtable Knight Vyke,65525600,Whiteridge Road,161,0,2field,0
"605057,0:0000530530::",mountaintops,Mountaintops of the Giants,Death Rite Bird,65515701,Castle Sol Main Gate,245,0,2field,0
"605056,0:0000530550::",snowfield,Mountaintops of the Giants,Great Wyrm Theodorix,311200,Cave of the Forlorn,74,1,2field,0
"120100,0:0000530600::",lakeofrot,Lake of Rot,Dragonkin Soldier,120106,Lake of Rot Shoreside,267,0,2field,0
"120200,0:0000530620::",siofra,"Nokron, Eternal City",Dragonkin Soldier,120207,Aqueduct-Facing Cliffs,152,1,2field,0
"615240,0:0000530800::",jaggedpeak_foot,Mountaintops of the Giants,Jagged Peak Drake Boss,68524000,Foot of the Jagged Peak,183,0,2field,0
"615439,0:0000530805::",jaggedpeak,Mountaintops of the Giants,Ancient Dragon Senessax,68533900,Jagged Peak Mountainside,319,0,2field,0
"614838,0:0000530840::",cerulean,Mountaintops of the Giants,Ghostflame Dragon and Skeletons,68483900,Cerulean Coast,217,0,2field,0
"614640,0:0000530845::",cerulean,Mountaintops of the Giants,Demi-Human Queen Marigga,68463900,Cerulean Coast West,341,0,2field,0
"614941,0:0000530850::",jaggedpeak_foot,Mountaintops of the Giants,Jagged Peak Drake Boss,68493900,Grand Altar of Dragon Communion,497,0,2field,0
"614739,0:0000530855::",charo,Mountaintops of the Giants,Death Rite Bird,68483900,Cerulean Coast,146,1,2field,0
"614544,0:0000530860::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",154,1,2field,0
"614447,0:0000530905::",rauhbase,Mountaintops of the Giants,Rugalea the Great Red Bear,69454700,Ravine North,313,0,2field,0
"614945,0:0000530930::",scadualtus,Mountaintops of the Giants,Ralva the Great Red Bear,69504500,Recluses' River Upstream,179,0,2field,0
"614646,0:0000530940::",rauhruins,Mountaintops of the Giants,Divine Beast Dancing Lion and Basilisks,69464700,"Rauh Ancient Ruins, East",200,0,2field,0
"614943,0:0000530945::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,69494300,"Moorth Highway, South",117,1,2field,0
"614745,0:0000530955::",ensis_fort,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",100,1,2field,0
"615248,0:0000530960::",hinterland,Mountaintops of the Giants,Regular Fallingstar Beast,69514800,Fingerstone Hill,140,1,2field,0
"614943,0:0000530965::",scadualtus,Mountaintops of the Giants,Black Knight Edredd,69494302,Behind the Fort of Reprimand,19,1,2field,0
"604039,0:0000540100::",stormhill,Stormhill,Bell Bearing Hunter,100007,Secluded Cell,152,1,2field,529
"604138,0:0000540104::",stormhill,Stormhill,Bell Bearing Hunter,100002,Castleward Tunnel,132,1,2field,338
"604337,0:0000540108::",limgrave,Limgrave,Night's Cavalry,310000,Murkwater Cave,156,1,2field,13
"604436,0:0000540112::",limgrave,Limgrave,Night's Cavalry,61443500,Agheel Lake South,101,1,2field,301
"604537,0:0000540116::",limgrave,"Nokron, Eternal City Start",Tibia Mariner,61443700,Mistwood Outskirts,219,0,2field,572
"604639,0:0000540118::",limgrave,"Nokron, Eternal City",Dragonkin Soldier,61463800,Third Church of Marika,104,1,2field,478
"604137,0:0000540120::",limgrave,Stormhill,Crucible Knight,300200,Stormfoot Catacombs,179,0,2field,258
"604233,0:0000540132::",peninsula,Weeping Peninsula,Erdtree Avatar,310200,Tombsward Cave,116,1,2field,267
"604333,0:0000540136::",peninsula,Weeping Peninsula,Erdtree Avatar,320000,Morne Tunnel,24,1,2field,143
"604432,0:0000540138::",peninsula,Weeping Peninsula,Night's Cavalry,61443300,Castle Morne Rampart,210,0,2field,164
"604433,0:0000540140::",peninsula,Weeping Peninsula,Night's Cavalry,61443300,Castle Morne Rampart,94,1,2field,159
"604438,0:0000540142::",limgrave,Limgrave,Night's Cavalry,61433800,Murkwater Coast,58,1,2field,310
"604135,0:0000540144::",limgrave_dragonchurch,Church of Dragon Communion,Ancient Hero of Zamor,61413500,Church of Dragon Communion,103,1,2field,349
"604239,0:0000540146::",stormhill,Stormhill,Bell Bearing Hunter,301100,Deathtouched Catacombs,84,1,2field,215
"100000,0:0000540170::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,127,1,1legacy,
"100000,0:0000540172::",stormveil,,Godrick the Grafted,100007,Secluded Cell,50,1,1legacy,
"100000,0:0000540174::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,77,1,1legacy,
"603450,0:0000540200::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355002,Royal Moongazing Grounds,112,1,2field,530
"603644,0:0000540202::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62364301,Fallen Ruins of the Lake,129,1,2field,766
"603649,0:0000540204::",liurnia,Ainsel River Main,Night's Cavalry,62364901,The Ravine,85,1,2field,289
"603939,0:0000540206::",liurnia,Stormhill,[capstone] Godrick the Grafted,62394000,Lake-Facing Cliffs,88,1,4capstone,858
"603542,0:0000540208::",liurnia,Moonlight Altar,Omenkiller,62354200,Cathedral of Manus Celes,200,0,2field,130
"603547,0:0000540210::",liurnia,Lake of Rot,Dragonkin Soldier,62354700,East Gate Bridge Trestle,40,1,2field,351
"603444,0:0000540218::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62344400,Temple Quarter,245,0,2field,512
"603550,0:0000540220::",liurnia,Ruin-Strewn Precipice,Onyx Lord,62355000,Manor Upper Level,101,1,2field,329
"603751,0:0000540224::",altus,Ruin-Strewn Precipice,Ancient Dragon Lansseax,62385001,Ravine-Veiled Village,56,1,2field,160
"603748,0:0000540236::",liurnia,Bellum Highway,Erdtree Avatar,62374900,Church of Inhibition,148,1,2field,221
"603343,0:0000540238::",liurnia,Moonlight Altar,Erdtree Avatar,300300,Road's End Catacombs,127,1,2field,95
"603550,0:0000540250::",liurnia,Ruin-Strewn Precipice,Onyx Lord,62365000,Behind Caria Manor,80,1,2field,294
"603943,0:0000540252::",liurnia,Liurnia of The Lakes,Night's Cavalry,62384300,Gate Town Bridge,157,1,2field,71
"603748,0:0000540254::",liurnia,Ainsel River Main,Night's Cavalry,62374800,Mausoleum Compound,155,1,2field,175
"603850,0:0000540256::",liurnia,Ruin-Strewn Precipice,Onyx Lord,62385000,Grand Lift of Dectus,106,1,2field,295
"603945,0:0000540258::",liurnia,Ainsel River,Tibia Mariner,341100,Study Hall Entrance,69,1,2field,185
"603443,0:0000540260::",liurnia,Moonlight Altar,Glintstone Dragon Adula,62344300,Converted Tower,160,0,2field,198
"603744,0:0000540262::",liurnia,Liurnia of The Lakes,Night's Cavalry,62374400,Academy Gate Town,233,0,2field,632
"603345,0:0000540264::",liurnia,Liurnia of The Lakes,"Bols, Carian Knight",62344400,Temple Quarter,170,0,2field,154
"140000,0:0000540272::",academy,,Rennala 2,140002,Church of the Cuckoo,121,1,1legacy,
"392000,0:0000540290::",precipice,Ruin-Strewn Precipice,Ancient Dragon Lansseax,390001,Ruin-Strewn Precipice,30,1,2field,227
"603751,0:0000540300::",altus,Ruin-Strewn Precipice,Ancient Dragon Lansseax,63375100,Abandoned Coffin,148,1,2field,247
"603851,0:0000540302::",altus,Ruin-Strewn Precipice,Ancient Dragon Lansseax,63385100,Erdtree-Gazing Hill,31,1,2field,99
"603951,0:0000540304::",altus,Altus Plateau,Black Knife Assassin,63395100,Altus Highway Junction,53,1,2field,364
"603952,0:0000540306::",altus,Altus Plateau,Tibia Mariner,63385100,Erdtree-Gazing Hill,208,0,2field,173
"604153,0:0000540308::",altus,Altus Plateau,Wormface,63405200,Forest-Spanning Greatbridge,213,0,2field,48
"604051,0:0000540310::",altus,Altus Plateau,Black Knife Assassin,300800,Sainted Hero's Grave,121,1,2field,117
"604054,0:0000540312::",altus,Altus Plateau,Wormface,63405400,Road of Iniquity Side Path,96,1,2field,269
"604351,0:0000540314::",outskirts,Divine Bridge,Tree Sentinel,341201,Sealed Tunnel,193,0,2field,321
"604352,0:0000540316::",outskirts,Capital Outskirts,Crucible Knight Siluria,63435301,Outer Wall Battleground,239,0,2field,64
"604353,0:0000540318::",altus,Capital Outskirts,Bell Bearing Hunter,63435300,Hermit Merchant's Shack,164,0,2field,156
"604053,0:0000540320::",altus,Altus Plateau,Black Knife Assassin,63405300,Bower of Bounty,60,1,2field,154
"603753,0:0000540332::",gelmir,Mt. Gelmir,Demi-Human Queen Maggie,63375200,Seethewater River,57,1,2field,73
"603654,0:0000540334::",gelmir,Mt. Gelmir,Full-Grown Fallingstar Beast,63365402,Road of Iniquity,91,1,2field,156
"110000,0:0000540370::",leyndell_throne,,"Morgott, the Omen King",110005,West Capital Rampart,69,1,1legacy,
"110000,0:0000540372::",leyndell,,"Morgott, the Omen King",110003,Lower Capital Church,62,1,1legacy,
"604740,0:0000540400::",caelid,"Nokron, Eternal City",Putrid Avatar,301400,Minor Erdtree Catacombs,72,1,2field,116
"604838,0:0000540402::",caelid,Siofra River,Decaying Ekzykes,64483801,Astray from Caelid Highway North,37,1,2field,361
"604938,0:0000540404::",caelid,Caelid,Commander O'Neil,64493800,Heart of Aeonia,51,1,2field,52
"604837,0:0000540406::",caelid,Caelid,Night's Cavalry,64483800,Aeonia Swamp Shore,107,1,2field,180
"605135,0:0000540408::",caelid,Redmane Castle Post Radahn,[capstone] Redmane Castle Post Radahn,64513601,Chamber Outside the Plaza,112,1,4capstone,
"604739,0:0000540410::",caelid,"Nokron, Eternal City",Dragonkin Soldier,64473900,Fort Gael North,63,1,2field,203
"604841,0:0000540412::",dragonbarrow,Great-Jar,Bell Bearing Hunter,64484100,Isolated Merchant's Shack,49,1,2field,45
"604936,0:0000540414::",caelid,Redmane Castle Post Radahn,[capstone] Redmane Castle Post Radahn,64503600,Impassable Greatbridge,98,1,4capstone,
"604939,0:0000540416::",caelid,Great-Jar,Bell Bearing Hunter,320800,Sellia Crystal Tunnel,115,1,2field,552
"604939,0:0000540418::",caelid,Mohgwyn Palace,Death Rite Bird,64493902,Sellia Under-Stair,39,1,2field,437
"605141,0:0000540420::",dragonbarrow,Dragonbarrow,Flying Dragon Greyll,64524100,Lenne's Rise,168,0,2field,162
"604739,0:0000540422::",caelid,"Nokron, Eternal City",Dragonkin Soldier,320700,Gael Tunnel,114,1,2field,179
"604936,0:0000540424::",caelid,Caelid,Night's Cavalry,301500,Caelid Catacombs,78,1,2field,209
"604941,0:0000540426::",dragonbarrow,Great-Jar,Bell Bearing Hunter,341302,Divine Tower of Caelid: Center,142,1,2field,340
"605142,0:0000540428::",dragonbarrow,Dragonbarrow,Flying Dragon Greyll,64524200,Farum Greatbridge,101,1,2field,167
"605357,0:0000540510::",mountaintops,Mountaintops of the Giants,Borealis the Freezing Fog,65525700,Freezing Lake,192,0,2field,207
"605255,0:0000540516::",mountaintops,Mountaintops of the Giants,Roundtable Knight Vyke,65525600,Whiteridge Road,161,0,2field,279
"604856,0:0000540524::",snowfield,Consecrated Snowfield,Night's Cavalry (Glaive),65495500,Inner Consecrated Snowfield,212,0,2field,338
"160000,0:0000540590::",volcano_town,,"Rykard, Lord of Blasphemy",160003,Prison Town Church,66,1,1legacy,
"160000,0:0000540592::",volcano_temple,,"Rykard, Lord of Blasphemy",160001,Temple of Eiglay,77,1,1legacy,
"120100,0:0000540600::",lakeofrot,Liurnia of The Lakes,"Bols, Carian Knight",120108,Grand Cloister,147,1,2field,727
"120100,0:0000540602::",ainsel,Ainsel River Main,Night's Cavalry,62364800,East Raya Lucaria Gate,194,0,2field,71
"120200,0:0000540610::",siofra,"Nokron, Eternal City",Dragonkin Soldier,120204,Worshippers' Woods,218,0,2field,203
"120200,0:0000540630::",siofra,Caelid,Battlemage Hugues,120204,Worshippers' Woods,168,0,2field,190
"120200,0:0000540642::",siofra_nokron,Siofra River,Decaying Ekzykes,120201,Mimic Tear,73,1,2field,319
"120200,0:0000540646::",siofra_nokron,"Nokron, Eternal City",Dragonkin Soldier,120207,Aqueduct-Facing Cliffs,179,0,2field,237
"120200,0:0000540648::",siofra_nokron,"Nokron, Eternal City",Dragonkin Soldier,120207,Aqueduct-Facing Cliffs,122,1,2field,55
"120700,0:0000540652::",siofra,"Nokron, Eternal City Start",Tibia Mariner,120700,Siofra River Well Depths,126,1,2field,509
"120300,0:0000540660::",deeproot,Deeproot Depths Upper,[capstone] Lichdragon Fortissax,120302,Great Waterfall Crest,101,1,4capstone,
"120300,0:0000540668::",deeproot,Capital Outskirts,Crucible Knight Siluria,120304,The Nameless Eternal City,187,0,2field,95
"120300,0:0000540670::",deeproot,Deeproot Depths,[capstone] Lichdragon Fortissax,120305,Across the Roots,114,1,4capstone,
"120500,0:0000540686::",mohgwyn,,"Mohg, Lord of Blood",120501,Palace Approach Ledge-Road,166,0,1legacy,
"130000,0:0000540772::",farumazula,,"Maliketh, the Black Blade",130006,Dragon Temple,45,1,1legacy,
"615045,0:0000540900::",scadualtus,Mountaintops of the Giants,Ralva the Great Red Bear,69514500,Cathedral of Manus Metyr,161,0,2field,273
"614844,0:0000540902::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,61484401,Castle-Lord's Chamber,176,0,2field,152
"615145,0:0000540906::",scadualtus,Mountaintops of the Giants,Ralva the Great Red Bear,69514400,Bridge Leading to the Village,126,1,2field,554
"614844,0:0000540920::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,61484401,Castle-Lord's Chamber,169,0,2field,157
"614844,0:0000540922::",scadualtus,Mountaintops of the Giants,Ghostflame Dragon Boss,61484401,Castle-Lord's Chamber,178,0,2field,167
"604438,0:0000580000::",limgrave,Limgrave,Night's Cavalry,61443800,Artist's Shack,5,1,2field,380
"603845,0:0000580010::",liurnia,Ainsel River,Tibia Mariner,62384500,Artist's Shack,11,1,2field,209
"603954,0:0000580020::",altus,Altus Plateau,Wormface,63395400,Shaded Castle Ramparts,74,1,2field,471
"605157,0:0000580030::",mountaintops,Mountaintops of the Giants,Death Rite Bird,65515702,Church of the Eclipse,54,1,2field,304
"100000,0:0000580040::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,36,1,1legacy,
"110000,0:0000580050::",leyndell,,"Morgott, the Omen King",110008,"Fortified Manor, First Floor",8,1,1legacy,
"605039,0:0000580060::",caelid,Mohgwyn Palace,Death Rite Bird,64493902,Sellia Under-Stair,61,1,2field,422
"604336,0:0000580300::",limgrave,Limgrave,Flying Dragon Agheel,180000,Cave of Knowledge,127,1,2field,168
"603650,0:0000580310::",liurnia_postmanor,Ruin-Strewn Precipice,Onyx Lord,62355000,Manor Upper Level,117,1,2field,181
"604152,0:0000580320::",altus,Capital Outskirts,Crucible Knight Siluria,63415201,Rampartside Path,68,1,2field,494
"605056,0:0000580330::",mountaintops,Mountaintops of the Giants,Death Rite Bird,65515600,Ancient Snow Valley Ruins,199,0,2field,93
"604235,0:0000580340::",limgrave,Church of Dragon Communion,Ancient Hero of Zamor,61433400,Church of Pilgrimage,63,1,2field,414
"604254,0:0000580350::",altus,Capital Outskirts,Godskin Apostle,63425500,Windmill Heights,154,1,2field,150
"605140,0:0000580360::",dragonbarrow,Dragonbarrow,Putrid Avatar,311000,Dragonbarrow Cave,144,1,2field,116
"614543,0:0000580400::",gravesite,Mountaintops of the Giants,Ghostflame Dragon Boss,61464400,"Greatbridge, North",217,0,2field,103
"614645,0:0000580410::",rauhbase_high,Mountaintops of the Giants,Black Knight Garrew,69474500,"Scadu Altus, West",229,0,2field,184
"615339,0:0000580420::",jaggedpeak,Mountaintops of the Giants,Ancient Dragon Senessax,68533900,Jagged Peak Mountainside,226,0,2field,186
"200000,0:0000580600::",storehouse,Mountaintops of the Giants,[capstone] Fire Giant,120600,,0,1,4capstone,1414164939
"100000,0:0010007005::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,63,1,1legacy,
"100000,0:0010007015::",stormveil,,Godrick the Grafted,100005,Rampart Tower,34,1,1legacy,
"100000,0:0010007025::",stormveil,,Godrick the Grafted,100005,Rampart Tower,35,1,1legacy,
"100000,0:0010007030::",stormveil_start,,Godrick the Grafted,100008,Stormveil Main Gate,25,1,1legacy,
"100000,0:0010007035::",stormveil,,Godrick the Grafted,100004,Stormveil Cliffside,76,1,1legacy,
"100000,0:0010007040::",stormveil_start,,Godrick the Grafted,100008,Stormveil Main Gate,25,1,1legacy,
"100000,0:0010007050::",stormveil,,Godrick the Grafted,100005,Rampart Tower,60,1,1legacy,
"100000,0:0010007060::",stormveil,,Godrick the Grafted,100005,Rampart Tower,88,1,1legacy,
"100000,0:0010007080::",stormveil,,Godrick the Grafted,100003,Gateside Chamber,87,1,1legacy,
"100000,0:0010007082::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,32,1,1legacy,
"100000,0:0010007085::",stormveil,,Godrick the Grafted,341000,Limgrave Tower Bridge,67,1,1legacy,
"100000,0:0010007090::",stormveil,,Godrick the Grafted,100006,Liftside Chamber,37,1,1legacy,
"100000,0:0010007100::",stormveil_start,,Godrick the Grafted,100004,Stormveil Cliffside,35,1,1legacy,
"100000,0:0010007110::",stormveil_start,,Godrick the Grafted,100003,Gateside Chamber,16,1,1legacy,
"100000,0:0010007120::",stormveil_start,,Godrick the Grafted,100003,Gateside Chamber,46,1,1legacy,
"100000,0:0010007130::",stormveil_start,,Godrick the Grafted,100004,Stormveil Cliffside,63,1,1legacy,
"100000,0:0010007140::",stormveil_start,,Godrick the Grafted,100003,Gateside Chamber,22,1,1legacy,
"100000,0:0010007150::",stormveil_start,,Godrick the Grafted,100004,Stormveil Cliffside,26,1,1legacy,
"100000,0:0010007160::",stormveil,,Godrick the Grafted,100005,Rampart Tower,23,1,1legacy,
"100000,0:0010007170::",stormveil_start,,Godrick the Grafted,100004,Stormveil Cliffside,75,1,1legacy,
"100000,0:0010007180::",stormveil_start,,Godrick the Grafted,100005,Rampart Tower,55,1,1legacy,
"100000,0:0010007190::",stormveil_start,,Godrick the Grafted,100005,Rampart Tower,45,1,1legacy,
"100000,0:0010007195::",stormveil,,Godrick the Grafted,100005,Rampart Tower,91,1,1legacy,
"100000,0:0010007200::",stormveil,,Godrick the Grafted,100005,Rampart Tower,55,1,1legacy,
"100000,0:0010007210::",stormveil_start,,Godrick the Grafted,100005,Rampart Tower,68,1,1legacy,
"100000,0:0010007220::",stormveil,,Godrick the Grafted,100005,Rampart Tower,69,1,1legacy,
"100000,0:0010007230::",stormveil,,Godrick the Grafted,100005,Rampart Tower,66,1,1legacy,
