kind	group	flag	ap_ids	name	status	region	maps	evidence	sites	graces	note	question
region	ground-m60_37_52	1037527020	7772633	Mt. Gelmir :: Arrow - near Seethewater River, may be sweep-granted by Tibia Mariner (m60_38_52) [f1037527020]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520020	Seethewater River via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527030	7772634	Mt. Gelmir :: Sacramental Bud - near Craftsman's Shack, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1037527030]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520030	Craftsman's Shack via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527040	7772635	Mt. Gelmir :: String - near Primeval Sorcerer Azur, may be sweep-granted by Tibia Mariner (m60_38_52) [f1037527040]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520040	Primeval Sorcerer Azur via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527050	7772636	Mt. Gelmir :: Gold-Tinged Excrement - near Primeval Sorcerer Azur, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1037527050]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520050	Primeval Sorcerer Azur via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527060	7772637	Mt. Gelmir :: Gold Firefly - near Seethewater River, may be sweep-granted by Tibia Mariner (m60_38_52) [f1037527060]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520060	Seethewater River via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527080	7772639	Mt. Gelmir :: Starlight Shards - near Seethewater River, may be sweep-granted by Tibia Mariner (m60_38_52) [f1037527080]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520080	Seethewater River via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527090	7772640	Mt. Gelmir :: Hierodas Glintstone Crown - near Primeval Sorcerer Azur, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1037527090]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520090	Primeval Sorcerer Azur via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527100	7772641	Mt. Gelmir :: Errant Sorcerer Manchettes - near Primeval Sorcerer Azur, may be sweep-granted by Tibia Mariner (m60_38_52) [f1037527100]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520100	Primeval Sorcerer Azur via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527100	7900240	Mt. Gelmir :: Errant Sorcerer Boots - near Primeval Sorcerer Azur, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1037527100]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520100	Primeval Sorcerer Azur via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_37_52	1037527100	7900241	Mt. Gelmir :: Errant Sorcerer Robe (Altered) - near Primeval Sorcerer Azur, may be sweep-granted by Tibia Mariner (m60_38_52) [f1037527100]	review	Mt. Gelmir	m60_37_52	none buckets=-	m60_37_52:treasure:lot1037520100	Primeval Sorcerer Azur via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_52	1038527000	7772687	Mt. Gelmir :: Pearldrake Talisman +1 - near Seethewater River (region unconfirmed), may be sweep-granted by Tibia Mariner (m60_38_52) [f1038527000]	confirmed	Mt. Gelmir	m60_38_52	none buckets=-	m60_38_52:treasure:lot1038520000	Seethewater River via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_52	1038527010	7772688	Mt. Gelmir :: Smithing Stone [5] - near Seethewater River (region unconfirmed), may be sweep-granted by Tibia Mariner (m60_38_52) [f1038527010]	confirmed	Mt. Gelmir	m60_38_52	none buckets=-	m60_38_52:treasure:lot1038520010	Seethewater River via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_52	1038527020	7772689	Mt. Gelmir :: Golden Rune [3] - near Seethewater River (region unconfirmed), may be sweep-granted by Tibia Mariner (m60_38_52) [f1038527020]	confirmed	Mt. Gelmir	m60_38_52	none buckets=-	m60_38_52:treasure:lot1038520020	Seethewater River via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_52	1038527040	7772691	Mt. Gelmir :: Dappled White Cured Meat - near Seethewater River (region unconfirmed), may be sweep-granted by Tibia Mariner (m60_38_52) [f1038527040]	confirmed	Mt. Gelmir	m60_38_52	none buckets=-	m60_38_52:treasure:lot1038520040	Seethewater River via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_52	1038527060	7772693	Mt. Gelmir :: Golden Rune [4] - near Seethewater River (region unconfirmed), may be sweep-granted by Tibia Mariner (m60_38_52) [f1038527060]	confirmed	Mt. Gelmir	m60_38_52	none buckets=-	m60_38_52:treasure:lot1038520060	Seethewater River via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_52	1038527070	7772694	Mt. Gelmir :: Human Bone Shard - near Seethewater River (region unconfirmed), may be sweep-granted by Tibia Mariner (m60_38_52) [f1038527070]	confirmed	Mt. Gelmir	m60_38_52	none buckets=-	m60_38_52:treasure:lot1038520070	Seethewater River via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_53	1038537000	7772695	Mt. Gelmir :: Golden Rune [2] - near First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038537000]	confirmed	Mt. Gelmir	m60_38_53	tile-default buckets=32040	m60_38_53:treasure:lot1038530000	First Mt. Gelmir Campsite via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_53	1038537010	7774228	Mt. Gelmir :: Golden Rune [3] - near First Mt. Gelmir Campsite (1), may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038537010]	confirmed	Mt. Gelmir	m60_38_53	tile-default buckets=32040	m60_38_53:treasure:lot1038530010	First Mt. Gelmir Campsite via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_53	1038537020	7774229	Mt. Gelmir :: Golden Rune [4] - near First Mt. Gelmir Campsite, may be sweep-granted by Tibia Mariner (m60_38_52) [f1038537020]	confirmed	Mt. Gelmir	m60_38_53	tile-default buckets=32040	m60_38_53:treasure:lot1038530020	First Mt. Gelmir Campsite via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_53	1038537030	7774230	Mt. Gelmir :: Golden Rune [7] - near First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038537030]	confirmed	Mt. Gelmir	m60_38_53	tile-default buckets=32040	m60_38_53:treasure:lot1038530030	First Mt. Gelmir Campsite via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_53	1038537040	7774231	Mt. Gelmir :: Golden Rune [3] - near First Mt. Gelmir Campsite (2), may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038537040]	confirmed	Mt. Gelmir	m60_38_53	tile-default buckets=32040	m60_38_53:treasure:lot1038530040	First Mt. Gelmir Campsite via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_53	1038537050	7774232	Mt. Gelmir :: Somber Smithing Stone [6] - near First Mt. Gelmir Campsite, may be sweep-granted by Tibia Mariner (m60_38_52) [f1038537050]	confirmed	Mt. Gelmir	m60_38_53	tile-default buckets=32040	m60_38_53:treasure:lot1038530050	First Mt. Gelmir Campsite via=	Retain the documented grace-ground/access ruling in gen_data.FLAG_REGION_OVERRIDE and region_overrides.tsv.	
region	ground-m60_38_54	1038547000	7772696	Mt. Gelmir :: Bloodrose - near First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547000]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540000	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547010	7772697	Mt. Gelmir :: Explosive Greatbolt - near First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547010]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540010	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547020	7772698	Mt. Gelmir :: Golden Rune [8] - near First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547020]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540020	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547030	7772699	Mt. Gelmir :: Fire Arrow - near First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547030]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540030	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547050	7772700	Mt. Gelmir :: [Incantation] Golden Vow - near First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547050]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540050	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547060	7772701	Mt. Gelmir :: Arteria Leaf - near First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547060]	confirmed	Mt. Gelmir	m60_38_54	volume:プレイエリア上書き領域 ゲルミア火山 パーツ3 buckets=63020	m60_38_54:treasure:lot1038540060	First Mt. Gelmir Campsite via=	All available placement maps covered by exact point-in-volume rows agreeing with the current region.	
region	ground-m60_38_54	1038547070	7772702	Mt. Gelmir :: Throwing Dagger - near First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547070]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540070	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547080	7772703	Mt. Gelmir :: Beast Blood - near First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547080]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540080	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547090	7772704	Mt. Gelmir :: Smithing Stone [5] - near Shaded Castle Inner Gate, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547090]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540090	Shaded Castle Inner Gate via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547100	7772705	Mt. Gelmir :: Antspur Rapier - around First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547100]	review	Mt. Gelmir	m60_38_54		m60_38_54:event:lot1038540100		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547100	7900242	Mt. Gelmir :: Marais Mask - around First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547100]	review	Mt. Gelmir	m60_38_54		m60_38_54:event:lot1038540100		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547100	7900243	Mt. Gelmir :: Marais Robe - around First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547100]	review	Mt. Gelmir	m60_38_54		m60_38_54:event:lot1038540100		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547110	7772706	Mt. Gelmir :: Pulley Bow - near First Mt. Gelmir Campsite, may be sweep-granted by Demi-Human Queen Maggie (m60_37_53) [f1038547110]	review	Mt. Gelmir	m60_38_54	none buckets=-	m60_38_54:treasure:lot1038540110	First Mt. Gelmir Campsite via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_38_54	1038547700	7772707	Mt. Gelmir :: Sacred Butchering Knife - around First Mt. Gelmir Campsite, may be sweep-granted by Ulcerated Tree Spirit (m60_37_54) [f1038547700]	review	Mt. Gelmir	m60_38_54		m60_38_54:event:lot1038540700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537000	7772743	Mt. Gelmir :: Golden Rune [4] - near Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537000]	review	Mt. Gelmir	m60_39_53	none buckets=-	m60_39_53:treasure:lot1039530000	Bridge of Iniquity via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537010	7772744	Mt. Gelmir :: Blood Grease - near Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537010]	review	Mt. Gelmir	m60_39_53	none buckets=-	m60_39_53:treasure:lot1039530010	Bridge of Iniquity via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537020	7772745	Mt. Gelmir :: Golden Rune [3] - near Old Altus Tunnel, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537020]	review	Mt. Gelmir	m60_39_53	none buckets=-	m60_39_53:treasure:lot1039530020	Old Altus Tunnel via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537030	7772746	Mt. Gelmir :: Miquella's Lily - near Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537030]	review	Mt. Gelmir	m60_39_53	none buckets=-	m60_39_53:treasure:lot1039530030	Bridge of Iniquity via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537040	7772747	Altus :: Nascent Butterfly - near Bridge of Iniquity, may be sweep-granted by Sanguine Noble (m60_40_53) [f1039537040]	fixed	Altus	m60_39_53	volume:領域 マップ情報上書き用 (高山と火山の境界) {2} buckets=63000	m60_39_53:treasure:lot1039530040	Bridge of Iniquity via=	Single ground placement; exact volume6300001/6300040 -> play bucket63000 (Altus).	
region	ground-m60_39_53	1039537050	7772748	Altus :: [Sorcery] Unseen Blade - near Bower of Bounty, may be sweep-granted by Elemer of the Briar (m60_39_54) [f1039537050]	fixed	Altus	m60_39_53	volume:プレイ領域 6300040 高山 マルチプレイ禁止 魔術師の塔 buckets=63000	m60_39_53:treasure:lot1039530050	Bower of Bounty via=	Single ground placement; exact volume6300001/6300040 -> play bucket63000 (Altus).	
region	ground-m60_39_53	1039537050	7900245	Altus :: Unseen Form - near Bower of Bounty, may be sweep-granted by Elemer of the Briar (m60_39_54) [f1039537050]	fixed	Altus	m60_39_53	volume:プレイ領域 6300040 高山 マルチプレイ禁止 魔術師の塔 buckets=63000	m60_39_53:treasure:lot1039530050	Bower of Bounty via=	Single ground placement; exact volume6300001/6300040 -> play bucket63000 (Altus).	
region	ground-m60_39_53	1039537060	7772749	Altus :: Slumbering Egg - near Bower of Bounty, may be sweep-granted by Black Knife Assassin (m60_40_52) [f1039537060]	fixed	Altus	m60_39_53	volume:プレイ領域 6300040 高山 マルチプレイ禁止 魔術師の塔 buckets=63000	m60_39_53:treasure:lot1039530060	Bower of Bounty via=	Single ground placement; exact volume6300001/6300040 -> play bucket63000 (Altus).	
region	ground-m60_39_53	1039537070	7772750	Mt. Gelmir :: Golden Rune [3] - near Bower of Bounty, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537070]	review	Mt. Gelmir	m60_39_53	tile-default buckets=63000	m60_39_53:treasure:lot1039530070	Bower of Bounty via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537080	7772751	Mt. Gelmir :: Mirage Riddle - around Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537080]	review	Mt. Gelmir	m60_39_53		m60_39_53:event:lot1039530080		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537700	7772752	Mt. Gelmir :: Crepus's Vial - around Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537700]	review	Mt. Gelmir	m60_39_53		m60_39_53:event:lot1039530700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_39_53	1039537700	7900246	Mt. Gelmir :: Black-Key Bolt - around Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537700]	review	Mt. Gelmir	m60_39_53		m60_39_53:event:lot1039530700		No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	route-1039537750	1039537750	7774245	Mt. Gelmir :: Golden Rune [10] - around Bridge of Iniquity, may be sweep-granted by Tibia Mariner (m60_38_52) [f1039537750]	review	Mt. Gelmir					No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	ground-m60_43_34	1043347000	7772871	Weeping :: Arteria Leaf - near Church of Pilgrimage, may be sweep-granted by Erdtree Avatar (m60_43_33) [f1043347000]	review	Weeping	m60_43_34	none buckets=-	m60_43_34:treasure:lot1043340000	Church of Pilgrimage via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_43_34	1043347040	7772872	Weeping :: Gold-Tinged Excrement - near Ailing Village Outskirts, may be sweep-granted by Ancient Hero of Zamor (m60_42_33) [f1043347040]	review	Weeping	m60_43_34	none buckets=-	m60_43_34:treasure:lot1043340040	Ailing Village Outskirts via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_43_34	1043347050	7772873	Weeping :: String - near Ailing Village Outskirts, may be sweep-granted by Erdtree Avatar (m60_43_33) [f1043347050]	review	Weeping	m60_43_34	none buckets=-	m60_43_34:treasure:lot1043340050	Ailing Village Outskirts via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	route-1043527750	1043527750	7774344	Altus :: Golden Rune [13] - m60_43_52 (region unconfirmed) (1), may be sweep-granted by Bell Bearing Hunter (m60_43_53) [f1043527750]	review	Altus					No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	route-1043527760	1043527760	7774345	Altus :: Golden Rune [13] - m60_43_52 (region unconfirmed) (2), may be sweep-granted by Deathbird (m60_44_53) [f1043527760]	review	Altus					No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	Which acquisition site and prerequisite chain should define the AP check, including relocation/death and existing sweeps?
region	ground-m60_44_34	1044347000	7772918	Weeping :: Stonesword Key - near Bridge of Sacrifice, may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347000]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340000	Bridge of Sacrifice via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_44_34	1044347010	7774354	Weeping :: Smithing Stone [1] - near Bridge of Sacrifice, may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347010]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340010	Bridge of Sacrifice via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_44_34	1044347040	7774355	Weeping :: Rainbow Stone - near South of the Lookout Tower (2), may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347040]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340040	South of the Lookout Tower via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_44_34	1044347050	7774356	Weeping :: Ruin Fragment - near Bridge of Sacrifice, may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347050]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340050	Bridge of Sacrifice via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_44_34	1044347060	7774357	Weeping :: Golden Rune [1] - near Bridge of Sacrifice (1), may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347060]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340060	Bridge of Sacrifice via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_44_34	1044347070	7774358	Weeping :: Golden Rune [1] - near Bridge of Sacrifice (2), may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347070]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340070	Bridge of Sacrifice via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_44_34	1044347080	7774359	Weeping :: Large Club - near Bridge of Sacrifice, may be sweep-granted by Erdtree Avatar (m60_43_33) [f1044347080]	review	Weeping	m60_44_34	none buckets=-	m60_44_34:treasure:lot1044340080	Bridge of Sacrifice via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
region	ground-m60_46_39	1046397000	7772957	Caelid :: Golden Rune [1] - near Gael Tunnel, may be sweep-granted by Putrid Avatar (m60_47_40) [f1046397000]	review	Caelid	m60_46_39	seam:プレイ領域 平原側崖上 6400000 {2}@5.1m buckets=64000; seam:プレイ領域 平原側崖上 6400000 {2}@5.1m buckets=64000	m60_46_39:treasure:lot1046390000	Gael Tunnel via=	No complete exact placement coverage; a tile default, seam or nearest grace alone cannot settle a locked boundary.	At the listed pickup, which region lock permits standing and collection? Record the player play-region bucket and approach grace; distinguish elevation/locked access from the tile.
