check_id	category	region	item_name	flag	map_id	review_status	external_family_count	external_families	next_evidence
7774028	unique_dungeon_pickup	Gravesite	Ash of War: Blinkbolt	40007900	m40_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774026	unique_dungeon_pickup	Gravesite	Black Knight Commander Andreas	40007810	m40_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7774022	unique_dungeon_pickup	Gravesite	Electrocharge	40007090	m40_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770149	unique_dungeon_pickup	Gravesite	Greater Potentate's Cookbook [11]	68660	m41_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7774060	unique_dungeon_pickup	Gravesite	Greatjar	41007250	m41_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771624	unique_dungeon_pickup	Haligtree	Cleanrot Knight Finlay	15007580	m15_00	trusted	3	gameplay-guide:game8;gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7771659	unique_dungeon_pickup	Haligtree	Dragoncrest Greatshield Talisman	15007930	m15_00	trusted	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7771574	unique_dungeon_pickup	Haligtree	Envoy Crown	15007080	m15_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771579	unique_dungeon_pickup	Haligtree	Flaming Bolt	15007130	m15_00	remaining_unreviewed	0		first_independent_identity_region_source
7771657	unique_dungeon_pickup	Haligtree	Ghost-Glovewort Picker's Bell Bearing [3]	15007910	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771648	unique_dungeon_pickup	Haligtree	Haligtree Knight Helm	15007820	m15_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771635	unique_dungeon_pickup	Haligtree	Haligtree Soldier Ashes	15007690	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771646	unique_dungeon_pickup	Haligtree	Marika's Soreseal	15007800	m15_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770600	unique_dungeon_pickup	Haligtree	Millicent's Prosthesis	400323	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771619	unique_dungeon_pickup	Haligtree	Miquellan Knight's Sword	15007530	m15_00	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	none_identity_region_trusted
7771583	unique_dungeon_pickup	Haligtree	Oracle Envoy Ashes	15007170	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771588	unique_dungeon_pickup	Haligtree	Pearldrake Talisman +2	15007220	m15_00	trusted	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7771577	unique_dungeon_pickup	Haligtree	"Prattling Pate ""My beloved"""	15007110	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771652	unique_dungeon_pickup	Haligtree	Rotten Crystal Sword	15007860	m15_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771559	unique_dungeon_pickup	Haligtree	Rotten Staff	15001280	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770625	unique_dungeon_pickup	Haligtree	Rotten Winged Sword Insignia	400480	m15_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7900196	unique_dungeon_pickup	Haligtree	Traveler's Boots	15007980	m15_00	remaining_unreviewed	0		first_independent_identity_region_source
7771664	unique_dungeon_pickup	Haligtree	Traveler's Clothes	15007980	m15_00	remaining_unreviewed	0		first_independent_identity_region_source
7900195	unique_dungeon_pickup	Haligtree	Traveler's Manchettes	15007980	m15_00	remaining_unreviewed	0		first_independent_identity_region_source
7771622	unique_dungeon_pickup	Haligtree	Triple Rings of Light	15007560	m15_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771601	unique_dungeon_pickup	Haligtree	Viridian Amber Medallion +2	15007350	m15_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770799	unique_dungeon_pickup	Leyndell	"""Flightless Bird"" Painting"	580050	m11_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7900173	unique_dungeon_pickup	Leyndell	Alberich's Bracers	11007005	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770916	unique_dungeon_pickup	Leyndell	Alberich's Pointed Hat	11007005	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900172	unique_dungeon_pickup	Leyndell	Alberich's Robe	11007005	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900174	unique_dungeon_pickup	Leyndell	Alberich's Trousers	11007005	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770769	unique_dungeon_pickup	Leyndell	Ash of War: Thunderbolt	540372	m11_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770768	unique_dungeon_pickup	Leyndell	Barrier of Gold	540370	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770995	unique_dungeon_pickup	Leyndell	Black Bow	11007670	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7771028	unique_dungeon_pickup	Leyndell	Blessed Dew Talisman	11007994	m11_00	trusted	2	gameplay-guide:game8;gameplay-guide:powerpyx	none_identity_region_trusted
7771025	unique_dungeon_pickup	Leyndell	Blessing of the Erdtree	11007991	m11_00	trusted	3	gameplay-guide:powerpyx;gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7772353	unique_dungeon_pickup	Leyndell	Bloodsoaked Manchettes	35007050	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7900219	unique_dungeon_pickup	Leyndell	Bloodsoaked Mask	35007050	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7771030	unique_dungeon_pickup	Leyndell	Bolt of Gransax	11007997	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770936	unique_dungeon_pickup	Leyndell	Cane Sword	11007115	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770925	unique_dungeon_pickup	Leyndell	Cave Moss	11007050	m11_00	remaining_unreviewed	0		first_independent_identity_region_source
7771020	unique_dungeon_pickup	Leyndell	Coded Sword	11007970	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770612	unique_dungeon_pickup	Leyndell	Corhyn's Bell Bearing	400370	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7900040	unique_dungeon_pickup	Leyndell	Corhyn's Robe	400370	m11_00	remaining_unreviewed	0		first_independent_identity_region_source
7772351	unique_dungeon_pickup	Leyndell	Crimson Amber Medallion +2	35007030	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7772416	unique_dungeon_pickup	Leyndell	Crucible Scale Talisman	35007940	m35_00	trusted	2	gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770922	unique_dungeon_pickup	Leyndell	Deathbed Dress	11007035	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770918	unique_dungeon_pickup	Leyndell	Erdtree Bow	11007015	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7772406	unique_dungeon_pickup	Leyndell	Erdtree's Favor +1	35007700	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7772408	unique_dungeon_pickup	Leyndell	Fingerprint Stone Shield	35007720	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7770572	unique_dungeon_pickup	Leyndell	Frenzied Flame Seal	400089	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7770139	unique_dungeon_pickup	Leyndell	Frenzied's Cookbook [2]	68410	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7771023	unique_dungeon_pickup	Leyndell	Gargoyle's Halberd	11007987	m11_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7772378	unique_dungeon_pickup	Leyndell	Golden Centipede	35007340	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7771014	unique_dungeon_pickup	Leyndell	Golden Order Principia	11007910	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7771024	unique_dungeon_pickup	Leyndell	Gravel Stone Seal	11007989	m11_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772417	unique_dungeon_pickup	Leyndell	Haligdrake Talisman +1	35007950	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7770926	unique_dungeon_pickup	Leyndell	Hammer	11007055	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770965	unique_dungeon_pickup	Leyndell	Imp Head (Corpse)	11007320	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7772405	unique_dungeon_pickup	Leyndell	Inescapable Frenzy	35007680	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7900175	unique_dungeon_pickup	Leyndell	Lionel's Armor	11007045	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900176	unique_dungeon_pickup	Leyndell	Lionel's Gauntlets	11007045	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900177	unique_dungeon_pickup	Leyndell	Lionel's Greaves	11007045	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770924	unique_dungeon_pickup	Leyndell	Lionel's Helm	11007045	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7770010	unique_dungeon_pickup	Leyndell	Mending Rune of the Fell Curse	9504	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7772375	unique_dungeon_pickup	Leyndell	Mohg's Shackle	35007310	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7772372	unique_dungeon_pickup	Leyndell	Nomad Ashes	35007270	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7772407	unique_dungeon_pickup	Leyndell	Nomadic Merchant's Chapeau	35007710	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7900220	unique_dungeon_pickup	Leyndell	Nomadic Merchant's Finery	35007710	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7900221	unique_dungeon_pickup	Leyndell	Nomadic Merchant's Trousers	35007710	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7770190	unique_dungeon_pickup	Leyndell	Note: Miquella's Needle	69740	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7900041	unique_dungeon_pickup	Leyndell	Omen Armor	400382	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7772420	unique_dungeon_pickup	Leyndell	Omen Bairn	35007990	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7900042	unique_dungeon_pickup	Leyndell	Omen Gauntlets	400382	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7900043	unique_dungeon_pickup	Leyndell	Omen Greaves	400382	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7770614	unique_dungeon_pickup	Leyndell	Omen Helm	400382	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7771026	unique_dungeon_pickup	Leyndell	Omensmirk Mask	11007992	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7900178	unique_dungeon_pickup	Leyndell	Raging Wolf Armor	11007985	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900179	unique_dungeon_pickup	Leyndell	Raging Wolf Gauntlets	11007985	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900180	unique_dungeon_pickup	Leyndell	Raging Wolf Greaves	11007985	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771022	unique_dungeon_pickup	Leyndell	Raging Wolf Helm	11007985	m11_00	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7772363	unique_dungeon_pickup	Leyndell	Rainbow Stone Arrow (Fletched)	35007170	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7771029	unique_dungeon_pickup	Leyndell	Ritual Shield Talisman	11007996	m11_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770556	unique_dungeon_pickup	Leyndell	Rold Medallion	400001	m11_00	trusted	3	gameplay-guide:game8;gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7770043	unique_dungeon_pickup	Leyndell	Sanctified Whetblade	65660	m11_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772385	unique_dungeon_pickup	Leyndell	Shadow Bait	35007420	m35_00	audited_one_family	1	gameplay-wiki:eldenpedia	second_independent_identity_region_source
7771012	unique_dungeon_pickup	Leyndell	Star Fist	11007880	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770613	unique_dungeon_pickup	Leyndell	Sword of Milos	400381	m35_00	remaining_unreviewed	0		first_independent_identity_region_source
7770997	unique_dungeon_pickup	Leyndell	Two Fingers' Prayerbook	11007690	m11_00	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7773936	unique_dungeon_pickup	Limgrave	Dragon Communion Seal	18007700	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771728	unique_dungeon_pickup	Limgrave	Erdtree Greatbow	18007900	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771727	unique_dungeon_pickup	Limgrave	Erdtree's Favor	18007050	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7773935	unique_dungeon_pickup	Limgrave	Haligdrake Talisman	18007070	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772842	unique_dungeon_pickup	Limgrave	Lance	1042397010	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772822	unique_dungeon_pickup	Limgrave	Lordsworn's Greatsword	1042377070	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772032	unique_dungeon_pickup	Limgrave	"Prattling Pate ""Hello"""	30027030	m30_02	trusted	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7772193	unique_dungeon_pickup	Limgrave	Shamshir	31177080	m31_17	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7773661	unique_dungeon_pickup	Limgrave	Tarnished's Furled Finger	60220	m18_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772079	unique_dungeon_pickup	Limgrave	Uchigatana	30117020	m30_11	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772031	unique_dungeon_pickup	Limgrave	Wandering Noble Ashes	30027020	m30_02	trusted	2	gameplay-guide:powerpyx;gameplay-guide:redmaw	none_identity_region_trusted
7900222	unique_dungeon_pickup	Liurnia	Bull-Goat Armor	39207500	m39_20	remaining_unreviewed	0		first_independent_identity_region_source
7900223	unique_dungeon_pickup	Liurnia	Bull-Goat Gauntlets	39207500	m39_20	remaining_unreviewed	0		first_independent_identity_region_source
7900224	unique_dungeon_pickup	Liurnia	Bull-Goat Greaves	39207500	m39_20	remaining_unreviewed	0		first_independent_identity_region_source
7772424	unique_dungeon_pickup	Liurnia	Bull-Goat Helm	39207500	m39_20	remaining_unreviewed	0		first_independent_identity_region_source
7772264	unique_dungeon_pickup	Liurnia	Crystal Knife	32027900	m32_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772144	unique_dungeon_pickup	Liurnia	Crystal Staff	31067030	m31_06	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772044	unique_dungeon_pickup	Liurnia	Nox Mirrorhelm	30067010	m30_06	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772045	unique_dungeon_pickup	Liurnia	Page Ashes	30067030	m30_06	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772049	unique_dungeon_pickup	Liurnia	"Prattling Pate ""Wonderful"""	30067080	m30_06	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772034	unique_dungeon_pickup	Liurnia	Raya Lucaria Soldier Ashes	30037010	m30_03	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772039	unique_dungeon_pickup	Liurnia	Rosus' Axe	30057000	m30_05	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772132	unique_dungeon_pickup	Liurnia	Sage Hood	31047060	m31_04	remaining_unreviewed	0		first_independent_identity_region_source
7900211	unique_dungeon_pickup	Liurnia	Sage Robe	31047060	m31_04	remaining_unreviewed	0		first_independent_identity_region_source
7900212	unique_dungeon_pickup	Liurnia	Sage Trousers	31047060	m31_04	remaining_unreviewed	0		first_independent_identity_region_source
7772048	unique_dungeon_pickup	Liurnia	Scythe	30067070	m30_06	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7773999	unique_dungeon_pickup	Liurnia	Serpent-God's Curved Sword	39207040	m39_20	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772263	unique_dungeon_pickup	Liurnia	Shatter Earth	32027070	m32_02	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772142	unique_dungeon_pickup	Liurnia	Spear Talisman	31057100	m31_05	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772037	unique_dungeon_pickup	Liurnia	Watchdog's Staff	30037040	m30_03	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770792	unique_dungeon_pickup	Mohgwyn	Ash of War: Blood Tax	540686	m12_05	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771320	unique_dungeon_pickup	Mohgwyn	Drawstring Blood Grease	12057120	m12_05	remaining_unreviewed	0		first_independent_identity_region_source
7771341	unique_dungeon_pickup	Mohgwyn	Haligdrake Talisman +2	12057370	m12_05	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771316	unique_dungeon_pickup	Mohgwyn	Hero's Rune [3]	12057080	m12_05	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7773785	unique_dungeon_pickup	Mohgwyn	Imprisoned Merchant's Bell Bearing	400919	m12_05	remaining_unreviewed	0		first_independent_identity_region_source
7770128	unique_dungeon_pickup	Mohgwyn	Nomadic Warrior's Cookbook [24]	67910	m12_05	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771319	unique_dungeon_pickup	Mohgwyn	Swarm of Flies	12057110	m12_05	trusted	3	gameplay-guide:redmaw;gameplay-wiki:eldenpedia;gameplay-wiki:fextralife	none_identity_region_trusted
7770560	unique_dungeon_pickup	Mohgwyn	Varre's Bouquet	400037	m12_05	trusted	2	gameplay-guide:game8;gameplay-guide:redmaw	none_identity_region_trusted
7900186	unique_dungeon_pickup	Mohgwyn	War Surgeon Gloves	12057950	m12_05	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900185	unique_dungeon_pickup	Mohgwyn	War Surgeon Gown (Altered)	12057950	m12_05	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900187	unique_dungeon_pickup	Mohgwyn	War Surgeon Trousers	12057950	m12_05	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7771358	unique_dungeon_pickup	Mohgwyn	White Mask	12057950	m12_05	trusted	2	gameplay-guide:game8;gameplay-wiki:fextralife	none_identity_region_trusted
7772094	unique_dungeon_pickup	Mountaintops of the Giants	Cranial Vessel Candlestand	30177000	m30_17	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772103	unique_dungeon_pickup	Mountaintops of the Giants	Fire Monk Ashes	30187070	m30_18	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772095	unique_dungeon_pickup	Mountaintops of the Giants	Flame, Protect Me	30177010	m30_17	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772097	unique_dungeon_pickup	Mountaintops of the Giants	Giant's Seal	30177030	m30_17	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7772236	unique_dungeon_pickup	Mountaintops of the Giants	White Reed Armor	31227000	m31_22	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900216	unique_dungeon_pickup	Mountaintops of the Giants	White Reed Gauntlets	31227000	m31_22	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900217	unique_dungeon_pickup	Mountaintops of the Giants	White Reed Greaves	31227000	m31_22	audited_one_family	1	gameplay-wiki:fextralife	second_independent_identity_region_source
7900197	unique_dungeon_pickup	Mt. Gelmir	Albinauric Mask	16007430	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771702	unique_dungeon_pickup	Mt. Gelmir	Albinauric Staff	16007430	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771668	unique_dungeon_pickup	Mt. Gelmir	Ash of War: Royal Knight's Resolve	16007020	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771720	unique_dungeon_pickup	Mt. Gelmir	Aspects of the Crucible: Breath	16007950	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7771723	unique_dungeon_pickup	Mt. Gelmir	Bloodhound Claws	16007980	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7900203	unique_dungeon_pickup	Mt. Gelmir	Bloodhound Knight Armor	30097800	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7900204	unique_dungeon_pickup	Mt. Gelmir	Bloodhound Knight Gauntlets	30097800	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7900205	unique_dungeon_pickup	Mt. Gelmir	Bloodhound Knight Greaves	30097800	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7772068	unique_dungeon_pickup	Mt. Gelmir	Bloodhound Knight Helm	30097800	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7772156	unique_dungeon_pickup	Mt. Gelmir	Coil Shield	31097040	m31_09	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7771707	unique_dungeon_pickup	Mt. Gelmir	Commoner's Headband	16007510	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770564	unique_dungeon_pickup	Mt. Gelmir	Consort's Mask	400071	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7900006	unique_dungeon_pickup	Mt. Gelmir	Consort's Robe	400071	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7771710	unique_dungeon_pickup	Mt. Gelmir	Crimson Amber Medallion +1	16007540	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771704	unique_dungeon_pickup	Mt. Gelmir	Crimson Tear Scarab	16007480	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7900007	unique_dungeon_pickup	Mt. Gelmir	Daedicar's Woe	400091	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771714	unique_dungeon_pickup	Mt. Gelmir	Dagger Talisman	16007620	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771667	unique_dungeon_pickup	Mt. Gelmir	Depraved Perfumer Carmaan	16007010	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7771718	unique_dungeon_pickup	Mt. Gelmir	Eye Surcoat	16007730	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7900200	unique_dungeon_pickup	Mt. Gelmir	Gelmir Knight Armor	30097050	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7900201	unique_dungeon_pickup	Mt. Gelmir	Gelmir Knight Gauntlets	30097050	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7900202	unique_dungeon_pickup	Mt. Gelmir	Gelmir Knight Greaves	30097050	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7772064	unique_dungeon_pickup	Mt. Gelmir	Gelmir Knight Helm	30097050	m30_09	remaining_unreviewed	0		first_independent_identity_region_source
7770593	unique_dungeon_pickup	Mt. Gelmir	Gelmir's Fury	400291	m16_00	remaining_unreviewed	0		first_independent_identity_region_source
7771719	unique_dungeon_pickup	Mt. Gelmir	Ghiza's Wheel	16007940	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:eldenpedia	none_identity_region_trusted
7770592	unique_dungeon_pickup	Mt. Gelmir	Letter to Bernahl	400290	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770581	unique_dungeon_pickup	Mt. Gelmir	Letter to Patches	400180	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7770569	unique_dungeon_pickup	Mt. Gelmir	Magma Shot	400076	m16_00	trusted	2	gameplay-guide:redmaw;gameplay-wiki:fextralife	none_identity_region_trusted
7771708	unique_dungeon_pickup	Mt. Gelmir	Man-Serpent Ashes	16007520	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7772067	unique_dungeon_pickup	Mt. Gelmir	Mantis Blade	30097700	m30_09	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7770093	unique_dungeon_pickup	Mt. Gelmir	Missionary's Cookbook [6]	67130	m16_00	audited_one_family	1	gameplay-guide:redmaw	second_independent_identity_region_source
7900214	unique_dungeon_pickup	Mt. Gelmir	Mushroom Arms	31077030	m31_07	remaining_unreviewed	0		first_independent_identity_region_source
7900213	unique_dungeon_pickup	Mt. Gelmir	Mushroom Body	31077030	m31_07	remaining_unreviewed	0		first_independent_identity_region_source
7772148	unique_dungeon_pickup	Mt. Gelmir	Mushroom Head	31077030	m31_07	remaining_unreviewed	0		first_independent_identity_region_source
7900215	unique_dungeon_pickup	Mt. Gelmir	Mushroom Legs	31077030	m31_07	remaining_unreviewed	0		first_independent_identity_region_source
