source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	wiki_region	ap_regions	notable_loot_links	disposition
wiki:eldenpedia:page-5006:revision-65280	5006	65280	2024-10-27T00:32:23Z	92a795c99ad3d70cb240e1908287e25288b31432	Bellum Highway	https://eldenring.wiki.gg/wiki/Bellum_Highway	https://eldenring.wiki.gg/w/index.php?oldid=65280	Liurnia of the Lakes	Liurnia,Raya Lucaria Academy	9	lead_only
wiki:eldenpedia:page-5108:revision-71938	5108	71938	2025-02-08T18:30:07Z	c7541423820d69802dc564b906afcdd2aaba21ce	Ainsel River	https://eldenring.wiki.gg/wiki/Ainsel_River	https://eldenring.wiki.gg/w/index.php?oldid=71938			0	lead_only
wiki:eldenpedia:page-5147:revision-19686	5147	19686	2023-08-27T12:40:35Z	06c33efe56c0c5d028b50c7645ad7002fd9e5319	Yelough Anix Tunnel	https://eldenring.wiki.gg/wiki/Yelough_Anix_Tunnel	https://eldenring.wiki.gg/w/index.php?oldid=19686	Consecrated Snowfield	Consecrated Snowfield	11	lead_only
wiki:eldenpedia:page-5160:revision-19794	5160	19794	2023-08-26T10:46:59Z	ab72bb2b8e91e5efdda04f08f2f0f9ee7adb6306	Fort Gael	https://eldenring.wiki.gg/wiki/Fort_Gael	https://eldenring.wiki.gg/w/index.php?oldid=19794	Caelid	Caelid	5	lead_only
wiki:eldenpedia:page-5161:revision-19798	5161	19798	2023-08-27T12:18:26Z	da272a982a689989282fef488bceb2f06e3c571e	Tombsward Catacombs	https://eldenring.wiki.gg/wiki/Tombsward_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=19798	Weeping Peninsula	Weeping	7	lead_only
wiki:eldenpedia:page-5179:revision-19857	5179	19857	2024-06-29T16:57:31Z	ce6978fb8ec4a2bca4e1a0a2df4089a13b5daa0e	Ringleader's Evergaol	https://eldenring.wiki.gg/wiki/Ringleader's_Evergaol	https://eldenring.wiki.gg/w/index.php?oldid=19857			1	lead_only
wiki:eldenpedia:page-5397:revision-20687	5397	20687	2023-08-27T12:31:37Z	64430639816bb8fdfee8908c18166eee04cff000	Subterranean Shunning-Grounds	https://eldenring.wiki.gg/wiki/Subterranean_Shunning-Grounds	https://eldenring.wiki.gg/w/index.php?oldid=20687	Leyndell, Royal Capital	Leyndell,Sewer	19	lead_only
wiki:eldenpedia:page-5523:revision-83440	5523	83440	2025-05-01T02:09:12Z	207e91ad8fe71e7562745a7ad92e32cd5283b23c	Forts	https://eldenring.wiki.gg/wiki/Forts	https://eldenring.wiki.gg/w/index.php?oldid=83440			0	lead_only
wiki:eldenpedia:page-5535:revision-84351	5535	84351	2025-05-07T02:25:03Z	93f800a7aea2a9ea8ed609e6ad9ca2916429d7ec	Western Nameless Mausoleum	https://eldenring.wiki.gg/wiki/Western_Nameless_Mausoleum	https://eldenring.wiki.gg/w/index.php?oldid=84351	Gravesite Plain	Gravesite,Belurat	0	lead_only
wiki:eldenpedia:page-5613:revision-68002	5613	68002	2024-11-29T19:46:27Z	47f52c03dca3ea77c944d8712856a745ec336331	Limgrave Colosseum	https://eldenring.wiki.gg/wiki/Limgrave_Colosseum	https://eldenring.wiki.gg/w/index.php?oldid=68002			0	lead_only
wiki:eldenpedia:page-5655:revision-71935	5655	71935	2025-02-08T17:54:18Z	69aff1ee1efb9f1c477541942d4b2dff0ad9d32d	Miquella's Haligtree	https://eldenring.wiki.gg/wiki/Miquella's_Haligtree	https://eldenring.wiki.gg/w/index.php?oldid=71935			0	lead_only
wiki:eldenpedia:page-5686:revision-21706	5686	21706	2023-08-27T12:41:35Z	75183380275c398ed8b8cfdb3f0b2eac2845e74a	Church of the Plague	https://eldenring.wiki.gg/wiki/Church_of_the_Plague	https://eldenring.wiki.gg/w/index.php?oldid=21706	Caelid	Caelid	2	lead_only
wiki:eldenpedia:page-5744:revision-21867	5744	21867	2023-08-27T12:43:05Z	4ab5b947b936e6175a1ed5beaf00a2c35a33c5d6	Fort Laiedd	https://eldenring.wiki.gg/wiki/Fort_Laiedd	https://eldenring.wiki.gg/w/index.php?oldid=21867	Mt. Gelmir	Mt. Gelmir	6	lead_only
wiki:eldenpedia:page-5783:revision-22017	5783	22017	2023-08-27T12:33:07Z	aa980d8ff70d93f9d1c0857160c687203063ae94	Ainsel River Well	https://eldenring.wiki.gg/wiki/Ainsel_River_Well	https://eldenring.wiki.gg/w/index.php?oldid=22017	Liurnia of the Lakes	Liurnia,Raya Lucaria Academy	0	lead_only
wiki:eldenpedia:page-5859:revision-22257	5859	22257	2024-01-14T09:19:16Z	7bbd16d45e6264ba4b57991ad69d8eac7227d4cb	Deep Siofra Well	https://eldenring.wiki.gg/wiki/Deep_Siofra_Well	https://eldenring.wiki.gg/w/index.php?oldid=22257	Caelid	Caelid	1	lead_only
wiki:eldenpedia:page-5887:revision-70836	5887	70836	2025-01-17T06:24:40Z	2c79612f39af626896d0a2618903e0abf6fe898e	Sellia, Town of Sorcery	https://eldenring.wiki.gg/wiki/Sellia,_Town_of_Sorcery	https://eldenring.wiki.gg/w/index.php?oldid=70836	Caelid	Caelid	10	lead_only
wiki:eldenpedia:page-5989:revision-22715	5989	22715	2023-08-27T12:22:46Z	c1fd6f2342bc1f54be18c2b54f547d729392e80d	Impaler's Catacombs	https://eldenring.wiki.gg/wiki/Impaler's_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=22715			5	lead_only
wiki:eldenpedia:page-5991:revision-65863	5991	65863	2024-10-29T06:10:11Z	7b112a5c9e4bde6820f2fcbf76ebcdb99d0b930c	Uhl Palace Ruins	https://eldenring.wiki.gg/wiki/Uhl_Palace_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=65863	Ainsel River	Ainsel River	11	lead_only
wiki:eldenpedia:page-6011:revision-22770	6011	22770	2023-08-27T12:25:07Z	a4f56f302cb9ea21313497249ce75087d9376b3d	Craftsman's Shack	https://eldenring.wiki.gg/wiki/Craftsman's_Shack	https://eldenring.wiki.gg/w/index.php?oldid=22770	Mt. Gelmir	Mt. Gelmir	1	lead_only
wiki:eldenpedia:page-6078:revision-65481	6078	65481	2024-10-27T00:47:13Z	545c8fb8f3ec51a85dc9122642b8e4d72de8ecd6	Flame Peak	https://eldenring.wiki.gg/wiki/Flame_Peak	https://eldenring.wiki.gg/w/index.php?oldid=65481	Mountaintops of the Giants	Mountaintops of the Giants	0	lead_only
wiki:eldenpedia:page-6114:revision-84434	6114	84434	2025-05-09T01:03:03Z	a406e8a20f14653f21f28e1b9548ba39238c98ae	Gravesite Plain	https://eldenring.wiki.gg/wiki/Gravesite_Plain	https://eldenring.wiki.gg/w/index.php?oldid=84434			0	lead_only
wiki:eldenpedia:page-6295:revision-83239	6295	83239	2025-04-28T14:59:27Z	9b8542d8a69a3f077777d28c1af4ad13f2b21417	Campsites	https://eldenring.wiki.gg/wiki/Campsites	https://eldenring.wiki.gg/w/index.php?oldid=83239			0	lead_only
wiki:eldenpedia:page-6321:revision-23783	6321	23783	2023-03-04T17:10:40Z	ca5ce0bd43385f821be9c383a75a120f233124b2	Chapel of Anticipation	https://eldenring.wiki.gg/wiki/Chapel_of_Anticipation	https://eldenring.wiki.gg/w/index.php?oldid=23783	Limgrave	Limgrave,Stormveil	6	lead_only
wiki:eldenpedia:page-6363:revision-23984	6363	23984	2023-08-27T12:24:57Z	6d80f11e2a18abe17412a6ce6c021001c2335454	Hermit's Shack	https://eldenring.wiki.gg/wiki/Hermit's_Shack	https://eldenring.wiki.gg/w/index.php?oldid=23984	Mt. Gelmir	Mt. Gelmir	2	lead_only
wiki:eldenpedia:page-6386:revision-83259	6386	83259	2025-04-28T18:10:02Z	af48396ce57ae8542779b0a525a997cd35df49de	Finger Ruins	https://eldenring.wiki.gg/wiki/Finger_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=83259			0	lead_only
wiki:eldenpedia:page-6415:revision-65939	6415	65939	2024-10-30T04:50:35Z	dfeb6f15e24c147790cc743fd6d96b1d4b0a543f	The Four Belfries	https://eldenring.wiki.gg/wiki/The_Four_Belfries	https://eldenring.wiki.gg/w/index.php?oldid=65939			1	lead_only
wiki:eldenpedia:page-6441:revision-24352	6441	24352	2023-03-22T19:57:14Z	b5babd2be277c8e27e71e2b49ea0ef57ed2987a3	Minor Erdtree (West Liurnia)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(West_Liurnia)	https://eldenring.wiki.gg/w/index.php?oldid=24352			2	lead_only
wiki:eldenpedia:page-6653:revision-24988	6653	24988	2023-12-25T12:17:14Z	bce9ad0383e424e63ac49dea7f597bd0f5427d52	Oridys's Rise	https://eldenring.wiki.gg/wiki/Oridys's_Rise	https://eldenring.wiki.gg/w/index.php?oldid=24988			2	lead_only
wiki:eldenpedia:page-6716:revision-65940	6716	65940	2024-10-30T05:26:29Z	16e3d8662bea6171fae881b26aca6819755ef55f	Raya Lucaria Grand Library	https://eldenring.wiki.gg/wiki/Raya_Lucaria_Grand_Library	https://eldenring.wiki.gg/w/index.php?oldid=65940			0	lead_only
wiki:eldenpedia:page-6767:revision-92400	6767	92400	2025-06-25T13:50:24Z	cfe98496a13ae56d0a59014ba4afd972527db512	Castle Morne	https://eldenring.wiki.gg/wiki/Castle_Morne	https://eldenring.wiki.gg/w/index.php?oldid=92400			14	lead_only
wiki:eldenpedia:page-6787:revision-25461	6787	25461	2023-08-27T12:42:45Z	a109785e332c134e783c929f8810ca87944a8637	Bellum Church	https://eldenring.wiki.gg/wiki/Bellum_Church	https://eldenring.wiki.gg/w/index.php?oldid=25461			1	lead_only
wiki:eldenpedia:page-6865:revision-25761	6865	25761	2023-08-27T12:38:45Z	b2ffeda5bcb0e434558906a24fcc759f9a58105b	Ruin-Strewn Precipice	https://eldenring.wiki.gg/wiki/Ruin-Strewn_Precipice	https://eldenring.wiki.gg/w/index.php?oldid=25761			11	lead_only
wiki:eldenpedia:page-6879:revision-70951	6879	70951	2025-01-20T15:35:38Z	7791ea4dbfc207eaf47567a3046c26937b300afe	Finger Ruins of Miyr	https://eldenring.wiki.gg/wiki/Finger_Ruins_of_Miyr	https://eldenring.wiki.gg/w/index.php?oldid=70951			2	lead_only
wiki:eldenpedia:page-6985:revision-26122	6985	26122	2024-03-29T14:34:27Z	a061e9329a1fb0b386f191f1009a8c61defa6756	Converted Tower	https://eldenring.wiki.gg/wiki/Converted_Tower	https://eldenring.wiki.gg/w/index.php?oldid=26122			4	lead_only
wiki:eldenpedia:page-7007:revision-100041	7007	100041	2026-07-09T03:43:06Z	109ee2d62c8126076ece81ec6ec01c18f3ebe109	Stormhill Shack	https://eldenring.wiki.gg/wiki/Stormhill_Shack	https://eldenring.wiki.gg/w/index.php?oldid=100041	Limgrave	Limgrave,Stormveil	3	lead_only
wiki:eldenpedia:page-7010:revision-26289	7010	26289	2023-08-27T12:17:46Z	39c7aabc0825e927540cbb971219fa6345d69834	Ranni's Rise	https://eldenring.wiki.gg/wiki/Ranni's_Rise	https://eldenring.wiki.gg/w/index.php?oldid=26289			2	lead_only
wiki:eldenpedia:page-7192:revision-27005	7192	27005	2023-08-27T12:23:36Z	0b98fe6d0581408354830e7e112adafea2366542	Sellia Crystal Tunnel	https://eldenring.wiki.gg/wiki/Sellia_Crystal_Tunnel	https://eldenring.wiki.gg/w/index.php?oldid=27005	Caelid	Caelid	16	lead_only
wiki:eldenpedia:page-7219:revision-27090	7219	27090	2023-08-27T12:33:27Z	a795e3ea8827c4950bf2ba2168c3960bb6a564c3	Night's Sacred Ground	https://eldenring.wiki.gg/wiki/Night's_Sacred_Ground	https://eldenring.wiki.gg/w/index.php?oldid=27090	Nokron, Eternal City	Siofra River	10	lead_only
wiki:eldenpedia:page-7253:revision-27222	7253	27222	2024-08-11T19:05:20Z	af45ab72a542335dafea36111ce5eb427723baa1	Hero's Graves	https://eldenring.wiki.gg/wiki/Hero's_Graves	https://eldenring.wiki.gg/w/index.php?oldid=27222			0	lead_only
wiki:eldenpedia:page-7264:revision-27257	7264	27257	2023-08-27T12:19:16Z	23174a1f8ff3a177d849d47d1060983c1f3a180f	Volcano Cave	https://eldenring.wiki.gg/wiki/Volcano_Cave	https://eldenring.wiki.gg/w/index.php?oldid=27257	Mt. Gelmir	Mt. Gelmir	6	lead_only
wiki:eldenpedia:page-7425:revision-27931	7425	27931	2024-06-29T15:50:17Z	e9214c1a596b33b8d3f0fe7b46066ae941d2d1a1	Giant-Conquering Hero's Grave	https://eldenring.wiki.gg/wiki/Giant-Conquering_Hero's_Grave	https://eldenring.wiki.gg/w/index.php?oldid=27931	Flame Peak	Mountaintops of the Giants	12	lead_only
wiki:eldenpedia:page-7454:revision-28046	7454	28046	2023-08-27T12:25:47Z	93840423835efb5def28b3e370cf7f39edf32b28	Gowry's Shack	https://eldenring.wiki.gg/wiki/Gowry's_Shack	https://eldenring.wiki.gg/w/index.php?oldid=28046	Caelid	Caelid	1	lead_only
wiki:eldenpedia:page-7476:revision-101088	7476	101088	2026-08-31T02:18:08Z	0106f9ea022ca589066fea5e6b75c907a6e8b069	Minor Erdtree (Dragonbarrow)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(Dragonbarrow)	https://eldenring.wiki.gg/w/index.php?oldid=101088	Greyoll's Dragonbarrow	Caelid	2	lead_only
wiki:eldenpedia:page-7481:revision-28211	7481	28211	2023-08-27T12:26:07Z	a52073b41881d7d88eec1794633a9fff300825ad	Minor Erdtree (Consecrated Snowfield)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(Consecrated_Snowfield)	https://eldenring.wiki.gg/w/index.php?oldid=28211	Consecrated Snowfield	Consecrated Snowfield	2	lead_only
wiki:eldenpedia:page-7517:revision-28317	7517	28317	2023-08-27T12:36:45Z	0104921eb252a14cdeda5ac8d3b9d953f1e55cd2	Kingsrealm Ruins	https://eldenring.wiki.gg/wiki/Kingsrealm_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=28317			1	lead_only
wiki:eldenpedia:page-7535:revision-28371	7535	28371	2023-08-27T12:27:07Z	01839b69f64bb25afaa4601af5e1303f665e151d	Minor Erdtree (Mt. Gelmir)	https://eldenring.wiki.gg/wiki/Minor_Erdtree_(Mt._Gelmir)	https://eldenring.wiki.gg/w/index.php?oldid=28371	Mt. Gelmir	Mt. Gelmir	6	lead_only
wiki:eldenpedia:page-7628:revision-97013	7628	97013	2025-09-14T17:20:09Z	e4b6018d0b8897da5fb8b50016d832ea2ea298b8	Locations	https://eldenring.wiki.gg/wiki/Locations	https://eldenring.wiki.gg/w/index.php?oldid=97013			0	lead_only
wiki:eldenpedia:page-7694:revision-29052	7694	29052	2023-08-27T12:20:26Z	0dca8b7dcf39ba98419ad449e976d3360308e3b6	Guardians' Garrison	https://eldenring.wiki.gg/wiki/Guardians'_Garrison	https://eldenring.wiki.gg/w/index.php?oldid=29052	Mountaintops of the Giants	Mountaintops of the Giants	6	lead_only
wiki:eldenpedia:page-7721:revision-83258	7721	83258	2025-04-28T18:07:16Z	6b6f89ebc748c71289ffcbe4547a34ecf41e835c	Lake of Rot	https://eldenring.wiki.gg/wiki/Lake_of_Rot	https://eldenring.wiki.gg/w/index.php?oldid=83258			0	lead_only
wiki:eldenpedia:page-7723:revision-99043	7723	99043	2026-02-10T19:36:59Z	76932cb0acaa1c0033497c9f44fe6a6170488061	Mountaintops of the Giants	https://eldenring.wiki.gg/wiki/Mountaintops_of_the_Giants	https://eldenring.wiki.gg/w/index.php?oldid=99043			0	lead_only
wiki:eldenpedia:page-7734:revision-73670	7734	73670	2025-03-05T01:33:16Z	eeacbce8a0193742c4d41161d20853c20669bc5d	Evergaols	https://eldenring.wiki.gg/wiki/Evergaols	https://eldenring.wiki.gg/w/index.php?oldid=73670			0	lead_only
wiki:eldenpedia:page-7820:revision-29479	7820	29479	2023-08-27T12:33:47Z	7e9ec423e2c8997871b30b1c44c65326b59bbeaf	Divine Tower of Caelid	https://eldenring.wiki.gg/wiki/Divine_Tower_of_Caelid	https://eldenring.wiki.gg/w/index.php?oldid=29479	Greyoll's Dragonbarrow	Caelid	9	lead_only
wiki:eldenpedia:page-7838:revision-71979	7838	71979	2025-02-10T09:40:53Z	7786c079fde7816505a70b2b9480c2d4b6bbf09f	Carian Study Hall	https://eldenring.wiki.gg/wiki/Carian_Study_Hall	https://eldenring.wiki.gg/w/index.php?oldid=71979			10	lead_only
wiki:eldenpedia:page-7876:revision-29723	7876	29723	2023-08-27T12:34:17Z	178e7bb3f68b262e0f29b04c2e12ad618783bb99	Divine Tower of East Altus	https://eldenring.wiki.gg/wiki/Divine_Tower_of_East_Altus	https://eldenring.wiki.gg/w/index.php?oldid=29723	Leyndell, Royal Capital	Leyndell,Sewer	0	lead_only
wiki:eldenpedia:page-7908:revision-73651	7908	73651	2025-03-04T17:25:46Z	23f6dfe9c0cd2d2c9eac17346060501c16f8aa8b	Writheblood Ruins	https://eldenring.wiki.gg/wiki/Writheblood_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=73651	Altus Plateau	Altus,Leyndell	3	lead_only
wiki:eldenpedia:page-7922:revision-29870	7922	29870	2023-08-27T12:24:27Z	81c3af339376354b0e0ea30c1dda2d669fd06474	Corpse-Stench Shack	https://eldenring.wiki.gg/wiki/Corpse-Stench_Shack	https://eldenring.wiki.gg/w/index.php?oldid=29870	Mt. Gelmir	Mt. Gelmir	4	lead_only
wiki:eldenpedia:page-8089:revision-30482	8089	30482	2023-08-27T12:30:17Z	8cdacd79613bd35081b11ae2c836acbb719db6c1	Spiritcaller Cave	https://eldenring.wiki.gg/wiki/Spiritcaller_Cave	https://eldenring.wiki.gg/w/index.php?oldid=30482	Mountaintops of the Giants	Mountaintops of the Giants	11	lead_only
wiki:eldenpedia:page-8143:revision-30625	8143	30625	2023-08-26T11:46:50Z	86fa632a2c5cca22a0e9fb98803c0c575aa60b7c	Gael Tunnel	https://eldenring.wiki.gg/wiki/Gael_Tunnel	https://eldenring.wiki.gg/w/index.php?oldid=30625	Caelid	Caelid	10	lead_only
wiki:eldenpedia:page-8233:revision-65232	8233	65232	2024-10-27T00:28:49Z	b049d7d49d27fd3e4210b86c2a995143b1b3ca3a	Altus Plateau	https://eldenring.wiki.gg/wiki/Altus_Plateau	https://eldenring.wiki.gg/w/index.php?oldid=65232			0	lead_only
wiki:eldenpedia:page-8256:revision-31105	8256	31105	2024-08-28T19:20:48Z	f64e73d1c39a0239e10050931216c62dafecd98c	Black Knife Catacombs	https://eldenring.wiki.gg/wiki/Black_Knife_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=31105	Liurnia of the Lakes	Liurnia,Raya Lucaria Academy	9	lead_only
wiki:eldenpedia:page-8336:revision-31356	8336	31356	2023-08-26T10:43:08Z	ed2838cdf721e817ad8f51869354a9f4cca24168	Third Church of Marika	https://eldenring.wiki.gg/wiki/Third_Church_of_Marika	https://eldenring.wiki.gg/w/index.php?oldid=31356	Limgrave	Limgrave,Stormveil	3	lead_only
wiki:eldenpedia:page-8432:revision-31751	8432	31751	2023-08-27T12:25:27Z	c364aa5a7e7066b5c209fa5d32246287d2a2d1ba	Shack of the Lofty	https://eldenring.wiki.gg/wiki/Shack_of_the_Lofty	https://eldenring.wiki.gg/w/index.php?oldid=31751	Mountaintops of the Giants	Mountaintops of the Giants	1	lead_only
wiki:eldenpedia:page-8436:revision-31759	8436	31759	2023-08-26T08:59:44Z	28c1443664193375697ca927e7527d14200ee4cd	Giants' Mountaintop Catacombs	https://eldenring.wiki.gg/wiki/Giants'_Mountaintop_Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=31759	Mountaintops of the Giants	Mountaintops of the Giants	12	lead_only
wiki:eldenpedia:page-8453:revision-31841	8453	31841	2023-08-26T08:33:55Z	4a0585d26549f905287a9be93517f9caefa4fcb8	Summonwater Village	https://eldenring.wiki.gg/wiki/Summonwater_Village	https://eldenring.wiki.gg/w/index.php?oldid=31841			4	lead_only
wiki:eldenpedia:page-8481:revision-31971	8481	31971	2023-08-27T12:29:47Z	fef4721bae64afcee22d5ef16d4938d5d8f013f3	Purified Ruins	https://eldenring.wiki.gg/wiki/Purified_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=31971			4	lead_only
wiki:eldenpedia:page-8494:revision-83243	8494	83243	2025-04-28T15:17:56Z	4ad35c2a76dccd59f74dec4f58b61083ad762abf	Old Castles	https://eldenring.wiki.gg/wiki/Old_Castles	https://eldenring.wiki.gg/w/index.php?oldid=83243			0	lead_only
wiki:eldenpedia:page-8536:revision-83244	8536	83244	2025-04-28T15:18:41Z	63815c65b70f1a8db3842b1a1d8c41b9d2c875dc	Catacombs	https://eldenring.wiki.gg/wiki/Catacombs	https://eldenring.wiki.gg/w/index.php?oldid=83244			0	lead_only
wiki:eldenpedia:page-8566:revision-83245	8566	83245	2025-04-28T15:26:25Z	21cedadf821f5be0d94ff15b0e6a08b0da237d4e	Caves	https://eldenring.wiki.gg/wiki/Caves	https://eldenring.wiki.gg/w/index.php?oldid=83245			0	lead_only
wiki:eldenpedia:page-8681:revision-32743	8681	32743	2023-08-27T12:36:25Z	506df248052b4f12acb6c08787ab905cd334f1f8	Moonfolk Ruins	https://eldenring.wiki.gg/wiki/Moonfolk_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=32743			4	lead_only
wiki:eldenpedia:page-8711:revision-32839	8711	32839	2023-08-26T10:46:28Z	b79091635e765d75155dfb6e1e7eeead3ae4fc60	Church of Elleh	https://eldenring.wiki.gg/wiki/Church_of_Elleh	https://eldenring.wiki.gg/w/index.php?oldid=32839			2	lead_only
wiki:eldenpedia:page-8852:revision-84371	8852	84371	2025-05-07T17:32:54Z	1ef47210a0c680a2ba4c2ec8550596d39edfa803	Tunnels	https://eldenring.wiki.gg/wiki/Tunnels	https://eldenring.wiki.gg/w/index.php?oldid=84371			0	lead_only
wiki:eldenpedia:page-8863:revision-33478	8863	33478	2023-08-27T12:40:15Z	4cda954432b07ed241cd21c924cfc34f4d2ddcc7	Sellia Hideaway	https://eldenring.wiki.gg/wiki/Sellia_Hideaway	https://eldenring.wiki.gg/w/index.php?oldid=33478	Caelid	Caelid	14	lead_only
wiki:eldenpedia:page-8896:revision-65550	8896	65550	2024-10-27T00:51:42Z	de377437bae45e92b16e88e45add110da34d0611	Greyoll's Dragonbarrow	https://eldenring.wiki.gg/wiki/Greyoll's_Dragonbarrow	https://eldenring.wiki.gg/w/index.php?oldid=65550	Caelid	Caelid	0	lead_only
wiki:eldenpedia:page-8924:revision-33795	8924	33795	2023-08-26T08:34:05Z	26832aef802b7782ee7955af7ba447ec671c021a	Village of the Albinaurics	https://eldenring.wiki.gg/wiki/Village_of_the_Albinaurics	https://eldenring.wiki.gg/w/index.php?oldid=33795			6	lead_only
wiki:eldenpedia:page-9084:revision-95262	9084	95262	2025-07-24T23:53:44Z	5f7a778f49501aae7c110e687f3591586c11c5c5	Rises	https://eldenring.wiki.gg/wiki/Rises	https://eldenring.wiki.gg/w/index.php?oldid=95262			0	lead_only
wiki:eldenpedia:page-9162:revision-99823	9162	99823	2026-05-31T19:58:29Z	939d347c3c4fe4cc6e3b78ec6d30b06217391a59	Bonny Gaol	https://eldenring.wiki.gg/wiki/Bonny_Gaol	https://eldenring.wiki.gg/w/index.php?oldid=99823			15	lead_only
wiki:eldenpedia:page-9274:revision-70321	9274	70321	2025-01-06T13:51:57Z	6d2000d52f95e9ba600e31d324477cbcfb5af0b7	Moonlight Altar	https://eldenring.wiki.gg/wiki/Moonlight_Altar	https://eldenring.wiki.gg/w/index.php?oldid=70321	Liurnia of the Lakes	Liurnia,Raya Lucaria Academy	8	lead_only
wiki:eldenpedia:page-9334:revision-35177	9334	35177	2023-08-27T12:41:05Z	950e6ddaf99177d2b5f8de74ee07b4eaffdd71bf	Three Sisters	https://eldenring.wiki.gg/wiki/Three_Sisters	https://eldenring.wiki.gg/w/index.php?oldid=35177			4	lead_only
wiki:eldenpedia:page-9408:revision-65484	9408	65484	2024-10-27T00:47:21Z	5250415c69a7c911e4bd0552e8d552d79c6d13a5	Forbidden Lands	https://eldenring.wiki.gg/wiki/Forbidden_Lands	https://eldenring.wiki.gg/w/index.php?oldid=65484	Mountaintops of the Giants	Mountaintops of the Giants	0	lead_only
wiki:eldenpedia:page-9515:revision-73525	9515	73525	2025-02-25T13:47:41Z	69b0a645f731e11372eabaea79c993575ff5c8d0	Scorched Ruins	https://eldenring.wiki.gg/wiki/Scorched_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=73525	Gravesite Plain	Gravesite,Belurat	5	lead_only
wiki:eldenpedia:page-9545:revision-35883	9545	35883	2024-09-22T04:59:23Z	7a3fa367f6a9494988da310043497340ba316806	Forge of the Giants	https://eldenring.wiki.gg/wiki/Forge_of_the_Giants	https://eldenring.wiki.gg/w/index.php?oldid=35883	Flame Peak	Mountaintops of the Giants	0	lead_only
wiki:eldenpedia:page-9686:revision-69405	9686	69405	2024-12-15T22:58:09Z	0698db5654ffdf2aee1bdd5b801aee93f5b5705d	Groveside Cave	https://eldenring.wiki.gg/wiki/Groveside_Cave	https://eldenring.wiki.gg/w/index.php?oldid=69405			5	lead_only
wiki:eldenpedia:page-9728:revision-36575	9728	36575	2024-08-11T19:32:37Z	dbc2fdb28e19a4e8297b7c8b5d34406bd5e5093a	Underground Ruins	https://eldenring.wiki.gg/wiki/Underground_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=36575			0	lead_only
wiki:eldenpedia:page-9800:revision-36777	9800	36777	2023-08-27T12:25:37Z	d6ba701b4b71bb74d7d21f983b9ecb494e03de3d	Slumbering Wolf's Shack	https://eldenring.wiki.gg/wiki/Slumbering_Wolf's_Shack	https://eldenring.wiki.gg/w/index.php?oldid=36777			2	lead_only
wiki:eldenpedia:page-9811:revision-36851	9811	36851	2023-08-26T10:46:08Z	222daf7fabb8e08d8cd31a8f951ebb1cd482c487	Church of Vows	https://eldenring.wiki.gg/wiki/Church_of_Vows	https://eldenring.wiki.gg/w/index.php?oldid=36851			4	lead_only
wiki:eldenpedia:page-9814:revision-36867	9814	36867	2023-08-27T12:42:05Z	b4ccd7cef6cd6f3fef68721e5ef98993bdf891f8	Church of Repose	https://eldenring.wiki.gg/wiki/Church_of_Repose	https://eldenring.wiki.gg/w/index.php?oldid=36867	Flame Peak	Mountaintops of the Giants	3	lead_only
wiki:eldenpedia:page-9824:revision-36896	9824	36896	2024-09-30T06:46:36Z	d2c9f6d34c584a98a0f5a6ca04d12d0a08d09e26	Scadutree	https://eldenring.wiki.gg/wiki/Scadutree	https://eldenring.wiki.gg/w/index.php?oldid=36896			0	lead_only
wiki:eldenpedia:page-9955:revision-37345	9955	37345	2024-07-19T03:31:49Z	f49c8198d9d5067e40ce840830a49677cebd9722	Forlorn Hound Evergaol	https://eldenring.wiki.gg/wiki/Forlorn_Hound_Evergaol	https://eldenring.wiki.gg/w/index.php?oldid=37345			1	lead_only
wiki:eldenpedia:page-9956:revision-37348	9956	37348	2023-08-27T12:36:15Z	d12b7ee7e1774d67733cb9a3a04a9945ae85fe94	Lunar Estate Ruins	https://eldenring.wiki.gg/wiki/Lunar_Estate_Ruins	https://eldenring.wiki.gg/w/index.php?oldid=37348			3	lead_only
wiki:eldenpedia:page-10002:revision-37490	10002	37490	2023-08-27T12:13:53Z	6b06c11132110dcd68b808847d13a1e3a5030cd7	Tower of Return	https://eldenring.wiki.gg/wiki/Tower_of_Return	https://eldenring.wiki.gg/w/index.php?oldid=37490			0	lead_only
wiki:eldenpedia:page-10082:revision-37834	10082	37834	2024-06-29T16:18:28Z	cbde49bdf4b7452e7bfad798cc2a901c227b7ac5	Academy Crystal Cave	https://eldenring.wiki.gg/wiki/Academy_Crystal_Cave	https://eldenring.wiki.gg/w/index.php?oldid=37834			5	lead_only
