param	ordinal	column	type
CutsceneMapIdParam	8	RequireMapId1	UNKNOWN
CutsceneMapIdParam	9	RequireMapId2	UNKNOWN
CutsceneMapIdParam	10	RefCamPosHitPartsID	UNKNOWN
CutsceneMapIdParam	11	unknown_0x18	UNKNOWN
CutsceneMapIdParam	12	reserved_2	UNKNOWN
CutsceneMapIdParam	13	ClientDisableViewTimeForProgress	UNKNOWN
CutsceneMapIdParam	14	reserved	UNKNOWN
CutsceneMapIdParam	15	HitParts_0	UNKNOWN
CutsceneMapIdParam	16	HitParts_1	UNKNOWN
CutsceneMapIdParam	17		UNKNOWN
CutSceneTextureLoadParam	0	ID	UNKNOWN
CutSceneTextureLoadParam	1	Name	UNKNOWN
CutSceneTextureLoadParam	2	disableParam_NT	UNKNOWN
CutSceneTextureLoadParam	3	disableParam_Debug	UNKNOWN
CutSceneTextureLoadParam	4	disableParamReserve1	UNKNOWN
CutSceneTextureLoadParam	5	disableParamReserve2	UNKNOWN
CutSceneTextureLoadParam	6	texName_00	UNKNOWN
CutSceneTextureLoadParam	7	texName_01	UNKNOWN
CutSceneTextureLoadParam	8	texName_02	UNKNOWN
CutSceneTextureLoadParam	9	texName_03	UNKNOWN
CutSceneTextureLoadParam	10	texName_04	UNKNOWN
CutSceneTextureLoadParam	11	texName_05	UNKNOWN
CutSceneTextureLoadParam	12	texName_06	UNKNOWN
CutSceneTextureLoadParam	13	texName_07	UNKNOWN
CutSceneTextureLoadParam	14	texName_08	UNKNOWN
CutSceneTextureLoadParam	15	texName_09	UNKNOWN
CutSceneTextureLoadParam	16	texName_10	UNKNOWN
CutSceneTextureLoadParam	17	texName_11	UNKNOWN
CutSceneTextureLoadParam	18	texName_12	UNKNOWN
CutSceneTextureLoadParam	19	texName_13	UNKNOWN
CutSceneTextureLoadParam	20	texName_14	UNKNOWN
CutSceneTextureLoadParam	21	texName_15	UNKNOWN
CutSceneTextureLoadParam	22		UNKNOWN
CutsceneTimezoneConvertParam	0	ID	UNKNOWN
CutsceneTimezoneConvertParam	1	Name	UNKNOWN
CutsceneTimezoneConvertParam	2	SrcTimezoneStart	UNKNOWN
CutsceneTimezoneConvertParam	3	DstCutscenTime	UNKNOWN
CutsceneTimezoneConvertParam	4		UNKNOWN
CutsceneWeatherOverrideGparamConvertParam	0	ID	UNKNOWN
CutsceneWeatherOverrideGparamConvertParam	1	Name	UNKNOWN
CutsceneWeatherOverrideGparamConvertParam	2	weatherOverrideGparamId	UNKNOWN
CutsceneWeatherOverrideGparamConvertParam	3		UNKNOWN
DecalParam	0	ID	UNKNOWN
DecalParam	1	Name	UNKNOWN
DecalParam	2	textureId	UNKNOWN
DecalParam	3	dmypolyId	UNKNOWN
DecalParam	4	pitchAngle	UNKNOWN
DecalParam	5	yawAngle	UNKNOWN
DecalParam	6	nearDistance	UNKNOWN
DecalParam	7	farDistance	UNKNOWN
DecalParam	8	nearSize	UNKNOWN
DecalParam	9	farSize	UNKNOWN
DecalParam	10	maskSpeffectId	UNKNOWN
DecalParam	11	pad_10	UNKNOWN
DecalParam	12	replaceTextureId_byMaterial	UNKNOWN
DecalParam	13	dmypolyCategory	UNKNOWN
DecalParam	14	pad_05	UNKNOWN
DecalParam	15	useDeferredDecal	UNKNOWN
DecalParam	16	usePaintDecal	UNKNOWN
DecalParam	17	bloodTypeEnable	UNKNOWN
DecalParam	18	bUseNormal	UNKNOWN
DecalParam	19	pad_08	UNKNOWN
DecalParam	20	pad_09	UNKNOWN
DecalParam	21	usePom	UNKNOWN
DecalParam	22	useEmissive	UNKNOWN
DecalParam	23	putVertical	UNKNOWN
DecalParam	24	randomSizeMin	UNKNOWN
DecalParam	25	randomSizeMax	UNKNOWN
DecalParam	26	randomRollMin	UNKNOWN
DecalParam	27	randomRollMax	UNKNOWN
DecalParam	28	randomPitchMin	UNKNOWN
DecalParam	29	randomPitchMax	UNKNOWN
DecalParam	30	randomYawMin	UNKNOWN
DecalParam	31	randomYawMax	UNKNOWN
DecalParam	32	pomHightScale	UNKNOWN
DecalParam	33	pomSampleMin	UNKNOWN
DecalParam	34	pomSampleMax	UNKNOWN
DecalParam	35	blendMode	UNKNOWN
DecalParam	36	appearDirType	UNKNOWN
DecalParam	37	emissiveValueBegin	UNKNOWN
DecalParam	38	emissiveValueEnd	UNKNOWN
DecalParam	39	emissiveTime	UNKNOWN
DecalParam	40	bIntpEnable	UNKNOWN
DecalParam	41	pad_01	UNKNOWN
DecalParam	42	intpIntervalDist	UNKNOWN
DecalParam	43	beginIntpTextureId	UNKNOWN
DecalParam	44	endIntpTextureId	UNKNOWN
DecalParam	45	appearSfxId	UNKNOWN
DecalParam	46	appearSfxOffsetPos	UNKNOWN
DecalParam	47	maskTextureId	UNKNOWN
DecalParam	48	diffuseTextureId	UNKNOWN
DecalParam	49	reflecTextureId	UNKNOWN
DecalParam	50	maskScale	UNKNOWN
DecalParam	51	normalTextureId	UNKNOWN
DecalParam	52	heightTextureId	UNKNOWN
DecalParam	53	emissiveTextureId	UNKNOWN
DecalParam	54	diffuseColorR	UNKNOWN
DecalParam	55	diffuseColorG	UNKNOWN
DecalParam	56	diffuseColorB	UNKNOWN
DecalParam	57	pad_03	UNKNOWN
DecalParam	58	reflecColorR	UNKNOWN
DecalParam	59	reflecColorG	UNKNOWN
DecalParam	60	reflecColorB	UNKNOWN
DecalParam	61	bLifeEnable	UNKNOWN
DecalParam	62	siniScale	UNKNOWN
DecalParam	63	lifeTimeSec	UNKNOWN
DecalParam	64	fadeOutTimeSec	UNKNOWN
DecalParam	65	priority	UNKNOWN
DecalParam	66	bDistThinOutEnable	UNKNOWN
DecalParam	67	bAlignedTexRandomVariationEnable	UNKNOWN
DecalParam	68	distThinOutCheckDist	UNKNOWN
DecalParam	69	distThinOutCheckAngleDeg	UNKNOWN
DecalParam	70	distThinOutMaxNum	UNKNOWN
DecalParam	71	distThinOutCheckNum	UNKNOWN
DecalParam	72	delayAppearFrame	UNKNOWN
DecalParam	73	randVaria_Diffuse	UNKNOWN
DecalParam	74	randVaria_Mask	UNKNOWN
DecalParam	75	randVaria_Reflec	UNKNOWN
DecalParam	76	pad_12	UNKNOWN
DecalParam	77	randVaria_Normal	UNKNOWN
DecalParam	78	randVaria_Height	UNKNOWN
DecalParam	79	randVaria_Emissive	UNKNOWN
DecalParam	80	pad_11	UNKNOWN
DecalParam	81	fadeInTimeSec	UNKNOWN
DecalParam	82	thinOutOverlapMultiRadius	UNKNOWN
DecalParam	83	thinOutNeighborAddRadius	UNKNOWN
DecalParam	84	thinOutOverlapLimitNum	UNKNOWN
DecalParam	85	thinOutNeighborLimitNum	UNKNOWN
DecalParam	86	thinOutMode	UNKNOWN
DecalParam	87	emissiveColorR	UNKNOWN
DecalParam	88	emissiveColorG	UNKNOWN
DecalParam	89	emissiveColorB	UNKNOWN
DecalParam	90	maxDecalSfxCreatableSlopeAngleDeg	UNKNOWN
DecalParam	91	pad_02	UNKNOWN
DecalParam	92		UNKNOWN
DefaultKeyAssign	0	ID	UNKNOWN
DefaultKeyAssign	1	Name	UNKNOWN
DefaultKeyAssign	2	priority0	UNKNOWN
DefaultKeyAssign	3	priority1	UNKNOWN
DefaultKeyAssign	4	priority2	UNKNOWN
DefaultKeyAssign	5	priority3	UNKNOWN
DefaultKeyAssign	6	priority4	UNKNOWN
DefaultKeyAssign	7	priority5	UNKNOWN
DefaultKeyAssign	8	priority6	UNKNOWN
DefaultKeyAssign	9	priority7	UNKNOWN
DefaultKeyAssign	10	priority8	UNKNOWN
DefaultKeyAssign	11	priority9	UNKNOWN
DefaultKeyAssign	12	priority10	UNKNOWN
DefaultKeyAssign	13	priority11	UNKNOWN
DefaultKeyAssign	14	priority12	UNKNOWN
DefaultKeyAssign	15	priority13	UNKNOWN
DefaultKeyAssign	16	priority14	UNKNOWN
DefaultKeyAssign	17	priority15	UNKNOWN
DefaultKeyAssign	18	priority16	UNKNOWN
DefaultKeyAssign	19	priority17	UNKNOWN
DefaultKeyAssign	20	priority18	UNKNOWN
DefaultKeyAssign	21	priority19	UNKNOWN
DefaultKeyAssign	22	priority20	UNKNOWN
DefaultKeyAssign	23	priority21	UNKNOWN
DefaultKeyAssign	24	priority22	UNKNOWN
DefaultKeyAssign	25	priority23	UNKNOWN
DefaultKeyAssign	26	priority24	UNKNOWN
DefaultKeyAssign	27	priority25	UNKNOWN
DefaultKeyAssign	28	priority26	UNKNOWN
DefaultKeyAssign	29	priority27	UNKNOWN
DefaultKeyAssign	30	priority28	UNKNOWN
DefaultKeyAssign	31	priority29	UNKNOWN
DefaultKeyAssign	32	priority30	UNKNOWN
DefaultKeyAssign	33	priority31	UNKNOWN
DefaultKeyAssign	34	dummy	UNKNOWN
DefaultKeyAssign	35	phyisicalKey_0	UNKNOWN
DefaultKeyAssign	36	traitsType_0	UNKNOWN
DefaultKeyAssign	37	a2dOperator_0	UNKNOWN
DefaultKeyAssign	38	applyTarget_0	UNKNOWN
DefaultKeyAssign	39	isAnalog_0	UNKNOWN
DefaultKeyAssign	40	enableWin64_0	UNKNOWN
DefaultKeyAssign	41	enablePS4_0	UNKNOWN
DefaultKeyAssign	42	enableXboxOne_0	UNKNOWN
DefaultKeyAssign	43	time1_0	UNKNOWN
DefaultKeyAssign	44	time2_0	UNKNOWN
DefaultKeyAssign	45	a2dThreshold_0	UNKNOWN
DefaultKeyAssign	46	phyisicalKey_1	UNKNOWN
DefaultKeyAssign	47	traitsType_1	UNKNOWN
DefaultKeyAssign	48	a2dOperator_1	UNKNOWN
DefaultKeyAssign	49	applyTarget_1	UNKNOWN
DefaultKeyAssign	50	isAnalog_1	UNKNOWN
DefaultKeyAssign	51	enableWin64_1	UNKNOWN
DefaultKeyAssign	52	enablePS4_1	UNKNOWN
DefaultKeyAssign	53	enableXboxOne_1	UNKNOWN
DefaultKeyAssign	54	time1_1	UNKNOWN
DefaultKeyAssign	55	time2_1	UNKNOWN
DefaultKeyAssign	56	a2dThreshold_1	UNKNOWN
DefaultKeyAssign	57	phyisicalKey_2	UNKNOWN
DefaultKeyAssign	58	traitsType_2	UNKNOWN
DefaultKeyAssign	59	a2dOperator_2	UNKNOWN
DefaultKeyAssign	60	applyTarget_2	UNKNOWN
DefaultKeyAssign	61	isAnalog_2	UNKNOWN
DefaultKeyAssign	62	enableWin64_2	UNKNOWN
DefaultKeyAssign	63	enablePS4_2	UNKNOWN
DefaultKeyAssign	64	enableXboxOne_2	UNKNOWN
DefaultKeyAssign	65	time1_2	UNKNOWN
DefaultKeyAssign	66	time2_2	UNKNOWN
DefaultKeyAssign	67	a2dThreshold_2	UNKNOWN
DefaultKeyAssign	68	phyisicalKey_3	UNKNOWN
DefaultKeyAssign	69	traitsType_3	UNKNOWN
DefaultKeyAssign	70	a2dOperator_3	UNKNOWN
DefaultKeyAssign	71	applyTarget_3	UNKNOWN
DefaultKeyAssign	72	isAnalog_3	UNKNOWN
DefaultKeyAssign	73	enableWin64_3	UNKNOWN
DefaultKeyAssign	74	enablePS4_3	UNKNOWN
DefaultKeyAssign	75	enableXboxOne_3	UNKNOWN
DefaultKeyAssign	76	time1_3	UNKNOWN
DefaultKeyAssign	77	time2_3	UNKNOWN
DefaultKeyAssign	78	a2dThreshold_3	UNKNOWN
DefaultKeyAssign	79	phyisicalKey_4	UNKNOWN
DefaultKeyAssign	80	traitsType_4	UNKNOWN
DefaultKeyAssign	81	a2dOperator_4	UNKNOWN
DefaultKeyAssign	82	applyTarget_4	UNKNOWN
DefaultKeyAssign	83	isAnalog_4	UNKNOWN
DefaultKeyAssign	84	enableWin64_4	UNKNOWN
DefaultKeyAssign	85	enablePS4_4	UNKNOWN
DefaultKeyAssign	86	enableXboxOne_4	UNKNOWN
DefaultKeyAssign	87	time1_4	UNKNOWN
DefaultKeyAssign	88	time2_4	UNKNOWN
DefaultKeyAssign	89	a2dThreshold_4	UNKNOWN
DefaultKeyAssign	90	phyisicalKey_5	UNKNOWN
DefaultKeyAssign	91	traitsType_5	UNKNOWN
DefaultKeyAssign	92	a2dOperator_5	UNKNOWN
DefaultKeyAssign	93	applyTarget_5	UNKNOWN
DefaultKeyAssign	94	isAnalog_5	UNKNOWN
DefaultKeyAssign	95	enableWin64_5	UNKNOWN
DefaultKeyAssign	96	enablePS4_5	UNKNOWN
DefaultKeyAssign	97	enableXboxOne_5	UNKNOWN
DefaultKeyAssign	98	time1_5	UNKNOWN
DefaultKeyAssign	99	time2_5	UNKNOWN
DefaultKeyAssign	100	a2dThreshold_5	UNKNOWN
DefaultKeyAssign	101	phyisicalKey_6	UNKNOWN
DefaultKeyAssign	102	traitsType_6	UNKNOWN
DefaultKeyAssign	103	a2dOperator_6	UNKNOWN
DefaultKeyAssign	104	applyTarget_6	UNKNOWN
DefaultKeyAssign	105	isAnalog_6	UNKNOWN
DefaultKeyAssign	106	enableWin64_6	UNKNOWN
DefaultKeyAssign	107	enablePS4_6	UNKNOWN
DefaultKeyAssign	108	enableXboxOne_6	UNKNOWN
DefaultKeyAssign	109	time1_6	UNKNOWN
DefaultKeyAssign	110	time2_6	UNKNOWN
DefaultKeyAssign	111	a2dThreshold_6	UNKNOWN
DefaultKeyAssign	112	phyisicalKey_7	UNKNOWN
DefaultKeyAssign	113	traitsType_7	UNKNOWN
DefaultKeyAssign	114	a2dOperator_7	UNKNOWN
DefaultKeyAssign	115	applyTarget_7	UNKNOWN
DefaultKeyAssign	116	isAnalog_7	UNKNOWN
DefaultKeyAssign	117	enableWin64_7	UNKNOWN
DefaultKeyAssign	118	enablePS4_7	UNKNOWN
DefaultKeyAssign	119	enableXboxOne_7	UNKNOWN
DefaultKeyAssign	120	time1_7	UNKNOWN
DefaultKeyAssign	121	time2_7	UNKNOWN
DefaultKeyAssign	122	a2dThreshold_7	UNKNOWN
DefaultKeyAssign	123		UNKNOWN
DirectionCameraParam	0	ID	UNKNOWN
DirectionCameraParam	1	Name	UNKNOWN
DirectionCameraParam	2	isUseOption	UNKNOWN
DirectionCameraParam	3	pad2	UNKNOWN
DirectionCameraParam	4	pad1	UNKNOWN
DirectionCameraParam	5		UNKNOWN
EnemyCommonParam	0	ID	UNKNOWN
EnemyCommonParam	1	Name	UNKNOWN
EnemyCommonParam	2	reserved0	UNKNOWN
EnemyCommonParam	3	soundTargetTryApproachTime	UNKNOWN
EnemyCommonParam	4	searchTargetTryApproachTime	UNKNOWN
EnemyCommonParam	5	memoryTargetTryApproachTime	UNKNOWN
EnemyCommonParam	6	reserved5	UNKNOWN
EnemyCommonParam	7	activateChrByTime_PhantomId	UNKNOWN
EnemyCommonParam	8	findUnfavorableFailedPointDist	UNKNOWN
EnemyCommonParam	9	findUnfavorableFailedPointHeight	UNKNOWN
EnemyCommonParam	10	reserved18	UNKNOWN
EnemyCommonParam	11		UNKNOWN
EnvObjLotParam	0	ID	UNKNOWN
EnvObjLotParam	1	Name	UNKNOWN
EnvObjLotParam	2	AssetId_0	UNKNOWN
EnvObjLotParam	3	AssetId_1	UNKNOWN
EnvObjLotParam	4	AssetId_2	UNKNOWN
EnvObjLotParam	5	AssetId_3	UNKNOWN
EnvObjLotParam	6	AssetId_4	UNKNOWN
EnvObjLotParam	7	AssetId_5	UNKNOWN
EnvObjLotParam	8	AssetId_6	UNKNOWN
EnvObjLotParam	9	AssetId_7	UNKNOWN
EnvObjLotParam	10	CreateWeight_0	UNKNOWN
EnvObjLotParam	11	CreateWeight_1	UNKNOWN
EnvObjLotParam	12	CreateWeight_2	UNKNOWN
EnvObjLotParam	13	CreateWeight_3	UNKNOWN
EnvObjLotParam	14	CreateWeight_4	UNKNOWN
EnvObjLotParam	15	CreateWeight_5	UNKNOWN
EnvObjLotParam	16	CreateWeight_6	UNKNOWN
EnvObjLotParam	17	CreateWeight_7	UNKNOWN
EnvObjLotParam	18	Reserve_0	UNKNOWN
EnvObjLotParam	19		UNKNOWN
EquipMtrlSetParam	0	ID	UNKNOWN
EquipMtrlSetParam	1	Name	UNKNOWN
EquipMtrlSetParam	2	materialId01	UNKNOWN
EquipMtrlSetParam	3	materialId02	UNKNOWN
EquipMtrlSetParam	4	materialId03	UNKNOWN
EquipMtrlSetParam	5	materialId04	UNKNOWN
EquipMtrlSetParam	6	materialId05	UNKNOWN
EquipMtrlSetParam	7	materialId06	UNKNOWN
EquipMtrlSetParam	8	pad_id	UNKNOWN
EquipMtrlSetParam	9	itemNum01	UNKNOWN
EquipMtrlSetParam	10	itemNum02	UNKNOWN
EquipMtrlSetParam	11	itemNum03	UNKNOWN
EquipMtrlSetParam	12	itemNum04	UNKNOWN
EquipMtrlSetParam	13	itemNum05	UNKNOWN
EquipMtrlSetParam	14	itemNum06	UNKNOWN
EquipMtrlSetParam	15	pad_num	UNKNOWN
EquipMtrlSetParam	16	materialCate01	UNKNOWN
EquipMtrlSetParam	17	materialCate02	UNKNOWN
EquipMtrlSetParam	18	materialCate03	UNKNOWN
EquipMtrlSetParam	19	materialCate04	UNKNOWN
EquipMtrlSetParam	20	materialCate05	UNKNOWN
EquipMtrlSetParam	21	materialCate06	UNKNOWN
EquipMtrlSetParam	22	pad_cate	UNKNOWN
EquipMtrlSetParam	23	isDisableDispNum01	UNKNOWN
EquipMtrlSetParam	24	isDisableDispNum02	UNKNOWN
EquipMtrlSetParam	25	isDisableDispNum03	UNKNOWN
EquipMtrlSetParam	26	isDisableDispNum04	UNKNOWN
EquipMtrlSetParam	27	isDisableDispNum05	UNKNOWN
EquipMtrlSetParam	28	isDisableDispNum06	UNKNOWN
EquipMtrlSetParam	29	pad	UNKNOWN
EquipMtrlSetParam	30		UNKNOWN
EquipParamAccessory	0	ID	UNKNOWN
EquipParamAccessory	1	Name	UNKNOWN
EquipParamAccessory	2	disableParam_NT	UNKNOWN
EquipParamAccessory	3	disableParamReserve1	UNKNOWN
EquipParamAccessory	4	disableParamReserve2	UNKNOWN
EquipParamAccessory	5	refId	UNKNOWN
EquipParamAccessory	6	sfxVariationId	UNKNOWN
EquipParamAccessory	7	weight	UNKNOWN
EquipParamAccessory	8	behaviorId	UNKNOWN
EquipParamAccessory	9	basicPrice	UNKNOWN
EquipParamAccessory	10	sellValue	UNKNOWN
EquipParamAccessory	11	sortId	UNKNOWN
EquipParamAccessory	12	qwcId	UNKNOWN
EquipParamAccessory	13	equipModelId	UNKNOWN
EquipParamAccessory	14	iconId	UNKNOWN
EquipParamAccessory	15	shopLv	UNKNOWN
EquipParamAccessory	16	trophySGradeId	UNKNOWN
EquipParamAccessory	17	trophySeqId	UNKNOWN
EquipParamAccessory	18	equipModelCategory	UNKNOWN
EquipParamAccessory	19	equipModelGender	UNKNOWN
EquipParamAccessory	20	accessoryCategory	UNKNOWN
EquipParamAccessory	21	refCategory	UNKNOWN
EquipParamAccessory	22	spEffectCategory	UNKNOWN
EquipParamAccessory	23	sortGroupId	UNKNOWN
EquipParamAccessory	24	vagrantItemLotId	UNKNOWN
EquipParamAccessory	25	vagrantBonusEneDropItemLotId	UNKNOWN
EquipParamAccessory	26	vagrantItemEneDropItemLotId	UNKNOWN
EquipParamAccessory	27	isDeposit	UNKNOWN
EquipParamAccessory	28	isEquipOutBrake	UNKNOWN
EquipParamAccessory	29	disableMultiDropShare	UNKNOWN
EquipParamAccessory	30	isDiscard	UNKNOWN
EquipParamAccessory	31	isDrop	UNKNOWN
EquipParamAccessory	32	showLogCondType	UNKNOWN
EquipParamAccessory	33	showDialogCondType	UNKNOWN
EquipParamAccessory	34	rarity	UNKNOWN
EquipParamAccessory	35	pad2	UNKNOWN
EquipParamAccessory	36	saleValue	UNKNOWN
EquipParamAccessory	37	accessoryGroup	UNKNOWN
EquipParamAccessory	38	pad3	UNKNOWN
EquipParamAccessory	39	compTrophySedId	UNKNOWN
EquipParamAccessory	40	residentSpEffectId1	UNKNOWN
EquipParamAccessory	41	residentSpEffectId2	UNKNOWN
EquipParamAccessory	42	residentSpEffectId3	UNKNOWN
EquipParamAccessory	43	residentSpEffectId4	UNKNOWN
EquipParamAccessory	44	pad1	UNKNOWN
EquipParamAccessory	45		UNKNOWN
EquipParamCustomWeapon	0	ID	UNKNOWN
EquipParamCustomWeapon	1	Name	UNKNOWN
EquipParamCustomWeapon	2	baseWepId	UNKNOWN
EquipParamCustomWeapon	3	gemId	UNKNOWN
EquipParamCustomWeapon	4	reinforceLv	UNKNOWN
EquipParamCustomWeapon	5	pad	UNKNOWN
EquipParamCustomWeapon	6		UNKNOWN
EquipParamGem	0	ID	UNKNOWN
EquipParamGem	1	Name	UNKNOWN
EquipParamGem	2	disableParam_NT	UNKNOWN
EquipParamGem	3	disableParamReserve1	UNKNOWN
EquipParamGem	4	disableParamReserve2	UNKNOWN
EquipParamGem	5	iconId	UNKNOWN
EquipParamGem	6	rank	UNKNOWN
EquipParamGem	7	sortGroupId	UNKNOWN
EquipParamGem	8	spEffectId0	UNKNOWN
EquipParamGem	9	spEffectId1	UNKNOWN
EquipParamGem	10	spEffectId2	UNKNOWN
EquipParamGem	11	itemGetTutorialFlagId	UNKNOWN
EquipParamGem	12	swordArtsParamId	UNKNOWN
EquipParamGem	13	mountValue	UNKNOWN
EquipParamGem	14	sellValue	UNKNOWN
EquipParamGem	15	saleValue	UNKNOWN
EquipParamGem	16	sortId	UNKNOWN
EquipParamGem	17	compTrophySedId	UNKNOWN
EquipParamGem	18	trophySeqId	UNKNOWN
EquipParamGem	19	configurableWepAttr00	UNKNOWN
EquipParamGem	20	configurableWepAttr01	UNKNOWN
EquipParamGem	21	configurableWepAttr02	UNKNOWN
EquipParamGem	22	configurableWepAttr03	UNKNOWN
EquipParamGem	23	configurableWepAttr04	UNKNOWN
EquipParamGem	24	configurableWepAttr05	UNKNOWN
EquipParamGem	25	configurableWepAttr06	UNKNOWN
EquipParamGem	26	configurableWepAttr07	UNKNOWN
EquipParamGem	27	configurableWepAttr08	UNKNOWN
EquipParamGem	28	configurableWepAttr09	UNKNOWN
EquipParamGem	29	configurableWepAttr10	UNKNOWN
EquipParamGem	30	configurableWepAttr11	UNKNOWN
EquipParamGem	31	configurableWepAttr12	UNKNOWN
EquipParamGem	32	configurableWepAttr13	UNKNOWN
EquipParamGem	33	configurableWepAttr14	UNKNOWN
EquipParamGem	34	configurableWepAttr15	UNKNOWN
EquipParamGem	35	rarity	UNKNOWN
EquipParamGem	36	configurableWepAttr16	UNKNOWN
EquipParamGem	37	configurableWepAttr17	UNKNOWN
EquipParamGem	38	configurableWepAttr18	UNKNOWN
EquipParamGem	39	configurableWepAttr19	UNKNOWN
EquipParamGem	40	configurableWepAttr20	UNKNOWN
EquipParamGem	41	configurableWepAttr21	UNKNOWN
EquipParamGem	42	configurableWepAttr22	UNKNOWN
EquipParamGem	43	configurableWepAttr23	UNKNOWN
EquipParamGem	44	isDiscard	UNKNOWN
EquipParamGem	45	isDrop	UNKNOWN
EquipParamGem	46	isDeposit	UNKNOWN
EquipParamGem	47	disableMultiDropShare	UNKNOWN
EquipParamGem	48	showDialogCondType	UNKNOWN
EquipParamGem	49	showLogCondType	UNKNOWN
EquipParamGem	50	pad	UNKNOWN
EquipParamGem	51	defaultWepAttr	UNKNOWN
EquipParamGem	52	isSpecialSwordArt	UNKNOWN
EquipParamGem	53	pad2	UNKNOWN
EquipParamGem	54	canMountWep_Dagger	UNKNOWN
EquipParamGem	55	canMountWep_SwordNormal	UNKNOWN
EquipParamGem	56	canMountWep_SwordLarge	UNKNOWN
EquipParamGem	57	canMountWep_SwordGigantic	UNKNOWN
EquipParamGem	58	canMountWep_SaberNormal	UNKNOWN
EquipParamGem	59	canMountWep_SaberLarge	UNKNOWN
EquipParamGem	60	canMountWep_katana	UNKNOWN
EquipParamGem	61	canMountWep_SwordDoubleEdge	UNKNOWN
EquipParamGem	62	canMountWep_SwordPierce	UNKNOWN
EquipParamGem	63	canMountWep_RapierHeavy	UNKNOWN
EquipParamGem	64	canMountWep_AxeNormal	UNKNOWN
EquipParamGem	65	canMountWep_AxeLarge	UNKNOWN
EquipParamGem	66	canMountWep_HammerNormal	UNKNOWN
EquipParamGem	67	canMountWep_HammerLarge	UNKNOWN
EquipParamGem	68	canMountWep_Flail	UNKNOWN
EquipParamGem	69	canMountWep_SpearNormal	UNKNOWN
EquipParamGem	70	canMountWep_SpearLarge	UNKNOWN
EquipParamGem	71	canMountWep_SpearHeavy	UNKNOWN
EquipParamGem	72	canMountWep_SpearAxe	UNKNOWN
EquipParamGem	73	canMountWep_Sickle	UNKNOWN
EquipParamGem	74	canMountWep_Knuckle	UNKNOWN
EquipParamGem	75	canMountWep_Claw	UNKNOWN
EquipParamGem	76	canMountWep_Whip	UNKNOWN
EquipParamGem	77	canMountWep_AxhammerLarge	UNKNOWN
EquipParamGem	78	canMountWep_BowSmall	UNKNOWN
EquipParamGem	79	canMountWep_BowNormal	UNKNOWN
EquipParamGem	80	canMountWep_BowLarge	UNKNOWN
EquipParamGem	81	canMountWep_ClossBow	UNKNOWN
EquipParamGem	82	canMountWep_Ballista	UNKNOWN
EquipParamGem	83	canMountWep_Staff	UNKNOWN
EquipParamGem	84	canMountWep_Sorcery	UNKNOWN
EquipParamGem	85	canMountWep_Talisman	UNKNOWN
EquipParamGem	86	canMountWep_ShieldSmall	UNKNOWN
EquipParamGem	87	canMountWep_ShieldNormal	UNKNOWN
EquipParamGem	88	canMountWep_ShieldLarge	UNKNOWN
EquipParamGem	89	canMountWep_Torch	UNKNOWN
EquipParamGem	90	canMountWep_HandToHand	UNKNOWN
EquipParamGem	91	canMountWep_PerfumeBottle	UNKNOWN
EquipParamGem	92	canMountWep_ThrustingShield	UNKNOWN
EquipParamGem	93	canMountWep_ThrowingWeapon	UNKNOWN
EquipParamGem	94	canMountWep_ReverseHandSword	UNKNOWN
EquipParamGem	95	canMountWep_LightGreatsword	UNKNOWN
EquipParamGem	96	canMountWep_GreatKatana	UNKNOWN
EquipParamGem	97	canMountWep_BeastClaw	UNKNOWN
EquipParamGem	98	reserved_canMountWep_0x3d_4	UNKNOWN
EquipParamGem	99	reserved2_canMountWep	UNKNOWN
EquipParamGem	100	spEffectMsgId0	UNKNOWN
EquipParamGem	101	spEffectMsgId1	UNKNOWN
EquipParamGem	102	spEffectId_forAtk0	UNKNOWN
EquipParamGem	103	spEffectId_forAtk1	UNKNOWN
EquipParamGem	104	spEffectId_forAtk2	UNKNOWN
EquipParamGem	105	mountWepTextId	UNKNOWN
EquipParamGem	106	pad6	UNKNOWN
EquipParamGem	107		UNKNOWN
EquipParamGoods	0	ID	UNKNOWN
EquipParamGoods	1	Name	UNKNOWN
EquipParamGoods	2	disableParam_NT	UNKNOWN
EquipParamGoods	3	disableParamReserve1	UNKNOWN
EquipParamGoods	4	disableParamReserve2	UNKNOWN
EquipParamGoods	5	refId_default	UNKNOWN
EquipParamGoods	6	sfxVariationId	UNKNOWN
EquipParamGoods	7	weight	UNKNOWN
EquipParamGoods	8	basicPrice	UNKNOWN
EquipParamGoods	9	sellValue	UNKNOWN
EquipParamGoods	10	behaviorId	UNKNOWN
EquipParamGoods	11	replaceItemId	UNKNOWN
EquipParamGoods	12	sortId	UNKNOWN
EquipParamGoods	13	appearanceReplaceItemId	UNKNOWN
EquipParamGoods	14	yesNoDialogMessageId	UNKNOWN
EquipParamGoods	15	useEnableSpEffectType	UNKNOWN
EquipParamGoods	16	potGroupId	UNKNOWN
EquipParamGoods	17	pad	UNKNOWN
EquipParamGoods	18	iconId	UNKNOWN
EquipParamGoods	19	modelId	UNKNOWN
EquipParamGoods	20	shopLv	UNKNOWN
EquipParamGoods	21	compTrophySedId	UNKNOWN
EquipParamGoods	22	trophySeqId	UNKNOWN
EquipParamGoods	23	maxNum	UNKNOWN
EquipParamGoods	24	consumeHeroPoint	UNKNOWN
EquipParamGoods	25	overDexterity	UNKNOWN
