column	n_params	params
Wood_Slash_LL	1	HitEffectSeParam
Wood_Slash_S	1	HitEffectSeParam
Wood_Thrust_L	1	HitEffectSeParam
Wood_Thrust_LL	1	HitEffectSeParam
Wood_Thrust_S	1	HitEffectSeParam
YellowMonk	3	MultiHPEstusFlaskBonusParam,MultiMPEstusFlaskBonusParam,MultiSoulBonusRateParam
YellowMonkDownloadSpan	1	NetworkParam
YellowMonkOverallFlowTimeOutTime	1	NetworkParam
YellowMonkTimeOutTime	1	NetworkParam
a000_bothLegsIO	1	PostureControlParam_Gender
a000_leftArmFB	3	PostureControlParam_Pro,PostureControlParam_WepLeft,PostureControlParam_WepRight
a000_leftArmIO	1	PostureControlParam_Pro
a000_leftElbowIO	1	PostureControlParam_Gender
a000_leftWeaponRotation	1	PostureControlParam_WepLeft
a000_leftWristFB	2	PostureControlParam_WepLeft,PostureControlParam_WepRight
a000_leftWristIO	2	PostureControlParam_WepLeft,PostureControlParam_WepRight
a000_lefttWeaponRotation	1	PostureControlParam_WepRight
a000_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a000_rightArmIO	1	PostureControlParam_Pro
a000_rightElbowIO	1	PostureControlParam_Gender
a000_rightWeaponRotation	1	PostureControlParam_WepRight
a000_rightWristFB	1	PostureControlParam_WepRight
a000_rightWristIO	1	PostureControlParam_WepRight
a002_bothLegsIO	1	PostureControlParam_Gender
a002_leftArmFB	3	PostureControlParam_Pro,PostureControlParam_WepLeft,PostureControlParam_WepRight
a002_leftArmIO	1	PostureControlParam_Pro
a002_leftElbowIO	1	PostureControlParam_Gender
a002_leftWeaponRotation	1	PostureControlParam_WepLeft
a002_leftWristFB	2	PostureControlParam_WepLeft,PostureControlParam_WepRight
a002_leftWristIO	2	PostureControlParam_WepLeft,PostureControlParam_WepRight
a002_lefttWeaponRotation	1	PostureControlParam_WepRight
a002_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a002_rightArmIO	1	PostureControlParam_Pro
a002_rightElbowIO	1	PostureControlParam_Gender
a002_rightWeaponRotation	1	PostureControlParam_WepRight
a002_rightWristFB	1	PostureControlParam_WepRight
a002_rightWristIO	1	PostureControlParam_WepRight
a003_bothLegsIO	1	PostureControlParam_Gender
a003_leftArmFB	3	PostureControlParam_Pro,PostureControlParam_WepLeft,PostureControlParam_WepRight
a003_leftArmIO	1	PostureControlParam_Pro
a003_leftElbowIO	1	PostureControlParam_Gender
a003_leftWeaponRotation	1	PostureControlParam_WepLeft
a003_leftWristFB	2	PostureControlParam_WepLeft,PostureControlParam_WepRight
a003_leftWristIO	2	PostureControlParam_WepLeft,PostureControlParam_WepRight
a003_lefttWeaponRotation	1	PostureControlParam_WepRight
a003_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a003_rightArmIO	1	PostureControlParam_Pro
a003_rightElbowIO	1	PostureControlParam_Gender
a003_rightWeaponRotation	1	PostureControlParam_WepRight
a003_rightWristFB	1	PostureControlParam_WepRight
a003_rightWristIO	1	PostureControlParam_WepRight
a010_bothLegsIO	1	PostureControlParam_Gender
a010_leftArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a010_leftArmIO	1	PostureControlParam_Pro
a010_leftElbowIO	1	PostureControlParam_Gender
a010_leftWristFB	1	PostureControlParam_WepRight
a010_leftWristIO	1	PostureControlParam_WepRight
a010_lefttWeaponRotation	1	PostureControlParam_WepRight
a010_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a010_rightArmIO	1	PostureControlParam_Pro
a010_rightElbowIO	1	PostureControlParam_Gender
a010_rightWeaponRotation	1	PostureControlParam_WepRight
a010_rightWristFB	1	PostureControlParam_WepRight
a010_rightWristIO	1	PostureControlParam_WepRight
a012_bothLegsIO	1	PostureControlParam_Gender
a012_leftArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a012_leftArmIO	1	PostureControlParam_Pro
a012_leftElbowIO	1	PostureControlParam_Gender
a012_leftWristFB	1	PostureControlParam_WepRight
a012_leftWristIO	1	PostureControlParam_WepRight
a012_lefttWeaponRotation	1	PostureControlParam_WepRight
a012_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a012_rightArmIO	1	PostureControlParam_Pro
a012_rightElbowIO	1	PostureControlParam_Gender
a012_rightWeaponRotation	1	PostureControlParam_WepRight
a012_rightWristFB	1	PostureControlParam_WepRight
a012_rightWristIO	1	PostureControlParam_WepRight
a013_bothLegsIO	1	PostureControlParam_Gender
a013_leftArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a013_leftArmIO	1	PostureControlParam_Pro
a013_leftElbowIO	1	PostureControlParam_Gender
a013_leftWristFB	1	PostureControlParam_WepRight
a013_leftWristIO	1	PostureControlParam_WepRight
a013_lefttWeaponRotation	1	PostureControlParam_WepRight
a013_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a013_rightArmIO	1	PostureControlParam_Pro
a013_rightElbowIO	1	PostureControlParam_Gender
a013_rightWeaponRotation	1	PostureControlParam_WepRight
a013_rightWristFB	1	PostureControlParam_WepRight
a013_rightWristIO	1	PostureControlParam_WepRight
a014_bothLegsIO	1	PostureControlParam_Gender
a014_leftArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a014_leftArmIO	1	PostureControlParam_Pro
a014_leftElbowIO	1	PostureControlParam_Gender
a014_leftWristFB	1	PostureControlParam_WepRight
a014_leftWristIO	1	PostureControlParam_WepRight
a014_lefttWeaponRotation	1	PostureControlParam_WepRight
a014_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a014_rightArmIO	1	PostureControlParam_Pro
a014_rightElbowIO	1	PostureControlParam_Gender
a014_rightWeaponRotation	1	PostureControlParam_WepRight
a014_rightWristFB	1	PostureControlParam_WepRight
a014_rightWristIO	1	PostureControlParam_WepRight
a015_bothLegsIO	1	PostureControlParam_Gender
a015_leftArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a015_leftArmIO	1	PostureControlParam_Pro
a015_leftElbowIO	1	PostureControlParam_Gender
a015_leftWristFB	1	PostureControlParam_WepRight
a015_leftWristIO	1	PostureControlParam_WepRight
a015_lefttWeaponRotation	1	PostureControlParam_WepRight
a015_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a015_rightArmIO	1	PostureControlParam_Pro
a015_rightElbowIO	1	PostureControlParam_Gender
a015_rightWeaponRotation	1	PostureControlParam_WepRight
a015_rightWristFB	1	PostureControlParam_WepRight
a015_rightWristIO	1	PostureControlParam_WepRight
a016_bothLegsIO	1	PostureControlParam_Gender
a016_leftArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a016_leftArmIO	1	PostureControlParam_Pro
a016_leftElbowIO	1	PostureControlParam_Gender
a016_leftWristFB	1	PostureControlParam_WepRight
a016_leftWristIO	1	PostureControlParam_WepRight
a016_lefttWeaponRotation	1	PostureControlParam_WepRight
a016_rightArmFB	2	PostureControlParam_Pro,PostureControlParam_WepRight
a016_rightArmIO	1	PostureControlParam_Pro
a016_rightElbowIO	1	PostureControlParam_Gender
a016_rightWeaponRotation	1	PostureControlParam_WepRight
a016_rightWristFB	1	PostureControlParam_WepRight
a016_rightWristIO	1	PostureControlParam_WepRight
a2dOperator_0	1	DefaultKeyAssign
a2dOperator_1	1	DefaultKeyAssign
a2dOperator_2	1	DefaultKeyAssign
a2dOperator_3	1	DefaultKeyAssign
a2dOperator_4	1	DefaultKeyAssign
a2dOperator_5	1	DefaultKeyAssign
a2dOperator_6	1	DefaultKeyAssign
a2dOperator_7	1	DefaultKeyAssign
a2dThreshold_0	1	DefaultKeyAssign
a2dThreshold_1	1	DefaultKeyAssign
a2dThreshold_2	1	DefaultKeyAssign
a2dThreshold_3	1	DefaultKeyAssign
a2dThreshold_4	1	DefaultKeyAssign
a2dThreshold_5	1	DefaultKeyAssign
a2dThreshold_6	1	DefaultKeyAssign
a2dThreshold_7	1	DefaultKeyAssign
aIJump_AnimYMoveCorrectRate_onJumpOff	1	GameSystemCommonParam
aIJump_DecelerateParam	1	GameSystemCommonParam
absorpParamId	1	EquipParamWeapon
abyssMultiplayLimit	1	NetworkParam
accelInRange	1	Bullet
accelOutRange	1	Bullet
accelTime	1	Bullet
accessories_color_B	2	FaceParam,FaceRangeParam
accessories_color_G	2	FaceParam,FaceRangeParam
accessories_color_R	2	FaceParam,FaceRangeParam
accessories_partsId	2	FaceParam,FaceRangeParam
accessoryCategory	1	EquipParamAccessory
accessoryGroup	1	EquipParamAccessory
accumuOverFireId	1	SpEffectParam
accumuOverVal	1	SpEffectParam
accumuUnderFireId	1	SpEffectParam
accumuUnderVal	1	SpEffectParam
accumuVal	1	SpEffectParam
acquisitionEventCenterX	1	WorldMapPieceParam
acquisitionEventCenterY	1	WorldMapPieceParam
acquisitionEventFlagId	1	WorldMapPieceParam
acquisitionEventResOffsetX	1	WorldMapPieceParam
acquisitionEventResOffsetY	1	WorldMapPieceParam
acquisitionEventResScale	1	WorldMapPieceParam
acquisitionEventScale	1	WorldMapPieceParam
actTypeOnFailedPath	1	NpcThinkParam
actTypeOnNonBtlFailedPath	1	NpcThinkParam
actionButtonInputCancelTime	1	GameSystemCommonParam
actionButtonParamId	1	ObjActParam
actionEnableMsgId	1	ObjActParam
actionFailedMsgId	1	ObjActParam
actionPanelChangeThreshold_PassTime	1	MenuCommonParam
actionPanelChangeThreshold_Vel	1	MenuCommonParam
activateChrByTime_PhantomId	1	EnemyCommonParam
activateRange	2	BuddyStoneParam,SeActivationRangeParam
activityOfDeadSpEffect_BulletId	1	GameSystemCommonParam
activityOfDeadSpEffect_DeadFadeOutTime	1	GameSystemCommonParam
activityOfDeadSpEffect_ShootBulletDummypolyId	1	GameSystemCommonParam
activityOfDeadTargetSearchSpEffect_MaxLength	1	GameSystemCommonParam
activityOfDeadTargetSearchSpEffect_OnHitSpEffect	1	GameSystemCommonParam
addAwarePointCorrectValue_forMe	1	SpEffectParam
addAwarePointCorrectValue_forTarget	1	SpEffectParam
addBehaviorJudgeId_add	1	SpEffectParam
addBehaviorJudgeId_condition	1	SpEffectParam
addDeceasedLv	1	SpEffectParam
addDexterityStatus	1	SpEffectParam
addEndureStatus	1	SpEffectParam
addFaithStatus	1	SpEffectParam
addFootEffectSfxId	1	SpEffectParam
addLifeForceStatus	1	SpEffectParam
addLuckStatus	1	SpEffectParam
addMagicStatus	1	SpEffectParam
addPoint1	1	ResistCorrectParam
addPoint2	1	ResistCorrectParam
addPoint3	1	ResistCorrectParam
addPoint4	1	ResistCorrectParam
addPoint5	1	ResistCorrectParam
addRate1	1	ResistCorrectParam
addRate2	1	ResistCorrectParam
addRate3	1	ResistCorrectParam
addRate4	1	ResistCorrectParam
addRate5	1	ResistCorrectParam
addSoloBreakInPoint_Black	1	GameSystemCommonParam
addSoloBreakInPoint_ForceJoin	1	GameSystemCommonParam
addSoloBreakInPoint_VisitorGuardian	1	GameSystemCommonParam
addSoloBreakInPoint_VisitorRedHunter	1	GameSystemCommonParam
addSoloBreakInPoint_White	1	GameSystemCommonParam
addStrengthStatus	1	SpEffectParam
addVitalityStatus	1	SpEffectParam
addWillpowerStatus	1	SpEffectParam
adjPt_maxGrowVal0	1	CalcCorrectGraph
adjPt_maxGrowVal1	1	CalcCorrectGraph
adjPt_maxGrowVal2	1	CalcCorrectGraph
adjPt_maxGrowVal3	1	CalcCorrectGraph
adjPt_maxGrowVal4	1	CalcCorrectGraph
adjustment_value	1	CalcCorrectGraph
adsrobModelPosInterpolationTime	1	ThrowParam
afterEndingMapUid	1	GameSystemCommonParam
afterEndingReturnPointEntityId	1	GameSystemCommonParam
age	2	FaceParam,FaceRangeParam
aiNotifyType	1	Magic
aiSightRate	1	WeatherParam
aiSightRateStart_Evening_Hour	1	GameSystemCommonParam
aiSightRateStart_Evening_Minute	1	GameSystemCommonParam
aiSightRateStart_Midnight_Hour	1	GameSystemCommonParam
aiSightRateStart_Midnight_Minute	1	GameSystemCommonParam
aiSightRateStart_Morning_Hour	1	GameSystemCommonParam
aiSightRateStart_Morning_Minute	1	GameSystemCommonParam
aiSightRateStart_Night_Hour	1	GameSystemCommonParam
aiSightRateStart_Night_Minute	1	GameSystemCommonParam
aiSightRateStart_Noon_Hour	1	GameSystemCommonParam
aiSightRateStart_Noon_Minute	1	GameSystemCommonParam
aiSightRate_evening	1	GameSystemCommonParam
aiSightRate_midnightA	1	GameSystemCommonParam
aiSightRate_morning	1	GameSystemCommonParam
aiSightRate_night	1	GameSystemCommonParam
aiSightRate_noonA	1	GameSystemCommonParam
aiSightRate_sunloss_dark	1	GameSystemCommonParam
aiSightRate_sunloss_light	1	GameSystemCommonParam
aiSightRate_sunloss_veryDark	1	GameSystemCommonParam
aiSoundLevel	1	AiSoundParam
aiUsageId	1	SwordArtsParam
aiUseJudgeId	2	EquipParamGoods,Magic
aiVolumeRate	1	HitMtrlParam
allAreaSearchRate_BellGuard	1	NetworkParam
allAreaSearchRate_CoopBlue	1	NetworkParam
allAreaSearchRate_VsBlue	1	NetworkParam
allItemWeightChangeRate	1	SpEffectParam
allowAngle	1	ActionButtonParam
allowUseBuddyItem_sfxDmyPolyId	1	GameSystemCommonParam
allowUseBuddyItem_sfxDmyPolyId_horse	1	GameSystemCommonParam
allowUseBuddyItem_sfxId	1	GameSystemCommonParam
allowUseBuddyItem_sfxInterval	1	GameSystemCommonParam
alpha	1	PhantomParam
altForbiddenIconId	1	BonfireWarpParam
altIconId	2	BonfireWarpParam,WorldMapPointParam
analogDexterityMax	1	Magic
analogDexterityMin	1	Magic
analogMoveParamId	1	MoveParam
angle	2	ActionButtonParam,WorldMapPointParam
angleCheckType	1	ActionButtonParam
animBreakIdMax	1	AssetEnvironmentGeometryParam
animIdOffset	2	NpcParam,SpEffectParam
animIdOffset2	1	NpcParam
animeID_DropItemPick	1	PlayerCommonParam
animeID_MaterialItemPick	1	PlayerCommonParam
animeID_SleepCollectorItemPick	1	PlayerCommonParam
antiDarkSightDmypolyId	1	SpEffectParam
antiDarkSightRadius	1	SpEffectParam
antiMagicIgnore	1	SpEffectParam
appearDirType	1	DecalParam
appearOnAroundSekihi	1	BuddyParam
appearSfxId	1	DecalParam
appearSfxOffsetPos	1	DecalParam
appearanceReplaceItemId	1	EquipParamGoods
applyBone	1	RuntimeBoneControlParam
applyIdOnGetSoul	1	SpEffectParam
applyPartsGroup	1	SpEffectParam
applyTarget_0	1	DefaultKeyAssign
applyTarget_1	1	DefaultKeyAssign
applyTarget_2	1	DefaultKeyAssign
applyTarget_3	1	DefaultKeyAssign
applyTarget_4	1	DefaultKeyAssign
applyTarget_5	1	DefaultKeyAssign
applyTarget_6	1	DefaultKeyAssign
applyTarget_7	1	DefaultKeyAssign
areaNo	5	BonfireWarpParam,PlayRegionParam,SignPuddleParam,WorldMapPlaceNameParam,WorldMapPointParam
areaNo_forDistViewMark	1	WorldMapPointParam
arenaDopingSpEffect_1	1	BuddyParam
arenaDopingSpEffect_2	1	BuddyParam
arenaDopingSpEffect_3	1	BuddyParam
arenaDopingSpEffect_4	1	BuddyParam
arenaDopingSpEffect_5	1	BuddyParam
arenaFriendlySpEffect_1	1	BuddyParam
arenaFriendlySpEffect_2	1	BuddyParam
arenaFriendlySpEffect_3	1	BuddyParam
arenaFriendlySpEffect_4	1	BuddyParam
arenaFriendlySpEffect_5	1	BuddyParam
arenaHostileSpEffect_1	1	BuddyParam
arenaHostileSpEffect_2	1	BuddyParam
arenaHostileSpEffect_3	1	BuddyParam
arenaHostileSpEffect_4	1	BuddyParam
arenaHostileSpEffect_5	1	BuddyParam
armEquip	1	EquipParamProtector
arrowBoltEquipId	1	EquipParamWeapon
arrowBoltModelIdOffset	1	PlayerCommonParam
arrowBoltRemainingNumModelMaskThreshold1	1	PlayerCommonParam
arrowBoltRemainingNumModelMaskThreshold2	1	PlayerCommonParam
arrowCaseWepBindDmypolyId	1	PlayerCommonParam
arrowNum	1	CharaInitParam
arrowSlotEquipable	1	EquipParamWeapon
artsConsumptionRate	1	SpEffectParam
artsSpeedType	1	SwordArtsParam
assetNavimeshNoCombine	1	AssetEnvironmentGeometryParam
assetNo_Hit	1	Bullet
atkAnimId	1	ThrowParam
atkAttribute	5	AtkParam_Npc,AtkParam_Pc,Bullet,EquipParamWeapon,SpEffectParam
atkAttribute2	1	EquipParamWeapon
atkBehaviorId	2	AtkParam_Npc,AtkParam_Pc
atkBehaviorId_2	2	AtkParam_Npc,AtkParam_Pc
atkBody_1	1	HitEffectSfxConceptParam
atkBody_2	1	HitEffectSfxConceptParam
atkChrAnimId	1	RideParam
atkChrId	1	RideParam
atkDark	2	AtkParam_Npc,AtkParam_Pc
atkDarkCorrection	2	AtkParam_Npc,AtkParam_Pc
atkDir_forSfx	2	AtkParam_Npc,AtkParam_Pc
atkEnemyDmgCorrectRate_Dark	1	SpEffectParam
atkEnemyDmgCorrectRate_Fire	1	SpEffectParam
atkEnemyDmgCorrectRate_Magic	1	SpEffectParam
atkEnemyDmgCorrectRate_Physics	1	SpEffectParam
atkEnemyDmgCorrectRate_Thunder	1	SpEffectParam
atkFire	2	AtkParam_Npc,AtkParam_Pc
atkFireCorrection	2	AtkParam_Npc,AtkParam_Pc
atkFlickPower	1	SpEffectParam
atkId_Bullet	1	Bullet
atkIron_1	1	HitEffectSfxConceptParam
atkIron_2	1	HitEffectSfxConceptParam
atkLeather_1	1	HitEffectSfxConceptParam
atkLeather_2	1	HitEffectSfxConceptParam
atkMag	2	AtkParam_Npc,AtkParam_Pc
atkMagCorrection	2	AtkParam_Npc,AtkParam_Pc
atkMaterial	3	AtkParam_Npc,AtkParam_Pc,EquipParamWeapon
atkNone_1	1	HitEffectSfxConceptParam
atkNone_2	1	HitEffectSfxConceptParam
atkObj	2	AtkParam_Npc,AtkParam_Pc
atkOccurrenceSpEffectId	1	SpEffectParam
atkPhys	2	AtkParam_Npc,AtkParam_Pc
atkPhysCorrection	2	AtkParam_Npc,AtkParam_Pc
atkPlayerDmgCorrectRate_Dark	1	SpEffectParam
atkPlayerDmgCorrectRate_Fire	1	SpEffectParam
atkPlayerDmgCorrectRate_Magic	1	SpEffectParam
atkPlayerDmgCorrectRate_Physics	1	SpEffectParam
atkPlayerDmgCorrectRate_Thunder	1	SpEffectParam
atkPow_forSe	2	AtkParam_Npc,AtkParam_Pc
atkPow_forSfx	2	AtkParam_Npc,AtkParam_Pc
atkRegainHp	2	AtkParam_Npc,AtkParam_Pc
atkSorbDmyId	1	ThrowParam
atkStam	2	AtkParam_Npc,AtkParam_Pc
atkStamCorrection	2	AtkParam_Npc,AtkParam_Pc
atkStone_1	1	HitEffectSfxConceptParam
atkStone_2	1	HitEffectSfxConceptParam
atkSuperArmor	2	AtkParam_Npc,AtkParam_Pc
atkSuperArmorCorrection	2	AtkParam_Npc,AtkParam_Pc
atkThrowEscape	2	AtkParam_Npc,AtkParam_Pc
atkThrowEscapeCorrection	2	AtkParam_Npc,AtkParam_Pc
atkThun	2	AtkParam_Npc,AtkParam_Pc
atkThunCorrection	2	AtkParam_Npc,AtkParam_Pc
atkType	2	AtkParam_Npc,AtkParam_Pc
atkWood_1	1	HitEffectSfxConceptParam
atkWood_2	1	HitEffectSfxConceptParam
attachEffectType	1	Bullet
attachHitInitializeDead	1	NpcParam
attackBaseDark	1	EquipParamWeapon
attackBaseFire	1	EquipParamWeapon
attackBaseMagic	1	EquipParamWeapon
attackBaseParry	1	EquipParamWeapon
attackBasePhysics	1	EquipParamWeapon
attackBaseRepel	1	EquipParamWeapon
attackBaseStamina	1	EquipParamWeapon
attackBaseThunder	1	EquipParamWeapon
attackElementCorrectId	1	EquipParamWeapon
attackThrowEscape	1	EquipParamWeapon
attainmentWepStatusDex	1	EquipParamWeapon
attainmentWepStatusFai	1	EquipParamWeapon
attainmentWepStatusLuc	1	EquipParamWeapon
attainmentWepStatusMag	1	EquipParamWeapon
attainmentWepStatusStr	1	EquipParamWeapon
attribute1	1	WaypointParam
attribute2	1	WaypointParam
attribute3	1	WaypointParam
attribute4	1	WaypointParam
autoCreateOffsetHeight	1	AssetEnvironmentGeometryParam
autoDrawGroupBackFaceCheck	1	AssetEnvironmentGeometryParam
autoDrawGroupDepthWrite	1	AssetEnvironmentGeometryParam
autoDrawGroupPassPixelNum	1	AssetEnvironmentGeometryParam
autoDrawGroupShadowTest	1	AssetEnvironmentGeometryParam
autoFootEffectDecalBaseId1	2	EquipParamProtector,NpcParam
autoFootEffectDecalBaseId2	2	EquipParamProtector,NpcParam
autoFootEffectDecalBaseId3	2	EquipParamProtector,NpcParam
autoFootEffectSfxId	1	NpcParam
autoHideHpThresholdRatio	1	MenuCommonParam
autoHideHpThresholdValue	1	MenuCommonParam
autoHideMpThresholdRatio	1	MenuCommonParam
autoHideMpThresholdValue	1	MenuCommonParam
autoHideSpThresholdRatio	1	MenuCommonParam
autoHideSpThresholdValue	1	MenuCommonParam
autoInvadePoint_cancelDist	1	GameSystemCommonParam
autoInvadePoint_generateDist	1	GameSystemCommonParam
autoReplenishType	2	EquipParamGoods,EquipParamWeapon
autoSearchNPCThinkID	1	Bullet
bAdjustAgilityAblity	1	SpEffectParam
bAdjustFaithAblity	1	SpEffectParam
bAdjustMagicAblity	1	SpEffectParam
bAdjustStrengthAblity	1	SpEffectParam
bAlignedTexRandomVariationEnable	1	DecalParam
bCurrHPIndependeMaxHP	1	SpEffectParam
bDistThinOutEnable	1	DecalParam
bGameClearBonus	1	SpEffectParam
bIntpEnable	1	DecalParam
bKeyHold1	1	NpcAiActionParam
bKeyHold2	1	NpcAiActionParam
bKeyHold3	1	NpcAiActionParam
bLifeEnable	1	DecalParam
bLifeEndSuccess	1	NpcAiActionParam
bMapGuradianRegion	1	PlayRegionParam
bMoveDirHold	1	NpcAiActionParam
bOverrideSpEffect	1	MultiPlayCorrectionParam
bSpEffectEnable	1	AiSoundParam
bUseNormal	1	DecalParam
bYellowCostumeRegion	1	PlayRegionParam
backToHomeStuckAct	1	NpcThinkParam
backhomeBattleDist	1	NpcThinkParam
backhomeDist	1	NpcThinkParam
ballisticCalcType	1	Bullet
baseAccSlotNum	1	PlayerCommonParam
baseAtkRate	1	ReinforceParamWeapon
baseChangeCategory	1	EquipParamWeapon
baseChangePrice	1	EquipParamWeapon
baseChangePriceRate	1	ReinforceParamWeapon
baseColorA	1	WetAspectParam
baseColorB	1	WetAspectParam
baseColorG	1	WetAspectParam
baseColorR	1	WetAspectParam
baseDensity	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
baseDex	1	CharaInitParam
baseDurability	1	CharaInitParam
baseEnd	1	CharaInitParam
baseFai	1	CharaInitParam
baseHeightOffset	1	ActionButtonParam
baseHeroPoint	1	CharaInitParam
baseHp	1	CharaInitParam
baseLuc	1	CharaInitParam
baseMag	1	CharaInitParam
baseMagicSlotSize	1	PlayerCommonParam
baseMp	1	CharaInitParam
baseRec_mp	1	CharaInitParam
baseRec_sp	1	CharaInitParam
baseReveredSpiritAshBlessingSpEffectId	1	GameSystemCommonParam
baseReveredSpiritTorrentBlessingSpEffectId	1	GameSystemCommonParam
baseScaduBlessingSpEffectId	1	GameSystemCommonParam
baseSp	1	CharaInitParam
baseStr	1	CharaInitParam
baseToughnessRecoverTime	1	GameSystemCommonParam
baseVit	1	CharaInitParam
baseWepId	1	EquipParamCustomWeapon
baseWil	1	CharaInitParam
basicExclusiveHeight_0	1	NetworkParam
basicExclusiveHeight_1	1	NetworkParam
basicExclusiveHeight_2	1	NetworkParam
basicExclusiveRange_0	1	NetworkParam
basicExclusiveRange_1	1	NetworkParam
basicExclusiveRange_2	1	NetworkParam
basicPrice	3	EquipParamAccessory,EquipParamGoods,EquipParamProtector
battleEye_updateAngX	1	NpcThinkParam
battleEye_updateAngY	1	NpcThinkParam
battleEye_updateDist	1	NpcThinkParam
battleGoalID	1	NpcThinkParam
battleRoyal	1	NetworkMsgParam
beard_color_B	2	FaceParam,FaceRangeParam
beard_color_G	2	FaceParam,FaceRangeParam
beard_color_R	2	FaceParam,FaceRangeParam
beard_partsId	2	FaceParam,FaceRangeParam
beard_rootBlack	2	FaceParam,FaceRangeParam
beard_shininess	2	FaceParam,FaceRangeParam
beard_whiteDensity	2	FaceParam,FaceRangeParam
beginIntpTextureId	1	DecalParam
behaviorId	4	EquipParamAccessory,EquipParamGoods,Magic,SpEffectParam
behaviorJudgeId	2	BehaviorParam,BehaviorParam_PC
behaviorType	1	AssetEnvironmentGeometryParam
behaviorVariationId	2	EquipParamWeapon,NpcParam
berserkerBlack	1	NetworkMsgParam
berserkerWhite	1	NetworkMsgParam
bgmPlaceType	1	WorldMapPointParam
bigRuneGreaterDemonBreakInGoodsId	1	GameSystemCommonParam
bigRuneGreaterDemonBreakInGoodsNum	1	GameSystemCommonParam
bigRuneGreaterDemon_SummonBuddySpecialEffectId_Buddy	1	GameSystemCommonParam
bigRuneGreaterDemon_SummonBuddySpecialEffectId_Pc	1	GameSystemCommonParam
billboardTextureName	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
blackKeywordLimitTimeScale	1	NetworkParam
blendMode	1	DecalParam
blendRate	1	PhantomParam
blendType	1	PhantomParam
blockClearBonusDelayTime	1	GameSystemCommonParam
bloodAttackPower	1	SpEffectParam
bloodDamageRate	1	SpEffectParam
bloodDefDamageRate	1	SpEffectParam
bloodGuardResist	2	EquipParamWeapon,NpcParam
bloodGuardResistRate	1	ReinforceParamWeapon
bloodGuardResist_MaxCorrect	1	EquipParamWeapon
bloodMessageDisplayMax	1	NetworkParam
bloodMessageDownloadTime	1	NetworkParam
bloodMessageEvalHealRate	1	NetworkParam
bloodStainDisplayMax	1	NetworkParam
bloodStainDownloadTime	1	NetworkParam
bloodTypeEnable	1	DecalParam
blowAttackPower	1	SpEffectParam
blowAttackPowerRate	1	SpEffectParam
blowAttackRate	1	SpEffectParam
blowDamageCutRate	3	EquipParamProtector,NpcParam,SpEffectParam
blowDefRate	1	ReinforceParamProtector
blowGuardCutRate	2	EquipParamWeapon,NpcParam
blowingCorrection	2	AtkParam_Npc,AtkParam_Pc
blurCountBias	3	Gconfig_ShadowQuality,Gconfig_ShadowQuality_ps4,Gconfig_ShadowQuality_xboxone
blurMaxLengthScale	3	Gconfig_MotionBlurQuality,Gconfig_MotionBlurQuality_ps4,Gconfig_MotionBlurQuality_xboxone
bodyEquip	1	EquipParamProtector
body_hair	2	FaceParam,FaceRangeParam
body_hairColor_B	2	FaceParam,FaceRangeParam
body_hairColor_G	2	FaceParam,FaceRangeParam
body_hairColor_R	2	FaceParam,FaceRangeParam
boltNum	1	CharaInitParam
boltPouchWepBindDmypolyId	1	PlayerCommonParam
boltSlotEquipable	1	EquipParamWeapon
bonfireCheckEnemyRange	1	GameSystemCommonParam
bonfireEntityId	1	BonfireWarpParam
bonfireSubCategoryId	1	BonfireWarpParam
bonfireSubCategorySortId	1	BonfireWarpParam
bonusSoul_multi	1	GameAreaParam
bonusSoul_single	1	GameAreaParam
bossAreaId	1	PlayRegionParam
bossChallengeFlagId	1	GameAreaParam
bossId_1	1	PlayRegionParam
bossId_10	1	PlayRegionParam
bossId_11	1	PlayRegionParam
bossId_12	1	PlayRegionParam
bossId_13	1	PlayRegionParam
bossId_14	1	PlayRegionParam
bossId_15	1	PlayRegionParam
bossId_16	1	PlayRegionParam
bossId_2	1	PlayRegionParam
bossId_3	1	PlayRegionParam
bossId_4	1	PlayRegionParam
bossId_5	1	PlayRegionParam
bossId_6	1	PlayRegionParam
bossId_7	1	PlayRegionParam
bossId_8	1	PlayRegionParam
bossId_9	1	PlayRegionParam
bossMapAreaNo	1	GameAreaParam
bossMapBlockNo	1	GameAreaParam
bossMapMapNo	1	GameAreaParam
