# AUTO-GENERATED by tools/build_check_maps.py -- DO NOT EDIT.
# One row per (check flag, PHYSICAL POSITION), map-granular. A check on N maps
# gets N rows: the model is one-to-many by design (Alaric 2026-07-25). Derived
# ONLY from committed tsvs -- no elden_ring_artifacts, runs anywhere.
# source=msb -> detail is event|treasure|enemy; source=merchant -> detail is the
# merchant, avail_* the ESD gate that makes THAT instance live (blank = unknown).
flag	map_id	source	detail	avail_flag	avail_sense
330070	m11_10	merchant	Twin Maiden Husks		
330070	m61_50_45	merchant	Count Ymir, High Priest	2050400600	1
330070	m61_51_45	merchant	Count Ymir, High Priest	2050400600	1
330080	m11_10	merchant	Twin Maiden Husks		
330080	m61_50_45	merchant	Count Ymir, High Priest	2050400600	1
330080	m61_51_45	merchant	Count Ymir, High Priest	2050400600	1
370000	m12_03	merchant	npc:44500066		
370000	m60_09_11	merchant	npc:44500020		
370000	m60_10_08	merchant	npc:44500012		
370000	m60_11_14	merchant	npc:44500052		
370000	m60_12_14	merchant	npc:44500050		
370010	m12_03	merchant	npc:44500066		
370010	m60_09_11	merchant	npc:44500020		
370010	m60_10_08	merchant	npc:44500012		
370010	m60_11_14	merchant	npc:44500052		
370010	m60_12_14	merchant	npc:44500050		
370020	m12_03	merchant	npc:44500066		
370020	m60_09_11	merchant	npc:44500020		
370020	m60_10_08	merchant	npc:44500012		
370020	m60_11_14	merchant	npc:44500052		
370020	m60_12_14	merchant	npc:44500050		
370030	m12_03	merchant	npc:44500066		
370030	m60_09_11	merchant	npc:44500020		
370030	m60_10_08	merchant	npc:44500012		
370030	m60_11_14	merchant	npc:44500052		
370030	m60_12_14	merchant	npc:44500050		
370040	m12_03	merchant	npc:44500066		
370040	m60_09_11	merchant	npc:44500020		
370040	m60_10_08	merchant	npc:44500012		
370040	m60_11_14	merchant	npc:44500052		
370040	m60_12_14	merchant	npc:44500050		
370050	m12_03	merchant	npc:44500066		
370050	m60_09_11	merchant	npc:44500020		
370050	m60_10_08	merchant	npc:44500012		
370050	m60_11_14	merchant	npc:44500052		
370050	m60_12_14	merchant	npc:44500050		
370060	m12_03	merchant	npc:44500066		
370060	m60_09_11	merchant	npc:44500020		
370060	m60_10_08	merchant	npc:44500012		
370060	m60_11_14	merchant	npc:44500052		
370060	m60_12_14	merchant	npc:44500050		
370070	m12_03	merchant	npc:44500066		
370070	m60_09_11	merchant	npc:44500020		
370070	m60_10_08	merchant	npc:44500012		
370070	m60_11_14	merchant	npc:44500052		
370070	m60_12_14	merchant	npc:44500050		
370080	m12_03	merchant	npc:44500066		
370080	m60_09_11	merchant	npc:44500020		
370080	m60_10_08	merchant	npc:44500012		
370080	m60_11_14	merchant	npc:44500052		
370080	m60_12_14	merchant	npc:44500050		
370100	m12_03	merchant	npc:44500066		
370100	m60_09_11	merchant	npc:44500020		
370100	m60_09_12	merchant	npc:44501020		
370100	m60_10_08	merchant	npc:44500012		
370100	m60_11_14	merchant	npc:44500052		
370100	m60_12_14	merchant	npc:44500050		
370110	m12_03	merchant	npc:44500066		
370110	m60_09_11	merchant	npc:44500020		
370110	m60_09_12	merchant	npc:44501020		
370110	m60_10_08	merchant	npc:44500012		
370110	m60_11_14	merchant	npc:44500052		
370110	m60_12_14	merchant	npc:44500050		
370120	m12_03	merchant	npc:44500066		
370120	m60_09_11	merchant	npc:44500020		
370120	m60_09_12	merchant	npc:44501020		
370120	m60_10_08	merchant	npc:44500012		
370120	m60_11_14	merchant	npc:44500052		
370120	m60_12_14	merchant	npc:44500050		
370130	m12_03	merchant	npc:44500066		
370130	m60_09_11	merchant	npc:44500020		
370130	m60_09_12	merchant	npc:44501020		
370130	m60_10_08	merchant	npc:44500012		
370130	m60_11_14	merchant	npc:44500052		
370130	m60_12_14	merchant	npc:44500050		
370140	m12_03	merchant	npc:44500066		
370140	m60_09_11	merchant	npc:44500020		
370140	m60_09_12	merchant	npc:44501020		
370140	m60_10_08	merchant	npc:44500012		
370140	m60_11_14	merchant	npc:44500052		
370140	m60_12_14	merchant	npc:44500050		
370150	m12_03	merchant	npc:44500066		
370150	m60_09_11	merchant	npc:44500020		
370150	m60_09_12	merchant	npc:44501020		
370150	m60_10_08	merchant	npc:44500012		
370150	m60_11_14	merchant	npc:44500052		
370150	m60_12_14	merchant	npc:44500050		
370160	m12_03	merchant	npc:44500066		
370160	m60_09_11	merchant	npc:44500020		
370160	m60_09_12	merchant	npc:44501020		
370160	m60_10_08	merchant	npc:44500012		
370160	m60_11_14	merchant	npc:44500052		
370160	m60_12_14	merchant	npc:44500050		
370170	m12_03	merchant	npc:44500066		
370170	m60_09_11	merchant	npc:44500020		
370170	m60_09_12	merchant	npc:44501020		
370170	m60_10_08	merchant	npc:44500012		
370170	m60_11_14	merchant	npc:44500052		
370170	m60_12_14	merchant	npc:44500050		
370180	m12_03	merchant	npc:44500066		
370180	m60_09_11	merchant	npc:44500020		
370180	m60_09_12	merchant	npc:44501020		
370180	m60_10_08	merchant	npc:44500012		
370180	m60_11_14	merchant	npc:44500052		
370180	m60_12_14	merchant	npc:44500050		
370200	m12_03	merchant	npc:44500066		
370200	m60_09_11	merchant	npc:44500020		
370200	m60_09_12	merchant	npc:44501020		
370200	m60_10_08	merchant	npc:44500012		
370200	m60_11_14	merchant	npc:44500052		
370200	m60_12_14	merchant	npc:44500050		
370210	m12_03	merchant	npc:44500066		
370210	m60_09_11	merchant	npc:44500020		
370210	m60_09_12	merchant	npc:44501020		
370210	m60_10_08	merchant	npc:44500012		
370210	m60_11_14	merchant	npc:44500052		
370210	m60_12_14	merchant	npc:44500050		
370220	m12_03	merchant	npc:44500066		
370220	m60_09_11	merchant	npc:44500020		
370220	m60_09_12	merchant	npc:44501020		
370220	m60_10_08	merchant	npc:44500012		
370220	m60_11_14	merchant	npc:44500052		
370220	m60_12_14	merchant	npc:44500050		
370230	m12_03	merchant	npc:44500066		
370230	m60_09_11	merchant	npc:44500020		
370230	m60_09_12	merchant	npc:44501020		
370230	m60_10_08	merchant	npc:44500012		
370230	m60_11_14	merchant	npc:44500052		
370230	m60_12_14	merchant	npc:44500050		
370240	m12_03	merchant	npc:44500066		
370240	m60_09_11	merchant	npc:44500020		
370240	m60_09_12	merchant	npc:44501020		
370240	m60_10_08	merchant	npc:44500012		
370240	m60_11_14	merchant	npc:44500052		
370240	m60_12_14	merchant	npc:44500050		
370250	m12_03	merchant	npc:44500066		
370250	m60_09_11	merchant	npc:44500020		
370250	m60_09_12	merchant	npc:44501020		
370250	m60_10_08	merchant	npc:44500012		
370250	m60_11_14	merchant	npc:44500052		
370250	m60_12_14	merchant	npc:44500050		
370260	m12_03	merchant	npc:44500066		
370260	m60_09_11	merchant	npc:44500020		
370260	m60_09_12	merchant	npc:44501020		
370260	m60_10_08	merchant	npc:44500012		
370260	m60_11_14	merchant	npc:44500052		
370260	m60_12_14	merchant	npc:44500050		
380000	m11_00	merchant	npc:?		
380000	m61_50_45	merchant	Wandering Mausoleum Corpse		
380000	m61_51_39	merchant	Wandering Mausoleum Corpse		
380000	m61_53_48	merchant	Wandering Mausoleum Corpse		
380010	m11_00	merchant	npc:?		
380010	m61_50_45	merchant	Wandering Mausoleum Corpse		
380010	m61_51_39	merchant	Wandering Mausoleum Corpse		
380010	m61_53_48	merchant	Wandering Mausoleum Corpse		
380020	m11_00	merchant	npc:?		
380020	m61_50_45	merchant	Wandering Mausoleum Corpse		
380020	m61_51_39	merchant	Wandering Mausoleum Corpse		
380020	m61_53_48	merchant	Wandering Mausoleum Corpse		
380030	m11_00	merchant	npc:?		
380030	m61_50_45	merchant	Wandering Mausoleum Corpse		
380030	m61_51_39	merchant	Wandering Mausoleum Corpse		
380030	m61_53_48	merchant	Wandering Mausoleum Corpse		
380040	m11_00	merchant	npc:?		
380040	m61_50_45	merchant	Wandering Mausoleum Corpse		
380040	m61_51_39	merchant	Wandering Mausoleum Corpse		
380040	m61_53_48	merchant	Wandering Mausoleum Corpse		
380050	m11_00	merchant	npc:?		
380050	m61_50_45	merchant	Wandering Mausoleum Corpse		
380050	m61_51_39	merchant	Wandering Mausoleum Corpse		
380050	m61_53_48	merchant	Wandering Mausoleum Corpse		
380060	m11_00	merchant	npc:?		
380060	m61_50_45	merchant	Wandering Mausoleum Corpse		
380060	m61_51_39	merchant	Wandering Mausoleum Corpse		
380060	m61_53_48	merchant	Wandering Mausoleum Corpse		
380070	m11_00	merchant	npc:?		
380070	m61_50_45	merchant	Wandering Mausoleum Corpse		
380070	m61_51_39	merchant	Wandering Mausoleum Corpse		
380070	m61_53_48	merchant	Wandering Mausoleum Corpse		
380080	m11_00	merchant	npc:?		
380080	m61_50_45	merchant	Wandering Mausoleum Corpse		
380080	m61_51_39	merchant	Wandering Mausoleum Corpse		
380080	m61_53_48	merchant	Wandering Mausoleum Corpse		
380100	m11_00	merchant	npc:?		
380100	m61_50_45	merchant	Wandering Mausoleum Corpse		
380100	m61_51_39	merchant	Wandering Mausoleum Corpse		
380100	m61_53_48	merchant	Wandering Mausoleum Corpse		
380110	m61_50_45	merchant	Wandering Mausoleum Corpse		
380110	m61_51_39	merchant	Wandering Mausoleum Corpse		
380110	m61_53_48	merchant	Wandering Mausoleum Corpse		
380120	m61_50_45	merchant	Wandering Mausoleum Corpse		
380120	m61_51_39	merchant	Wandering Mausoleum Corpse		
380120	m61_53_48	merchant	Wandering Mausoleum Corpse		
380130	m61_50_45	merchant	Wandering Mausoleum Corpse		
380130	m61_51_39	merchant	Wandering Mausoleum Corpse		
380130	m61_53_48	merchant	Wandering Mausoleum Corpse		
380140	m61_50_45	merchant	Wandering Mausoleum Corpse		
380140	m61_51_39	merchant	Wandering Mausoleum Corpse		
380140	m61_53_48	merchant	Wandering Mausoleum Corpse		
380150	m61_50_45	merchant	Wandering Mausoleum Corpse		
380150	m61_51_39	merchant	Wandering Mausoleum Corpse		
380150	m61_53_48	merchant	Wandering Mausoleum Corpse		
380160	m61_50_45	merchant	Wandering Mausoleum Corpse		
380160	m61_51_39	merchant	Wandering Mausoleum Corpse		
380160	m61_53_48	merchant	Wandering Mausoleum Corpse		
380170	m61_50_45	merchant	Wandering Mausoleum Corpse		
380170	m61_51_39	merchant	Wandering Mausoleum Corpse		
380170	m61_53_48	merchant	Wandering Mausoleum Corpse		
380180	m61_50_45	merchant	Wandering Mausoleum Corpse		
380180	m61_51_39	merchant	Wandering Mausoleum Corpse		
380180	m61_53_48	merchant	Wandering Mausoleum Corpse		
380200	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380200	m61_50_45	merchant	Wandering Mausoleum Corpse		
380200	m61_51_39	merchant	Wandering Mausoleum Corpse		
380200	m61_53_48	merchant	Wandering Mausoleum Corpse		
380210	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380210	m61_50_45	merchant	Wandering Mausoleum Corpse		
380210	m61_51_39	merchant	Wandering Mausoleum Corpse		
380210	m61_53_48	merchant	Wandering Mausoleum Corpse		
380220	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380220	m61_50_45	merchant	Wandering Mausoleum Corpse		
380220	m61_51_39	merchant	Wandering Mausoleum Corpse		
380220	m61_53_48	merchant	Wandering Mausoleum Corpse		
380230	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380230	m61_50_45	merchant	Wandering Mausoleum Corpse		
380230	m61_51_39	merchant	Wandering Mausoleum Corpse		
380230	m61_53_48	merchant	Wandering Mausoleum Corpse		
380240	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380240	m61_50_45	merchant	Wandering Mausoleum Corpse		
380240	m61_51_39	merchant	Wandering Mausoleum Corpse		
380240	m61_53_48	merchant	Wandering Mausoleum Corpse		
380250	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380250	m61_50_45	merchant	Wandering Mausoleum Corpse		
380250	m61_51_39	merchant	Wandering Mausoleum Corpse		
380250	m61_53_48	merchant	Wandering Mausoleum Corpse		
380260	m11_10	merchant	Sir Gideon Ofnir, the All-Knowing		
380260	m61_50_45	merchant	Wandering Mausoleum Corpse		
380260	m61_51_39	merchant	Wandering Mausoleum Corpse		
380260	m61_53_48	merchant	Wandering Mausoleum Corpse		
400033	m10_01	msb	event		
400033	m60_37_49	msb	event		
400036	m60_35_44	msb	enemy		
400036	m60_42_36	msb	enemy		
400037	m12_05	msb	event		
400049	m60_42_36	msb	enemy		
400051	m10_00	msb	enemy		
400061	m60_33_44	msb	event		
400061	m60_43_31	msb	event		
400061	m60_45_34	msb	event		
400069	m60_43_31	msb	enemy		
400071	m16_00	msb	event		
400072	m16_00	msb	event		
400073	m16_00	msb	event		
400074	m16_00	msb	event		
400075	m16_00	msb	event		
400076	m16_00	msb	event		
400077	m16_00	msb	event		
400078	m16_00	msb	event		
400089	m35_00	msb	event		
400089	m60_38_41	msb	enemy		
400089	m60_38_43	msb	enemy		
400089	m60_39_40	msb	enemy		
400091	m16_00	msb	event		
400106	m14_00	msb	event		
400106	m60_34_50	msb	enemy		
400107	m14_00	msb	event		
400148	m60_34_50	msb	event		
400149	m60_35_50	msb	event		
400158	m60_34_50	msb	enemy		
400163	m60_39_52	msb	event		
400163	m60_43_35	msb	enemy		
400163	m60_44_38	msb	enemy		
400164	m60_49_53	msb	enemy		
400174	m13_00	msb	event		
400175	m13_00	msb	enemy		
400175	m32_07	msb	enemy		
400175	m60_35_53	msb	enemy		
400175	m60_39_44	msb	enemy		
400175	m60_51_36	msb	enemy		
400175	m60_52_38	msb	enemy		
400183	m31_00	msb	event		
400189	m16_00	msb	enemy		
400189	m31_00	msb	enemy		
400189	m60_37_54	msb	enemy		
400191	m60_41_38	msb	event		
400209	m60_37_46	msb	enemy		
400220	m10_00	msb	enemy		
400220	m60_46_36	msb	enemy		
400240	m60_34_49	msb	event		
400291	m16_00	msb	event		
400292	m13_00	msb	event		
400299	m60_42_38	msb	enemy		
400300	m11_10	merchant	Twin Maiden Husks		
400300	m60_36_43	merchant	Blackguard	4146	1
400300	m60_44_52	merchant	Blackguard	4146	1
400300	m60_44_52	msb	enemy		
400308	m60_44_52	msb	event		
400312	m60_50_38	msb	event		
400321	m15_00	msb	event		
400323	m15_00	msb	event		
400323	m60_51_56	msb	enemy		
400324	m15_00	msb	event		
400339	m12_03	msb	event		
400348	m12_02	msb	enemy		
400348	m12_03	msb	event		
400349	m11_10	msb	event		
400349	m60_44_39	msb	enemy		
400358	m11_10	msb	event		
400359	m11_10	msb	event		
400360	m14_00	msb	event		
400360	m60_39_39	msb	enemy		
400370	m60_40_54	msb	enemy		
400370	m60_51_56	msb	enemy		
400381	m35_00	msb	enemy		
400381	m60_34_50	msb	enemy		
400381	m60_45_52	msb	event		
400382	m35_00	msb	event		
400393	m60_35_42	msb	event		
400394	m12_01	msb	event		
400401	m14_00	msb	event		
400401	m60_51_36	msb	enemy		
400410	m60_36_41	msb	event		
400411	m60_47_58	msb	event		
400412	m60_36_41	msb	enemy		
400421	m10_00	msb	enemy		
400421	m60_34_42	msb	enemy		
400441	m60_37_53	msb	enemy		
400451	m16_00	msb	enemy		
400451	m60_37_44	msb	enemy		
400451	m60_39_44	msb	enemy		
400460	m60_39_44	msb	event		
400480	m15_00	msb	event		
400490	m11_10	msb	event		
400500	m11_05	msb	event		
400510	m60_40_53	msb	event		
400590	m61_48_45	msb	event		
400592	m61_48_45	msb	event		
400594	m21_00	msb	event		
400595	m21_01	msb	event		
400598	m20_01	msb	event		
400602	m20_01	msb	event		
400602	m61_46_42	msb	event		
400614	m20_01	msb	event		
400614	m21_00	msb	event		
400614	m61_44_46	msb	event		
400620	m21_01	msb	event		
400622	m21_01	msb	event		
400624	m20_01	msb	event		
400625	m21_01	msb	event		
400632	m22_00	msb	event		
400634	m20_01	msb	event		
400644	m20_01	msb	enemy		
400644	m61_45_42	msb	event		
400644	m61_47_46	msb	event		
400645	m61_45_41	msb	event		
400645	m61_47_46	msb	event		
400645	m61_48_40	msb	event		
400645	m61_48_44	msb	event		
400645	m61_49_46	msb	event		
400645	m61_50_47	msb	event		
400664	m61_51_45	msb	event		
400666	m61_50_45	msb	event		
400671	m61_51_45	msb	event		
400672	m61_51_45	msb	event		
400692	m21_00	msb	event		
400694	m20_00	msb	event		
400694	m61_47_46	msb	event		
400696	m20_00	msb	event		
400696	m61_47_46	msb	event		
400704	m61_49_39	msb	event		
400710	m61_52_40	msb	enemy		
400712	m61_52_40	msb	event		
400714	m61_52_40	msb	event		
400723	m20_00	msb	event		
400730	m61_49_44	msb	event		
400732	m20_01	msb	event		
400740	m22_00	msb	event		
400901	m60_44_39	msb	enemy		
400904	m60_44_33	msb	enemy		
400905	m60_38_41	msb	enemy		
400906	m60_41_32	msb	enemy		
400911	m60_37_54	msb	enemy		
400912	m60_48_38	msb	enemy		
400913	m60_49_37	msb	enemy		
400916	m60_51_56	msb	enemy		
400917	m12_02	msb	enemy		
400918	m12_01	msb	enemy		
400919	m12_05	msb	enemy		
510030	m10_01	msb	event		
510040	m11_00	msb	event		
510060	m11_05	msb	event		
510070	m11_05	msb	event		
510080	m12_04	msb	event		
510090	m12_01	msb	event		
510100	m12_02	msb	event		
510110	m12_03	msb	event		
510120	m12_05	msb	event		
510140	m13_00	msb	event		
510150	m13_00	msb	event		
510160	m13_00	msb	event		
510190	m15_00	msb	event		
510200	m15_00	msb	event		
510210	m16_00	msb	event		
510220	m16_00	msb	event		
510230	m19_00	msb	event		
510250	m35_00	msb	event		
510260	m39_20	msb	event		
510280	m18_00	msb	event		
510290	m16_00	msb	event		
510300	m60_52_38	msb	event		
510310	m60_52_52	msb	event		
510320	m12_08	msb	event		
510330	m12_09	msb	event		
510340	m12_02	msb	event		
510350	m12_03	msb	event		
510400	m20_00	msb	event		
510420	m20_01	msb	event		
510430	m20_01	msb	event		
510440	m21_00	msb	event		
510460	m21_01	msb	event		
510480	m22_00	msb	event		
510550	m25_00	msb	event		
510560	m28_00	msb	event		
510600	m61_44_45	msb	event		
510610	m40_02	msb	event		
510610	m61_52_43	msb	event		
510620	m61_50_48	msb	event		
510630	m61_54_39	msb	event		
510640	m61_49_48	msb	event		
510730	m34_13	msb	event		
510740	m34_14	msb	event		
510800	m60_43_30	msb	event		
510810	m60_35_50	msb	event		
510820	m60_39_54	msb	event		
510830	m60_51_36	msb	event		
510840	m60_51_57	msb	event		
510900	m61_48_44	msb	event		
520000	m30_00	msb	event		
520010	m30_01	msb	event		
520020	m30_02	msb	event		
520030	m30_11	msb	event		
520040	m30_04	msb	event		
520050	m30_05	msb	event		
520060	m30_03	msb	event		
520070	m30_06	msb	event		
520080	m30_08	msb	event		
520090	m30_09	msb	event		
520100	m30_10	msb	event		
520110	m30_12	msb	event		
520120	m30_07	msb	event		
520130	m30_13	msb	event		
520140	m30_14	msb	event		
520150	m30_15	msb	event		
520160	m30_16	msb	event		
520170	m30_17	msb	event		
520180	m30_18	msb	event		
520190	m30_19	msb	event		
520200	m30_20	msb	event		
520210	m30_05	msb	event		
520220	m35_00	msb	event		
520300	m31_02	msb	event		
520310	m31_01	msb	event		
520320	m31_00	msb	event		
520330	m31_03	msb	event		
520340	m31_15	msb	event		
520350	m31_17	msb	event		
520360	m31_04	msb	event		
520370	m31_05	msb	event		
520380	m31_06	msb	event		
520390	m31_07	msb	event		
520400	m31_09	msb	event		
520410	m31_18	msb	event		
520420	m31_19	msb	event		
520430	m31_21	msb	event		
520440	m31_10	msb	event		
520450	m31_20	msb	event		
520460	m31_11	msb	event		
520470	m31_12	msb	event		
520480	m31_22	msb	event		
520490	m31_19	msb	event		
520600	m32_00	msb	event		
520610	m32_01	msb	event		
520620	m32_02	msb	event		
520630	m32_04	msb	event		
520640	m34_12	msb	event		
520650	m32_05	msb	event		
520660	m32_07	msb	event		
520670	m32_08	msb	event		
520680	m32_11	msb	event		
520700	m40_00	msb	event		
520710	m40_01	msb	event		
520750	m41_00	msb	event		
520760	m41_01	msb	event		
520770	m41_02	msb	event		
520800	m34_10	msb	event		
520800	m43_00	msb	event		
520810	m43_01	msb	event		
530100	m60_42_36	msb	event		
530110	m60_43_36	msb	event		
530120	m60_42_37	msb	event		
530130	m60_44_35	msb	event		
530170	m60_45_39	msb	event		
530210	m60_34_45	msb	event		
530225	m60_35_42	msb	event		
530240	m60_39_44	msb	event		
530245	m60_38_41	msb	event		
530250	m60_33_45	msb	event		
530255	m60_36_50	msb	event		
530260	m60_34_42	msb	event		
530265	m60_33_42	msb	event		
530300	m60_37_51	msb	event		
530300	m60_41_52	msb	event		
530310	m60_41_50	msb	event		
530315	m60_45_52	msb	event		
530325	m60_42_55	msb	event		
530350	m60_40_52	msb	event		
530375	m60_36_54	msb	event		
530385	m60_38_52	msb	event		
530390	m60_35_53	msb	event		
530400	m60_48_37	msb	event		
530405	m60_49_38	msb	event		
530420	m60_52_41	msb	event		
530425	m60_51_43	msb	event		
530505	m60_49_52	msb	event		
530510	m60_54_56	msb	event		
530515	m60_53_56	msb	event		
530530	m60_50_57	msb	event		
530550	m60_50_56	msb	event		
530600	m12_01	msb	event		
530620	m12_02	msb	event		
530800	m61_52_40	msb	event		
530805	m61_54_39	msb	event		
530810	m61_46_38	msb	event		
530820	m61_46_41	msb	event		
530830	m61_51_44	msb	event		
530840	m61_48_38	msb	event		
530845	m61_46_40	msb	event		
530850	m61_49_41	msb	event		
530855	m61_47_39	msb	event		
530860	m61_45_44	msb	event		
530865	m61_47_44	msb	event		
530900	m61_46_45	msb	event		
530905	m61_44_47	msb	event		
530930	m61_49_45	msb	event		
530940	m61_46_46	msb	event		
530945	m61_49_43	msb	event		
530955	m61_47_45	msb	event		
530960	m61_52_48	msb	event		
530965	m61_49_43	msb	event		
540100	m60_40_39	msb	event		
540104	m60_41_38	msb	event		
540108	m60_43_37	msb	event		
540112	m60_44_36	msb	event		
540116	m60_45_37	msb	event		
540118	m60_46_39	msb	event		
540120	m60_41_37	msb	event		
540132	m60_42_33	msb	event		
540136	m60_43_33	msb	event		
540138	m60_44_32	msb	event		
540140	m60_44_33	msb	event		
540142	m60_44_38	msb	event		
540144	m60_41_35	msb	event		
540146	m60_42_39	msb	event		
540170	m10_00	msb	event		
540172	m10_00	msb	event		
540174	m10_00	msb	event		
540200	m60_34_50	msb	event		
540202	m60_36_44	msb	event		
540204	m60_36_49	msb	event		
540206	m60_39_39	msb	event		
540208	m60_35_42	msb	event		
540210	m60_35_47	msb	event		
540218	m60_34_44	msb	event		
540220	m60_35_50	msb	event		
540224	m60_37_51	msb	event		
540236	m60_37_48	msb	event		
540238	m60_33_43	msb	event		
540250	m60_35_50	msb	event		
540252	m60_39_43	msb	event		
540254	m60_37_48	msb	event		
540256	m60_38_50	msb	event		
540258	m60_39_45	msb	event		
540260	m60_34_43	msb	event		
540262	m60_37_44	msb	event		
540264	m60_33_45	msb	event		
540272	m14_00	msb	event		
540290	m39_20	msb	event		
540300	m60_37_51	msb	event		
540302	m60_38_51	msb	event		
540304	m60_39_51	msb	event		
540306	m60_39_52	msb	event		
540308	m60_41_53	msb	event		
540310	m60_40_51	msb	event		
540312	m60_40_54	msb	event		
540314	m60_43_51	msb	event		
540316	m60_43_52	msb	event		
540318	m60_43_53	msb	event		
540320	m60_40_53	msb	event		
540332	m60_37_53	msb	event		
540334	m60_36_54	msb	event		
540370	m11_00	msb	event		
540372	m11_00	msb	event		
540400	m60_47_40	msb	event		
540402	m60_48_38	msb	event		
540404	m60_49_38	msb	event		
540406	m60_48_37	msb	event		
540408	m60_51_35	msb	event		
540410	m60_47_39	msb	event		
540412	m60_48_41	msb	event		
540414	m60_49_36	msb	event		
540416	m60_49_39	msb	event		
540418	m60_49_39	msb	event		
540420	m60_51_41	msb	event		
540422	m60_47_39	msb	event		
540424	m60_49_36	msb	event		
540426	m60_49_41	msb	event		
540428	m60_51_42	msb	event		
540508	m60_51_57	msb	event		
540510	m60_53_57	msb	event		
540512	m60_51_54	msb	event		
540516	m60_52_55	msb	event		
540522	m60_48_55	msb	event		
540524	m60_48_56	msb	event		
540526	m60_48_57	msb	event		
540590	m16_00	msb	event		
540592	m16_00	msb	event		
540600	m12_01	msb	event		
540602	m12_01	msb	event		
540610	m12_02	msb	event		
540630	m12_02	msb	event		
540642	m12_02	msb	event		
540646	m12_02	msb	event		
540648	m12_02	msb	event		
540652	m12_07	msb	event		
540660	m12_03	msb	event		
540668	m12_03	msb	event		
540670	m12_03	msb	event		
540680	m12_05	msb	event		
540682	m12_05	msb	event		
540684	m12_05	msb	event		
540686	m12_05	msb	event		
540772	m13_00	msb	event		
540900	m61_50_45	msb	event		
540902	m61_48_44	msb	event		
540904	m61_48_46	msb	event		
540906	m61_51_45	msb	event		
540910	m61_48_47	msb	event		
540912	m61_48_47	msb	event		
540914	m61_48_47	msb	event		
540916	m61_45_47	msb	event		
540920	m61_48_44	msb	event		
540922	m61_48_44	msb	event		
580000	m60_44_38	msb	event		
580010	m60_38_45	msb	event		
580020	m60_39_54	msb	event		
580030	m60_51_57	msb	event		
580040	m10_00	msb	event		
580050	m11_00	msb	event		
580060	m60_50_39	msb	event		
580300	m60_43_36	msb	treasure		
580320	m60_41_52	msb	treasure		
580330	m60_50_56	msb	treasure		
580340	m60_42_35	msb	treasure		
580360	m60_51_40	msb	treasure		
580410	m61_46_45	msb	treasure		
580420	m61_53_39	msb	treasure		
580600	m20_00	msb	treasure		
580600	m61_46_47	msb	treasure		
580600	m61_48_37	msb	treasure		
580600	m61_48_43	msb	treasure		
580600	m61_48_45	msb	treasure		
580600	m61_50_43	msb	treasure		
590210	m60_46_36	msb	treasure		
10007005	m10_00	msb	treasure		
10007015	m10_00	msb	treasure		
10007025	m10_00	msb	treasure		
10007030	m10_00	msb	treasure		
10007035	m10_00	msb	treasure		
10007040	m10_00	msb	treasure		
10007050	m10_00	msb	treasure		
10007060	m10_00	msb	treasure		
10007080	m10_00	msb	treasure		
10007082	m10_00	flag_tile	decoded from the flag id		
10007085	m10_00	msb	event		
10007090	m10_00	msb	treasure		
10007100	m10_00	msb	treasure		
10007110	m10_00	msb	treasure		
10007120	m10_00	msb	treasure		
10007130	m10_00	msb	treasure		
10007140	m10_00	msb	treasure		
10007150	m10_00	msb	treasure		
10007160	m10_00	msb	treasure		
10007170	m10_00	msb	treasure		
10007180	m10_00	msb	treasure		
10007190	m10_00	msb	treasure		
10007195	m10_00	msb	event		
10007200	m10_00	msb	treasure		
10007210	m10_00	msb	treasure		
10007220	m10_00	msb	treasure		
10007230	m10_00	msb	treasure		
10007240	m10_00	msb	treasure		
10007250	m10_00	msb	treasure		
10007260	m10_00	msb	treasure		
10007270	m10_00	msb	treasure		
10007280	m10_00	msb	treasure		
10007290	m10_00	msb	treasure		
10007295	m10_00	msb	event		
10007300	m10_00	msb	treasure		
10007310	m10_00	msb	treasure		
10007320	m10_00	msb	treasure		
10007330	m10_00	msb	treasure		
10007340	m10_00	msb	treasure		
10007350	m10_00	msb	treasure		
10007360	m10_00	msb	treasure		
10007370	m10_00	msb	treasure		
10007380	m10_00	msb	treasure		
10007390	m10_00	msb	treasure		
10007400	m10_00	msb	treasure		
10007410	m10_00	msb	treasure		
10007430	m10_00	msb	treasure		
10007440	m10_00	msb	treasure		
10007450	m10_00	msb	treasure		
10007452	m10_00	flag_tile	decoded from the flag id		
10007460	m10_00	msb	treasure		
10007470	m10_00	msb	treasure		
10007500	m10_00	msb	treasure		
10007510	m10_00	msb	treasure		
10007520	m10_00	msb	treasure		
10007530	m10_00	msb	treasure		
10007540	m10_00	msb	treasure		
10007550	m10_00	msb	treasure		
10007560	m10_00	msb	treasure		
10007570	m10_00	msb	treasure		
10007580	m10_00	msb	treasure		
10007590	m10_00	msb	treasure		
10007600	m10_00	msb	treasure		
10007610	m10_00	msb	treasure		
10007620	m10_00	msb	treasure		
10007630	m10_00	msb	treasure		
