# AUTO-GENERATED by tools/datamine_flagless_enemy_drops.py -- DO NOT EDIT.
# ItemLotParam_enemy rows with NO getItemFlagId* that award a NAMED item, joined
# to the NpcParam rows that reference them. MEASUREMENT ONLY -- see
# SPEC-flagless-enemy-drops.md; suppression policy is a separate ruling.
lot	slot	item_id	category	base_point	num	is_goods	name	npc_param_ids
421000000	2	2240000	2	20	1		Warhawk's Talon	42100000;42100014;42100100;42100114;42100200;42100214;42101000;42101014;42101033;42101100;42101114;42101150;42101200;42101214;42101250;42104000;42104051;42104500;42104551;42105000;42105051;42105500
421000100	2	15430	1	150	1	goods	Stormhawk Feather	42102000;42102010;42102072;42103000;42103050
422000000	2	15140	1	1000	1	goods	Land Octopus Ovary	42200000;42200010;42200012;42200020;42200026;42200032;42200040;42200050;42200052;42200064
423000000	2	1110000	3	5	1		Octopus Head	42300000;42300010;42300012;42300020;42300026;42300032;42300040;42300050;42300052;42300064
423030000	2	20753	1	30	1	goods	Sacramental Bud	42300830
425000010	2	10161	1	150	1	goods	Somber Smithing Stone [2]	42500020;42500021;42500028
425000020	2	10163	1	150	1	goods	Somber Smithing Stone [4]	42500034
425000030	2	10163	1	150	1	goods	Somber Smithing Stone [4]	42500032
425000040	2	10166	1	150	1	goods	Somber Smithing Stone [7]	42500035
425000050	2	10166	1	150	1	goods	Somber Smithing Stone [7]	42500150
426050000	2	4010000	2	80	1		Watchdog's Greatsword	42604150
426050100	2	4010000	2	80	1		Watchdog's Greatsword	42604650
426052000	2	4010000	2	80	1		Watchdog's Greatsword	42604152
426052100	2	4010000	2	80	1		Watchdog's Greatsword	42604652
428000000	2	20852	1	15	1	goods	Formic Rock	42800000;42800054;42800056;42800060;42800062;42800066
428000400	2	20852	1	80	1	goods	Formic Rock	42810000;42810060;42810062;42810066
428000500	2	20852	1	15	1	goods	Formic Rock	42800400;42800462;42800466
428000600	2	20852	1	15	1	goods	Formic Rock	42800500;42800562;42800566
428000700	2	20852	1	15	1	goods	Formic Rock	42801100;42801162
428062100	2	20852	1	50	1	goods	Formic Rock	42800862
430000000	2	2230000	2	5	1		Noble's Slender Sword	43000000;43000010;43000012;43000020;43000024;43000040
430000010	2	2230000	2	5	1		Noble's Slender Sword	43000100;43000110;43000112;43000140
430000020	2	2230000	2	5	1		Noble's Slender Sword	43000200;43000210;43000212;43000240
430000100	2	5060000	2	5	1		Noble's Estoc	43001000;43001010;43001012;43001020;43001021;43001024;43001040
430000200	2	33000000	2	20	1		Glintstone Staff	43002000;43002010;43002012;43002020;43002021;43002024;43002040;43002110;43002140;43002300;43002320;43002322;43002400
430000250	2	370000	3	5	1		Aristocrat Headband	43002410
430000300	2	390000	3	15	1		Old Aristocrat Cowl	43003000;43003010;43003012;43003020;43003040
430000500	2	1760	1	150	1	goods	Ruin Fragment	43005000;43005006;43005010;43005012;43005020;43005024;43005040
430000510	2	1760	1	150	1	goods	Ruin Fragment	43005100;43005110;43005112
430000520	2	1760	1	150	1	goods	Ruin Fragment	43005200;43005210;43005212
430000600	2	371100	3	15	1		Aristocrat Garb (Altered)	43006000;43006010;43006012;43006024;43006600;43006630;43006633;43006638
430000610	2	1760	1	150	1	goods	Ruin Fragment	43006100;43006110;43006112;43006700;43006738
430000620	2	1760	1	150	1	goods	Ruin Fragment	43006200;43006210;43006212;43006800;43006838
430030000	2	2230000	2	5	1		Noble's Slender Sword	43000030;43000032;43000033;43000052
430030010	2	2230000	2	5	1		Noble's Slender Sword	43000130;43000131;43000133;43000152
430030020	2	2230000	2	5	1		Noble's Slender Sword	43000230;43000233;43000252
430030100	2	5060000	2	5	1		Noble's Estoc	43001030;43001031;43001032;43001033
430030200	2	33000000	2	20	1		Glintstone Staff	43002030;43002031;43002032;43002033;43002052
430030300	2	390000	3	15	1		Old Aristocrat Cowl	43003030;43003032;43003033;43003052
430030400	2	20720	1	250	1	goods	Rowa Fruit	43004030
430030410	2	20720	1	250	1	goods	Rowa Fruit	43004130
430030500	2	20720	1	250	1	goods	Rowa Fruit	43005030;43005032;43005033;43005052
430030510	2	20720	1	250	1	goods	Rowa Fruit	43005130;43005133;43005152
430030520	2	20720	1	250	1	goods	Rowa Fruit	43005230;43005233;43005252
430030600	2	371100	3	15	1		Aristocrat Garb (Altered)	43006030;43006032;43006033;43006052
430030610	2	20720	1	250	1	goods	Rowa Fruit	43006130;43006133;43006152
430030620	2	20720	1	250	1	goods	Rowa Fruit	43006230;43006233;43006252
430033420	2	20720	1	250	1	goods	Rowa Fruit	43004033
430050100	2	5060000	2	5	1		Noble's Estoc	43001052
430052430	2	20720	1	250	1	goods	Rowa Fruit	43004052
430052440	2	20720	1	250	1	goods	Rowa Fruit	43004152
431100000	2	2040000	2	20	1		Lordsworn's Straight Sword	43110000;43110010;43110012;43110013
431100010	2	2040000	2	20	1		Lordsworn's Straight Sword	43111100;43111110;43111112
431100020	2	2040000	2	20	1		Lordsworn's Straight Sword	43111200;43111210;43111212
431100030	2	2040000	2	20	1		Lordsworn's Straight Sword	43111300;43111310;43111312;43111313
431100050	2	2040000	2	20	1		Lordsworn's Straight Sword	43111400;43111410;43111412
431100100	2	11040000	2	20	1		Warpick	43112000;43112010;43112012;43112200;43112210;43112212
431100110	2	11040000	2	20	1		Warpick	43112100;43112110;43112112
431100120	2	11040000	2	20	1		Warpick	43112400;43112410;43112412
431100200	2	1700000	3	15	1		Godrick Soldier Helm	43113000;43113010;43113012
431100300	2	32300000	2	20	1		Lordsworn's Shield	43114000;43114010;43114012;43114013
431200000	2	2040000	2	20	1		Lordsworn's Straight Sword	43120000;43120020;43120021;43120028
431200020	2	2040000	2	20	1		Lordsworn's Straight Sword	43120300;43120320;43120321
431200040	2	11040000	2	20	1		Warpick	43121100;43121120;43121200
431200050	2	10102	1	15	1	goods	Smithing Stone [3]	43121321
431200100	2	1710000	3	15	1		Raya Lucarian Helm	43122000;43122020;43122021
431200200	2	32300000	2	20	1		Lordsworn's Shield	43123000;43123020;43123021;43123028
431200510	2	2040000	2	20	1		Lordsworn's Straight Sword	43120100;43120120
431200530	2	11040000	2	20	1		Warpick	43121000;43121020;43121021;43121820
431200550	2	11040000	2	20	1		Warpick	43121300;43121320
431300000	2	2040000	2	20	1		Lordsworn's Straight Sword	43130000;43130030;43130032;43130035;43130400;43134032
431300020	2	2040000	2	20	1		Lordsworn's Straight Sword	43130200;43130230;43130232;43134232
431300030	2	10104	1	15	1	goods	Smithing Stone [5]	43130500
431300100	2	11040000	2	20	1		Warpick	43131000;43131030;43131032;43131200;43135032
431300120	2	11040000	2	20	1		Warpick	43131300;43131330
431300200	2	1720000	3	15	1		Leyndell Soldier Helm	43132000;43132030;43132032;43136032
431300300	2	32300000	2	20	1		Lordsworn's Shield	43133000;43133030;43133032;43133035;43133100;43137032
431300510	2	2040000	2	20	1		Lordsworn's Straight Sword	43130100;43130130;43130132;43130150;43134132
431300530	2	2040000	2	20	1		Lordsworn's Straight Sword	43130300;43130330;43130332;43130335;43134332
431300610	2	11040000	2	20	1		Warpick	43131100;43131130;43131132;43135132
431334000	2	2040000	2	20	1		Lordsworn's Straight Sword	43130034
431334020	2	2040000	2	20	1		Lordsworn's Straight Sword	43130234
431334100	2	11040000	2	20	1		Warpick	43131034
431334200	2	1720000	3	15	1		Leyndell Soldier Helm	43132034
431334300	2	32300000	2	20	1		Lordsworn's Shield	43133034
431334510	2	2040000	2	20	1		Lordsworn's Straight Sword	43130134
431334530	2	2040000	2	20	1		Lordsworn's Straight Sword	43130334
431400000	2	2040000	2	20	1		Lordsworn's Straight Sword	43140000;43140040;43140041;43140042
431400020	2	2040000	2	20	1		Lordsworn's Straight Sword	43140200;43140240;43140242
431400100	2	11040000	2	20	1		Warpick	43141000;43141040;43141042;43141200
431400120	2	11040000	2	20	1		Warpick	43141300;43141340;43141342
431400200	2	1730000	3	15	1		Radahn Soldier Helm	43142000;43142040;43142042;43142242
431400300	2	32300000	2	20	1		Lordsworn's Shield	43143000;43143040;43143041;43143042;43143242
431400510	2	2040000	2	20	1		Lordsworn's Straight Sword	43140100;43140140
431400530	2	2040000	2	20	1		Lordsworn's Straight Sword	43140300;43140340;43140341;43140342
431400610	2	11040000	2	20	1		Warpick	43141100;43141140;43141141
431500000	2	2040000	2	20	1		Lordsworn's Straight Sword	43150000;43150200
431500010	2	2040000	2	20	1		Lordsworn's Straight Sword	43150300
431500100	2	11040000	2	20	1		Warpick	43151000;43151200;43151300
431500200	2	1740100	3	15	1		Mausoleum Surcoat	43152000
431500300	2	32300000	2	20	1		Lordsworn's Shield	43153000
431512000	2	2040000	2	20	1		Lordsworn's Straight Sword	43150012
431520000	2	2040000	2	20	1		Lordsworn's Straight Sword	43150020
431520100	2	11040000	2	20	1		Warpick	43151020
431552000	2	2040000	2	20	1		Lordsworn's Straight Sword	43150052
431552100	2	11040000	2	20	1		Warpick	43151052
431552200	2	1740100	3	15	1		Mausoleum Surcoat	43152052
431552300	2	32300000	2	20	1		Lordsworn's Shield	43153052
431566000	2	2040000	2	20	1		Lordsworn's Straight Sword	43150066;43150266
431566100	2	11040000	2	20	1		Warpick	43151066;43151266;43151366
431566200	2	1740100	3	15	1		Mausoleum Surcoat	43152066
431566300	2	32300000	2	20	1		Lordsworn's Shield	43153066
431600000	2	2040000	2	20	1		Lordsworn's Straight Sword	43160000;43160056
431600015	2	2040000	2	20	1		Lordsworn's Straight Sword	43160100;43160156
431600030	2	2040000	2	20	1		Lordsworn's Straight Sword	43160200;43160256
431600045	2	2040000	2	20	1		Lordsworn's Straight Sword	43160300;43160356
431600100	2	11040000	2	20	1		Warpick	43161000;43161056
431600115	2	11040000	2	20	1		Warpick	43161156
431600130	2	11040000	2	20	1		Warpick	43161200;43161256
431600145	2	11040000	2	20	1		Warpick	43161300;43161356
431600200	2	1750000	3	15	1		Haligtree Helm	43162000;43162056
431600300	2	32300000	2	20	1		Lordsworn's Shield	43163000;43163056
431656000	2	20653	1	40	1	goods	Miquella's Lily	43160556
431656015	2	20653	1	40	1	goods	Miquella's Lily	43160656
431656030	2	20653	1	40	1	goods	Miquella's Lily	43160756
431656045	2	20653	1	40	1	goods	Miquella's Lily	43160856
431656100	2	20653	1	40	1	goods	Miquella's Lily	43161556
431656115	2	20653	1	40	1	goods	Miquella's Lily	43161100;43161656
431656130	2	20653	1	40	1	goods	Miquella's Lily	43161756
431656145	2	20653	1	40	1	goods	Miquella's Lily	43161856
431656200	2	20653	1	40	1	goods	Miquella's Lily	43162556
431656300	2	20653	1	40	1	goods	Miquella's Lily	43163556
432100000	2	18070000	2	20	1		Vulgar Militia Saw	43210000;43210012;43210020;43210026;43210030;43210033;43210040
432100100	2	18070000	2	40	1		Vulgar Militia Saw	43210100;43210142;43210150;43210152
432100200	2	18130000	2	20	1		Vulgar Militia Shotel	43211000;43211012;43211020;43211026;43211030;43211040
432100300	2	18130000	2	40	1		Vulgar Militia Shotel	43211100;43211142;43211150;43211152
432100400	2	420000	3	15	1		Vulgar Militia Helm	43212000;43212012;43212020;43212026;43212030;43212033;43212040
432100500	2	420000	3	15	1		Vulgar Militia Helm	43212100;43212142;43212150;43212152
434000000	2	13040000	2	40	1		Chainlink Flail	43400000;43400100;43400200;43400300;43400400;43400430;43400500;43410000
434000010	2	13040000	2	40	1		Chainlink Flail	43400010
434000020	2	13040000	2	40	1		Chainlink Flail	43400020
434000030	2	13040000	2	40	1		Chainlink Flail	43400040
434000040	2	13040000	2	40	1		Chainlink Flail	43400030;43400032
434000100	2	440000	3	30	1		Pumpkin Helm	43401000;43401100;43411000
434000110	2	440000	3	30	1		Pumpkin Helm	43401013;43401110
434000120	2	440000	3	30	1		Pumpkin Helm	43401024
434000130	2	440000	3	30	1		Pumpkin Helm	43401040;43401041
434000140	2	440000	3	30	1		Pumpkin Helm	43401030;43401032;43401130
435100000	2	3040000	2	40	1		Knight's Greatsword	43510010;43510110
435100100	2	16050000	2	40	1		Partisan	43511010;43511112
435110100	2	16050000	2	40	1		Partisan	43511110
435200000	2	3040000	2	40	1		Knight's Greatsword	43520020
435200100	2	16050000	2	40	1		Partisan	43521120
435300000	2	3040000	2	40	1		Knight's Greatsword	43530000;43530030;43530032;43530034;43530035;43530100;43530132;43530200;43530500;43530534
435300100	2	16050000	2	40	1		Partisan	43531000;43531030;43531032;43531034;43531200;43531232;43531234;43531500
435300200	2	16050000	2	40	1		Partisan	43531100;43531130;43531132;43531150
435300300	2	3040000	2	40	1		Knight's Greatsword	43532000;43532030;43532034;43532050
435300700	2	16050000	2	40	1		Partisan	43531534
435320000	2	3040000	2	40	1		Knight's Greatsword	43530020
435400000	2	3040000	2	40	1		Knight's Greatsword	43540040;43540041;43540042
435400100	2	16050000	2	40	1		Partisan	43541040;43541041;43541042
435400200	2	16050000	2	40	1		Partisan	43541140
435400300	2	3040000	2	40	1		Knight's Greatsword	43542040;43542042
435500000	2	3040000	2	40	1		Knight's Greatsword	43550020;43550052;43550066
435500100	2	16050000	2	40	1		Partisan	43551052;43551066
435500200	2	16050000	2	40	1		Partisan	43551152;43551166
435500300	2	3040000	2	40	1		Knight's Greatsword	43552052;43552066
435600000	2	3040000	2	40	1		Knight's Greatsword	43560056
435600100	2	16050000	2	40	1		Partisan	43561056
435600200	2	3040000	2	40	1		Knight's Greatsword	43562056
435656000	2	20653	1	80	1	goods	Miquella's Lily	43560556
435656100	2	20653	1	80	1	goods	Miquella's Lily	43561556
435656200	2	20653	1	80	1	goods	Miquella's Lily	43562556
436100000	2	15000	1	100	1	goods	Sliver of Meat	43610010;43610012;43620020;43630030;43630050;43640040
437100000	2	1000000	2	40	1		Dagger	43710000;43710010;43710012;43710013;43711400;43711600;43711612;43711800;43711812
437100010	2	1000000	2	40	1		Dagger	43710500;43710510;43710512
437100020	2	1000000	2	40	1		Dagger	43711000;43711010;43711012
437100030	2	1000000	2	40	1		Dagger	43711500;43711510;43711512
437100040	2	1000000	2	40	1		Dagger	43711700;43711710;43711712
437100100	2	2010000	2	40	1	goods	Short Sword	43712000;43712010;43712012
437100110	2	2010000	2	40	1	goods	Short Sword	43712500;43712510;43712512
437100120	2	2010000	2	40	1	goods	Short Sword	43713000;43713010;43713012;43713040
437100200	2	43000000	2	40	1		Soldier's Crossbow	43714000;43714010;43714012;43714013
437100300	2	16000000	2	40	1		Short Spear	43716000;43716010;43716012
437200000	2	1000000	2	40	1		Dagger	43720020
437200010	2	1000000	2	40	1		Dagger	43720500;43720520
437200020	2	1000000	2	40	1		Dagger	43721820
437200100	2	2010000	2	40	1	goods	Short Sword	43722020
437200110	2	2010000	2	40	1	goods	Short Sword	43723020
437200200	2	43000000	2	40	1		Soldier's Crossbow	43724020
437200300	2	1840000	3	30	1		Foot Soldier Helmet	43727020
437300000	2	1000000	2	40	1		Dagger	43730030;43730032;43730033
437300010	2	1000000	2	40	1		Dagger	43730530;43730532;43730534
437300020	2	1000000	2	40	1		Dagger	43731030;43731050
437300030	2	1000000	2	40	1		Dagger	43731530
437300040	2	1000000	2	40	1		Dagger	43731630
437300050	2	1000000	2	40	1		Dagger	43731730;43731732
437300100	2	2010000	2	40	1	goods	Short Sword	43732030;43738032
437300110	2	2010000	2	40	1	goods	Short Sword	43732530;43732534
437300200	2	43000000	2	40	1		Soldier's Crossbow	43734030;43734032;43734035;43734050
437300300	2	16000000	2	40	1		Short Spear	43736030;43736032
437300400	2	1850000	3	30	1		Gilded Foot Soldier Cap	43737030;43737032;43737033;43737050
437400000	2	1000000	2	40	1		Dagger	43740000;43740040;43740041;43740042;43740342
437400010	2	1000000	2	40	1		Dagger	43740500;43740540;43740541;43740542
437400020	2	1000000	2	40	1		Dagger	43741000;43741040
437400030	2	1000000	2	40	1		Dagger	43741400;43741441
437400040	2	1000000	2	40	1		Dagger	43741500;43741541
437400050	2	1000000	2	40	1		Dagger	43741800;43741841
437400100	2	2010000	2	40	1	goods	Short Sword	43742000;43742040;43742041;43742042
437400110	2	2010000	2	40	1	goods	Short Sword	43742500;43742540
437400200	2	2010000	2	40	1	goods	Short Sword	43743000;43743040
437400300	2	16000000	2	40	1		Short Spear	43746000;43746040;43746041;43746042
437400400	2	1860000	3	30	1		Foot Soldier Helm	43747000;43747040;43747041;43747042
437500000	2	1870100	3	30	1		Bloodsoaked Tabard	43751052
437600000	2	1000000	2	40	1		Dagger	43760056
437600010	2	1000000	2	40	1		Dagger	43760556
437600020	2	1000000	2	40	1		Dagger	43761556
437600030	2	1000000	2	40	1		Dagger	43761656
437600040	2	1000000	2	40	1		Dagger	43761756
437600050	2	1880000	3	30	1		Sacred Crown Helm	43764056
437600060	2	1880000	3	30	1		Sacred Crown Helm	43766056
437600070	2	1880000	3	30	1		Sacred Crown Helm	43767056
437700000	2	1000000	2	40	1		Dagger	43770012
437700100	2	2010000	2	40	1	goods	Short Sword	43772012
437700200	2	2010000	2	40	1	goods	Short Sword	43772512
438000000	2	3060	1	80	1	goods	Gravity Stone Fan	43800000;43800012;43800032;43800042;43800062;43800100;43800130
438100000	2	33260000	2	20	1		Staff of the Guilty	43810032;43810132;43810250;43810350
438100010	2	33260000	2	20	1		Staff of the Guilty	43810020
438100100	2	20802	1	250	1	goods	Smoldering Butterfly	43811020;43811150
438210000	2	12140000	2	20	1		Pickaxe	43820010;43820012
438210200	2	12140000	2	20	1		Pickaxe	43821010
438210300	2	12140000	2	20	1		Pickaxe	43821012;43822010
438210400	2	12140000	2	20	1		Pickaxe	43823010;43823012
438212700	2	12140000	2	20	1		Pickaxe	43827012
438220200	2	12140000	2	20	1		Pickaxe	43821020
438226000	2	12140000	2	20	1		Pickaxe	43820026
438226200	2	12140000	2	20	1		Pickaxe	43821026
438226300	2	12140000	2	20	1		Pickaxe	43822026
438226600	2	12140000	2	20	1		Pickaxe	43825026
438230000	2	12140000	2	20	1		Pickaxe	43820030
438230200	2	12140000	2	20	1		Pickaxe	43821030
438230400	2	12140000	2	20	1		Pickaxe	43823030
438230800	2	12140000	2	20	1		Pickaxe	43829030
438233000	2	12140000	2	20	1		Pickaxe	43820033
438233200	2	12140000	2	20	1		Pickaxe	43821033
438233400	2	12140000	2	20	1		Pickaxe	43823033
438233600	2	12140000	2	20	1		Pickaxe	43826033
438233800	2	12140000	2	20	1		Pickaxe	43828033
438240100	2	12140000	2	20	1		Pickaxe	43820100;43820140
438240300	2	12140000	2	20	1		Pickaxe	43822140
438240400	2	12140000	2	20	1		Pickaxe	43823040
438240800	2	12140000	2	20	1		Pickaxe	43829140
438252000	2	12140000	2	20	1		Pickaxe	43820052
438252200	2	12140000	2	20	1		Pickaxe	43821052
438252700	2	12140000	2	20	1		Pickaxe	43827052
438320000	2	33120000	2	20	1		Digger's Staff	43830020
438320100	2	33120000	2	20	1		Digger's Staff	43831020
438330000	2	33120000	2	20	1		Digger's Staff	43830030
438330100	2	33120000	2	20	1		Digger's Staff	43831030
438340000	2	33120000	2	20	1		Digger's Staff	43830040
438340100	2	33120000	2	20	1		Digger's Staff	43831040
438420000	2	33120000	2	40	1		Digger's Staff	43840020
438440000	2	33120000	2	40	1		Digger's Staff	43840040
438500000	2	20770	1	150	1	goods	Toxic Mushroom	43850010;43850012;43850020;43850032;43850040
438500100	2	20770	1	150	1	goods	Toxic Mushroom	43850110;43850112;43850120;43850132;43850140
438500200	2	20770	1	150	1	goods	Toxic Mushroom	43850210;43850212;43850220;43850232;43850240
438500500	2	50020000	2	100	5		Serpent Arrow	43858040
438500600	2	50020000	2	100	5		Serpent Arrow	43858140
438500700	2	50020000	2	100	5		Serpent Arrow	43858240
442000000	2	15160	1	1000	1	goods	Strip of White Flesh	44200020;44200035;90020000
442000100	2	15160	1	1000	1	goods	Strip of White Flesh	44201000;44201020
442000200	2	15160	1	1000	1	goods	Strip of White Flesh	44202000;44202020
442000500	2	15160	1	1000	1	goods	Strip of White Flesh	44203000;44203050;44204000;44204050;44205000;44205050
443000000	2	1760	1	1000	1	goods	Ruin Fragment	44300000;44300010;44300012;44300020;44300022;44300030;44300040;44300050;44300100;44300110;44300150;44300200;44300250;44301000;44301010;44301033;44301040
443000500	2	1760	1	1000	1	goods	Ruin Fragment	44300300;44300310;44300340;44300350
444010000	2	2902	1	20	1	goods	Golden Rune [3]	44400010
444012000	2	2902	1	20	1	goods	Golden Rune [3]	44400012
444020000	2	2904	1	20	1	goods	Golden Rune [5]	44400020
444032000	2	2906	1	20	1	goods	Golden Rune [7]	44400032
444033000	2	2906	1	20	1	goods	Golden Rune [7]	44400033
444040000	2	2906	1	20	1	goods	Golden Rune [7]	44400040
444050000	2	2908	1	20	1	goods	Golden Rune [9]	44400050
444120000	2	2904	1	20	1	goods	Golden Rune [5]	44410020
444150000	2	2908	1	20	1	goods	Golden Rune [9]	44410050
444240000	2	2906	1	20	1	goods	Golden Rune [7]	44420040
446002000	2	10102	1	100	1	goods	Smithing Stone [3]	44607020
446002010	2	10102	1	100	1	goods	Smithing Stone [3]	44607120
446002020	2	10102	1	100	1	goods	Smithing Stone [3]	44607220
446032000	2	10104	1	100	1	goods	Smithing Stone [5]	44607032
446032010	2	10104	1	100	1	goods	Smithing Stone [5]	44607132
446032020	2	10104	1	100	1	goods	Smithing Stone [5]	44608032
446040000	2	10102	1	100	1	goods	Smithing Stone [3]	44607040
446040010	2	10102	1	100	1	goods	Smithing Stone [3]	44607840
446040020	2	10102	1	100	1	goods	Smithing Stone [3]	44608040
446040030	2	10102	1	100	1	goods	Smithing Stone [3]	44608640
446040040	2	10102	1	100	1	goods	Smithing Stone [3]	44608740
446040050	2	10102	1	100	1	goods	Smithing Stone [3]	44608840
448000000	2	20650	1	1000	5	goods	Poisonbloom	44800010;44800012;44800020;44800032;44800034;44800035;44800040;44800054;44800064
448000100	2	20650	1	1000	5	goods	Poisonbloom	44800120;44800130;44800140;44800162
448000200	2	20650	1	1000	3	goods	Poisonbloom	44800220
448000300	2	20650	1	1000	5	goods	Poisonbloom	44800330;44800370
448000400	2	20650	1	1000	5	goods	Poisonbloom	44800430
448100000	2	20650	1	100	1	goods	Poisonbloom	44810010;44810012;44810020;44810032;44810034;44810035;44810040;44810054;44810064;44811012
448100100	2	20650	1	100	1	goods	Poisonbloom	44810120;44810130;44810162
448100200	2	20650	1	100	1	goods	Poisonbloom	44810220
448100300	2	20650	1	200	1	goods	Poisonbloom	44810330;44810370;44811330
448100400	2	20650	1	150	1	goods	Poisonbloom	44810430;44811430
448130500	2	20650	1	100	1	goods	Poisonbloom	44811830
448130600	2	20650	1	100	1	goods	Poisonbloom	44810830
448200000	2	20650	1	1000	5	goods	Poisonbloom	44820031;44820040;44820054;44820056
448300000	2	20650	1	100	1	goods	Poisonbloom	44830030;44830031;44830040;44830054;44831040;44831054;44831056
449000000	2	15410	1	100	1	goods	Living Jar Shard	44900011;44900014;44900020;44900021;44900024;44900320
449000010	2	15410	1	1000	1	goods	Living Jar Shard	44900032;44900033;44900034;44900035;44900038;44900050
449000100	2	15410	1	100	1	goods	Living Jar Shard	44900124
449014000	2	15410	1	200	1	goods	Living Jar Shard	44907014
449020000	2	15410	1	200	1	goods	Living Jar Shard	44908320
449020010	2	15410	1	200	1	goods	Living Jar Shard	44908420
449021000	2	15410	1	200	1	goods	Living Jar Shard	44907021
449021010	2	15410	1	200	1	goods	Living Jar Shard	44907121
449021020	2	15410	1	200	1	goods	Living Jar Shard	44907221
449024000	2	15410	1	200	1	goods	Living Jar Shard	44908124
449033000	2	15410	1	200	1	goods	Living Jar Shard	44907033
449033010	2	15410	1	200	1	goods	Living Jar Shard	44907133
449033020	2	15410	1	200	1	goods	Living Jar Shard	44907233
449033030	2	15410	1	200	1	goods	Living Jar Shard	44907333
449035000	2	15410	1	200	1	goods	Living Jar Shard	44907035
449038000	2	15410	1	200	1	goods	Living Jar Shard	44907038
449050000	2	15410	1	200	1	goods	Living Jar Shard	44907050
449050010	2	15410	1	200	1	goods	Living Jar Shard	44907150
449050020	2	15410	1	200	1	goods	Living Jar Shard	44907250
449050030	2	15410	1	200	1	goods	Living Jar Shard	44907350
449050040	2	15410	1	200	1	goods	Living Jar Shard	44907450
449100000	2	15410	1	10	1	goods	Living Jar Shard	44910000;44910002;44910014;44910020;44910021;44910024;44910720
449100010	2	15410	1	50	1	goods	Living Jar Shard	44910032;44910033;44910034;44910035;44910038;44910050
449100100	2	15410	1	10	1	goods	Living Jar Shard	44910124;44910150
449100200	2	15410	1	50	1	goods	Living Jar Shard	44910232;44910233;44910234;44910238;44910250;44910333;44910350
451072000	2	20855	1	1000	3	goods	Gravel Stone	45100572
455000000	2	15341	1	80	1	goods	Hefty Beast Bone	45500040;45500042;45501040;45506050;45506450
455000100	2	15341	1	80	1	goods	Hefty Beast Bone	45502040;45502042;45503040;45504040;45505050;45506650
456000000	2	15341	1	80	1	goods	Hefty Beast Bone	45600040;45600042;45601050;45601850
456100000	2	15341	1	80	1	goods	Hefty Beast Bone	45610068
457000000	2	20830	1	250	1	goods	Gold-Tinged Excrement	45700030
457000010	2	20830	1	250	1	goods	Gold-Tinged Excrement	45701072
457000100	2	20830	1	250	1	goods	Gold-Tinged Excrement	45702030
458000000	2	20830	1	250	1	goods	Gold-Tinged Excrement	45801072
460000100	2	20691	1	300	1	goods	Arteria Leaf	46020050
460000300	2	20740	1	300	1	goods	Eye of Yelough	46004152
460000400	2	4110000	2	80	1		Troll Knight's Sword	46010020;46010021;46010120;46010220
463000000	2	15341	1	500	1	goods	Hefty Beast Bone	46300010;46300020;46300030;46300032;46300033;46300042;46300052;46300066;46300072;46300100;46300152;46300200;46300240;46300310;46300342
463000700	2	15030	1	1000	1	goods	Beast Blood	46300766
466000000	2	23120000	2	100	1		Golem's Halberd	46600100
466000010	2	23120000	2	100	1		Golem's Halberd	46600010
466000020	2	23120000	2	100	1		Golem's Halberd	46600120
466000040	2	23120000	2	100	1		Golem's Halberd	46600030;46600034;46600070;46600133
466000050	2	23120000	2	100	1		Golem's Halberd	46600150
466000100	2	42010000	2	100	1		Golem Greatbow	46601000;46601100
466000110	2	42010000	2	100	1		Golem Greatbow	46601010
466000120	2	42010000	2	100	1		Golem Greatbow	46601120
466000130	2	42010000	2	100	1		Golem Greatbow	46601040;46601042;46601140
466000140	2	42010000	2	100	1		Golem Greatbow	46601030;46601034
466000200	2	23120000	2	100	1		Golem's Halberd	46602050
466000300	2	23120000	2	100	1		Golem's Halberd	46604142
466000400	2	42010000	2	100	1		Golem Greatbow	46605040;46605140
466000510	2	23120000	2	50	1		Golem's Halberd	46606010
466000520	2	23120000	2	50	1		Golem's Halberd	46606020
466000610	2	42010000	2	50	1		Golem Greatbow	46607012
466000640	2	42010000	2	50	1		Golem Greatbow	46607033
466000650	2	42010000	2	50	1		Golem Greatbow	46609050
481000000	2	23140000	2	80	1		Rotten Staff	48110054;48110056
504000000	2	64520000	2	30	1		Curseblade's Cirque	50400000;50400080;50400081;50400088;50400089;50400090;50400091;50400094
504000100	2	64520000	2	50	1		Curseblade's Cirque	50400100;50400194;50400300
504000200	2	64520000	2	20	1		Curseblade's Cirque	50400200;50400400;50400494;50400600
504000300	2	64520000	2	40	1		Curseblade's Cirque	50400500;50400700
506000000	2	2015020	1	50	1	goods	Pearlescent Scale	50600000;50600001;50600083;50600093
506000010	2	2015020	1	50	1	goods	Pearlescent Scale	50600883
506000100	2	2015020	1	50	1	goods	Pearlescent Scale	50600100;50600101;50600193
506000110	2	2015020	1	50	1	goods	Pearlescent Scale	50600793
506000200	2	2015020	1	50	1	goods	Pearlescent Scale	50600200;50600201;50600283;50600293
506000300	2	2015020	1	50	1	goods	Pearlescent Scale	50600300;50600301;50600383;50600393
506000310	2	2015020	1	50	1	goods	Pearlescent Scale	50600683
506000400	2	2015020	1	50	1	goods	Pearlescent Scale	50600400;50600493
506000410	2	2015020	1	50	1	goods	Pearlescent Scale	50600593
