# AUTO-GENERATED by tools/datamine_merchant_shops.py -- which physical merchant opens
# each ShopLineupParam row, and on which map. Replaces datamine_shop_rows.py's false
# 'block = one merchant' region inheritance. One line per (row, merchant instance);
# a row with >1 distinct map region -> gen_data collapses to HUB + DEFAULTED. map_id ->
# region is gen_data's job (_gt_region). map_source: msb|binder|msb+binder|none.
row_id	talk_id	npc_param_id	merchant_name	map_id	map_source	npc_name_id	pos_x	pos_y	pos_z
100113	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100113	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100113	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100113	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100113	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100113	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100114	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100114	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100114	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100114	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100114	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100114	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100115	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100115	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100115	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100115	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100115	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100115	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100115	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100116	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100116	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100116	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100116	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100116	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100116	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100116	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100117	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100117	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100117	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100117	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100117	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100117	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100118	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100118	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100118	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100118	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100118	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100118	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100119	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100119	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100119	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100119	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100119	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100119	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100120	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100120	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100120	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100120	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100120	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100120	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100121	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100121	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100121	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100121	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100121	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100121	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100122	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100122	309001600	523090038	Patches	m16_00	msb+binder	130900	27.824	5.009	-33.065
100122	419002200	524190087	Thiollier	m22_00	msb+binder	141900	-171.78	-298.78	73.09
100122	309003100	523090010	Patches	m31_00	msb+binder	130900	24.835	52.972	54.042
100122	309006000	523090020	Patches	m60_37_42	msb	130900	-91.763	248.408	31.964
100122	309006000	523090020	Patches	m60_37_54	msb	130900	99.567	886.826	-84.168
100122	309006000	523090020	Patches	m60_39_54	msb	130900	-13.411	768.292	53.512
100126	319001110	523190079	D, Hunter of the Dead	m11_10	msb+binder	131900	-320.51	-21.98	-303.88
100126	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100126	319006000	523190010	D, Hunter of the Dead	m60_44_39	msb	131900	5.24	131.62	17.95
100126	319006000	523190010	D, Hunter of the Dead	m60_45_39	msb	131900	-77.672	92.214	-13.13
100127	319001110	523190079	D, Hunter of the Dead	m11_10	msb+binder	131900	-320.51	-21.98	-303.88
100127	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100127	319006000	523190010	D, Hunter of the Dead	m60_44_39	msb	131900	5.24	131.62	17.95
100127	319006000	523190010	D, Hunter of the Dead	m60_45_39	msb	131900	-77.672	92.214	-13.13
100150	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100150	331006000	523310020	Blackguard	m60_36_43	msb	133100	85.73	237.69	-56.95
100150	331006000	523310020	Blackguard	m60_44_52	msb	133100	52.385	922.151	62.077
100155	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100155	331006000	523310020	Blackguard	m60_36_43	msb	133100	85.73	237.69	-56.95
100155	331006000	523310020	Blackguard	m60_44_52	msb	133100	52.385	922.151	62.077
100160	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100160	331006000	523310020	Blackguard	m60_36_43	msb	133100	85.73	237.69	-56.95
100160	331006000	523310020	Blackguard	m60_44_52	msb	133100	52.385	922.151	62.077
100175	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100175	349006000	523490040	Sage Gowry	m60_50_38	msb	134900	-85.095	94.922	46.202
100176	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100176	349006000	523490040	Sage Gowry	m60_50_38	msb	134900	-85.095	94.922	46.202
100177	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100177	349006000	523490040	Sage Gowry	m60_50_38	msb	134900	-85.095	94.922	46.202
100185	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100185	349006000	523490040	Sage Gowry	m60_50_38	msb	134900	-85.095	94.922	46.202
100200	325001000	523250114	Sorcerer Rogier	m10_00	msb+binder	132500	-273.026	78.187	177.86
100200	325001110	523250079	Sorcerer Rogier	m11_10	msb+binder	132500	-305.717	-19.924	-304.623
100200	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100201	325001000	523250114	Sorcerer Rogier	m10_00	msb+binder	132500	-273.026	78.187	177.86
100201	325001110	523250079	Sorcerer Rogier	m11_10	msb+binder	132500	-305.717	-19.924	-304.623
100201	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100202	325001000	523250114	Sorcerer Rogier	m10_00	msb+binder	132500	-273.026	78.187	177.86
100202	325001110	523250079	Sorcerer Rogier	m11_10	msb+binder	132500	-305.717	-19.924	-304.623
100202	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100225	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100225	224006000	46040020	Smithing Master Iji	m60_34_49	msb	122400	40.694	275.675	-50.547
100226	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100226	224006000	46040020	Smithing Master Iji	m60_34_49	msb	122400	40.694	275.675	-50.547
100227	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100227	224006000	46040020	Smithing Master Iji	m60_34_49	msb	122400	40.694	275.675	-50.547
100228	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100228	224006000	46040020	Smithing Master Iji	m60_34_49	msb	122400	40.694	275.675	-50.547
100229	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100229	224006000	46040020	Smithing Master Iji	m60_34_49	msb	122400	40.694	275.675	-50.547
100250	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100250	333006000	523330020	Sorcerer Thops	m60_39_39	msb	133300	-34.005	320.015	96.449
100251	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100251	333006000	523330020	Sorcerer Thops	m60_39_39	msb	133300	-34.005	320.015	96.449
100252	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100252	333006000	523330020	Sorcerer Thops	m60_39_39	msb	133300	-34.005	320.015	96.449
100275	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100275	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100276	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100276	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100277	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100277	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100278	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100278	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100279	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100279	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100280	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100280	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100281	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100281	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100282	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100282	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100283	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100283	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100284	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100284	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100300	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100300	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100300	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100300	307036000	523070220	Preceptor Seluvis	m60_34_50	msb	130700	67.804	417.119	-89.61
100301	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100301	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100301	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100301	307036000	523070220	Preceptor Seluvis	m60_34_50	msb	130700	67.804	417.119	-89.61
100302	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100302	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100302	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100302	307036000	523070220	Preceptor Seluvis	m60_34_50	msb	130700	67.804	417.119	-89.61
100310	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100310	307006000	523070120	Preceptor Seluvis	m60_34_50	msb	130700	69.13	417.134	-88.818
100310	307036000	523070220	Preceptor Seluvis	m60_34_50	msb	130700	67.804	417.119	-89.61
100325	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100325	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100326	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100326	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100329	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100329	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100330	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100330	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100334	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100334	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100335	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100335	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100336	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100336	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100337	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100337	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100338	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100338	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100339	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100339	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100340	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100340	307106000	36709020	Pidia, Carian Servant	m60_35_50	msb	121700	-107.674	357.515	-21.692
100350	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100350	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100350	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100350	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100350	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100350	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100350	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100351	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100351	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100351	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100351	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100351	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100351	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100351	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100352	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100352	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100352	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100352	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100352	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100352	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100352	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100353	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100353	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100353	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100353	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100353	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100353	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100353	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100354	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100354	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100354	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100354	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100354	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100354	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100354	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100355	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100355	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100355	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100355	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100355	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100355	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100355	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100356	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100356	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100356	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100356	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100356	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100356	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100356	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100357	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100357	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100357	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100357	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100357	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100357	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100357	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100358	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100358	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100358	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100358	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100358	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100358	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100358	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100359	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100359	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100359	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100359	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100359	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100359	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100359	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100360	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100360	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100360	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100360	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100360	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100360	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100360	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100361	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100361	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100361	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100361	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100361	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100361	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100361	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100362	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100362	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100362	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100362	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100362	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100362	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100362	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100363	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100363	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100363	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100363	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100363	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100363	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100363	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100364	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100364	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100364	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100364	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100364	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100364	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100364	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100365	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100365	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100365	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100365	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100365	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100365	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100365	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100366	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
100366	351001105	523510070	Scribe Corhyn	m11_05	msb+binder	135101	-162.84	-23.1	-271.34
100366	351001110	523510079	Brother Corhyn	m11_10	msb+binder	135100	-325.948	-21.96	-298.623
100366	600001110	500020079	Twin Maiden Husks	m11_10	msb+binder	160000	-298.32	-22.624	-275.395
100366	351006000	523510030	Brother Corhyn	m60_40_52	msb	135100	-117.985	793.324	-78.75
100366	351006000	523510030	Brother Corhyn	m60_40_54	msb	135100	73.902	844.201	31.526
100366	351006000	523510030	Brother Corhyn	m60_51_56	msb	135100	8.645	1674.661	-40.741
100367	351001100	523510034	Scribe Corhyn	m11_00	msb+binder	135101	-250.98	27.02	-460.55
