# AUTO-GENERATED by tools/datamine_flag_names.py -- DO NOT EDIT, re-emit.
# A human-readable label for an event flag, taken from FromSoft's OWN developer comment on the
# event that SETS it (the decompiled EMEVD carries `// <japanese> -- <english gloss>` above almost
# every event). The flag itself has no name anywhere in the game data.
# 🛑 IT NAMES THE EVENT, NOT THE FLAG. One event setting five flags labels all five identically --
#   an ATTRIBUTION ("set by the thing called X"), never a definition. `setters` is how many distinct
#   named setters were found; >1 means the label shown is one of several.
# 🛑 `name_en` IS A MACHINE TRANSLATION carried in the decompiled comment, not a FromSoft string.
#   `name_ja` is the datum. Read the Japanese before reasoning about meaning.
# 🛑 A FLAG ABSENT HERE IS UNNAMED, not ungated. Absence means this scan could not reach it.
# source: emevd_event (a SetEventFlag site in a NAMED event -- strongest)
#       | emevd_batch (inside a BatchSetEventFlags range in a named event; the comment names the
#                      RANGE's purpose, so it is weaker. Ranges wider than 64 are dropped)
#       | esd_talk    (no EMEVD setter; esd_flags.tsv says a talk ESD sets it. Provenance, no name)
# TIER 2 (AGENTS §5a): a hand-run emit. No build.ps1 step regenerates this and CI cannot -- the
#   EMEVD is licensing-restricted. Re-emit and commit when the corpus changes.
# MEASURED THIS RUN (recomputed on every emit):
#   files                          589
#   events                         4893
#   events_named                   3791
#   events_unnamed                 1102
#   set_sites                      4527
#   set_sites_in_unnamed_event     1247
#   batch_sites                    662
#   batch_sites_in_unnamed_event   76
#   esd_only                       2267
#   flags labelled                 5111
#     via emevd_event              2173
#     via emevd_batch              671
#     via esd_talk                 2267
flag	name_ja	name_en	source	set_by_event	map_id	setters
9173	ボス撃破	Defeat the boss	emevd_event	34132800	m34_13_00_00	1
9174	忌み子タッグ撃破	Defeat the Abominable Tag Team	emevd_event	34142850	m34_14_00_00	1
9180	ボス撃破	Defeat the boss	emevd_event	1043302800	m60_43_30_00	1
9181	ボス撃破	Defeat the boss	emevd_event	1035500800	m60_35_50_00	1
9182	ボス撃破	Defeat the boss	emevd_event	1039542800	m60_39_54_00	1
9183	ボス撃破	Defeat the boss	emevd_event	1051362800	m60_51_36_00	1
9184	老いた宿将撃破	Defeat the old innkeeper	emevd_event	1051572800	m60_51_57_00	1
9200	m30_00ボス撃破	m30_00 boss defeated	emevd_event	30002800	m30_00_00_00	1
9201	m30_01ボス撃破	Defeat m30_01 boss	emevd_event	30012800	m30_01_00_00	1
9202	m30_02ボス撃破	Defeat m30_02 boss	emevd_event	30022800	m30_02_00_00	1
9203	m30_11ボス撃破	m30_11 boss defeated	emevd_event	30112800	m30_11_00_00	1
9204	ボス撃破	Defeat the boss	emevd_event	30042800	m30_04_00_00	1
9205	ボス撃破	Defeat the boss	emevd_event	30052800	m30_05_00_00	1
9206	白蛇つむり_ボス撃破	Tsumuri White Snake_Defeat the boss	emevd_event	30032800	m30_03_00_00	1
9207	ボス撃破	Defeat the boss	emevd_event	30062800	m30_06_00_00	1
9208	ボス撃破	Defeat the boss	emevd_event	30082800	m30_08_00_00	1
9209	ボス撃破	Defeat the boss	emevd_event	30092800	m30_09_00_00	1
9210	ボス撃破	Defeat the boss	emevd_event	30102800	m30_10_00_00	1
9211	ボス撃破	Defeat the boss	emevd_event	30122800	m30_12_00_00	1
9212	ボス撃破	Defeat the boss	emevd_event	30072800	m30_07_00_00	1
9213	ボス撃破	Defeat the boss	emevd_event	30132800	m30_13_00_00	1
9214	ボス撃破	Defeat the boss	emevd_event	30142800	m30_14_00_00	1
9215	ボス撃破	Defeat the boss	emevd_event	30152800	m30_15_00_00	1
9216	ボス撃破	Defeat the boss	emevd_event	30162800	m30_16_00_00	1
9217	ボス撃破	Defeat the boss	emevd_event	30172800	m30_17_00_00	1
9218	ボス撃破	Defeat the boss	emevd_event	30182800	m30_18_00_00	1
9219	ボス撃破	Defeat the boss	emevd_event	30192800	m30_19_00_00	1
9220	m30_20ボス撃破	m30_20 boss defeated	emevd_event	30202800	m30_20_00_00	1
9221	隠しボス_ボス撃破	Hidden boss_defeat boss	emevd_event	30052850	m30_05_00_00	1
9222	地下墓地ボス撃破	Defeat the catacomb boss	emevd_event	35002850	m35_00_00_00	1
9230	ボス撃破	Defeat the boss	emevd_event	31022800	m31_02_00_00	1
9231	ボス撃破	Defeat the boss	emevd_event	31012800	m31_01_00_00	1
9232	ボス撃破	Defeat the boss	emevd_event	31002800	m31_00_00_00	4
9233	ボス撃破	Defeat the boss	emevd_event	31032800	m31_03_00_00	1
9234	ボス撃破	Defeat the boss	emevd_event	31152800	m31_15_00_00	1
9235	ボス撃破	Defeat the boss	emevd_event	31172800	m31_17_00_00	1
9236	ボス撃破	Defeat the boss	emevd_event	31042800	m31_04_00_00	1
9237	ボス撃破	Defeat the boss	emevd_event	31052800	m31_05_00_00	1
9238	ボス撃破	Defeat the boss	emevd_event	31062800	m31_06_00_00	1
9239	ボス撃破	Defeat the boss	emevd_event	31072800	m31_07_00_00	1
9240	ボス撃破	Defeat the boss	emevd_event	31092800	m31_09_00_00	1
9241	ボス撃破	Defeat the boss	emevd_event	31182800	m31_18_00_00	1
9242	ボス撃破	Defeat the boss	emevd_event	31192800	m31_19_00_00	1
9243	ボス撃破	Defeat the boss	emevd_event	31212800	m31_21_00_00	1
9244	ボス撃破	Defeat the boss	emevd_event	31102800	m31_10_00_00	1
9245	ボス撃破	Defeat the boss	emevd_event	31202800	m31_20_00_00	1
9246	ボス撃破	Defeat the boss	emevd_event	31112800	m31_11_00_00	1
9247	ボス撃破	Defeat the boss	emevd_event	31122800	m31_12_00_00	1
9248	ボス撃破	Defeat the boss	emevd_event	31222800	m31_22_00_00	1
9249	隠しボス_ボス撃破	Hidden boss_defeat boss	emevd_event	31192850	m31_19_00_00	1
9260	ボス撃破	Defeat the boss	emevd_event	32002800	m32_00_00_00	1
9261	ボス撃破	Defeat the boss	emevd_event	32012800	m32_01_00_00	1
9262	ボス撃破	Defeat the boss	emevd_event	32022800	m32_02_00_00	1
9263	ボス撃破	Defeat the boss	emevd_event	32042800	m32_04_00_00	1
9264	ボス撃破	Defeat the boss	emevd_event	34122800	m34_12_00_00	1
9265	ボス撃破	Defeat the boss	emevd_event	32052800	m32_05_00_00	1
9266	ボス撃破	Defeat the boss	emevd_event	32072800	m32_07_00_00	1
9267	ボス撃破	Defeat the boss	emevd_event	32082800	m32_08_00_00	1
9268	ボス撃破	Defeat the boss	emevd_event	32112800	m32_11_00_00	1
9280	ボス撃破	Defeat the boss	emevd_event	34102800	m34_10_00_00	1
9290	高山崖上守護者の末裔_フィールドボスHPゲージ	Descendant of the Alpine Cliff Guardian_Field Boss HP Gauge	emevd_event	1041522320	m60_41_52_00	5
9291	高山崖上守護者の末裔_フィールドボスHPゲージ	Descendant of the Alpine Cliff Guardian_Field Boss HP Gauge	emevd_event	1041522320	m60_41_52_00	5
9295	円形サークルボス撃破_小探索系	Defeat circular circle boss_Small exploration system	emevd_event	1039502580	m60_39_50_00	3
9400		set by NPC talk 607001900 on m19_00_00_00	esd_talk	607001900	m19_00_00_00	1
9401		set by NPC talk 607001900 on m19_00_00_00	esd_talk	607001900	m19_00_00_00	1
9402		set by NPC talk 607001900 on m19_00_00_00	esd_talk	607001900	m19_00_00_00	1
9403		set by NPC talk 607001900 on m19_00_00_00	esd_talk	607001900	m19_00_00_00	1
9404	エンディング_ラニ	Ending_Rani	emevd_event	19000110	m19_00_00_00	1
9405	エンディング_ラニ	Ending_Rani	emevd_event	19000110	m19_00_00_00	1
9406	エンディング_狂い火	Ending_crazy fire	emevd_event	19000120	m19_00_00_00	1
9407	エンディング_狂い火	Ending_crazy fire	emevd_event	19000120	m19_00_00_00	1
9410	ラダーン祭り状態管理	Ladhan festival status management	emevd_event	3040	common	1
9411	痩せ馬のラダーンとの戦闘開始	The battle with the skinny horse Ladan begins.	emevd_event	1051363700	m60_51_36_00	2
9412	ボス撃破	Defeat the boss	emevd_event	1252382800	m60_52_38_00	1
9413	ラダーン祭り状態管理	Ladhan festival status management	emevd_event	3040	common	1
9414	天変地異_巨星墜つ	Natural disaster_Giant star falls	emevd_event	910	common	1
9415	天変地異_巨星墜つ	Natural disaster_Giant star falls	emevd_event	910	common	1
9416	天変地異_巨星墜つ	Natural disaster_Giant star falls	emevd_event	910	common	1
9417	天変地異_巨星墜つ	Natural disaster_Giant star falls	emevd_event	910	common	1
9420	プレイヤー外見変化_眼	Player appearance change_eyes	emevd_event	1800	common	1
9421	プレイヤー外見変化_体	Player appearance change_body	emevd_event	1801	common	1
9430	狂い火の受領	Receiving crazy fire	emevd_event	35002500	m35_00_00_00	1
9431	狂い火の受領	Receiving crazy fire	emevd_event	35002500	m35_00_00_00	2
9432		set by NPC talk 301006000 on m60_00_00_00	esd_talk	301006000	m60_00_00_00	1
9433	PCの見た目変化_竜餐	PC appearance change_Dragon food	emevd_event	3080	common	1
9800	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9801	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9802	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9803	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9804	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9805	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9806	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9807	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9808	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9809	いんちきランダム配置パターン選択	Bogus random placement pattern selection	emevd_batch	980	common	1
9840	天候コントロール	weather control	emevd_event	1030	common	1
9841	天候コントロール	weather control	emevd_event	1030	common	1
10740	忌み子タッグ撃破	Defeat the Abominable Tag Team	emevd_event	34142850	m34_14_00_00	1
60000	チュートリアル開始	Start tutorial	emevd_event	18000020	m18_00_00_00	1
60120	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60200	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60210	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60220	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60230	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60240	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60250	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60260	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60270	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60280	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60290	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60300	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60310	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60350	チュートリアルメッセージ_王都闘技場	Tutorial message_Royal Capital Arena	emevd_event	11002698	m11_00_00_00	2
60360	チュートリアルメッセージ_リムグレイブ闘技場	Tutorial message_Rimgrave Arena	emevd_event	1042402655	m60_42_40_00	1
60370	チュートリアルメッセージ_ケイリッド闘技場	Tutorial message_Keilid Arena	emevd_event	1047422600	m60_47_42_00	1
60800	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60801	名無しモブ_ジェスチャー入手	Anonymous mob_get gesture	emevd_event	1051360734	m60_51_36_00	1
60803		set by NPC talk 320001110 on m11_10_00_00	esd_talk	320001110	m11_10_00_00	2
60805		set by NPC talk 223001100 on m11_00_00_00	esd_talk	223001100	m11_00_00_00	5
60806	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60807	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60810		set by NPC talk 310003500 on m35_00_00_00	esd_talk	310003500	m35_00_00_00	2
60811	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60812	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60813	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60814	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60815	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60816		set by NPC talk 309001600 on m16_00_00_00	esd_talk	309001600	m16_00_00_00	3
60817		set by NPC talk 316006000 on m60_00_00_00	esd_talk	316006000	m60_00_00_00	1
60818	ジェスチャー入手_土下座	Gesture acquisition_Dogeza	emevd_event	3053	common	1
60819	NPC309_盗賊の頭_初期状態_降伏イベント	NPC309_Thief Head_Initial state_Surrender event	emevd_event	31003704	m31_00_00_00	1
60820	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60821		set by NPC talk 312001400 on m14_00_00_00	esd_talk	312001400	m14_00_00_00	3
60826	NPC301_戦場医師_NPC血文字でジェスチャー入手	NPC301_Battlefield Doctor_Get gesture with NPC blood letters	emevd_event	1042363703	m60_42_36_00	1
60827	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60828		set by NPC talk 220001300 on m13_00_00_00	esd_talk	220001300	m13_00_00_00	5
60829	NPC227霊クラゲの少女_バディクラゲが近づいた判定	NPC227 Spirit jellyfish girl_Buddy jellyfish approaching judgment	emevd_event	1051563701	m60_51_56_00	1
60830	ジェスチャー入手_ひらめいた	Get gesture _ inspired	emevd_event	3054	common	1
60831	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60832	NPC309_盗賊の頭_追い剥ぎとして再会_降伏イベント	NPC309_Head of the Bandit_Reunion as a robber_Surrender event	emevd_event	31003714	m31_00_00_00	1
60834	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
60835		set by NPC talk 320001110 on m11_10_00_00	esd_talk	320001110	m11_10_00_00	2
60837		set by NPC talk 331006000 on m60_00_00_00	esd_talk	331006000	m60_00_00_00	1
60839		set by NPC talk 200001400 on m14_00_00_00	esd_talk	200001400	m14_00_00_00	1
60840		set by NPC talk 339001110 on m11_10_00_00	esd_talk	339001110	m11_10_00_00	1
60841		set by NPC talk 351001100 on m11_00_00_00	esd_talk	351001100	m11_00_00_00	4
60842		set by NPC talk 349006000 on m60_00_00_00	esd_talk	349006000	m60_00_00_00	1
60843	NPC104二本指_ジェスチャー入手	NPC104 Two fingers_Gesture obtained	emevd_event	11103706	m11_10_00_00	1
60845		set by NPC talk 333006000 on m60_00_00_00	esd_talk	333006000	m60_00_00_00	1
60846		set by NPC talk 000003000 on m00_00_00_00	esd_talk	000003000	m00_00_00_00	1
60847		set by NPC talk 319201202 on m12_02_00_00	esd_talk	319201202	m12_02_00_00	1
60848		set by NPC talk 112001100 on m11_00_00_00	esd_talk	112001100	m11_00_00_00	2
60849	ジェスチャー獲得_黄金律の輪のポーズ	Gesture acquisition_Golden rule circle pose	emevd_event	1400	common	1
60850	ジェスチャー獲得_黄金律の輪のポーズ伝播	Gesture acquisition_Golden rule wheel pose propagation	emevd_event	1401	common	1
61100	マルギット撃破	Defeat Margit	emevd_event	10002850	m10_00_00_00	2
61101	接ぎ木の王撃破	Defeat the Grafted King	emevd_event	10002800	m10_00_00_00	1
61103	チュートリアルボス撃破	Defeat the tutorial boss	emevd_event	10012800	m10_01_00_00	1
61104	マルギット撃破	Defeat Margit	emevd_event	11002800	m11_00_00_00	1
61105	中ボス撃破	Defeat mid-boss	emevd_event	11002850	m11_00_00_00	1
61106	百智卿撃破	Defeat Lord Hyakuchi	emevd_event	11052850	m11_05_00_00	1
61107	ゴッドフレイ撃破	Defeat Godfrey	emevd_event	11052800	m11_05_00_00	1
61108	アステール撃破	Defeat Aster	emevd_event	12042800	m12_04_00_00	1
61109	ボス撃破	Defeat the boss	emevd_event	12012800	m12_01_00_00	1
61110	本ボス撃破	Defeat the main boss	emevd_event	12022800	m12_02_00_00	1
61111	本ボス撃破	Defeat the main boss	emevd_event	12032850	m12_03_00_00	1
61112	ボス撃破	Defeat the boss	emevd_event	12052800	m12_05_00_00	1
61114	神肌撃破	Defeat God's skin	emevd_event	13002850	m13_00_00_00	1
61115	古龍撃破	Defeat the ancient dragon	emevd_event	13002830	m13_00_00_00	1
61116	マリケス撃破	Defeat Mariquez	emevd_event	13002800	m13_00_00_00	1
61117	ルーンウルフ撃破	Defeat Rune Wolf	emevd_event	14002850	m14_00_00_00	1
61118	レナラ撃破	Defeat Renara	emevd_event	14002800	m14_00_00_00	1
61119	ツリーガード撃破	Defeat Tree Guard	emevd_event	15002850	m15_00_00_00	1
61120	調停者マレニア撃破	Defeat Arbitrator Marenia	emevd_event	15002800	m15_00_00_00	1
61121	中ボス撃破	Defeat mid-boss	emevd_event	16002850	m16_00_00_00	1
61122	グールの王撃破	Defeat the Ghoul King	emevd_event	16002800	m16_00_00_00	1
61123	ラスボス撃破	Defeat the final boss	emevd_event	19002800	m19_00_00_00	1
61125	幻影グレーター_撃破	Phantom Greater_Defeated	emevd_event	35002800	m35_00_00_00	1
61126	王の土竜_撃破	King's Earth Dragon_Defeated	emevd_event	39202800	m39_20_00_00	1
61128	ボス撃破	Defeat the boss	emevd_event	18002800	m18_00_00_00	1
61129	洞窟脱出中ボス撃破	Defeat the boss while escaping the cave	emevd_event	16002860	m16_00_00_00	1
61130	ボス撃破	Defeat the boss	emevd_event	1252382800	m60_52_38_00	1
61131	巨人撃破イベント	Giant defeat event	emevd_event	1052520800	m60_52_52_00	1
61132	祖霊撃破	Defeat ancestral spirits	emevd_event	12082800	m12_08_00_00	1
61135	ボス撃破	Defeat the boss	emevd_event	12032800	m12_03_00_00	1
61173	ボス撃破	Defeat the boss	emevd_event	34132800	m34_13_00_00	1
61180	ボス撃破	Defeat the boss	emevd_event	1043302800	m60_43_30_00	1
61181	ボス撃破	Defeat the boss	emevd_event	1035500800	m60_35_50_00	1
61182	ボス撃破	Defeat the boss	emevd_event	1039542800	m60_39_54_00	1
61183	ボス撃破	Defeat the boss	emevd_event	1051362800	m60_51_36_00	1
61184	老いた宿将撃破	Defeat the old innkeeper	emevd_event	1051572800	m60_51_57_00	1
61200	m30_00ボス撃破	m30_00 boss defeated	emevd_event	30002800	m30_00_00_00	1
61201	m30_01ボス撃破	Defeat m30_01 boss	emevd_event	30012800	m30_01_00_00	1
61202	m30_02ボス撃破	Defeat m30_02 boss	emevd_event	30022800	m30_02_00_00	1
61203	m30_11ボス撃破	m30_11 boss defeated	emevd_event	30112800	m30_11_00_00	1
61204	ボス撃破	Defeat the boss	emevd_event	30042800	m30_04_00_00	1
61205	ボス撃破	Defeat the boss	emevd_event	30052800	m30_05_00_00	1
61206	白蛇つむり_ボス撃破	Tsumuri White Snake_Defeat the boss	emevd_event	30032800	m30_03_00_00	1
61207	ボス撃破	Defeat the boss	emevd_event	30062800	m30_06_00_00	1
61208	ボス撃破	Defeat the boss	emevd_event	30082800	m30_08_00_00	1
61209	ボス撃破	Defeat the boss	emevd_event	30092800	m30_09_00_00	1
61210	ボス撃破	Defeat the boss	emevd_event	30102800	m30_10_00_00	1
61211	ボス撃破	Defeat the boss	emevd_event	30122800	m30_12_00_00	1
61212	ボス撃破	Defeat the boss	emevd_event	30072800	m30_07_00_00	1
61213	ボス撃破	Defeat the boss	emevd_event	30132800	m30_13_00_00	1
61214	ボス撃破	Defeat the boss	emevd_event	30142800	m30_14_00_00	1
61215	ボス撃破	Defeat the boss	emevd_event	30152800	m30_15_00_00	1
61216	ボス撃破	Defeat the boss	emevd_event	30162800	m30_16_00_00	1
61217	ボス撃破	Defeat the boss	emevd_event	30172800	m30_17_00_00	1
61218	ボス撃破	Defeat the boss	emevd_event	30182800	m30_18_00_00	1
61219	ボス撃破	Defeat the boss	emevd_event	30192800	m30_19_00_00	1
61220	m30_20ボス撃破	m30_20 boss defeated	emevd_event	30202800	m30_20_00_00	1
61221	隠しボス_ボス撃破	Hidden boss_defeat boss	emevd_event	30052850	m30_05_00_00	1
61222	地下墓地ボス撃破	Defeat the catacomb boss	emevd_event	35002850	m35_00_00_00	1
61230	ボス撃破	Defeat the boss	emevd_event	31022800	m31_02_00_00	1
61231	ボス撃破	Defeat the boss	emevd_event	31012800	m31_01_00_00	1
61232	ボス撃破	Defeat the boss	emevd_event	31002800	m31_00_00_00	4
61233	ボス撃破	Defeat the boss	emevd_event	31032800	m31_03_00_00	1
61234	ボス撃破	Defeat the boss	emevd_event	31152800	m31_15_00_00	1
61235	ボス撃破	Defeat the boss	emevd_event	31172800	m31_17_00_00	1
61236	ボス撃破	Defeat the boss	emevd_event	31042800	m31_04_00_00	1
61237	ボス撃破	Defeat the boss	emevd_event	31052800	m31_05_00_00	1
61238	ボス撃破	Defeat the boss	emevd_event	31062800	m31_06_00_00	1
61239	ボス撃破	Defeat the boss	emevd_event	31072800	m31_07_00_00	1
61240	ボス撃破	Defeat the boss	emevd_event	31092800	m31_09_00_00	1
61241	ボス撃破	Defeat the boss	emevd_event	31182800	m31_18_00_00	1
61242	ボス撃破	Defeat the boss	emevd_event	31192800	m31_19_00_00	1
61243	ボス撃破	Defeat the boss	emevd_event	31212800	m31_21_00_00	1
61244	ボス撃破	Defeat the boss	emevd_event	31102800	m31_10_00_00	1
61245	ボス撃破	Defeat the boss	emevd_event	31202800	m31_20_00_00	1
61246	ボス撃破	Defeat the boss	emevd_event	31112800	m31_11_00_00	1
61247	ボス撃破	Defeat the boss	emevd_event	31122800	m31_12_00_00	1
61248	ボス撃破	Defeat the boss	emevd_event	31222800	m31_22_00_00	1
61249	隠しボス_ボス撃破	Hidden boss_defeat boss	emevd_event	31192850	m31_19_00_00	1
61260	ボス撃破	Defeat the boss	emevd_event	32002800	m32_00_00_00	1
61261	ボス撃破	Defeat the boss	emevd_event	32012800	m32_01_00_00	1
61262	ボス撃破	Defeat the boss	emevd_event	32022800	m32_02_00_00	1
61263	ボス撃破	Defeat the boss	emevd_event	32042800	m32_04_00_00	1
61264	ボス撃破	Defeat the boss	emevd_event	34122800	m34_12_00_00	1
61265	ボス撃破	Defeat the boss	emevd_event	32052800	m32_05_00_00	1
61266	ボス撃破	Defeat the boss	emevd_event	32072800	m32_07_00_00	1
61267	ボス撃破	Defeat the boss	emevd_event	32082800	m32_08_00_00	1
61268	ボス撃破	Defeat the boss	emevd_event	32112800	m32_11_00_00	1
62000	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
62135	救済対応_壱	Relief response_1	emevd_event	6901	common	1
62137	救済対応_壱	Relief response_1	emevd_event	6901	common	1
62138	救済対応_壱	Relief response_1	emevd_event	6901	common	1
65600	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65610	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65620	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65630	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65640	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65650	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65660	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65670	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65680	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65690	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65700	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65710	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65720	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65730	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65740	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65750	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65760	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65770	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65780	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65790	ゲーム開始フラグ操作	Game start flag operation	emevd_event	700	common	1
65800	魔石所持監視_XX	Magic stone possession monitoring_XX	emevd_event	65810	common	1
66000	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66010	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66020	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66030	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66031	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66040	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66060	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66070	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66080	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66090	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66100	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66101	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66102	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66104	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66110	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66120	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66130	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66131	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66140	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66150	ショップラインナップ_空壺先食い	Shop lineup_Empty pot first eating	emevd_event	10010792	m10_01_00_00	3
66160	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66161	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66170	ショップラインナップ_空壺先食い	Shop lineup_Empty pot first eating	emevd_event	10010792	m10_01_00_00	3
66180	ショップラインナップ_空壺先食い	Shop lineup_Empty pot first eating	emevd_event	10010792	m10_01_00_00	3
66181	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66190	救済対応_弐	Relief response_2	emevd_event	6902	common	1
66200	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66202	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66204	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66300	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66302	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66304	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66400	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66402	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66404	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66410	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66420	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66430	救済対応_参	Relief response_see	emevd_event	6903	common	1
66440	救済対応_参	Relief response_see	emevd_event	6903	common	1
66450	救済対応_参	Relief response_see	emevd_event	6903	common	1
66460	救済対応_参	Relief response_see	emevd_event	6903	common	1
66470	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66471	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66480	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66490	救済対応_参	Relief response_see	emevd_event	6903	common	1
66502	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66510	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66700	救済対応_肆	Relief response_Shin	emevd_event	6904	common	1
66710	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66720	救済対応_肆	Relief response_Shin	emevd_event	6904	common	1
66730	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66731	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66740	救済対応_肆	Relief response_Shin	emevd_event	6904	common	1
66750	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66751	救済対応_壱	Relief response_1	emevd_event	6901	common	1
66760	救済対応_壱	Relief response_1	emevd_event	6901	common	2
66770	救済対応_肆	Relief response_Shin	emevd_event	6904	common	1
