# checks whose region was NOT decided by first-hand evidence for their tile.
# how: GUESSED (nearest-neighbour hop) | ambiguous-row (tile spans 2 kick
#      regions) | CONFLICT (grace and PlayRegionParam row disagree)
# NOT a defect list -- a TRIAGE list. tools/triage_check_region_ambiguity.py
map_tile	region	ap_id	flag	how	grace_says	kick_row_says	label
m60_45_39	Limgrave	7774675	1045397000	GUESSED	-	-	Limgrave :: Golden Rune [4] - near Summonwater Village Outskirts (region unconfirmed) (3) [f1045397000]
m60_45_39	Limgrave	7774676	1045397020	GUESSED	-	-	Limgrave :: Mushroom - near Summonwater Village Outskirts (region unconfirmed) [f1045397020]
m60_45_39	Limgrave	7774677	1045397040	GUESSED	-	-	Limgrave :: Smithing Stone [2] - near Summonwater Village Outskirts (region unconfirmed) [f1045397040]
m60_45_39	Limgrave	7774678	1045397050	GUESSED	-	-	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (1) [f1045397050]
m60_45_39	Limgrave	7774679	1045397060	GUESSED	-	-	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (2) [f1045397060]
m60_45_39	Limgrave	7774680	1045397070	GUESSED	-	-	Limgrave :: Golden Rune [1] - near Summonwater Village Outskirts (region unconfirmed) (4) [f1045397070]
m60_45_39	Limgrave	7774681	1045397080	GUESSED	-	-	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (3) [f1045397080]
m60_45_39	Limgrave	7774682	1045397090	GUESSED	-	-	Limgrave :: Golden Rune [5] - near Third Church of Marika (region unconfirmed) [f1045397090]
m60_45_39	Limgrave	7774683	1045397100	GUESSED	-	-	Limgrave :: Golden Rune [2] - near Summonwater Village Outskirts (region unconfirmed) (2) [f1045397100]
m60_45_39	Limgrave	7774684	1045397110	GUESSED	-	-	Limgrave :: Golden Rune [1] - near Third Church of Marika (region unconfirmed) (4) [f1045397110]
m60_45_39	Limgrave	7774685	1045397120	GUESSED	-	-	Limgrave :: Green Turtle Talisman - near Summonwater Village Outskirts (region unconfirmed) [f1045397120]
m60_45_39	Limgrave	7774686	1045397140	GUESSED	-	-	Limgrave :: Smithing Stone [1] - near Summonwater Village Outskirts (region unconfirmed) [f1045397140]
m60_46_36	Limgrave	7773088	1046367000	GUESSED	-	-	Limgrave :: Smithing Stone [1] - near Fort Haight West (region unconfirmed) [f1046367000]
m60_46_36	Limgrave	7773089	1046367010	GUESSED	-	-	Limgrave :: Bloodrose - near Fort Haight West [f1046367010]
m60_46_36	Limgrave	7773090	1046367030	GUESSED	-	-	Limgrave :: Bloodrose - near Fort Haight West (region unconfirmed) [f1046367030]
m60_46_36	Limgrave	7773091	1046367100	GUESSED	-	-	Limgrave :: Golden Seed - near Fort Haight West [f1046367100]
m60_46_36	Limgrave	7773092	1046367500	GUESSED	-	-	Limgrave :: Dectus Medallion (Left) - Fort Haight chest, up ladder [f1046367500]
m60_46_36	Limgrave	7773093	1046367700	GUESSED	-	-	Limgrave :: Ash of War: Bloody Slash - m60_46_36 (region unconfirmed) [f1046367700]
m60_46_37	Limgrave	7773094	1046377000	GUESSED	-	-	Limgrave :: Strip of White Flesh - near Third Church of Marika (region unconfirmed) [f1046377000]
m60_46_57	Mountaintops of the Giants	7773106	1046577300	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [1] - near Apostate Derelict (region unconfirmed) [f1046577300]
m60_46_57	Mountaintops of the Giants	7773107	1046577800	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [7] - near Apostate Derelict (region unconfirmed) [f1046577800]
m60_47_37	Caelid	7773108	1047377000	GUESSED	-	-	Caelid :: Golden Rune [1] - near Caelid Highway South (region unconfirmed) (1) [f1047377000]
m60_47_37	Caelid	7773109	1047377010	GUESSED	-	-	Caelid :: Golden Rune [5] - near Caelid Highway South (region unconfirmed) [f1047377010]
m60_47_37	Caelid	7773110	1047377020	GUESSED	-	-	Caelid :: Golden Rune [1] - near Caelid Highway South (region unconfirmed) (2) [f1047377020]
m60_47_37	Caelid	7773111	1047377030	GUESSED	-	-	Caelid :: Golden Rune [2] - near Caelid Highway South (region unconfirmed) [f1047377030]
m60_47_37	Caelid	7773112	1047377040	GUESSED	-	-	Caelid :: Poisonbloom - near Caelid Highway South (region unconfirmed) [f1047377040]
m60_47_37	Caelid	7773113	1047377050	GUESSED	-	-	Caelid :: Starlight Shards - near Caelid Highway South (region unconfirmed) [f1047377050]
m60_47_37	Caelid	7773114	1047377100	GUESSED	-	-	Caelid :: Larval Tear - m60_47_37 (region unconfirmed) [f1047377100]
m60_47_38	Caelid	7773115	1047387010	GUESSED	-	-	Caelid :: Somber Smithing Stone [4] - near Astray from Caelid Highway North (region unconfirmed) [f1047387010]
m60_47_38	Caelid	7773116	1047387030	GUESSED	-	-	Caelid :: Great Dragonfly Head - near Astray from Caelid Highway North (region unconfirmed) [f1047387030]
m60_47_38	Caelid	7773117	1047387040	GUESSED	-	-	Caelid :: Rot Grease - near Caelid Highway South (region unconfirmed) [f1047387040]
m60_47_38	Caelid	7773118	1047387070	GUESSED	-	-	Caelid :: Rune Arc - near Fort Gael North (region unconfirmed) [f1047387070]
m60_47_38	Caelid	7773119	1047387080	GUESSED	-	-	Caelid :: Warming Stone - near Fort Gael North (region unconfirmed) [f1047387080]
m60_47_38	Caelid	7773120	1047387100	GUESSED	-	-	Caelid :: Smoldering Butterfly - near Fort Gael North (region unconfirmed) [f1047387100]
m60_47_38	Caelid	7773121	1047387110	GUESSED	-	-	Caelid :: Mushroom - near Fort Gael North (region unconfirmed) [f1047387110]
m60_47_38	Caelid	7773122	1047387120	GUESSED	-	-	Caelid :: [Incantation] Flame, Grant Me Strength - near Fort Gael North (region unconfirmed) [f1047387120]
m60_47_38	Caelid	7773123	1047387130	GUESSED	-	-	Caelid :: Explosive Greatbolt - near Fort Gael North (region unconfirmed) [f1047387130]
m60_47_38	Caelid	7773125	1047387900	GUESSED	-	-	Caelid :: Starscourge Heirloom - near Fort Gael North (region unconfirmed) [f1047387900]
m60_47_38	Caelid	7773126	1047387910	GUESSED	-	-	Caelid :: Meteoric Ore Blade - near Astray from Caelid Highway North (region unconfirmed) [f1047387910]
m60_47_38	Caelid	7773127	1047387920	GUESSED	-	-	Caelid :: Katar - near Fort Gael North (region unconfirmed) [f1047387920]
m60_47_38	Caelid	7774687	1047387980	GUESSED	-	-	Caelid :: Smoldering Butterfly - m60_47_38 (region unconfirmed) (1) [f1047387980]
m60_47_38	Caelid	7774688	1047387990	GUESSED	-	-	Caelid :: Smoldering Butterfly - m60_47_38 (region unconfirmed) (2) [f1047387990]
m60_47_56	Mountaintops of the Giants	7773139	1047567310	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [8] - near Yelough Anix Tunnel (region unconfirmed) [f1047567310]
m60_47_56	Mountaintops of the Giants	7773140	1047567330	GUESSED	-	-	Mountaintops of the Giants :: Crystal Dart - near Yelough Anix Tunnel (region unconfirmed) [f1047567330]
m60_47_56	Mountaintops of the Giants	7773141	1047567700	GUESSED	-	-	Mountaintops of the Giants :: Sanguine Noble Hood - m60_47_56 (region unconfirmed) [f1047567700]
m60_47_56	Mountaintops of the Giants	7774702	1047567320	GUESSED	-	-	Mountaintops of the Giants :: Thawfrost Boluses - near Ordina, Liturgical Town (region unconfirmed) [f1047567320]
m60_47_57	Mountaintops of the Giants	7773142	1047577300	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [7] - near Apostate Derelict (region unconfirmed) [f1047577300]
m60_47_57	Mountaintops of the Giants	7773143	1047577310	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [12] - near Apostate Derelict (region unconfirmed) [f1047577310]
m60_48_54	Mountaintops of the Giants	7773161	1048547800	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [1] - near Consecrated Snowfield (region unconfirmed) [f1048547800]
m60_48_54	Mountaintops of the Giants	7773162	1048547810	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [3] - near Consecrated Snowfield (region unconfirmed) [f1048547810]
m60_48_54	Mountaintops of the Giants	7773163	1048547820	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [6] - near Consecrated Snowfield (region unconfirmed) [f1048547820]
m60_48_54	Mountaintops of the Giants	7773164	1048547830	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [9] - near Consecrated Snowfield (region unconfirmed) [f1048547830]
m60_48_54	Mountaintops of the Giants	7773165	1048547840	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [11] - near Consecrated Snowfield (region unconfirmed) [f1048547840]
m60_48_54	Mountaintops of the Giants	7774712	1048547990	GUESSED	-	-	Mountaintops of the Giants :: Rotten Battle Hammer - near Consecrated Snowfield (region unconfirmed) [f1048547990]
m60_48_55	Mountaintops of the Giants	7773166	1048557300	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [13] - near Yelough Anix Tunnel (region unconfirmed) [f1048557300]
m60_48_55	Mountaintops of the Giants	7773167	1048557600	GUESSED	-	-	Mountaintops of the Giants :: Stalwart Horn Charm +1 - near Yelough Anix Tunnel (region unconfirmed) [f1048557600]
m60_48_55	Mountaintops of the Giants	7773168	1048557900	GUESSED	-	-	Mountaintops of the Giants :: Flowing Curved Sword - near Inner Consecrated Snowfield (region unconfirmed) [f1048557900]
m60_48_55	Mountaintops of the Giants	7774713	1048557700	GUESSED	-	-	Mountaintops of the Giants :: Ancient Dragon Smithing Stone - m60_48_55 (region unconfirmed) [f1048557700]
m60_48_58	Mountaintops of the Giants	7773184	1048587300	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [13] - near Apostate Derelict (region unconfirmed) [f1048587300]
m60_49_36	Caelid	7773185	1049367000	GUESSED	-	-	Caelid :: Smoldering Butterfly - near Impassable Greatbridge (region unconfirmed) [f1049367000]
m60_49_36	Caelid	7773186	1049367010	GUESSED	-	-	Caelid :: Fan Daggers - near Southern Aeonia Swamp Bank (region unconfirmed) [f1049367010]
m60_49_41	Caelid	7773195	1049417040	GUESSED	-	-	Caelid :: Arteria Leaf - near Dragonbarrow West (region unconfirmed) [f1049417040]
m60_49_41	Caelid	7773196	1049417070	GUESSED	-	-	Caelid :: Dragonwound Grease - near Dragonbarrow West (region unconfirmed) [f1049417070]
m60_49_41	Caelid	7773197	1049417080	GUESSED	-	-	Caelid :: Rune Arc - near Dragonbarrow West (region unconfirmed) [f1049417080]
m60_49_41	Caelid	7773198	1049417090	GUESSED	-	-	Caelid :: Somber Smithing Stone [9] - near Dragonbarrow West (region unconfirmed) [f1049417090]
m60_49_52	Mountaintops of the Giants	7773200	1049527000	GUESSED	-	-	Mountaintops of the Giants :: Freezing Grease - near Grand Lift of Rold (region unconfirmed) [f1049527000]
m60_49_52	Mountaintops of the Giants	7773201	1049527800	GUESSED	-	-	Mountaintops of the Giants :: Golden Seed - between Forbidden Lands and Grand Lift of Rold (region unconfirmed) [f1049527800]
m60_49_53	Mountaintops of the Giants	7773202	1049537000	CONFLICT	Altus,Mountaintops of the Giants	Mountaintops of the Giants	Mountaintops of the Giants :: Sliver of Meat - near Zamor Ruins [f1049537000]
m60_49_53	Mountaintops of the Giants	7773203	1049537010	CONFLICT	Altus,Mountaintops of the Giants	Mountaintops of the Giants	Mountaintops of the Giants :: Invigorating Cured Meat - near Zamor Ruins [f1049537010]
m60_49_53	Mountaintops of the Giants	7773204	1049537020	CONFLICT	Altus,Mountaintops of the Giants	Mountaintops of the Giants	Mountaintops of the Giants :: Golden Rune [10] - near Zamor Ruins [f1049537020]
m60_49_53	Mountaintops of the Giants	7773205	1049537030	CONFLICT	Altus,Mountaintops of the Giants	Mountaintops of the Giants	Mountaintops of the Giants :: [Sorcery] Zamor Ice Storm - near Zamor Ruins [f1049537030]
m60_49_53	Mountaintops of the Giants	7773206	1049537300	CONFLICT	Altus,Mountaintops of the Giants	Mountaintops of the Giants	Mountaintops of the Giants :: Beast Blood - near Zamor Ruins [f1049537300]
m60_49_56	Mountaintops of the Giants	7774752	1049567300	GUESSED	-	-	Mountaintops of the Giants :: Albinauric Bloodclot - near Inner Consecrated Snowfield (region unconfirmed) [f1049567300]
m60_49_56	Mountaintops of the Giants	7774753	1049567310	GUESSED	-	-	Mountaintops of the Giants :: Old Fang - near Inner Consecrated Snowfield (region unconfirmed) [f1049567310]
m60_49_56	Mountaintops of the Giants	7774754	1049567320	GUESSED	-	-	Mountaintops of the Giants :: Strip of White Flesh - near Inner Consecrated Snowfield (region unconfirmed) [f1049567320]
m60_49_56	Mountaintops of the Giants	7774755	1049567330	GUESSED	-	-	Mountaintops of the Giants :: Dragonwound Grease - near Ordina, Liturgical Town (region unconfirmed) [f1049567330]
m60_49_56	Mountaintops of the Giants	7774756	1049567340	GUESSED	-	-	Mountaintops of the Giants :: Nascent Butterfly - near Inner Consecrated Snowfield (region unconfirmed) [f1049567340]
m60_49_56	Mountaintops of the Giants	7774757	1049567350	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [8] - near Ordina, Liturgical Town (region unconfirmed) [f1049567350]
m60_49_57	Mountaintops of the Giants	7774758	1049577700	GUESSED	-	-	Mountaintops of the Giants :: Somber Smithing Stone [7] - m60_49_57 (region unconfirmed) [f1049577700]
m60_49_57	Mountaintops of the Giants	7774759	1049577710	GUESSED	-	-	Mountaintops of the Giants :: Somber Smithing Stone [8] - m60_49_57 (region unconfirmed) [f1049577710]
m60_49_57	Mountaintops of the Giants	7774760	1049577720	GUESSED	-	-	Mountaintops of the Giants :: Somber Smithing Stone [9] - m60_49_57 (region unconfirmed) [f1049577720]
m60_50_39	Caelid	7773216	1050397000	GUESSED	-	-	Caelid :: Poison Grease - near Sellia Under-Stair (region unconfirmed) [f1050397000]
m60_50_39	Caelid	7773217	1050397010	GUESSED	-	-	Caelid :: Toxic Mushroom - near Sellia Under-Stair (region unconfirmed) [f1050397010]
m60_50_39	Caelid	7773218	1050397020	GUESSED	-	-	Caelid :: Smithing Stone [7] - near Sellia Backstreets (region unconfirmed) (1) [f1050397020]
m60_50_39	Caelid	7773219	1050397030	GUESSED	-	-	Caelid :: Smithing Stone [7] - near Sellia Backstreets (region unconfirmed) (2) [f1050397030]
m60_50_39	Caelid	7773220	1050397040	GUESSED	-	-	Caelid :: Stonesword Key - near Sellia Backstreets (region unconfirmed) [f1050397040]
m60_50_39	Caelid	7773221	1050397050	GUESSED	-	-	Caelid :: Smithing Stone [8] - near Sellia Backstreets (region unconfirmed) [f1050397050]
m60_50_39	Caelid	7773222	1050397060	GUESSED	-	-	Caelid :: Starlight Shards - near Church of the Plague (region unconfirmed) [f1050397060]
m60_50_39	Caelid	7773223	1050397070	GUESSED	-	-	Caelid :: Cerulean Tear Scarab - near Sellia Under-Stair (region unconfirmed) [f1050397070]
m60_50_39	Caelid	7773224	1050397090	GUESSED	-	-	Caelid :: Beast Blood - near Fort Faroth (region unconfirmed) [f1050397090]
m60_50_39	Caelid	7773225	1050397100	GUESSED	-	-	Caelid :: Golden Seed - On a tree right by a grace [f1050397100]
m60_50_39	Caelid	7773226	1050397900	GUESSED	-	-	Caelid :: [Sorcery] Night Comet - near Sellia Under-Stair (region unconfirmed) [f1050397900]
m60_50_39	Caelid	7773227	1050397910	GUESSED	-	-	Caelid :: Imbued Sword Key - near Sellia Under-Stair (region unconfirmed) [f1050397910]
m60_50_54	Mountaintops of the Giants	7773230	1050547000	GUESSED	-	-	Mountaintops of the Giants :: Lost Ashes of War - near Consecrated Snowfield Catacombs (region unconfirmed) [f1050547000]
m60_50_56	Mountaintops of the Giants	7773238	1050567300	GUESSED	-	-	Mountaintops of the Giants :: Tarnished Golden Sunflower - near Inner Consecrated Snowfield (region unconfirmed) [f1050567300]
m60_50_56	Mountaintops of the Giants	7773239	1050567500	GUESSED	-	-	Mountaintops of the Giants :: Warming Stone - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567500]
m60_50_56	Mountaintops of the Giants	7773240	1050567510	GUESSED	-	-	Mountaintops of the Giants :: Invigorating White Cured Meat - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567510]
m60_50_56	Mountaintops of the Giants	7773241	1050567520	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [7] - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567520]
m60_50_56	Mountaintops of the Giants	7773242	1050567600	GUESSED	-	-	Mountaintops of the Giants :: Ancient Dragon Smithing Stone - near Consecrated Snowfield Catacombs (region unconfirmed) [f1050567600]
m60_50_56	Mountaintops of the Giants	7773243	1050567620	GUESSED	-	-	Mountaintops of the Giants :: Traveling Maiden Hood - near Ancient Snow Valley Ruins (region unconfirmed) [f1050567620]
m60_50_56	Mountaintops of the Giants	7773244	1050567800	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [8] - near Inner Consecrated Snowfield (region unconfirmed) [f1050567800]
m60_50_57	Mountaintops of the Giants	7773245	1050577300	GUESSED	-	-	Mountaintops of the Giants :: Warming Stone - near Ordina, Liturgical Town (region unconfirmed) [f1050577300]
m60_50_57	Mountaintops of the Giants	7773246	1050577800	GUESSED	-	-	Mountaintops of the Giants :: Starlight Shards - near Castle Sol Main Gate (region unconfirmed) [f1050577800]
m60_51_35	Caelid	7773247	1051357000	GUESSED	-	-	Caelid :: Smoldering Butterfly - near Chamber Outside the Plaza (region unconfirmed) [f1051357000]
m60_51_35	Caelid	7774771	1051357990	GUESSED	-	-	Caelid :: Golden Rune [9] - near Chamber Outside the Plaza (region unconfirmed) [f1051357990]
m60_51_40	Caelid	7773267	1051407040	GUESSED	-	-	Caelid :: Rune Arc - near Fort Faroth (region unconfirmed) [f1051407040]
m60_51_41	Caelid	7774778	1051417000	GUESSED	-	-	Caelid :: Soft Cotton - near Bestial Sanctum (region unconfirmed) [f1051417000]
m60_51_41	Caelid	7774779	1051417010	GUESSED	-	-	Caelid :: Cinquedea - near Bestial Sanctum (region unconfirmed) [f1051417010]
m60_51_41	Caelid	7774780	1051417030	GUESSED	-	-	Caelid :: Dragoncrest Shield Talisman - near Bestial Sanctum (region unconfirmed) [f1051417030]
m60_51_54	Mountaintops of the Giants	7773275	1051547800	GUESSED	-	-	Mountaintops of the Giants :: Fan Daggers - near Foot of the Forge (region unconfirmed) [f1051547800]
m60_51_54	Mountaintops of the Giants	7774791	1051547980	GUESSED	-	-	Mountaintops of the Giants :: Somber Smithing Stone [7] - near Church of Repose (region unconfirmed) [f1051547980]
m60_51_55	Mountaintops of the Giants	7773276	1051557300	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [7] - near Consecrated Snowfield Catacombs (region unconfirmed) [f1051557300]
m60_51_55	Mountaintops of the Giants	7773277	1051557310	GUESSED	-	-	Mountaintops of the Giants :: Drawstring Holy Grease - near Ancient Snow Valley Ruins (region unconfirmed) [f1051557310]
m60_51_55	Mountaintops of the Giants	7773278	1051557320	GUESSED	-	-	Mountaintops of the Giants :: Rainbow Stone - near Ancient Snow Valley Ruins (region unconfirmed) [f1051557320]
m60_51_55	Mountaintops of the Giants	7773279	1051557330	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [13] - near Ancient Snow Valley Ruins (region unconfirmed) [f1051557330]
m60_51_58	Mountaintops of the Giants	7773314	1051587800	GUESSED	-	-	Mountaintops of the Giants :: Haligtree Secret Medallion (Left) - in arena after killing Commander Niall, Castle Sol [f1051587800]
m60_52_43	Caelid	7773319	1052437000	GUESSED	-	-	Caelid :: Starlight Shards - near Farum Greatbridge (region unconfirmed) [f1052437000]
m60_52_55	Mountaintops of the Giants	7773326	1052557000	GUESSED	-	-	Mountaintops of the Giants :: Smoldering Butterfly - near Whiteridge Road (region unconfirmed) (1) [f1052557000]
m60_52_55	Mountaintops of the Giants	7773327	1052557010	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [7] - near Whiteridge Road (region unconfirmed) [f1052557010]
m60_52_55	Mountaintops of the Giants	7773328	1052557020	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [10] - near Whiteridge Road (region unconfirmed) [f1052557020]
m60_52_55	Mountaintops of the Giants	7773329	1052557030	GUESSED	-	-	Mountaintops of the Giants :: Smoldering Butterfly - near Whiteridge Road (region unconfirmed) (2) [f1052557030]
m60_52_55	Mountaintops of the Giants	7773330	1052557300	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [8] - near Whiteridge Road (region unconfirmed) [f1052557300]
m60_52_55	Mountaintops of the Giants	7773331	1052557310	GUESSED	-	-	Mountaintops of the Giants :: Stonesword Key - near Whiteridge Road (region unconfirmed) [f1052557310]
m60_52_55	Mountaintops of the Giants	7773332	1052557800	GUESSED	-	-	Mountaintops of the Giants :: Gravel Stone - near Whiteridge Road (region unconfirmed) [f1052557800]
m60_52_55	Mountaintops of the Giants	7774800	1052557040	GUESSED	-	-	Mountaintops of the Giants :: Smithing Stone [7] - m60_52_55 (region unconfirmed) [f1052557040]
m60_52_55	Mountaintops of the Giants	7774801	1052557700	GUESSED	-	-	Mountaintops of the Giants :: One-Eyed Shield - m60_52_55 (region unconfirmed) [f1052557700]
m60_52_58	Mountaintops of the Giants	7774808	1052587800	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [4] - near Castle Sol Rooftop (region unconfirmed) [f1052587800]
m60_52_58	Mountaintops of the Giants	7774809	1052587810	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [5] - near Castle Sol Rooftop (region unconfirmed) [f1052587810]
m60_52_58	Mountaintops of the Giants	7774810	1052587820	GUESSED	-	-	Mountaintops of the Giants :: Golden Rune [10] - near Castle Sol Rooftop (region unconfirmed) [f1052587820]
m61_44_41	Gravesite	7773344	2044417000	GUESSED	-	-	Gravesite :: Ghost Glovewort [4] - near Cliffroad Terminus [f2044417000]
m61_44_41	Gravesite	7774814	2044417995	GUESSED	-	-	Gravesite :: Scadutree Fragment - Shadowpot, graveyard southwest of Cliffroad Terminus [f2044417995]
m61_44_47	Rauh Base	7773361	2044477000	GUESSED	-	-	Rauh Base :: Ghost Glovewort [2] - near Ravine North [f2044477000]
m61_44_47	Rauh Base	7773362	2044477010	GUESSED	-	-	Rauh Base :: Leather Headband - near Ravine North [f2044477010]
m61_44_47	Rauh Base	7773363	2044477020	GUESSED	-	-	Rauh Base :: Beast Blood - near Ravine North [f2044477020]
m61_44_47	Rauh Base	7773364	2044477030	GUESSED	-	-	Rauh Base :: Lump of Flesh - near Ravine North [f2044477030]
m61_44_47	Rauh Base	7773365	2044477040	GUESSED	-	-	Rauh Base :: Throwing Dagger - near Ravine North [f2044477040]
m61_44_47	Rauh Base	7773366	2044477050	GUESSED	-	-	Rauh Base :: Somber Smithing Stone [1] - near Ravine North [f2044477050]
m61_44_47	Rauh Base	7773367	2044477900	GUESSED	-	-	Rauh Base :: Larval Tear - near Ravine North [f2044477900]
m61_45_44	Gravesite	7773382	2045447000	GUESSED	-	-	Gravesite :: Whiteflesh Mushroom - near Greatbridge, North [f2045447000]
m61_45_44	Gravesite	7773383	2045447010	GUESSED	-	-	Gravesite :: Great Katana with Ash of War: Overhead Stance - near Greatbridge, North [f2045447010]
m61_45_44	Gravesite	7773384	2045447020	GUESSED	-	-	Gravesite :: Gravebird Armor - near Greatbridge, North [f2045447020]
m61_45_48	Rauh Base	7773430	2045487000	GUESSED	-	-	Rauh Base :: Fine Crucible Feather Talisman - near Rauh Ancient Ruins, East [f2045487000]
m61_46_38	Cerulean	7773431	2046387000	GUESSED	-	-	Cerulean :: Lost Ashes of War - near Cerulean Coast West [f2046387000]
m61_46_38	Cerulean	7773432	2046387010	GUESSED	-	-	Cerulean :: Shadow Realm Rune [3] - near Cerulean Coast West [f2046387010]
m61_46_38	Cerulean	7773433	2046387020	GUESSED	-	-	Cerulean :: String - near Cerulean Coast West [f2046387020]
m61_46_38	Cerulean	7773434	2046387030	GUESSED	-	-	Cerulean :: Spiritgrave Stone - near Cerulean Coast West [f2046387030]
m61_46_38	Cerulean	7773435	2046387040	GUESSED	-	-	Cerulean :: Crab Eggs - near Cerulean Coast West [f2046387040]
m61_46_38	Cerulean	7773436	2046387050	GUESSED	-	-	Cerulean :: Somber Smithing Stone [4] - near Cerulean Coast West [f2046387050]
m61_46_38	Cerulean	7773437	2046387070	GUESSED	-	-	Cerulean :: Perfumed Oil of Ranah - near Cerulean Coast West [f2046387070]
m61_46_43	Gravesite	7773454	2046437000	GUESSED	-	-	Gravesite :: Ballista Bolt - near Castle Front [f2046437000]
m61_46_43	Gravesite	7773455	2046437010	GUESSED	-	-	Gravesite :: Lost Ashes of War - near Castle Front [f2046437010]
m61_46_43	Gravesite	7773456	2046437020	GUESSED	-	-	Gravesite :: Shadow Realm Rune [1] - near Castle Front [f2046437020]
m61_46_43	Gravesite	7773457	2046437700	GUESSED	-	-	Gravesite :: Furnace Visage - near Greatbridge, North (1) [f2046437700]
m61_46_43	Gravesite	7773458	2046437710	GUESSED	-	-	Gravesite :: Furnace Visage - near Greatbridge, North (2) [f2046437710]
m61_46_43	Gravesite	7774817	2046437040	GUESSED	-	-	Gravesite :: Smithing Stone [6] - near Greatbridge, North [f2046437040]
m61_46_46	Rauh Base	7773480	2046467010	GUESSED	-	-	Rauh Base :: Redflesh Mushroom - near Rauh Ancient Ruins, East [f2046467010]
m61_46_46	Rauh Base	7773481	2046467020	GUESSED	-	-	Rauh Base :: Smithing Stone [8] - near Temple Town Ruins [f2046467020]
m61_46_46	Rauh Base	7773482	2046467800	GUESSED	-	-	Rauh Base :: Larval Tear - near Scadu Altus, West [f2046467800]
m61_46_46	Rauh Base	7774818	2046467000	GUESSED	-	-	Rauh Base :: Scadutree Fragment - on a hippopotamus: down the elevator, out of the bloodfiend room, down the stairs [f2046467000]
m61_46_48	Ancient Ruins	7773502	2046487000	GUESSED	-	-	Ancient Ruins :: Shadow Realm Rune [5] - near Viaduct Minor Tower [f2046487000]
m61_46_48	Ancient Ruins	7773503	2046487010	GUESSED	-	-	Ancient Ruins :: Bondstone - near Viaduct Minor Tower [f2046487010]
m61_47_36	Cerulean	7773505	2047367000	GUESSED	-	-	Cerulean :: Grave Glovewort [8] - near The Fissure [f2047367000]
m61_47_36	Cerulean	7773506	2047367010	GUESSED	-	-	Cerulean :: Deep-Purple Lily - near The Fissure [f2047367010]
m61_47_37	Cerulean	7773507	2047377000	GUESSED	-	-	Cerulean :: Whiteflesh Mushroom - near Cerulean Coast Cross [f2047377000]
m61_47_38	Cerulean	7773508	2047387000	GUESSED	-	-	Cerulean :: Grave Glovewort [7] - near Cerulean Coast West [f2047387000]
m61_47_38	Cerulean	7773509	2047387010	GUESSED	-	-	Cerulean :: Grave Glovewort [9] - near Cerulean Coast [f2047387010]
m61_47_40	Gravesite	7773516	2047407000	GUESSED	-	-	Gravesite :: Glass Shard - near Gravesite Plain [f2047407000]
m61_47_40	Gravesite	7773517	2047407010	GUESSED	-	-	Gravesite :: Black Pyrefly - near Ellac River Downstream [f2047407010]
m61_47_40	Gravesite	7773518	2047407020	GUESSED	-	-	Gravesite :: Arrow - near Ellac River Downstream [f2047407020]
m61_47_40	Gravesite	7773519	2047407030	GUESSED	-	-	Gravesite :: Lump of Flesh - near Gravesite Plain [f2047407030]
m61_47_40	Gravesite	7773521	2047407900	GUESSED	-	-	Gravesite :: Larval Tear - near Gravesite Plain [f2047407900]
m61_47_40	Gravesite	7773522	2047407980	GUESSED	-	-	Gravesite :: Beast Claw with Ash of War: Savage Claws - m61_47_40 [f2047407980]
m61_47_42	Gravesite	7773532	2047427000	GUESSED	-	-	Gravesite :: Grave Glovewort [3] - near Ellac River Cave [f2047427000]
m61_47_42	Gravesite	7773533	2047427030	GUESSED	-	-	Gravesite :: Somber Smithing Stone [4] - near Ellac River Downstream [f2047427030]
m61_47_42	Gravesite	7773534	2047427040	GUESSED	-	-	Gravesite :: Somber Smithing Stone [6] - near Ellac River Cave [f2047427040]
