# AUTO-GENERATED by tools/datamine_item_grace_coords.py (run via the connected folder over the
# 88 progression-surface-hosting maps; expand to all maps for the map tracker). Treasure chain:
# Event/Treasure ItemLotID -> ItemLotParam_map flags, TreasurePartName -> Part/Asset Position.
# Grace rows: BonfireWarpParam posX/Y/Z + grace_flags tile + grace_names. Map-LOCAL coords.
kind	key	map_id	x	y	z	name
item	15007120	m15_00	77.583	561.709	138.659	
item	15007130	m15_00	89.334	547.318	173.459	
item	15007140	m15_00	95.204	538.121	194.507	
item	15007150	m15_00	124.084	535.901	208.317	
item	15007160	m15_00	63.643	537.615	201.872	
item	15007170	m15_00	147.573	573.711	270.668	
item	15007180	m15_00	64.966	537.615	204.686	
item	15007190	m15_00	63.973	537.615	204.492	
item	15007200	m15_00	33.144	495.364	262.616	
item	15007210	m15_00	36.297	509.506	278.227	
item	15007220	m15_00	51.246	509.705	246.272	
item	15007230	m15_00	29.875	490.457	306.895	
item	15007240	m15_00	32.521	485.234	298.552	
item	15007250	m15_00	41.483	484.781	318.151	
item	15007260	m15_00	41.256	479.428	335.482	
item	15007270	m15_00	22.436	479.851	360.205	
item	15007280	m15_00	11.96	479.512	329.661	
item	15007290	m15_00	-9.364	475.836	294.051	
item	15007300	m15_00	22.991	466.956	299.844	
item	15007310	m15_00	-2.155	472.655	268.292	
item	15007320	m15_00	-10.695	464.787	276.118	
item	15007330	m15_00	19.054	464.136	256.036	
item	15007340	m15_00	18.641	455.87	251.892	
item	15007350	m15_00	-5.216	455.847	268.722	
item	15007360	m15_00	40.848	456.892	231.474	
item	15007370	m15_00	40.112	448.517	238.934	
item	15007380	m15_00	105.897	437.858	194.648	
item	15007390	m15_00	76.265	443.499	185.943	
item	15007400	m15_00	119.511	437.66	191.058	
item	15007410	m15_00	119.236	437.71	192.29	
item	15007420	m15_00	119.661	437.71	193.479	
item	15007430	m15_00	118.59	437.71	191.85	
item	15007440	m15_00	116.827	437.71	189.487	
item	15007460	m15_00	157.167	373.316	360.095	
item	15007470	m15_00	146.955	373.537	375.793	
item	15007480	m15_00	148.234	373.542	376.431	
item	15007490	m15_00	98.597	201	546.907	
item	15007500	m15_00	115.153	246.935	404.071	
item	15007510	m15_00	88.066	243.527	483.919	
item	15007520	m15_00	90.532	247.286	521.035	
item	15007530	m15_00	119.913	250.595	500.576	
item	15007540	m15_00	97.156	234.879	528.182	
item	15007550	m15_00	104.876	227.015	482.946	
item	15007560	m15_00	92.612	227.052	441.81	
item	15007570	m15_00	99.324	219.006	538.187	
item	15007580	m15_00	71.06	225.853	535.255	
item	15007590	m15_00	60.151	234.596	563.372	
item	15007600	m15_00	140.513	212.771	491.808	
item	15007610	m15_00	115.9	212.868	426.52	
item	15007620	m15_00	104.912	221.053	578.422	
item	15007630	m15_00	107.626	219.092	554.658	
item	15007640	m15_00	90.644	219	562.973	
item	15007650	m15_00	56.431	225.022	577.373	
item	15007660	m15_00	69.107	206.101	613.541	
item	15007670	m15_00	52.139	205.926	613.062	
item	15007680	m15_00	3.59	217.74	623.599	
item	15007690	m15_00	-4.523	219.487	641.401	
item	15007700	m15_00	30.102	208.421	599.31	
item	15007710	m15_00	12.727	210.382	603.418	
item	15007720	m15_00	-10.142	211.642	596.994	
item	15007730	m15_00	34.649	194.242	588.164	
item	15007740	m15_00	84.968	194.036	585.75	
item	15007750	m15_00	96.949	201	549.092	
item	15007760	m15_00	81.524	194	542.834	
item	15007770	m15_00	97.423	193.992	547.833	
item	15007780	m15_00	108.43	194.05	525.627	
item	15007790	m15_00	122.157	194.054	466.144	
item	15007800	m15_00	98.903	195.231	419.114	
item	15007810	m15_00	113.585	194.021	436.839	
item	15007820	m15_00	-21.251	223.434	609.96	
item	15007830	m15_00	-34.668	211.436	614.28	
item	15007840	m15_00	44.75	234.59	575.29	
item	15007850	m15_00	-38.049	211.436	611.165	
item	15007860	m15_00	6.766	208.423	570.364	
item	15007870	m15_00	-65.855	208.423	522.174	
item	15007880	m15_00	-16.071	199.248	555.924	
item	15007890	m15_00	24.85	179.795	437.347	
item	15007900	m15_00	86.645	182.843	484.872	
item	15007910	m15_00	98.697	102.027	631.002	
item	15007920	m15_00	154.381	132.027	575.471	
item	15007930	m15_00	127.087	136.63	572.727	
item	15007940	m15_00	126.527	126.597	593.107	
item	15007950	m15_00	154.306	115.352	521.44	
item	15007960	m15_00	167.29	107.917	480.187	
item	15007970	m15_00	90.471	111.717	609.035	
item	15007980	m15_00	112.603	60.735	536.948	
item	15007990	m15_00	-35.423	54.018	490.915	
item	20007000	m20_00	-84.01	12.739	92.456	
item	20007010	m20_00	-80.299	20.016	98.766	
item	20007020	m20_00	-114.38	32.006	134.147	
item	20007030	m20_00	-121.707	44.026	204.302	
item	20007040	m20_00	-51.973	45.685	185.102	
item	20007050	m20_00	-65.078	46.365	169.169	
item	20007060	m20_00	-80.246	48.542	159.82	
item	20007070	m20_00	-58.004	48.865	119.088	
item	20007080	m20_00	1.552	53.934	117.575	
item	20007090	m20_00	-6.021	54.246	148.366	
item	20007100	m20_00	-48.967	58.416	156.294	
item	20007110	m20_00	-66.621	56.467	124.478	
item	20007120	m20_00	-63.578	57.033	124.711	
item	20007130	m20_00	-63.578	57.033	124.711	
item	20007140	m20_00	-63.578	57.033	124.711	
item	20007150	m20_00	-63.578	57.033	124.711	
item	20007160	m20_00	-63.578	57.033	124.711	
item	20007170	m20_00	-79.496	14.119	79.549	
item	20007180	m20_00	-78.89	13.867	79.653	
item	20007190	m20_00	-79.113	13.707	78.402	
item	20007200	m20_00	-80.702	26.32	144.312	
item	20007210	m20_00	-169.342	26.294	84.289	
item	20007220	m20_00	-135.47	23.015	60.328	
item	20007230	m20_00	-120.244	23.015	62.062	
item	20007240	m20_00	-114.3	23.015	61.397	
item	20007250	m20_00	-114.411	23.015	45.454	
item	20007260	m20_00	-107.429	23.015	42.044	
item	20007270	m20_00	-200.37	23.143	151.334	
item	20007280	m20_00	-186.205	28.73	214.346	
item	20007290	m20_00	-181.103	23.875	256.715	
item	20007300	m20_00	-156.802	23.215	275.19	
item	20007310	m20_00	-149.413	24.346	243.369	
item	20007320	m20_00	-139.125	23.015	165.376	
item	20007330	m20_00	-201.857	33.101	168.1	
item	20007340	m20_00	-137.286	23.015	167.699	
item	20007350	m20_00	-137.286	23.015	167.699	
item	20007360	m20_00	-137.286	23.015	167.699	
item	20007370	m20_00	-137.286	23.015	167.699	
item	20007380	m20_00	45.642	57.363	210.664	
item	20007390	m20_00	-137.286	23.015	167.699	
item	20007400	m20_00	52.903	57.408	241.93	
item	20007410	m20_00	55.982	58.81	229.295	
item	20007420	m20_00	45.642	57.363	210.664	
item	20007430	m20_00	28.589	66.47	205.19	
item	20007440	m20_00	-4.271	67.751	192.067	
item	20007450	m20_00	-7.673	68.781	199.119	
item	20007460	m20_00	-40.952	66.884	217.409	
item	20007470	m20_00	-49.556	66.807	188.703	
item	20007480	m20_00	-62.804	73.257	207.817	
item	20007490	m20_00	-60.063	68.328	187.864	
item	20007500	m20_00	-44.912	73.196	199.923	
item	20007510	m20_00	-33.939	73.269	188.965	
item	20007520	m20_00	-55.973	80.376	204.211	
item	20007530	m20_00	-22.31	79.265	195.715	
item	20007540	m20_00	-30.919	79.766	190.738	
item	20007550	m20_00	-30.919	79.766	190.738	
item	20007560	m20_00	-30.919	79.766	190.738	
item	20007570	m20_00	-30.919	79.766	190.738	
item	20007580	m20_00	-30.919	79.766	190.738	
item	20007590	m20_00	-30.919	79.766	190.738	
item	20007600	m20_00	-119.263	76.02	274.93	
item	20007610	m20_00	-58.102	77.31	259.361	
item	20007620	m20_00	-34.385	77.221	264.185	
item	20007630	m20_00	-18.138	77.21	247.154	
item	20007640	m20_00	-75.328	68.285	240.684	
item	20007650	m20_00	-73.99	68.285	254.58	
item	20007660	m20_00	-62.599	69.12	247.665	
item	20007670	m20_00	-59.341	68.264	235.107	
item	20007680	m20_00	1.737	69.858	246.396	
item	20007690	m20_00	-52.288	87.38	250.931	
item	20007700	m20_00	-70.46	91.835	248.583	
item	20007710	m20_00	-111.89	93.054	279.238	
item	580600	m20_00	-33.129	77.22	262.695	
item	20007730	m20_00	0.544	82.681	228.948	
item	20007740	m20_00	-100.774	110.72	278.859	
item	20007750	m20_00	-100.774	110.72	278.859	
item	20007760	m20_00	-100.774	110.72	278.859	
item	20007770	m20_00	-100.774	110.72	278.859	
item	20007780	m20_00	-100.774	110.72	278.859	
item	20007790	m20_00	-100.774	110.72	278.859	
item	20007800	m20_00	25.627	139.183	271.733	
item	20007810	m20_00	-44.264	118	327.699	
item	20007820	m20_00	-141.762	167.939	305.113	
item	20007830	m20_00	-33.65	194.292	401	
item	20017000	m20_01	-180.353	-15.042	22.132	
item	20017010	m20_01	-169.468	6.192	-4.742	
item	20017020	m20_01	-122.805	21.582	-63.172	
item	20017030	m20_01	-90.933	17.601	-109.46	
item	20017040	m20_01	-157.163	43.08	-67.256	
item	20017050	m20_01	-142.069	21.582	-93.056	
item	20017060	m20_01	-142.067	21.582	-94.051	
item	20017070	m20_01	-142.081	21.582	-94.725	
item	20017080	m20_01	-142.097	21.582	-95.596	
item	20017090	m20_01	-142.113	21.582	-96.401	
item	20017100	m20_01	-158.971	29.333	-137.662	
item	20017110	m20_01	-173.253	28.641	-124.427	
item	20017120	m20_01	-191.147	29.591	-142.896	
item	20017130	m20_01	-206.181	34.724	-174.471	
item	20017140	m20_01	-191.069	28.684	-184.407	
item	20017150	m20_01	-145.136	29.634	-175.086	
item	20017160	m20_01	-147.484	28.557	-176.344	
item	20017170	m20_01	-154.669	20.084	-167.627	
item	20017180	m20_01	-133.775	20.082	-148.234	
item	20017190	m20_01	-162.687	24.737	-148.413	
item	20017200	m20_01	-193.918	20.66	-142.584	
item	20017210	m20_01	-147.7	35.388	-188.105	
item	20017220	m20_01	-139.848	32.883	-159.737	
item	20017230	m20_01	-142.101	37.445	-129.463	
item	20017240	m20_01	-192.924	40.065	-135.116	
item	20017250	m20_01	-192.924	40.065	-135.116	
item	20017260	m20_01	-192.924	40.065	-135.116	
item	20017270	m20_01	-192.924	40.065	-135.116	
item	20017280	m20_01	-192.924	40.065	-135.116	
item	20017290	m20_01	-192.924	40.065	-135.116	
item	20017300	m20_01	-200.354	40.065	-127.949	
item	20017310	m20_01	-235.022	42.473	-104.525	
item	20017320	m20_01	-238.488	52.243	-118.4	
item	20017330	m20_01	-251.539	56.484	-95.899	
item	20017340	m20_01	-269.481	64.222	-92.568	
item	20017350	m20_01	-294.704	65.067	-80.249	
item	20017360	m20_01	-296.638	83.727	-91.609	
item	20017370	m20_01	-274.616	79.06	-79.927	
item	20017380	m20_01	-313.602	91.182	-93.646	
item	20017390	m20_01	-337.13	92.095	-72.916	
item	20017400	m20_01	-357.093	94.141	-80.564	
item	20017410	m20_01	-359.431	83.79	-54.738	
item	20017420	m20_01	-322.162	94.466	-65.2	
item	20017430	m20_01	-317.742	94.495	-72.554	
item	20017440	m20_01	-321.648	94.543	-72.019	
item	20017450	m20_01	-328.73	108.025	-87.998	
item	20017460	m20_01	-329.097	121.025	-76.085	
item	20017470	m20_01	-360.509	111.659	-39.796	
item	20017480	m20_01	-303.251	114.842	-51.189	
item	20017490	m20_01	-310.884	117.568	-76.277	
item	20017500	m20_01	-299.713	105.043	-83.476	
item	20017510	m20_01	-284.177	81.034	-22.199	
item	20017520	m20_01	-244.012	71.564	-23.689	
item	20017530	m20_01	-337.401	148.621	-217.318	
item	20017540	m20_01	-337.401	148.621	-217.318	
item	20017550	m20_01	-317.172	170.115	-312.601	
item	20017560	m20_01	-213.871	29.55	-121.039	
item	20017570	m20_01	-213.871	29.55	-121.039	
item	20017580	m20_01	-213.871	29.55	-121.039	
item	20017590	m20_01	-213.871	29.55	-121.039	
item	20017600	m20_01	-213.871	29.53	-121.039	
item	20017610	m20_01	-210.277	32.069	-136.416	
item	20017620	m20_01	-213.543	15.169	-175.405	
item	20017630	m20_01	-207.205	4.41	-158.271	
item	20017640	m20_01	-216.38	-0.692	-199.855	
item	20017650	m20_01	-212.061	-19.954	-193.024	
item	20017660	m20_01	-182.193	-28.004	-201.37	
item	21007000	m21_00	2.424	163.012	181.292	
item	21007010	m21_00	19.766	167.032	188.512	
item	21007020	m21_00	30.426	166.956	163.776	
item	21007030	m21_00	2.818	174.012	219.997	
item	21007040	m21_00	35.745	179.659	204.129	
item	21007050	m21_00	58.031	180.415	210.122	
item	21007060	m21_00	71.192	171.039	220.374	
item	21007070	m21_00	54.29	164.515	177.127	
item	21007080	m21_00	33.643	165.015	152.479	
item	21007090	m21_00	21.681	164.515	201.891	
item	21007100	m21_00	30.113	164.515	220.072	
item	21007110	m21_00	93.737	180.462	226.01	
item	21007120	m21_00	126.328	181.662	171.984	
item	21007130	m21_00	117.529	159.15	119.046	
item	21007140	m21_00	183.567	180.464	124.963	
item	21007160	m21_00	142.948	165.961	183.978	
item	21007170	m21_00	140.982	182.97	174.178	
item	21007180	m21_00	151.67	182.973	181.921	
item	21007190	m21_00	173.026	180.52	147.108	
item	21007200	m21_00	156.569	180.484	147.357	
item	21007210	m21_00	154.249	182.851	194.465	
item	21007220	m21_00	154.249	182.851	194.465	
item	21007230	m21_00	154.249	182.851	194.465	
item	21007240	m21_00	154.249	182.851	194.465	
item	21007250	m21_00	154.249	182.851	194.465	
item	21007260	m21_00	154.249	182.851	194.465	
item	21007270	m21_00	154.249	182.851	194.465	
item	21007280	m21_00	154.249	182.851	194.465	
item	21007290	m21_00	154.249	182.851	194.465	
item	21007300	m21_00	361.992	45.203	240.695	
item	21007310	m21_00	347.568	44.531	195.802	
item	21007320	m21_00	334.593	43.094	139.737	
item	21007330	m21_00	326.494	44.082	256.643	
item	21007340	m21_00	287.807	51.608	264.217	
item	21007350	m21_00	275.079	48.011	244.091	
item	21007360	m21_00	262.224	53.803	202.019	
item	21007370	m21_00	270.262	42.015	177.278	
item	21007380	m21_00	243.687	42.015	170.28	
item	21007390	m21_00	223.488	42.015	204.895	
item	21007400	m21_00	242.838	41.61	210.169	
item	21007410	m21_00	232.661	45.485	124.736	
item	21007420	m21_00	377.61	45.06	220.975	
item	21007430	m21_00	232.13	45.464	133.511	
item	21007440	m21_00	232.13	45.464	133.511	
item	21007450	m21_00	232.13	45.464	133.511	
item	21007460	m21_00	232.13	45.464	133.511	
item	21007470	m21_00	232.13	45.464	133.511	
item	21007480	m21_00	232.13	45.464	133.511	
item	21007490	m21_00	232.13	45.464	133.511	
item	21007500	m21_00	232.13	45.464	133.511	
item	21007510	m21_00	232.13	45.464	133.511	
item	21007520	m21_00	232.13	45.464	133.511	
item	21007530	m21_00	232.13	45.464	133.511	
item	21007540	m21_00	232.13	45.464	133.511	
item	21007550	m21_00	261.311	28.189	120.605	
item	21007560	m21_00	255.732	27.987	165.876	
item	21007570	m21_00	355.393	27.381	131.334	
item	21007580	m21_00	327.645	27.378	126.297	
item	21007590	m21_00	328.137	27.519	158.537	
item	21007600	m21_00	366.967	31.971	225.553	
item	21007610	m21_00	338.168	32.015	238.791	
item	21007620	m21_00	331.348	32.015	251.554	
item	21007630	m21_00	304.623	31.715	218.882	
item	21007640	m21_00	283.407	30.515	164.475	
item	21007650	m21_00	236.582	31.546	209.459	
item	68800	m21_00	300.648	39.439	274.776	
item	21007670	m21_00	317.212	31.616	212.031	
item	21007680	m21_00	322.809	31.766	227.645	
item	21007690	m21_00	298.3	31.516	271.235	
item	21007700	m21_00	298.3	31.516	271.235	
item	21007710	m21_00	298.3	31.516	271.235	
item	21007720	m21_00	298.3	31.516	271.235	
item	21007730	m21_00	298.3	31.516	271.235	
item	21007740	m21_00	298.3	31.516	271.235	
item	21007750	m21_00	298.3	31.516	271.235	
item	21007760	m21_00	298.3	31.516	271.235	
item	21007770	m21_00	298.3	31.516	271.235	
item	21007780	m21_00	298.3	31.516	271.235	
item	21007790	m21_00	298.3	31.516	271.235	
item	21007800	m21_00	374.931	-233.439	400.542	
item	21007810	m21_00	375.603	-239.549	403.112	
item	21007820	m21_00	368.125	-233.49	382.962	
item	21007830	m21_00	368.125	-233.49	382.962	
item	21007840	m21_00	368.125	-233.49	382.962	
item	21007850	m21_00	368.125	-233.49	382.962	
item	21007860	m21_00	368.125	-233.49	382.962	
item	21007870	m21_00	368.125	-233.49	382.962	
item	21007880	m21_00	368.125	-233.49	382.962	
item	21007890	m21_00	368.125	-233.49	382.962	
item	21017000	m21_01	210.195	268.015	264.889	
item	21017010	m21_01	172.259	268.015	282.055	
item	21017020	m21_01	207.296	280.095	272.309	
item	21017030	m21_01	220.189	265.975	278.832	
item	21017040	m21_01	234.283	271.015	293.873	
item	21017050	m21_01	225.981	268.015	315.887	
item	21017060	m21_01	180.972	271.015	289.421	
item	21017070	m21_01	194.962	278.104	317.923	
item	21017080	m21_01	229.298	278.118	326.773	
item	21017090	m21_01	218.15	275.02	266.5	
item	21017100	m21_01	235.465	266.015	265.106	
item	21017110	m21_01	184.536	288.1	306.59	
item	21017120	m21_01	200.184	290.752	304.921	
item	21017130	m21_01	244.922	288.1	289.976	
item	21017140	m21_01	227.05	290.015	283.822	
item	21017150	m21_01	233.762	288.1	257.932	
item	21017160	m21_01	202.025	290.095	249.327	
item	21017170	m21_01	190.632	290.101	258.717	
item	21017180	m21_01	174.333	298.765	280.651	
item	580600	m21_01	162.206	298.794	268.031	
item	21017200	m21_01	174.354	298.095	275.347	
item	21017210	m21_01	197.456	290.096	249.984	
item	21017220	m21_01	197.456	290.096	249.984	
item	21017230	m21_01	197.456	290.096	249.984	
item	21017240	m21_01	197.456	290.096	249.984	
item	21017250	m21_01	197.456	290.096	249.984	
item	21017260	m21_01	197.456	290.096	249.984	
item	21017270	m21_01	197.456	290.096	249.984	
item	21017280	m21_01	197.456	290.096	249.984	
item	21017290	m21_01	197.456	290.096	249.984	
item	21017300	m21_01	150.372	298.041	284.537	
item	21017310	m21_01	189.986	303.336	219.096	
item	21017320	m21_01	226.114	298.088	238.19	
item	21017330	m21_01	204.106	298.095	238.281	
item	21017340	m21_01	220.472	298.858	256.138	
item	21017350	m21_01	256.832	307.978	271.233	
item	21017360	m21_01	261.851	308.105	281.992	
item	21017370	m21_01	261.758	308.015	281.018	
item	21017380	m21_01	261.758	308.015	281.018	
item	21017390	m21_01	261.758	308.015	281.018	
item	21017400	m21_01	205.635	308.095	245.579	
item	21017410	m21_01	244.61	308.095	271.68	
item	21017420	m21_01	240.174	308.095	308.625	
item	21017430	m21_01	193.406	316.699	324.001	
item	21017440	m21_01	173.48	318.096	295.937	
item	21017450	m21_01	192.198	328.09	319.467	
item	21017460	m21_01	238.256	328.584	316.955	
item	21017470	m21_01	245.274	318.065	302.181	
item	21017480	m21_01	236.681	318.099	293.966	
item	21017490	m21_01	184.619	338.095	303.341	
item	21017500	m21_01	123.68	338.015	335.021	
item	21017510	m21_01	164.571	315.015	267.025	
item	21017520	m21_01	122.683	338.015	331.029	
item	21017530	m21_01	122.683	338.015	331.029	
item	21017540	m21_01	122.683	338.015	331.029	
item	21017550	m21_01	122.683	338.015	331.029	
item	21017560	m21_01	122.683	338.015	331.029	
item	21017570	m21_01	122.683	338.015	331.029	
item	21017580	m21_01	122.683	338.015	331.029	
item	21017590	m21_01	122.683	338.015	331.029	
item	21017600	m21_01	245.294	278.115	269.326	
item	21017610	m21_01	171.339	278.115	256.468	
item	21017620	m21_01	173.127	278.115	282.205	
item	21017630	m21_01	208.711	328.1	244.458	
item	21017640	m21_01	238.017	328.1	280.783	
item	21017650	m21_01	248.039	328.1	293.871	
item	21017660	m21_01	246.177	328.058	258.089	
item	21017670	m21_01	233.61	332.97	244.83	
item	21017680	m21_01	207.33	338.096	245.32	
item	21017690	m21_01	207.33	338.096	245.32	
item	21017700	m21_01	207.33	338.096	245.32	
item	21017710	m21_01	207.33	338.096	245.32	
item	21017720	m21_01	207.33	338.096	245.32	
item	21017730	m21_01	207.33	338.096	245.32	
item	21017740	m21_01	207.33	338.096	245.32	
item	21017750	m21_01	180.921	368.01	289.029	
item	21017760	m21_01	193.696	378.015	256.114	
item	21017770	m21_01	205.638	368.01	304.511	
item	21017780	m21_01	236.893	370.805	269.644	
item	21017790	m21_01	238.229	348.096	291.413	
item	21017800	m21_01	236.61	382.998	323.311	
item	22007000	m22_00	-246.016	216.002	-27.704	
item	68840	m22_00	-173.6	-298.522	83.34	
item	22007100	m22_00	-392.568	307.722	-69.816	
item	22007150	m22_00	-242.111	178.162	21.625	
item	22007160	m22_00	-228.146	173.136	1.089	
item	22007140	m22_00	-253.278	187.297	191.769	
item	22007190	m22_00	-226.32	187.12	179.884	
item	22007210	m22_00	-188.279	157.139	293.714	
item	22007230	m22_00	-135.507	189.67	313.552	
item	580600	m22_00	-244.858	215.722	-24.086	
item	22007110	m22_00	-378.634	283.849	-43.66	
item	22007120	m22_00	-358.161	225.634	-19.36	
item	22007130	m22_00	-291.646	228.831	-80.392	
item	22007170	m22_00	-260.919	205.251	8.57	
item	22007200	m22_00	-166.333	174.064	228.951	
item	22007220	m22_00	-147.27	175.265	321.215	
item	22007240	m22_00	-264.58	180.698	23.645	
item	28007000	m28_00	-14.619	-0.003	0.543	
item	28007010	m28_00	20.496	2.985	-22.422	
item	28007020	m28_00	41.484	10.225	-24.848	
item	28007030	m28_00	48.417	2.977	-105.509	
item	28007040	m28_00	79.835	10.893	-91.162	
item	28007050	m28_00	42.259	11.013	-94.75	
item	68880	m28_00	25.894	20.074	-28.141	
item	28007070	m28_00	-61.201	18.617	-28.275	
item	28007080	m28_00	-69.599	11.136	-26.69	
item	28007090	m28_00	-91.313	3.278	-30.416	
item	28007100	m28_00	-84.98245	20.42887	-64.86217	
item	28007110	m28_00	-20.323	13.829	-36.727	
item	39207000	m39_20	20.93	313.134	-1320.515	
item	39207000	m39_20	179.413	116.962	-1323.459	
item	39207010	m39_20	172.032	143.838	-1353.139	
item	39207020	m39_20	156.503	234.97	-1327.585	
item	39207030	m39_20	85.347	280.521	-1269.648	
item	39207040	m39_20	49.449	320.681	-1223.315	
item	39207050	m39_20	124.122	108.752	-1342.139	
item	39207060	m39_20	82.955	272.025	-1260.759	
item	39207070	m39_20	13.594	302.587	-1236.151	
item	39207080	m39_20	20.93	313.134	-1320.515	
item	39207090	m39_20	84.598	239.219	-1329.01	
item	39207100	m39_20	149.639	232.319	-1363.328	
item	39207110	m39_20	35.339	284.526	-1214.126	
item	39207120	m39_20	1.63	312.804	-1341.992	
item	39207130	m39_20	-1.166	312.981	-1318.315	
item	39207140	m39_20	41.156	320.459	-1228.844	
item	39207150	m39_20	174.598	116.574	-1322.563	
item	39207160	m39_20	130.185	232.151	-1356.098	
item	41027010	m41_02	200.391	56.283	-8.336	
item	41027100	m41_02	163.454	41.029	-30.374	
item	41027110	m41_02	235.02	43.88	4.19	
item	41027120	m41_02	213.978	46.197	-11.064	
item	41027130	m41_02	203.364	45.986	-17.499	
item	41027200	m41_02	128.628	35.608	-39.991	
item	41027210	m41_02	98.75	23.733	48.212	
item	41027300	m41_02	106.92	20.89	47.69	
item	66940	m41_02	122.81	26.71	69.49	
item	41027000	m41_02	163.972	61.311	-70.175	
item	41027320	m41_02	121.851	20.019	43.617	
item	41027050	m41_02	153.71	63.05	-65	
item	41027060	m41_02	149.102	46.724	16.516	
item	41027070	m41_02	70.932	32.005	15.807	
item	41027150	m41_02	178.289	35.91	-15.42	
item	41027160	m41_02	184.666	47.215	27.635	
item	1034457100	m60_34_45	-55.684	238.433	64.296	
item	1034457010	m60_34_45	-56.226	237.924	57.812	
item	1034457020	m60_34_45	-50.029	237.839	57.848	
item	1035467100	m60_35_46	11.643	312.602	121.012	
item	1035467020	m60_35_46	28.367	260.61	-107.507	
item	1035507300	m60_35_50	63.877	397.951	-18.748	
item	66110	m60_35_50	6.005	392.233	24.784	
item	1035507000	m60_35_50	48.838	349.214	-69.678	
item	1035507010	m60_35_50	10.637	316.186	-45.535	
item	1035507020	m60_35_50	-35.431	328.249	-120.681	
item	1035507030	m60_35_50	-73.381	344.562	-71.968	
item	67460	m60_35_50	68.455	320.76	-146.402	
item	1035507050	m60_35_50	1.232	328.265	-129.073	
item	1035507060	m60_35_50	88.368	332.758	-104	
item	1035507070	m60_35_50	-48.129	390.27	36.825	
item	1035507080	m60_35_50	105.233	407.766	55.469	
item	1035507090	m60_35_50	-24.468	342.299	0.319	
item	1035507100	m60_35_50	86.596	322.515	-86.038	
item	1035507110	m60_35_50	-93.295	357.518	-29.364	
item	1035507120	m60_35_50	-25.496	318.782	-86.642	
item	1035507130	m60_35_50	10.265	316.186	-79.069	
item	1035507140	m60_35_50	-97.052	351.18	-19.538	
item	1035507150	m60_35_50	88.163	334.05	-153.583	
item	1035507150	m60_35_50	88.163	334.05	-153.583	
item	1035507160	m60_35_50	34.32	365.925	15.599	
item	1035507170	m60_35_50	28.632	430.004	71.622	
item	1035507180	m60_35_50	-69.062	373.08	-31.935	
item	1035507190	m60_35_50	-23.975	323.38	-43.219	
item	1035507200	m60_35_50	62.006	322.111	-36.232	
item	1035507220	m60_35_50	77.798	410.324	30.546	
item	1035507230	m60_35_50	18.139	424.118	65.759	
item	1035507240	m60_35_50	134.771	397.369	22.648	
item	1035507250	m60_35_50	73.122	336.787	-110.365	
item	1035507260	m60_35_50	26.193	316.522	-122.364	
item	1035507270	m60_35_50	-21.918	325.178	-24.987	
item	1035507280	m60_35_50	46.244	316.706	-80.596	
item	1035507900	m60_35_50	38.123	317.76	-43.407	
item	1036447300	m60_36_44	17.238	237.574	13.998	
item	1036447000	m60_36_44	91.889	238.378	48.961	
item	1036447010	m60_36_44	121.761	244.63	12.054	
item	1036447040	m60_36_44	-61.261	237.364	39.48	
item	1036447050	m60_36_44	-68.4	251.123	48.848	
item	1036447060	m60_36_44	-101.671	258.195	116.197	
item	67400	m60_36_44	124.1	249.301	33.226	
item	1036497000	m60_36_49	12.099	322.013	-64.743	
item	62032	m60_36_54	-68.19	941.883	-99.267	
item	1036547400	m60_36_54	-116.951	1009.357	40.418	
item	1036547040	m60_36_54	112.781	1059.727	-74.43	
item	1036547010	m60_36_54	-71.273	1008.466	16.387	
item	1036547000	m60_36_54	7.002	1029.343	-18.652	
item	1036547030	m60_36_54	-72.889	994.263	-67.566	
item	1036547050	m60_36_54	17.348	792.549	-120.612	
item	1036547020	m60_36_54	-16.962	1010.926	-18.731	
item	1037497100	m60_37_49	76.692	493.998	-25.999	
item	1037497030	m60_37_49	72.992	494.666	-24.451	
item	1037497000	m60_37_49	-20.185	342.639	106.359	
item	1037497010	m60_37_49	-105.476	327.893	74.967	
item	1037497020	m60_37_49	-32.217	328.113	-29.093	
item	1037497200	m60_37_49	29.641	343.148	42.823	
item	1037507100	m60_37_50	56.325	237.932	52.679	
item	1037507000	m60_37_50	103.251	237.648	102.819	
item	1037537400	m60_37_53	28.201	792.806	-10.444	
item	1037537010	m60_37_53	59.826	914.394	10.63	
item	1037537020	m60_37_53	25.974	792.513	67.633	
item	1037537000	m60_37_53	95.01	897.697	57.361	
item	1038517400	m60_38_51	7.427	755.956	76.151	
item	1038517000	m60_38_51	-102.014	710.438	-54.031	
item	1038517010	m60_38_51	78.924	753.38	-101.877	
item	1038517020	m60_38_51	13.221	763.689	-114.031	
item	1038517040	m60_38_51	-80.58	767.289	46.612	
item	1038517050	m60_38_51	-23.122	770.769	-9.077	
item	1038517060	m60_38_51	116.156	729.997	1.55	
item	1038517070	m60_38_51	-36.332	789.041	9.42	
item	1038517080	m60_38_51	-34.827	789.156	22.13	
item	1039397000	m60_39_39	-27.444	320.14	95.281	
item	1039507000	m60_39_50	-90.694	724.82	53.232	
item	1039507010	m60_39_50	-4.737	755.184	41.803	
item	1039507020	m60_39_50	41.008	763.194	76.791	
item	1039517400	m60_39_51	90.592	770.091	82.903	
