# AUTO-GENERATED by tools/datamine_lot_gates.py -- DO NOT EDIT.
# check_flag co-occurs with a test of gate_flag in one EMEVD event.
# `context` is the construct the test sits in (EndIf / WaitFor / SkipIf / ...).
# POLARITY IS NOT ENCODED: EndIf(EventFlag(X)) means the body needs X CLEAR, the
#   OPPOSITE of the naive reading. Assign the sense per context during triage.
# CANDIDATE PAIRS, not conclusions -- co-occurrence is evidence, not proof. A
#   false gate is an unwinnable seed; a false non-gate is the bug this finds.
# gate_map = the map emevd(s) that SET gate_flag, `|`-joined when several do.
#   Empty = no MAP sets it (common-event only, or nothing found). This is the
#   region handle for gate flags whose NUMBER carries no map encoding -- the
#   NPC/questline state flags the numeric decode was blind to.
check_flag	gate_flag	context	event_id	source	evidence	gate_map
31007030	31008521	!if/DisableAssetTreasure	31002875	m31_00_00_00.emevd.dcx.js	EnableAsset(31001521); if (!EventFlag(31008521)) {	
31007030	31008523	!if/DisableAssetTreasure	31002875	m31_00_00_00.emevd.dcx.js	1); EnableAsset(31001523); if (!EventFlag(31008523)) {	
35007000	300	if/DisableAssetTreasure	35002600	m35_00_00_00.emevd.dcx.js	35002600, Restart, function() { if (EventFlag(300)) {	
35007000	300	if/EnableAssetTreasure	35002600	m35_00_00_00.emevd.dcx.js	35002600, Restart, function() { if (EventFlag(300)) {	
35007000	35008540	!if/DisableAssetTreasure	35002600	m35_00_00_00.emevd.dcx.js	If(!PlayerIsInOwnWorld()); if (!EventFlag(35008540)) {	m35_00_00_00
35007000	35008540	!if/EnableAssetTreasure	35002600	m35_00_00_00.emevd.dcx.js	If(!PlayerIsInOwnWorld()); if (!EventFlag(35008540)) {	m35_00_00_00
39207500	7606	commonarg/WaitFor	90005774	m39_20_00_00.emevd.dcx.js	$InitializeCommonEvent(90005774) arg0	
1035437100	1035432220	commonarg/WaitFor	90005390	m60_35_43_00.emevd.dcx.js	$InitializeCommonEvent(90005390) arg1	
1035467700	7607	commonarg/WaitFor	90005774	m60_35_46_00.emevd.dcx.js	$InitializeCommonEvent(90005774) arg0	
1037497300	1037492181	commonarg/WaitFor	90005792	m60_37_49_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1038547700	1038542410	commonarg/WaitFor	90005792	m60_38_54_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1039537700	7603	commonarg/WaitFor	90005774	m60_39_53_00.emevd.dcx.js	$InitializeCommonEvent(90005774) arg0	
1042377700	1043379262	commonarg/WaitFor	90005774	m60_43_37_00.emevd.dcx.js	$InitializeCommonEvent(90005774) arg0	m60_43_37_00
1042397500	7602	commonarg/WaitFor	90005774	m60_42_39_00.emevd.dcx.js	$InitializeCommonEvent(90005774) arg0	
1042397700	1042392181	commonarg/WaitFor	90005792	m60_42_39_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1043537100	1042532350	commonarg/WaitFor	90005390	m60_42_53_00.emevd.dcx.js	$InitializeCommonEvent(90005390) arg1	
1044357100	1035432270	commonarg/WaitFor	90005390	m60_44_35_00.emevd.dcx.js	$InitializeCommonEvent(90005390) arg1	
1046407700	1046402181	commonarg/WaitFor	90005792	m60_46_40_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1047567700	1047562181	commonarg/WaitFor	90005792	m60_47_56_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1048387500	1048382181	commonarg/WaitFor	90005792	m60_48_38_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1048567800	1048562181	commonarg/WaitFor	90005792	m60_48_56_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
1048577810	1048570310	WaitForEventFlag/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	WaitForEventFlag(ON, TargetEventFlagType.EventFlag, 1048570310)	m60_48_57_00
1048577810	1048570310	WaitForEventFlag/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	WaitForEventFlag(ON, TargetEventFlagType.EventFlag, 1048570310)	m60_48_57_00
1048577810	1048570350	EndIf/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	EndIf(EventFlag(1048572309)); EndIf(EventFlag(1048570350)); Wai	m60_48_57_00
1048577810	1048570350	EndIf/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	EndIf(EventFlag(1048572309)); EndIf(EventFlag(1048570350)); Wai	m60_48_57_00
1048577810	1048572306	!if/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	; if (!EventFlag(1048572306)) {	m60_48_57_00
1048577810	1048572306	!if/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	; if (!EventFlag(1048572306)) {	m60_48_57_00
1048577810	1048572308	GotoIf/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	DisableNetworkSync(); GotoIf(L5, EventFlag(1048572308)); Got	m60_48_57_00
1048577810	1048572308	GotoIf/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	DisableNetworkSync(); GotoIf(L5, EventFlag(1048572308)); Got	m60_48_57_00
1048577810	1048572309	EndIf/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	EndIf(!PlayerIsInOwnWorld()); EndIf(EventFlag(1048572309)); End	m60_48_57_00
1048577810	1048572309	EndIf/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	s(1); RestartEvent(); L5: EndIf(EventFlag(1048572309)); Dea	m60_48_57_00
1048577810	1048572309	EndIf/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	EndIf(!PlayerIsInOwnWorld()); EndIf(EventFlag(1048572309)); End	m60_48_57_00
1048577810	1048572309	EndIf/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	s(1); RestartEvent(); L5: EndIf(EventFlag(1048572309)); Dea	m60_48_57_00
1048577810	1048572309	GotoIf/DisableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	EventFlag(1048572308)); GotoIf(L6, EventFlag(1048572309)); Dea	m60_48_57_00
1048577810	1048572309	GotoIf/EnableAssetTreasure	1048572300	m60_48_57_00.emevd.dcx.js	EventFlag(1048572308)); GotoIf(L6, EventFlag(1048572309)); Dea	m60_48_57_00
1050567700	7604	commonarg/WaitFor	90005774	m60_50_56_00.emevd.dcx.js	$InitializeCommonEvent(90005774) arg0	
1051537500	1051532181	commonarg/WaitFor	90005792	m60_51_53_00.emevd.dcx.js	$InitializeCommonEvent(90005792) arg1	
