# AUTO-GENERATED by tools/datamine_esd_flags.py -- DO NOT EDIT, re-emit.
# Every event flag an NPC talk ESD SETS = the NPC-STATE flag vocabulary.
# JOIN KEY, NOT A VERDICT. The chain is: ESD sets -> EMEVD tests -> treasure
# enabled/disabled. Join gate_flag in lot_gates.tsv against this to tell an
# NPC-STATE gate from a world/progression gate.
# MEASURED THIS RUN (recomputed on every emit; the tool hard-fails if the
# disjointness breaks or the positive control goes empty):
#   esd flags 2408 | msb_flag_region 0/2803 | corpse 0/1824 | flag_lots 3/4558
#   POSITIVE CONTROL: 13/53 lot_gates gate_flags are ESD-set
# how: literal | arg (call-graph resolved) | argsum (const+param step ladder)
#      | conditional (SetEventFlagIf)
flag	sense	talk_id	map_id	how
12052701	on	209101205	m12_05_00_00	literal
12052702	on	209101205	m12_05_00_00	literal
12052703	on	209101205	m12_05_00_00	literal
12052704	on	209101205	m12_05_00_00	literal
12052705	on	209101205	m12_05_00_00	literal
12052720	on	801291205	m12_05_00_00	arg
12052725	on	801291205	m12_05_00_00	arg
12059055	on	335006000	m60_00_00_00	arg
12059100	on	801291205	m12_05_00_00	arg
12059105	on	801291205	m12_05_00_00	arg
12059155	on	301011205	m12_05_00_00	literal
12059165	on	301101205	m12_05_00_00	literal
12059166	on	301101205	m12_05_00_00	literal
12059205	on	209101205	m12_05_00_00	literal
12059255	on	418001205	m12_05_00_00	arg
12059255	on	418006100	m61_00_00_00	arg
12059256	on	418001205	m12_05_00_00	arg
12059256	on	418006100	m61_00_00_00	arg
12059262	on	418001205	m12_05_00_00	arg
12059262	on	418006100	m61_00_00_00	arg
12079006	on	218001202	m12_02_00_00	literal
12079006	on	218001207	m12_07_00_00	literal
12079008	on	218001202	m12_02_00_00	literal
12079008	on	218001207	m12_07_00_00	literal
13002715	on	220001300	m13_00_00_00	arg
13002715	on	220003207	m32_07_00_00	arg
13002715	on	220006000	m60_00_00_00	arg
13002715	on	220026000	m60_00_00_00	arg
13009205	on	202101300	m13_00_00_00	literal
13009205	on	202111300	m13_00_00_00	literal
13009255	on	220001300	m13_00_00_00	literal
13009255	on	220003207	m32_07_00_00	literal
13009255	on	220006000	m60_00_00_00	literal
13009255	on	220016000	m60_00_00_00	literal
13009255	on	220026000	m60_00_00_00	literal
13009256	on	220001300	m13_00_00_00	literal
13009256	on	220003207	m32_07_00_00	literal
13009256	on	220006000	m60_00_00_00	literal
13009256	on	220016000	m60_00_00_00	literal
13009256	on	220026000	m60_00_00_00	literal
13009257	on	220001300	m13_00_00_00	literal
13009257	on	220003207	m32_07_00_00	literal
13009257	on	220006000	m60_00_00_00	literal
13009257	on	220016000	m60_00_00_00	literal
13009257	on	220026000	m60_00_00_00	literal
13009258	on	220001300	m13_00_00_00	literal
13009258	on	220003207	m32_07_00_00	literal
13009258	on	220006000	m60_00_00_00	literal
13009258	on	220016000	m60_00_00_00	literal
13009258	on	220026000	m60_00_00_00	literal
13009260	on	220001300	m13_00_00_00	literal
13009260	on	220003207	m32_07_00_00	literal
13009260	on	220006000	m60_00_00_00	literal
13009260	on	220016000	m60_00_00_00	literal
13009260	on	220026000	m60_00_00_00	literal
13009261	on	220001300	m13_00_00_00	arg
13009261	on	220003207	m32_07_00_00	arg
13009261	on	220006000	m60_00_00_00	arg
13009261	on	220026000	m60_00_00_00	arg
14002700	on	200001400	m14_00_00_00	arg
14002701	on	200001400	m14_00_00_00	arg
14002702	off	200001400	m14_00_00_00	literal
14002702	on	200001400	m14_00_00_00	literal
14002703	off	200001400	m14_00_00_00	literal
14002703	on	200001400	m14_00_00_00	literal
14002704	on	200001400	m14_00_00_00	literal
14002707	off	200101400	m14_00_00_00	literal
14002707	off	200111400	m14_00_00_00	literal
14002711	on	316206000	m60_00_00_00	arg
14002711	on	316211400	m14_00_00_00	arg
14002712	on	316206000	m60_00_00_00	arg
14002712	on	316211400	m14_00_00_00	arg
14002720	off	200101400	m14_00_00_00	literal
14002720	off	200111400	m14_00_00_00	literal
14002722	off	200101400	m14_00_00_00	literal
14002722	off	200111400	m14_00_00_00	literal
14002731	on	312001400	m14_00_00_00	arg
14002731	on	312006000	m60_00_00_00	arg
14002732	on	312001400	m14_00_00_00	arg
14002732	on	312006000	m60_00_00_00	arg
14009205	on	200001400	m14_00_00_00	literal
14009206	on	200001400	m14_00_00_00	literal
14009207	on	200001400	m14_00_00_00	literal
14009210	on	200001400	m14_00_00_00	literal
14009255	on	316206000	m60_00_00_00	literal
14009255	on	316211400	m14_00_00_00	literal
14009256	off	316206000	m60_00_00_00	literal
14009256	off	316211400	m14_00_00_00	literal
14009257	off	316206000	m60_00_00_00	literal
14009257	off	316211400	m14_00_00_00	literal
14009258	off	316206000	m60_00_00_00	literal
14009258	off	316211400	m14_00_00_00	literal
14009258	on	316206000	m60_00_00_00	literal
14009258	on	316211400	m14_00_00_00	literal
14009259	off	316206000	m60_00_00_00	literal
14009259	off	316211400	m14_00_00_00	literal
14009259	on	316206000	m60_00_00_00	literal
14009259	on	316211400	m14_00_00_00	literal
14009262	on	316206000	m60_00_00_00	literal
14009262	on	316211400	m14_00_00_00	literal
14009263	on	316206000	m60_00_00_00	literal
14009263	on	316211400	m14_00_00_00	literal
14009264	on	316206000	m60_00_00_00	literal
14009264	on	316211400	m14_00_00_00	literal
14009265	on	316206000	m60_00_00_00	literal
14009265	on	316211400	m14_00_00_00	literal
14009266	on	316206000	m60_00_00_00	literal
14009266	on	316211400	m14_00_00_00	literal
14009355	on	312001400	m14_00_00_00	literal
14009355	on	312006000	m60_00_00_00	literal
14009355	on	312026000	m60_00_00_00	literal
14009356	on	312001400	m14_00_00_00	literal
14009356	on	312006000	m60_00_00_00	literal
14009356	on	312026000	m60_00_00_00	literal
15002700	on	203101500	m15_00_00_00	literal
15002701	on	203101500	m15_00_00_00	literal
15009205	on	348001500	m15_00_00_00	literal
15009205	on	348006000	m60_00_00_00	literal
15009206	on	348001500	m15_00_00_00	literal
15009206	on	348006000	m60_00_00_00	literal
15009207	on	348001500	m15_00_00_00	literal
15009207	on	348006000	m60_00_00_00	literal
15009210	on	348001500	m15_00_00_00	literal
15009210	on	348006000	m60_00_00_00	literal
15009211	on	348001500	m15_00_00_00	literal
15009211	on	348006000	m60_00_00_00	literal
16002702	on	300001600	m16_00_00_00	literal
16002703	on	300001600	m16_00_00_00	literal
16002710	on	313001600	m16_00_00_00	literal
16002710	on	313006000	m60_00_00_00	literal
16002711	on	313001600	m16_00_00_00	literal
16002711	on	313006000	m60_00_00_00	literal
16002715	on	313001600	m16_00_00_00	arg
16002715	on	313006000	m60_00_00_00	arg
16002720	on	309001600	m16_00_00_00	arg
16002720	on	309001600	m16_00_00_00	literal
16002720	on	309003100	m31_00_00_00	arg
16002720	on	309003100	m31_00_00_00	literal
16002720	on	309006000	m60_00_00_00	arg
16002720	on	309006000	m60_00_00_00	literal
16002721	on	309001600	m16_00_00_00	literal
16002721	on	309003100	m31_00_00_00	literal
16002721	on	309006000	m60_00_00_00	literal
16002730	on	314001110	m11_10_00_00	literal
16002730	on	314001600	m16_00_00_00	literal
16002730	on	314006000	m60_00_00_00	literal
16002740	on	326001600	m16_00_00_00	literal
16002740	on	326006000	m60_00_00_00	literal
16002741	on	326001600	m16_00_00_00	literal
16002741	on	326006000	m60_00_00_00	literal
16002751	on	332001600	m16_00_00_00	arg
16002758	on	332001600	m16_00_00_00	arg
16009206	on	300001600	m16_00_00_00	literal
16009207	on	300001600	m16_00_00_00	literal
16009208	on	300001600	m16_00_00_00	literal
16009213	on	300001600	m16_00_00_00	literal
16009215	on	300001600	m16_00_00_00	literal
16009216	on	300001600	m16_00_00_00	literal
16009217	on	300001600	m16_00_00_00	literal
16009219	on	300001600	m16_00_00_00	arg
16009220	on	300001600	m16_00_00_00	arg
16009221	on	300001600	m16_00_00_00	arg
16009222	on	300001600	m16_00_00_00	literal
16009223	on	300001600	m16_00_00_00	arg
16009224	on	300001600	m16_00_00_00	arg
16009235	on	300001600	m16_00_00_00	literal
16009236	on	300001600	m16_00_00_00	literal
16009237	on	300001600	m16_00_00_00	literal
16009245	on	300001600	m16_00_00_00	literal
16009246	on	300001600	m16_00_00_00	literal
16009255	on	300001600	m16_00_00_00	literal
16009256	on	300001600	m16_00_00_00	literal
16009258	on	300001600	m16_00_00_00	literal
16009305	on	313001600	m16_00_00_00	literal
16009305	on	313006000	m60_00_00_00	literal
16009306	on	313001600	m16_00_00_00	literal
16009306	on	313006000	m60_00_00_00	literal
16009307	on	313001600	m16_00_00_00	literal
16009307	on	313006000	m60_00_00_00	literal
16009308	on	313001600	m16_00_00_00	literal
16009308	on	313006000	m60_00_00_00	literal
16009315	on	313001600	m16_00_00_00	literal
16009315	on	313006000	m60_00_00_00	literal
16009318	other	313001600	m16_00_00_00	rawsense-1
16009318	other	313006000	m60_00_00_00	rawsense-1
16009319	on	313001600	m16_00_00_00	literal
16009319	on	313006000	m60_00_00_00	literal
16009326	on	313001600	m16_00_00_00	arg
16009326	on	313006000	m60_00_00_00	arg
16009327	on	313001600	m16_00_00_00	literal
16009327	on	313006000	m60_00_00_00	literal
16009328	on	313001600	m16_00_00_00	arg
16009328	on	313006000	m60_00_00_00	arg
16009329	on	313001600	m16_00_00_00	literal
16009329	on	313006000	m60_00_00_00	literal
16009335	on	313001600	m16_00_00_00	literal
16009335	on	313006000	m60_00_00_00	literal
16009355	on	309001600	m16_00_00_00	literal
16009355	on	309003100	m31_00_00_00	literal
16009355	on	309006000	m60_00_00_00	literal
16009356	on	309001600	m16_00_00_00	literal
16009356	on	309003100	m31_00_00_00	literal
16009356	on	309006000	m60_00_00_00	literal
16009357	on	309001600	m16_00_00_00	literal
16009357	on	309003100	m31_00_00_00	literal
16009357	on	309006000	m60_00_00_00	literal
16009358	on	309001600	m16_00_00_00	literal
16009358	on	309003100	m31_00_00_00	literal
16009358	on	309006000	m60_00_00_00	literal
16009359	on	309001600	m16_00_00_00	literal
16009359	on	309003100	m31_00_00_00	literal
16009359	on	309006000	m60_00_00_00	literal
16009360	on	309001600	m16_00_00_00	literal
16009360	on	309003100	m31_00_00_00	literal
16009360	on	309006000	m60_00_00_00	literal
16009361	on	309001600	m16_00_00_00	literal
16009361	on	309003100	m31_00_00_00	literal
16009361	on	309006000	m60_00_00_00	literal
16009362	off	309001600	m16_00_00_00	literal
16009362	off	309003100	m31_00_00_00	literal
16009362	off	309006000	m60_00_00_00	literal
16009362	on	309001600	m16_00_00_00	literal
16009362	on	309003100	m31_00_00_00	literal
16009362	on	309006000	m60_00_00_00	literal
16009363	off	309001600	m16_00_00_00	literal
16009363	off	309003100	m31_00_00_00	literal
16009363	off	309006000	m60_00_00_00	literal
16009363	on	309001600	m16_00_00_00	literal
16009363	on	309003100	m31_00_00_00	literal
16009363	on	309006000	m60_00_00_00	literal
16009364	off	309001600	m16_00_00_00	literal
16009364	off	309003100	m31_00_00_00	literal
16009364	off	309006000	m60_00_00_00	literal
16009364	on	309001600	m16_00_00_00	literal
16009364	on	309003100	m31_00_00_00	literal
16009364	on	309006000	m60_00_00_00	literal
16009365	off	309001600	m16_00_00_00	literal
16009365	off	309003100	m31_00_00_00	literal
16009365	off	309006000	m60_00_00_00	literal
16009365	on	309001600	m16_00_00_00	literal
16009365	on	309003100	m31_00_00_00	literal
16009365	on	309006000	m60_00_00_00	literal
16009366	off	309001600	m16_00_00_00	literal
16009366	off	309003100	m31_00_00_00	literal
16009366	off	309006000	m60_00_00_00	literal
16009366	on	309001600	m16_00_00_00	literal
16009366	on	309003100	m31_00_00_00	literal
16009366	on	309006000	m60_00_00_00	literal
16009367	on	309001600	m16_00_00_00	literal
16009367	on	309003100	m31_00_00_00	literal
16009367	on	309006000	m60_00_00_00	literal
16009405	on	314001110	m11_10_00_00	literal
16009405	on	314001600	m16_00_00_00	literal
16009405	on	314006000	m60_00_00_00	literal
16009406	on	314001110	m11_10_00_00	literal
16009406	on	314001600	m16_00_00_00	literal
16009406	on	314006000	m60_00_00_00	literal
16009415	on	314001110	m11_10_00_00	literal
16009415	on	314001600	m16_00_00_00	literal
16009415	on	314006000	m60_00_00_00	literal
16009416	on	314001110	m11_10_00_00	literal
16009416	on	314001600	m16_00_00_00	literal
16009416	on	314006000	m60_00_00_00	literal
16009455	on	326001600	m16_00_00_00	literal
16009455	on	326006000	m60_00_00_00	literal
16009456	on	326001600	m16_00_00_00	literal
16009456	on	326006000	m60_00_00_00	literal
16009457	on	326001600	m16_00_00_00	literal
16009457	on	326006000	m60_00_00_00	literal
16009458	on	326001600	m16_00_00_00	literal
16009458	on	326006000	m60_00_00_00	literal
16009459	on	326001600	m16_00_00_00	literal
16009459	on	326006000	m60_00_00_00	literal
16009460	on	326001600	m16_00_00_00	literal
16009460	on	326006000	m60_00_00_00	literal
16009461	on	326001600	m16_00_00_00	literal
16009461	on	326006000	m60_00_00_00	literal
16009505	on	332001600	m16_00_00_00	literal
16009506	on	332001600	m16_00_00_00	literal
20002700	on	413102000	m20_00_00_00	arg
20002711	off	402002000	m20_00_00_00	literal
20002711	on	402002000	m20_00_00_00	literal
20002712	off	402002000	m20_00_00_00	literal
20002714	off	402002000	m20_00_00_00	arg
20002714	on	402002000	m20_00_00_00	literal
20002715	on	402002000	m20_00_00_00	arg
20002716	off	402002000	m20_00_00_00	arg
20002716	on	402002000	m20_00_00_00	arg
20002716	on	402002000	m20_00_00_00	literal
20002717	on	402002000	m20_00_00_00	arg
20002718	off	402002000	m20_00_00_00	literal
20002718	on	402002000	m20_00_00_00	literal
20002719	on	402002000	m20_00_00_00	literal
20002720	on	402002000	m20_00_00_00	literal
20002721	on	402002000	m20_00_00_00	literal
20002722	off	402002000	m20_00_00_00	arg
20002722	on	402002000	m20_00_00_00	arg
20002725	off	402002000	m20_00_00_00	literal
20002725	on	402002000	m20_00_00_00	literal
20002726	off	402002000	m20_00_00_00	arg
20002726	on	402002000	m20_00_00_00	arg
20002726	on	402002000	m20_00_00_00	literal
20002727	on	402002000	m20_00_00_00	arg
20002729	off	402002000	m20_00_00_00	literal
20002729	on	402002000	m20_00_00_00	literal
20002733	off	402002000	m20_00_00_00	arg
20002733	on	402002000	m20_00_00_00	arg
20002735	off	402002000	m20_00_00_00	arg
20002735	on	402002000	m20_00_00_00	arg
20002736	off	402002000	m20_00_00_00	literal
20002736	on	402002000	m20_00_00_00	literal
20002738	off	402002000	m20_00_00_00	literal
20002738	on	402002000	m20_00_00_00	literal
20002739	on	402002000	m20_00_00_00	literal
20002740	on	402002000	m20_00_00_00	literal
20002741	on	402002000	m20_00_00_00	literal
20002745	off	402002000	m20_00_00_00	arg
20002745	on	402002000	m20_00_00_00	arg
20002746	on	402002000	m20_00_00_00	arg
20002747	on	402002000	m20_00_00_00	literal
20002748	off	402002000	m20_00_00_00	literal
20002748	on	402002000	m20_00_00_00	literal
20009255	on	402002000	m20_00_00_00	arg
20009256	on	402002000	m20_00_00_00	arg
20009257	on	402002000	m20_00_00_00	arg
20009258	on	402002000	m20_00_00_00	arg
20009259	on	402002000	m20_00_00_00	arg
20009260	on	402002000	m20_00_00_00	literal
20009261	on	402002000	m20_00_00_00	arg
20009262	on	402002000	m20_00_00_00	arg
20009263	on	402002000	m20_00_00_00	arg
20009264	on	402002000	m20_00_00_00	arg
20009265	on	402002000	m20_00_00_00	arg
20009266	on	402002000	m20_00_00_00	arg
20009267	on	402002000	m20_00_00_00	arg
20009268	on	402002000	m20_00_00_00	arg
20009269	on	402002000	m20_00_00_00	arg
20009270	on	402002000	m20_00_00_00	arg
20009272	on	402002000	m20_00_00_00	arg
20009273	on	402002000	m20_00_00_00	arg
20009274	on	402002000	m20_00_00_00	arg
20009275	on	402002000	m20_00_00_00	arg
20009276	on	402002000	m20_00_00_00	arg
20009278	on	402002000	m20_00_00_00	arg
20009278	on	402002000	m20_00_00_00	literal
20009279	off	402002000	m20_00_00_00	literal
20009279	on	402002000	m20_00_00_00	arg
20009279	on	402002000	m20_00_00_00	literal
20009280	on	402002000	m20_00_00_00	literal
20009281	off	402002000	m20_00_00_00	literal
20009282	on	402002000	m20_00_00_00	literal
20009283	on	402002000	m20_00_00_00	arg
20009284	off	402002000	m20_00_00_00	literal
20009284	on	402002000	m20_00_00_00	literal
20009285	on	402002000	m20_00_00_00	literal
20009286	on	402002000	m20_00_00_00	literal
20009287	on	402002000	m20_00_00_00	literal
20009294	on	402002000	m20_00_00_00	literal
20009295	on	402002000	m20_00_00_00	literal
20009299	off	402002000	m20_00_00_00	literal
20009305	on	450002000	m20_00_00_00	arg
20012710	off	418012001	m20_01_00_00	literal
20012717	off	418152001	m20_01_00_00	literal
20012718	off	418152001	m20_01_00_00	literal
20012720	off	419152001	m20_01_00_00	literal
20012721	off	419152001	m20_01_00_00	literal
20012722	off	419152001	m20_01_00_00	literal
20012723	off	419152001	m20_01_00_00	literal
20012724	off	419152001	m20_01_00_00	arg
20012725	off	419152001	m20_01_00_00	arg
20012726	off	419152001	m20_01_00_00	arg
20012727	off	419152001	m20_01_00_00	arg
20012728	on	419152001	m20_01_00_00	arg
20012729	on	419152001	m20_01_00_00	arg
20012730	off	417152001	m20_01_00_00	literal
20012731	off	417152001	m20_01_00_00	literal
20012732	off	417152001	m20_01_00_00	literal
20012733	off	417152001	m20_01_00_00	literal
20012734	off	417152001	m20_01_00_00	literal
20012735	off	417152001	m20_01_00_00	literal
20012736	off	417152001	m20_01_00_00	arg
20012737	off	417152001	m20_01_00_00	arg
20012738	off	417152001	m20_01_00_00	arg
20012739	off	417152001	m20_01_00_00	arg
20012740	off	414152001	m20_01_00_00	literal
20012743	off	414152001	m20_01_00_00	literal
20012744	off	414152001	m20_01_00_00	literal
20012745	off	414152001	m20_01_00_00	arg
20012748	off	414152001	m20_01_00_00	arg
20012749	off	414152001	m20_01_00_00	arg
20012750	off	415152001	m20_01_00_00	literal
20012751	off	415152001	m20_01_00_00	literal
20012752	off	415152001	m20_01_00_00	literal
20012753	off	415152001	m20_01_00_00	arg
20012754	off	415152001	m20_01_00_00	arg
20012755	off	415152001	m20_01_00_00	arg
20012756	on	415152001	m20_01_00_00	arg
20012757	on	415152001	m20_01_00_00	arg
20012758	on	415152001	m20_01_00_00	arg
20012760	off	425152001	m20_01_00_00	literal
20012761	off	425152001	m20_01_00_00	arg
20012770	on	410102001	m20_01_00_00	literal
20012771	on	410102001	m20_01_00_00	literal
20012772	on	410102001	m20_01_00_00	literal
20019211	on	416002001	m20_01_00_00	arg
20019212	on	416002001	m20_01_00_00	arg
20019213	on	416002001	m20_01_00_00	arg
20019214	on	416002001	m20_01_00_00	arg
20019215	on	416002001	m20_01_00_00	arg
20019235	off	416152001	m20_01_00_00	literal
20019236	off	416152001	m20_01_00_00	literal
20019237	off	416152001	m20_01_00_00	literal
20019238	off	416152001	m20_01_00_00	literal
20019239	off	416152001	m20_01_00_00	literal
20019240	off	416152001	m20_01_00_00	arg
20019243	off	416152001	m20_01_00_00	arg
20019244	off	416152001	m20_01_00_00	arg
20019245	on	416152001	m20_01_00_00	arg
20019246	on	416152001	m20_01_00_00	arg
20019247	on	416152001	m20_01_00_00	arg
20019248	on	416152001	m20_01_00_00	arg
20019249	on	416152001	m20_01_00_00	arg
20019255	on	418001205	m12_05_00_00	literal
20019255	on	418006100	m61_00_00_00	literal
20019255	on	418012001	m20_01_00_00	literal
20019258	on	418012001	m20_01_00_00	literal
20019280	off	418152001	m20_01_00_00	literal
20019281	off	418152001	m20_01_00_00	literal
20019282	off	418152001	m20_01_00_00	literal
20019283	off	418152001	m20_01_00_00	literal
20019284	off	418152001	m20_01_00_00	arg
20019285	off	418152001	m20_01_00_00	arg
20019286	off	418152001	m20_01_00_00	arg
20019287	off	418152001	m20_01_00_00	arg
20019288	off	418152001	m20_01_00_00	arg
20019289	off	418152001	m20_01_00_00	arg
20019290	on	418152001	m20_01_00_00	arg
20019290	on	418152001	m20_01_00_00	literal
20019291	on	418152001	m20_01_00_00	arg
20019291	on	418152001	m20_01_00_00	literal
20019292	on	418152001	m20_01_00_00	arg
20019293	on	418152001	m20_01_00_00	arg
20019294	on	418152001	m20_01_00_00	literal
20019295	on	418152001	m20_01_00_00	arg
20019340	on	419152001	m20_01_00_00	arg
20019341	on	419152001	m20_01_00_00	arg
20019350	off	417152001	m20_01_00_00	arg
20019351	off	417152001	m20_01_00_00	arg
20019352	on	417152001	m20_01_00_00	arg
20019353	on	417152001	m20_01_00_00	arg
20019354	on	417152001	m20_01_00_00	arg
20019355	on	417152001	m20_01_00_00	arg
20019400	on	414152001	m20_01_00_00	arg
20019401	on	414152001	m20_01_00_00	arg
20019401	on	414152001	m20_01_00_00	literal
20019402	on	414152001	m20_01_00_00	arg
20019533	off	414152001	m20_01_00_00	literal
20019533	off	415152001	m20_01_00_00	literal
20019533	off	416152001	m20_01_00_00	literal
20019533	off	417152001	m20_01_00_00	literal
20019533	off	418152001	m20_01_00_00	literal
20019533	off	419152001	m20_01_00_00	literal
20019533	off	425152001	m20_01_00_00	literal
20019533	on	414152001	m20_01_00_00	literal
20019533	on	415152001	m20_01_00_00	literal
20019533	on	416152001	m20_01_00_00	literal
20019533	on	417152001	m20_01_00_00	literal
20019533	on	418152001	m20_01_00_00	literal
20019533	on	419152001	m20_01_00_00	literal
20019533	on	425152001	m20_01_00_00	literal
20019537	off	416152001	m20_01_00_00	literal
20019537	on	416152001	m20_01_00_00	literal
21002702	on	413002100	m21_00_00_00	arg
21002710	off	413002100	m21_00_00_00	arg
21002710	on	413002100	m21_00_00_00	arg
21002713	off	413002100	m21_00_00_00	arg
21002713	on	413002100	m21_00_00_00	arg
21002720	on	418132100	m21_00_00_00	literal
21002721	on	418132100	m21_00_00_00	literal
21002722	on	418132100	m21_00_00_00	literal
21002730	on	418142100	m21_00_00_00	literal
21002731	on	418142100	m21_00_00_00	literal
21002732	on	418142100	m21_00_00_00	literal
21002740	on	414132100	m21_00_00_00	literal
21002741	on	414132100	m21_00_00_00	literal
21002743	on	414132100	m21_00_00_00	literal
21002750	on	414142100	m21_00_00_00	literal
21002751	on	414142100	m21_00_00_00	literal
21002752	on	414142100	m21_00_00_00	literal
21009206	on	413002100	m21_00_00_00	arg
21009207	on	413002100	m21_00_00_00	arg
21009208	on	413002100	m21_00_00_00	arg
21009209	on	413002100	m21_00_00_00	arg
21009210	off	413002100	m21_00_00_00	literal
21009210	on	413002100	m21_00_00_00	literal
21009211	off	413002100	m21_00_00_00	literal
21009211	on	413002100	m21_00_00_00	literal
21009214	on	413002100	m21_00_00_00	arg
21009222	off	413002100	m21_00_00_00	arg
21009222	on	413002100	m21_00_00_00	arg
21009223	off	413002100	m21_00_00_00	literal
21009223	on	413002100	m21_00_00_00	arg
21009240	on	413002100	m21_00_00_00	literal
21009255	on	450002100	m21_00_00_00	arg
21012703	on	414102101	m21_01_00_00	literal
21012720	off	416002101	m21_01_00_00	literal
21012720	on	416002101	m21_01_00_00	literal
21012722	on	416002101	m21_01_00_00	literal
21012724	on	416002101	m21_01_00_00	literal
21012727	off	416002101	m21_01_00_00	literal
21012727	on	416002101	m21_01_00_00	literal
21012728	off	416002101	m21_01_00_00	literal
21012728	on	416002101	m21_01_00_00	literal
21012729	off	416002101	m21_01_00_00	literal
21012729	on	416002101	m21_01_00_00	literal
21012730	on	417002101	m21_01_00_00	literal
21012730	on	417006100	m61_00_00_00	literal
21012731	on	417002101	m21_01_00_00	literal
21012731	on	417006100	m61_00_00_00	literal
21012732	off	417002101	m21_01_00_00	literal
21012732	off	417006100	m61_00_00_00	literal
21012732	on	000001000	m00_00_00_00	literal
21012733	off	417002101	m21_01_00_00	arg
21012733	off	417006100	m61_00_00_00	arg
21012733	on	417002101	m21_01_00_00	literal
21012733	on	417006100	m61_00_00_00	literal
21012734	on	417002101	m21_01_00_00	arg
21012734	on	417006100	m61_00_00_00	arg
21012736	on	417002101	m21_01_00_00	literal
21012736	on	417006100	m61_00_00_00	literal
21012737	off	417002101	m21_01_00_00	literal
21012737	off	417006100	m61_00_00_00	literal
21012738	off	417002101	m21_01_00_00	literal
21012738	off	417006100	m61_00_00_00	literal
21012739	off	417002101	m21_01_00_00	literal
21012739	off	417006100	m61_00_00_00	literal
21012740	on	418112101	m21_01_00_00	literal
21012741	on	418112101	m21_01_00_00	literal
21012742	on	418112101	m21_01_00_00	literal
21012750	on	418122101	m21_01_00_00	literal
21012751	on	418122101	m21_01_00_00	literal
21012752	on	418122101	m21_01_00_00	literal
21012760	on	416112101	m21_01_00_00	literal
21012761	on	416112101	m21_01_00_00	literal
21012763	on	416112101	m21_01_00_00	literal
21012770	on	416122101	m21_01_00_00	literal
21012771	on	416122101	m21_01_00_00	literal
21012772	on	416122101	m21_01_00_00	literal
21012781	off	417002101	m21_01_00_00	literal
21012781	off	417006100	m61_00_00_00	literal
21012781	on	417002101	m21_01_00_00	literal
21012781	on	417006100	m61_00_00_00	literal
21012782	off	417002101	m21_01_00_00	literal
21012782	off	417006100	m61_00_00_00	literal
21012782	on	417002101	m21_01_00_00	literal
21012782	on	417006100	m61_00_00_00	literal
21012783	off	417002101	m21_01_00_00	literal
21012783	off	417006100	m61_00_00_00	literal
21012783	on	417002101	m21_01_00_00	literal
21012783	on	417006100	m61_00_00_00	literal
21019207	on	414002101	m21_01_00_00	arg
21019207	on	414006100	m61_00_00_00	arg
21019208	on	414002101	m21_01_00_00	arg
21019208	on	414006100	m61_00_00_00	arg
21019209	on	414002101	m21_01_00_00	arg
21019209	on	414006100	m61_00_00_00	arg
21019210	on	414002101	m21_01_00_00	arg
21019210	on	414006100	m61_00_00_00	arg
21019211	on	414002101	m21_01_00_00	arg
21019211	on	414006100	m61_00_00_00	arg
21019212	on	414002101	m21_01_00_00	arg
21019212	on	414006100	m61_00_00_00	arg
21019216	on	414002101	m21_01_00_00	literal
21019216	on	414006100	m61_00_00_00	literal
21019225	on	414002101	m21_01_00_00	literal
21019225	on	414006100	m61_00_00_00	literal
21019302	on	416002101	m21_01_00_00	literal
21019305	on	416002101	m21_01_00_00	arg
21019307	on	416002101	m21_01_00_00	arg
21019308	on	416002101	m21_01_00_00	arg
21019309	on	416002101	m21_01_00_00	arg
21019310	on	416002101	m21_01_00_00	arg
21019311	on	416002101	m21_01_00_00	arg
21019312	on	416002101	m21_01_00_00	arg
21019313	on	416002101	m21_01_00_00	arg
21019314	on	416002101	m21_01_00_00	literal
21019316	on	416002101	m21_01_00_00	literal
21019317	on	416002101	m21_01_00_00	literal
21019319	on	416002101	m21_01_00_00	arg
21019320	on	416002101	m21_01_00_00	arg
21019321	on	416002101	m21_01_00_00	arg
21019322	on	416002101	m21_01_00_00	arg
21019322	on	416002101	m21_01_00_00	literal
21019323	on	416002101	m21_01_00_00	arg
21019324	on	416002101	m21_01_00_00	arg
21019329	on	416002101	m21_01_00_00	literal
21019352	on	417002101	m21_01_00_00	literal
21019352	on	417006100	m61_00_00_00	literal
21019355	on	417002101	m21_01_00_00	literal
21019355	on	417006100	m61_00_00_00	literal
21019356	on	417002101	m21_01_00_00	literal
21019356	on	417006100	m61_00_00_00	literal
21019357	on	417002101	m21_01_00_00	literal
21019357	on	417006100	m61_00_00_00	literal
21019360	on	417002101	m21_01_00_00	arg
21019360	on	417002101	m21_01_00_00	literal
21019360	on	417006100	m61_00_00_00	arg
21019360	on	417006100	m61_00_00_00	literal
21019361	on	417002101	m21_01_00_00	arg
21019361	on	417006100	m61_00_00_00	arg
21019363	on	417002101	m21_01_00_00	arg
21019363	on	417006100	m61_00_00_00	arg
21019365	on	417002101	m21_01_00_00	arg
21019365	on	417006100	m61_00_00_00	arg
21019366	on	417002101	m21_01_00_00	arg
21019366	on	417006100	m61_00_00_00	arg
21019367	on	417002101	m21_01_00_00	arg
21019367	on	417006100	m61_00_00_00	arg
