# WORKSHEET (er-archipelago#598) -- hand-fill `verdict` and `reason`, then move the
#   answer into region_overrides.tsv, which region_of honours FIRST. Nothing in gen
#   reads THIS file. Regenerate: tools/build_region_dispute_worksheet.py --emit
# Every row's TILE holds checks in more than one AP region.
# tile_kind=interior -- a legacy dungeon is one map id over a huge space and MAY own
#   two regions legitimately (m21_00's Hippopotamus arena is Scadu Altus by design,
#   see region_overrides.tsv). Dismiss those unless something else looks wrong.
# tile_kind=overworld -- a tile is the smallest loadable unit, so a split here is a
#   derivation artifact. These are the real subject.
# how=GUESSED -- check_region_triage says this region was a nearest-neighbour hop,
#   not first-hand evidence. surface_default=yes -- a default seed can hang
#   progression on it, so a wrong region here is the expensive kind.
# ORDER IS THE PRIORITY: surface_default, then GUESSED, then overworld, then tile.
tile	tile_kind	flag	ap_id	derived_region	regions_on_tile	surface_default	how	tags	label	verdict	reason
m60_42_36	overworld	160630	7774855	Weeping	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	Shop,ShopNonSpell	-		
m60_42_36	overworld	160640	7770388	Weeping	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	Shop,ShopNonSpell	-		
m60_42_36	overworld	160650	7770389	Weeping	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	Shop,ShopNonSpell	-		
m60_42_36	overworld	200250	7770483	Liurnia	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	Shop,ShopNonSpell	-		
m60_42_36	overworld	400036	7770659	Mohgwyn	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_42_36	overworld	400049	7773842	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_42_36	overworld	530100	7770792	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	Boss,FieldBoss	-		
m60_42_36	overworld	1042367010	7772952	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_42_36	overworld	1042367030	7772953	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_42_36	overworld	1042367040	7772954	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_42_36	overworld	1042367050	7772955	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_42_36	overworld	1042367060	7772956	Limgrave	Limgrave|Liurnia|Mohgwyn|Weeping	no	-	-	-		
m60_43_35	overworld	1043357000	7773016	Limgrave	Limgrave|Weeping	no	-	-	-		
m60_43_35	overworld	1043357010	7773017	Limgrave	Limgrave|Weeping	no	-	-	-		
m60_43_35	overworld	1043357030	7773018	Limgrave	Limgrave|Weeping	no	-	-	-		
m60_43_35	overworld	1043357500	7774613	Limgrave	Limgrave|Weeping	no	-	-	-		
m60_44_38	overworld	400163	7770678	Altus	Altus|Limgrave	no	-	-	-		
m60_44_38	overworld	540142	7770828	Limgrave	Altus|Limgrave	no	-	-	-		
m60_44_38	overworld	580000	7770895	Limgrave	Altus|Limgrave	no	-	-	-		
m60_44_38	overworld	1044387010	7773075	Limgrave	Altus|Limgrave	no	-	-	-		
m60_44_38	overworld	1044387040	7773076	Limgrave	Altus|Limgrave	no	-	-	-		
m60_44_38	overworld	1044387100	7773077	Limgrave	Altus|Limgrave	no	-	-	-		
m60_44_52	overworld	400308	7770696	Altus	Altus|Liurnia	no	-	-	-		
m60_44_52	overworld	1044527020	7773080	Altus	Altus|Liurnia	no	-	-	-		
m60_45_34	overworld	400061	7770662	Liurnia	Liurnia|Weeping	no	-	-	-		
m60_45_52	overworld	400381	7770713	Sewer	Altus|Sewer	no	-	-	-		
m60_45_52	overworld	530315	7770807	Altus	Altus|Sewer	no	-	Boss,FieldBoss	-		
m60_45_52	overworld	1045527010	7773085	Altus	Altus|Sewer	no	-	-	-		
m60_45_52	overworld	1045527020	7773086	Altus	Altus|Sewer	no	-	-	-		
m60_45_52	overworld	1045527030	7773087	Altus	Altus|Sewer	no	-	-	-		
m60_51_36	overworld	65640	7770042	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	67260	7770099	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	67310	7770104	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	400401	7770718	Raya Lucaria Academy	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	510830	7773932	Caelid	Caelid|Raya Lucaria Academy	no	-	Boss,FieldBoss	-		
m60_51_36	overworld	1051367000	7773248	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367020	7773249	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367030	7773250	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367040	7773251	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367050	7773252	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367060	7773253	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367080	7773254	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367090	7773255	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367100	7773256	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367110	7773257	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367130	7773258	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367700	7774772	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367800	7774773	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_36	overworld	1051367910	7773259	Caelid	Caelid|Raya Lucaria Academy	no	-	-	-		
m60_51_56	overworld	68230	7770137	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130500	7770284	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130510	7770285	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130520	7770286	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130530	7770287	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130540	7770288	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130550	7770289	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130560	7770290	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130570	7770291	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130580	7770292	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130590	7770293	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130600	7770294	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130610	7770295	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130620	7770296	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130630	7770297	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130640	7770298	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130650	7770299	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130660	7770300	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130670	7770301	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130680	7770302	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130690	7770303	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130700	7770304	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130710	7770305	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130720	7770306	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130730	7770307	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130740	7770308	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130750	7770309	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130760	7770310	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	130770	7770311	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop,Legendary,EniaShop	-		
m60_51_56	overworld	130780	7770312	Liurnia	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop,Legendary,EniaShop	-		
m60_51_56	overworld	190010	7770456	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	190030	7770458	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	190090	7770460	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	190150	7770461	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	190160	7770462	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	190170	7770463	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	190180	7770464	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	Shop	-		
m60_51_56	overworld	400323	7770700	Haligtree	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	400370	7770712	Leyndell	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	400916	7773909	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567020	7773280	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567030	7773281	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567300	7773282	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567310	7773283	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567320	7773284	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567700	7774793	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567800	7773285	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567810	7773286	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_51_56	overworld	1051567900	7773287	Mountaintops of the Giants	Haligtree|Leyndell|Liurnia|Mountaintops of the Giants	no	-	-	-		
m60_52_38	overworld	400175	7770680	Farum Azula	Caelid|Farum Azula	no	-	-	-		
m61_44_46	overworld	68640	7770147	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	400614	7770733	Enir Ilim	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467010	7773351	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467020	7773352	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467030	7773353	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467040	7773354	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	Legendary	-		
m61_44_46	overworld	2044467050	7773355	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467060	7773356	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467070	7773357	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467080	7773358	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_44_46	overworld	2044467110	7773359	Ancient Ruins	Ancient Ruins|Enir Ilim	no	-	-	-		
m61_46_42	overworld	400602	7770732	Enir Ilim	Enir Ilim|Gravesite	no	-	-	-		
m61_46_42	overworld	2046427980	7773453	Gravesite	Enir Ilim|Gravesite	no	-	-	-		
m61_47_40	overworld	2047407710	7773520	Gravesite	Cerulean|Gravesite	no	-	-	-		
m61_47_44	overworld	530865	7773999	Gravesite	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447010	7773545	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447020	7773546	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447030	7773547	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447040	7773548	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447050	7773549	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447060	7773550	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447070	7773551	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447080	7773552	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447090	7773553	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447100	7773554	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447110	7773555	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447120	7773556	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447130	7773557	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447140	7773558	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447150	7773559	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447160	7773560	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447170	7773561	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447190	7773562	Gravesite	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447200	7773563	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447210	7773564	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447600	7773565	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447610	7773566	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447620	7773567	Gravesite	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447700	7773568	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447710	7773569	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447730	7773570	Gravesite	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447800	7773571	Ensis	Ensis|Gravesite	no	-	Legendary	-		
m61_47_44	overworld	2047447820	7773572	Gravesite	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447830	7773573	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447840	7773574	Gravesite	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447900	7773575	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_44	overworld	2047447901	7773576	Ensis	Ensis|Gravesite	no	-	-	-		
m61_47_46	overworld	320500	7770622	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320550	7770623	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320560	7770624	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320570	7770625	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320580	7770626	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320590	7770627	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320600	7770628	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320610	7770629	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320620	7770630	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320630	7770631	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320640	7770632	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320650	7770633	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	320660	7770634	Gravesite	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Shop,ShopNonSpell	-		
m61_47_46	overworld	400644	7770741	Enir Ilim	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	-	-		
m61_47_46	overworld	400694	7770745	Belurat	Belurat|Enir Ilim|Gravesite|Scadu Altus	no	-	Legendary	-		
m61_48_46	overworld	65410	7773832	Scadu Altus	Scadu Altus|Shadow Keep	no	-	-	-		
m61_48_46	overworld	68890	7770171	Scadu Altus	Scadu Altus|Shadow Keep	no	-	-	-		
m61_48_46	overworld	540904	7774029	Scadu Altus	Scadu Altus|Shadow Keep	no	-	-	-		
m61_49_38	overworld	68850	7770167	Jagged Peak	Cerulean|Jagged Peak	no	-	-	-		
m61_49_38	overworld	68920	7770173	Cerulean	Cerulean|Jagged Peak	no	-	-	-		
m61_50_43	overworld	580600	7770910	Belurat	Belurat|Scadu Altus	no	-	-	-		
m61_50_43	overworld	2050437000	7773734	Scadu Altus	Belurat|Scadu Altus	no	-	-	-		
m61_50_43	overworld	2050437040	7773736	Scadu Altus	Belurat|Scadu Altus	no	-	-	-		
m61_50_43	overworld	2050437220	7773737	Scadu Altus	Belurat|Scadu Altus	no	-	-	-		
m61_50_46	overworld	2045477500	7773407	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477510	7773408	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477520	7773409	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477530	7773410	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477540	7773411	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477550	7773412	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477560	7773413	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477570	7773414	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477580	7773415	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477590	7773416	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477600	7773417	Rauh Base	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477700	7773418	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477710	7773419	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477720	7773420	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477730	7773421	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477740	7773422	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477750	7773423	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477760	7773424	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477770	7773425	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477780	7773426	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477790	7773427	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477800	7773428	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2045477900	7773429	Gravesite	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_46	overworld	2050467040	7773764	Scadu Altus	Gravesite|Rauh Base|Scadu Altus|Shadow Keep	no	-	-	-		
m61_50_47	overworld	400645	7770742	Enir Ilim	Enir Ilim|Scadu Altus	no	-	-	-		
m10_01	interior	510030	7773913	Limgrave	Limgrave|Stormveil	no	-	Boss,LegacyBoss	-		
m10_01	interior	10017010	7771013	Stormveil	Limgrave|Stormveil	no	-	-	-		
m10_01	interior	10017900	7771014	Stormveil	Limgrave|Stormveil	no	-	-	-		
m11_00	interior	60510	7770026	Stormveil	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	60520	7770027	Leyndell	Leyndell|Stormveil	no	-	Boss,LegacyBoss	-		
m11_00	interior	65660	7770043	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	540370	7770868	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	540372	7770869	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	580050	7770899	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007000	7771015	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007005	7771016	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007010	7771017	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007015	7771018	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007020	7771019	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007025	7771020	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007030	7771021	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007035	7771022	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007040	7771023	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007045	7771024	Leyndell	Leyndell|Stormveil	no	-	Legendary	-		
m11_00	interior	11007050	7771025	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007055	7771026	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007060	7771027	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007065	7774042	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007070	7771028	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007075	7771029	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007080	7771030	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007085	7771031	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007090	7771032	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007095	7771033	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007100	7774043	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007105	7771034	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007110	7771035	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007115	7771036	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007120	7774044	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007125	7771037	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007135	7771038	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007140	7771039	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007145	7771040	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007150	7771041	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007155	7771042	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007160	7771043	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007165	7771044	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007170	7771045	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007175	7771046	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007180	7771047	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007185	7771048	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007190	7771049	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007195	7771050	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007200	7771051	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007205	7771052	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007210	7771053	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007215	7774045	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007220	7771054	Leyndell	Leyndell|Stormveil	no	-	-	-		
m11_00	interior	11007225	7771055	Leyndell	Leyndell|Stormveil	no	-	-	-		
