# AUTO-GENERATED by tools/derive_sweep_anchor_coords.py -- DO NOT EDIT, re-emit.
# WEAK ANCHOR, NOT A MEASUREMENT. Each row says: this check is a MEMBER of the
# sweep triggered by <trigger_defeat_flag>, and that boss is fought at <x,y,z>.
# A member sits BEHIND its trigger, not AT it (boss_sweeps scopes members by
# class, and #445 records triggers outside their members' region). Present it as
# an AREA, never with the wording used for an item_grace_coords position.
# Positions are MAP-LOCAL, the same space as item_grace_coords.
#
# EMITTED 644.
# REFUSED 0 AMBIGUOUS SWEEP
# REFUSED 35 NO ARENA:
#    7770786 (trigger 12030390)
#    7771302 (trigger 12030390)
#    7771305 (trigger 12030390)
#    7771306 (trigger 12030390)
#    7900026 (trigger 12030390)
#    7773960 (trigger 30130810)
#    7773962 (trigger 30130810)
#    7772320 (trigger 34110800)
#    7770735 (trigger 1036450800)
#    7770751 (trigger 1036450800)
#    7774129 (trigger 1036450800)
#    7770736 (trigger 1036480800)
#    7770739 (trigger 1036480800)
#    7770619 (trigger 1037420800)
#    7774204 (trigger 1037420800)
#    7770746 (trigger 1039430800)
#    7770757 (trigger 1039510800)
#    7772740 (trigger 1039510800)
#    7770036 (trigger 1044530800)
#    7770763 (trigger 1044530800)
#    7772897 (trigger 1044530800)
#    7772942 (trigger 1044530800)
#    7774343 (trigger 1044530800)
#    7774345 (trigger 1044530800)
#    7774503 (trigger 1252520800)
#    7774504 (trigger 1252520800)
#    7900275 (trigger 1252520800)
#    7773739 (trigger 2049440800)
#    7773765 (trigger 2049440800)
#    7773625 (trigger 2050430800)
#    7773942 (trigger 2050480810)
#    7900199 (trigger 2050480810)
#    7773939 (trigger 2050480811)
#    7773947 (trigger 2050480811)
#    7773940 (trigger 2050480812)
# REFUSED 0 ARENA AT ORIGIN
# REFUSED 3435 ALREADY POSITIONED:
#    7770041
#    7770047
#    7770810
#    7770812
#    7770814
#    7770816
#    7770818
#    7770820
#    7770822
#    7770824
#    7770826
#    7770828
#    7770830
#    7770832
#    7770834
#    7770836
#    7770838
#    7770840
#    7770844
#    7770846
#    7770848
#    7770850
#    7770852
#    7770854
#    7770856
#    7770859
#    7770862
#    7770864
#    7770866
#    7770868
#    7770870
#    7770872
#    7770874
#    7770876
#    7770878
#    7770880
#    7770882
#    7770884
#    7770886
#    7770888
#    ... 3395 more
ap_location_id	check_flag	trigger_defeat_flag	boss_map	local_x	local_y	local_z	anchor
7772707	1038547700	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7772712	1039417300	1038410800	m60_38_41_00	3.89	257.37	-124.93	sweep_arena
7772713	1039417310	1038410800	m60_38_41_00	3.89	257.37	-124.93	sweep_arena
7772751	1039537080	1038520800	m60_38_52_00	-127.16	823.41	71.56	sweep_arena
7772752	1039537700	1038520800	m60_38_52_00	-127.16	823.41	71.56	sweep_arena
7772800	1042327100	1042330800	m60_42_33_00	-126.39	19.91	108.76	sweep_arena
7772802	1042337100	1042330800	m60_42_33_00	-126.39	19.91	108.76	sweep_arena
7772822	1042377700	1043370800	m60_43_37_00	72.46	90.96	-94.7	sweep_arena
7772837	1042387400	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7772838	1042387410	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7772841	1042397500	1042380850	m60_42_38_00	12.3	188.02	89.59	sweep_arena
7772842	1042397700	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7772843	1042507020	1041510800	m60_41_51_00	91.09	851.27	-31.35	sweep_arena
7772847	1042517900	1041500800	m60_41_50_00	42.84	834.24	109.24	sweep_arena
7772865	1043317360	1043300800	m60_43_30_00	-32.21	0.7	-21.91	sweep_arena
7772875	1043347400	1043330800	m60_43_33_00	-55.4	83.11	21.96	sweep_arena
7772898	1043537100	1041520800	m60_41_52_00	39.97	921.55	-115.03	sweep_arena
7772899	1043537400	1043530800	m60_44_53_00	-23.58	1025.94	75.99	sweep_arena
7772913	1044337070	1043330800	m60_43_33_00	-55.4	83.11	21.96	sweep_arena
7772920	1044357100	1044350800	m60_44_34_00	-17.4	105.68	119.83	sweep_arena
7772953	1046367700	1044360800	m60_44_36_00	17.39	80.81	29.78	sweep_arena
7772965	1046407700	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7772974	1047377100	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7772984	1047387700	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7773001	1047567700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7773012	1048387500	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7773018	1048417800	1048410800	m60_48_41_00	-86.98	225.66	-70.16	sweep_arena
7773020	1048517700	1048510800	m60_48_51_00	-93.2	971.48	47.68	sweep_arena
7773209	2044457950	2044450800	m61_44_45_00	-61.24	625.31	110.57	sweep_arena
7773220	2044467950	2044450800	m61_44_45_00	-61.24	625.31	110.57	sweep_arena
7773238	2045417950	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7773256	2045467500	2044450800	m61_44_45_00	-61.24	625.31	110.57	sweep_arena
7773266	2045477400	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773267	2045477500	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773268	2045477510	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773269	2045477520	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773270	2045477530	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773271	2045477540	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773272	2045477550	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773273	2045477560	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773274	2045477570	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773275	2045477580	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773276	2045477590	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773277	2045477600	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773278	2045477700	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773279	2045477710	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773280	2045477720	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773281	2045477730	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773282	2045477740	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773283	2045477750	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773284	2045477760	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773285	2045477770	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773286	2045477780	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773287	2045477790	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773288	2045477800	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773289	2045477900	40000800	m40_00_00_00	-426.56	113.72	-33.97	sweep_arena
7773303	2046397060	2046380800	m61_46_38_00	-24.9	9.25	-96.83	sweep_arena
7773309	2046427980	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7773335	2046457950	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7773355	2046477950	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773356	2046477955	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773357	2046477970	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773371	2047397995	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7773378	2047407980	2046400800	m61_46_40_00	-71.78	2.25	-12.53	sweep_arena
7773392	2047427950	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7773400	2047437980	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7773431	2047447900	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7773439	2047457700	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7773452	2047477950	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773475	2048417980	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773507	2048467710	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773516	2049427700	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773517	2049427720	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773575	2049490900	2049480800	m61_49_48_00	80.91	580.04	6.88	sweep_arena
7773581	2050417700	2052430800	m61_52_43_00	-68.1	-512.16	67.91	sweep_arena
7773582	2050427700	28000800	m28_00_00_00	-11.75	16.01	-92.36	sweep_arena
7773605	2050447740	2049430850	m61_49_43_00	68.88	396.48	-95.66	sweep_arena
7773613	2050467500	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773614	2050467510	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773626	2051417710	2052430800	m61_52_43_00	-68.1	-512.16	67.91	sweep_arena
7773634	2051457700	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773646	2052427500	2052430800	m61_52_43_00	-68.1	-512.16	67.91	sweep_arena
7773661	65000	1041530800	m60_41_53_00	-77.48	785.14	29.23	sweep_arena
7773666	65080	1043330800	m60_43_33_00	-55.4	83.11	21.96	sweep_arena
7773667	65110	1051400800	m60_51_40_00	37.4	209.43	70.23	sweep_arena
7773668	65130	1050570850	m60_50_57_00	-85.38	1390.24	-56.42	sweep_arena
7773670	65160	1033430800	m60_33_43_00	43.42	291.36	28.77	sweep_arena
7773671	65170	1050570850	m60_50_57_00	-85.38	1390.24	-56.42	sweep_arena
7773675	65250	1037540810	m60_37_54_00	-33.39	856.8	-72.88	sweep_arena
7773676	65260	1051400800	m60_51_40_00	37.4	209.43	70.23	sweep_arena
7773677	65280	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7773678	65300	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7773679	65310	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7773700	66990	2046380800	m61_46_38_00	-24.9	9.25	-96.83	sweep_arena
7773705	400090	16000800	m16_00_00_00	93.69	-438.87	-118.41	sweep_arena
7773706	400101	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7773707	400103	14000800	m14_00_00_00	70.4	-838.71	-23.42	sweep_arena
7773730	400312	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7773737	400430	31110800	m31_11_00_00	-145.79	126.94	135.72	sweep_arena
7773740	400592	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773745	400612	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7773756	400671	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773757	400672	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773760	400704	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773763	400712	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7773764	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
7773853	530405	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773854	530420	1052410800	m60_52_41_00	-110.47	248.33	107.53	sweep_arena
7773855	530425	1051430800	m60_51_43_00	60.89	305.2	-63.97	sweep_arena
7773856	530505	1049520800	m60_49_52_00	-20.31	1048.49	54.71	sweep_arena
7773858	530515	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7773859	530530	1050570800	m60_50_57_00	64.6	1630.35	-79.5	sweep_arena
7773860	530550	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7773864	530830	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773865	530840	2048380850	m61_48_39_00	-90.03	32.28	-91.6	sweep_arena
7773866	530845	2046400800	m61_46_40_00	-71.78	2.25	-12.53	sweep_arena
7773867	530850	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7773868	530855	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7773869	530860	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7773870	530865	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7773871	530900	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7773872	530905	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773873	530930	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773874	530940	2046460800	m61_46_46_00	-62.72	536.0	-40.75	sweep_arena
7773877	530955	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7773878	530960	2052480800	m61_52_48_00	39.21	478.32	117.0	sweep_arena
7773879	530965	2049430850	m61_49_43_00	68.88	396.48	-95.66	sweep_arena
7773880	540404	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773881	540408	1051360800	m60_51_36_00	78.39	91.78	37.64	sweep_arena
7773882	540414	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7773883	540416	1049390850	m60_49_39_00	-89.47	164.03	-1.09	sweep_arena
7773884	540418	1049390800	m60_49_39_00	94.02	83.54	86.54	sweep_arena
7773885	540420	1051400800	m60_51_40_00	37.4	209.43	70.23	sweep_arena
7773886	540426	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7773888	540510	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7773889	540512	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7773890	540516	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7773891	540524	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7773893	540900	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773894	540902	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7773895	540904	2049450800	m61_49_45_00	62.85	396.02	123.83	sweep_arena
7773896	540906	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7773897	540910	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7773898	540916	2044470800	m61_44_47_00	-52.12	321.72	112.28	sweep_arena
7773899	580030	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7773900	580060	1049380800	m60_49_38_00	-25.22	65.88	50.57	sweep_arena
7773904	10007082	10000850	m10_00_00_00	-16.94	-2.75	-17.6	sweep_arena
7773922	14007997	14000850	m14_00_00_00	151.24	110.57	-222.99	sweep_arena
7773923	16007930	16000850	m16_00_00_00	62.32	7.82	-211.48	sweep_arena
7773938	21027070	2050470800	m61_50_47_00	14.86	559.44	106.53	sweep_arena
7773941	21027100	2050480860	m61_50_48_00	47.62	541.52	-63.28	sweep_arena
7773943	21027120	2049480800	m61_49_48_00	80.91	580.04	6.88	sweep_arena
7773944	21027130	2052480800	m61_52_48_00	39.21	478.32	117.0	sweep_arena
7773945	21027140	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7773946	21027150	2050470800	m61_50_47_00	14.86	559.44	106.53	sweep_arena
7773949	21027985	2050480860	m61_50_48_00	47.62	541.52	-63.28	sweep_arena
7773954	30077900	30070800	m30_07_00_00	-127.12	820.61	221.81	sweep_arena
7773959	30137960	30130800	m30_13_00_00	4.35	954.42	78.96	sweep_arena
7773961	30137980	30130800	m30_13_00_00	4.35	954.42	78.96	sweep_arena
7773964	30147900	30140800	m30_14_00_00	-123.4	73.12	-33.96	sweep_arena
7773967	30187950	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773968	30187960	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773969	30187970	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773970	30187980	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773971	30187990	30180800	m30_18_00_00	-134.19	1478.18	156.62	sweep_arena
7773972	30197900	30190800	m30_19_00_00	68.3	1374.72	-160.63	sweep_arena
7773988	35007997	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7774005	39207170	39200800	m39_20_00_00	-106.67	353.66	-1310.49	sweep_arena
7774055	41007970	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774056	41007975	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774057	41007980	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774058	41007985	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774059	41007990	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774060	41007995	41000800	m41_00_00_00	-178.66	78.58	-198.63	sweep_arena
7774063	41017975	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774064	41017980	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774065	41017985	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774066	41017990	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774067	41017995	41010800	m41_01_00_00	-194.07	190.58	89.84	sweep_arena
7774073	41027985	41020800	m41_02_00_00	152.6	19.8	-14.96	sweep_arena
7774074	41027990	41020800	m41_02_00_00	152.6	19.8	-14.96	sweep_arena
7774075	41027995	41020800	m41_02_00_00	152.6	19.8	-14.96	sweep_arena
7774115	1035417980	1035420800	m60_35_42_00	-38.61	269.17	-17.9	sweep_arena
7774116	1035417990	1034420800	m60_34_42_00	101.58	397.27	-42.53	sweep_arena
7774157	1035507610	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7774158	1035507620	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7774159	1035507630	1035500800	m60_35_50_00	-31.85	430.95	100.61	sweep_arena
7774179	1035537980	1035530800	m60_35_53_00	-3.79	824.0	-70.69	sweep_arena
7774180	1035537990	1035530800	m60_35_53_00	-3.79	824.0	-70.69	sweep_arena
7774181	1035547700	1036540800	m60_36_54_00	100.63	1052.16	-41.76	sweep_arena
7774183	1035547990	1036540800	m60_36_54_00	100.63	1052.16	-41.76	sweep_arena
7774208	1037497990	1038480800	m60_38_48_00	-30.17	404.2	-102.92	sweep_arena
7774209	1038447500	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7774210	1038467990	1037460800	m60_37_46_00	-48.34	398.31	9.79	sweep_arena
7774237	1039447980	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7774238	1039447990	1039440800	m60_39_44_00	-81.59	294.79	-41.36	sweep_arena
7774245	1039537750	1038520800	m60_38_52_00	-127.16	823.41	71.56	sweep_arena
7774268	1039547980	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7774269	1039547990	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7774279	1040547700	1040530800	m60_40_53_00	-92.85	802.27	71.05	sweep_arena
7774280	1040557700	1039540800	m60_39_54_00	-53.72	768.29	56.51	sweep_arena
7774308	1042377100	1042370800	m60_42_37_00	-83.61	160.59	65.0	sweep_arena
7774309	1042377110	1042370800	m60_42_37_00	-83.61	160.59	65.0	sweep_arena
7774342	1043397500	1042380800	m60_42_38_00	120.54	183.82	50.97	sweep_arena
7774344	1043527750	1043530800	m60_44_53_00	-23.58	1025.94	75.99	sweep_arena
7774365	1044357050	1044350800	m60_44_34_00	-17.4	105.68	119.83	sweep_arena
7774370	1044367700	1044360800	m60_44_36_00	17.39	80.81	29.78	sweep_arena
7774409	1047387980	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7774410	1047387990	1048370800	m60_48_37_00	-48.09	114.95	-42.67	sweep_arena
7774413	1047397990	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7774422	1047407990	1047400800	m60_47_40_00	-102.34	126.24	102.54	sweep_arena
7774431	1048407980	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7774432	1048407990	1048400800	m60_48_40_00	-118.79	138.42	-91.28	sweep_arena
7774434	1048557700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774435	1048557710	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774436	1048567800	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774437	1048577700	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774438	1048577900	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774439	1048577910	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774440	1048577920	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774441	1048577930	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774443	1049377100	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7774444	1049377110	1049370850	m60_49_37_00	112.21	102.17	15.51	sweep_arena
7774445	1049377700	1049370850	m60_49_37_00	112.21	102.17	15.51	sweep_arena
7774462	1049397850	1049390850	m60_49_39_00	-89.47	164.03	-1.09	sweep_arena
7774465	1049547700	1248550800	m60_48_55_00	108.17	1281.57	-33.08	sweep_arena
7774470	1049557700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7774479	1049577700	1048570800	m60_48_57_00	-106.89	1255.08	116.48	sweep_arena
7774480	1049577710	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7774481	1049577720	1050570850	m60_50_57_00	-85.38	1390.24	-56.42	sweep_arena
7774488	1050537700	1049520800	m60_49_52_00	-20.31	1048.49	54.71	sweep_arena
7774491	1050567700	1050560800	m60_50_56_00	15.43	1255.08	9.55	sweep_arena
7774493	1051367700	1051360800	m60_51_36_00	78.39	91.78	37.64	sweep_arena
7774494	1051367800	1051360800	m60_51_36_00	78.39	91.78	37.64	sweep_arena
7774514	1051567700	1050570800	m60_50_57_00	64.6	1630.35	-79.5	sweep_arena
7774515	1051577720	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774516	1051577800	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774517	1051577810	1051570800	m60_51_57_00	78.08	1632.02	210.23	sweep_arena
7774518	1052417100	1052410850	m60_52_41_00	8.28	221.38	115.71	sweep_arena
7774521	1052557700	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774531	1053567700	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774532	1053567710	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774533	1053567720	1053560800	m60_53_56_00	-52.5	1668.45	-116.28	sweep_arena
7774540	2047397070	2047390800	m61_47_39_00	93.02	84.98	55.78	sweep_arena
7774563	2051447500	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7774564	2051447510	2051440800	m61_51_44_00	5.08	162.59	94.24	sweep_arena
7774622	1038417020	1038410800	m60_38_41_00	3.89	257.37	-124.93	sweep_arena
7774623	1047427000	1048410800	m60_48_41_00	-86.98	225.66	-70.16	sweep_arena
7774624	1050407000	1049390850	m60_49_39_00	-89.47	164.03	-1.09	sweep_arena
7774625	530805	2054390850	m61_54_39_00	-72.88	511.96	19.44	sweep_arena
7774626	2046407001	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7774627	2046407002	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7774628	2046407003	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7774629	2046407004	2046410800	m61_46_41_00	-177.91	317.66	54.75	sweep_arena
7774630	2047447901	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7774632	530861	2045440800	m61_45_44_00	59.1	256.42	-73.89	sweep_arena
7774633	540424	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7774634	540428	1052410850	m60_52_41_00	8.28	221.38	115.71	sweep_arena
7774635	540912	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7774636	540914	2046450800	m61_46_45_00	109.2	395.92	-80.75	sweep_arena
7774637	540920	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7774638	540922	2048440800	m61_48_44_00	-55.49	427.01	50.56	sweep_arena
7774642	2048467701	2047450800	m61_47_44_00	-27.67	346.02	117.34	sweep_arena
7900005	400061	1033430800	m60_33_43_00	43.42	291.36	28.77	sweep_arena
7900006	400071	16000860	m16_00_00_00	229.67	-133.52	-251.97	sweep_arena
7900008	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900009	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900010	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900011	400148	1034500800	m60_34_50_00	76.01	440.94	63.31	sweep_arena
7900018	400174	13000830	m13_00_00_00	14.45	1009.59	329.5	sweep_arena
7900025	400312	1049370800	m60_49_37_00	-116.52	102.11	-7.9	sweep_arena
7900041	400382	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7900042	400382	35000800	m35_00_00_00	74.54	-298.53	-80.61	sweep_arena
7900043	400382	35000850	m35_00_00_00	-203.85	-153.85	-306.87	sweep_arena
7900058	400500	11050800	m11_05_00_00	41.02	65.12	-421.28	sweep_arena
7900059	400500	11050850	m11_05_00_00	-132.34	31.03	-386.62	sweep_arena
7900064	400614	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900065	400614	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900066	400614	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900067	400614	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900068	400622	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900069	400622	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900070	400622	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900071	400624	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900072	400624	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900073	400624	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900074	400624	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900075	400624	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900076	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900077	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900078	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900079	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900080	400625	21010800	m15_00_00_00	174.37	431.66	307.9	sweep_arena
7900085	400634	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900086	400634	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900087	400634	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900088	400634	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900092	400645	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900093	400645	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900094	400645	20010800	m20_01_00_00	-287.24	299.7	-141.21	sweep_arena
7900095	400645	20010850	m20_01_00_00	-221.56	174.59	-328.75	sweep_arena
7900102	400704	2049410800	m61_49_41_00	80.59	65.82	-106.26	sweep_arena
7900108	400714	2054390800	m61_54_39_00	112.04	953.86	26.01	sweep_arena
