ap_id,flag,flag_source,category,item_id,item_name,region,crafting_material,filler,synthetic,in_matt_set
7001417,580100,map_lot,goods,2008200,"""Incursion"" Painting",region_58,0,0,0,1
7001418,580110,map_lot,goods,2008201,"""The Sacred Tower"" Painting",region_58,0,0,0,1
7001419,580120,map_lot,goods,2008202,"""Domain of Dragons"" Painting",region_58,0,0,0,1
7001420,580300,map_lot,protector,1901000,Incantation Scarab,region_58,0,0,0,1
7001421,580310,map_lot,protector,1030000,Juvenile Scholar Cap,region_58,0,0,0,1
7001422,580320,map_lot,weapon,40030000,Harp Bow,region_58,0,0,0,1
7001423,580330,map_lot,protector,1600000,Greathood,region_58,0,0,0,1
7001424,580340,map_lot,goods,237000,Warhawk Ashes,region_58,0,0,0,1
7001425,580350,map_lot,goods,7900,[Incantation] Fire's Deadly Sin,region_58,0,0,0,1
7001426,580360,map_lot,gem,40600,Ash of War: Rain of Arrows,region_58,0,0,0,1
7001427,580400,map_lot,weapon,31520000,Serpent Crest Shield,region_58,0,0,0,1
7001428,580410,map_lot,weapon,34520000,Spiraltree Seal,region_58,0,0,0,1
7001429,580420,map_lot,goods,2002010,Rock Heart,region_58,0,0,0,1
7001430,580600,map_lot,goods,2008034,Message from Leda,region_58,0,0,0,1
7001431,590000,map_lot,goods,9700,,region_59,0,0,0,0
7001432,590200,map_lot,goods,9800,,region_59,0,0,0,0
7001433,590210,map_lot,goods,9801,,region_59,0,0,0,0
7001434,590220,map_lot,goods,9802,,region_59,0,0,0,0
7001435,10007005,map_lot,weapon,32290000,Wooden Greatshield,region_10,0,0,0,1
7001436,10007015,map_lot,weapon,31270000,Hawk Crest Wooden Shield,region_10,0,0,0,1
7001437,10007025,map_lot,weapon,1030000,Misericorde,region_10,0,0,0,1
7001438,10007030,map_lot,goods,150,Furlcalling Finger Remedy,region_10,0,0,0,1
7001439,10007035,map_lot,weapon,12190000,Brick Hammer,region_10,0,0,0,1
7001440,10007040,map_lot,goods,1400,Fire Grease,region_10,0,0,0,1
7001441,10007050,map_lot,goods,1200,Gold-Pickled Fowl Foot,region_10,0,0,0,1
7001442,10007060,map_lot,goods,111,Festering Bloody Finger,region_10,0,0,0,1
7001443,10007080,map_lot,weapon,50000000,Arrow,region_10,0,0,0,1
7001444,10007082,enemy_lot,goods,15410,Living Jar Shard,region_10,1,1,0,1
7001445,10007085,map_lot,goods,10160,Somber Smithing Stone [1],region_10,0,0,0,1
7001446,10007090,map_lot,weapon,32190000,Manor Towershield,region_10,0,0,0,1
7001447,10007100,map_lot,weapon,31010000,Marred Leather Shield,region_10,0,0,0,1
7001448,10007110,map_lot,goods,2900,Golden Rune [1],region_10,0,1,0,1
7001449,10007120,map_lot,weapon,52000000,Bolt,region_10,0,0,0,1
7001450,10007130,map_lot,goods,10102,Smithing Stone [3],region_10,0,0,0,1
7001451,10007140,map_lot,goods,1760,Ruin Fragment,region_10,0,0,0,1
7001452,10007150,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001453,10007160,map_lot,goods,1190,Silver-Pickled Fowl Foot,region_10,0,0,0,1
7001454,10007170,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001455,10007180,map_lot,weapon,22000000,Hookclaws,region_10,0,0,0,1
7001456,10007190,map_lot,goods,1700,Throwing Dagger,region_10,0,0,0,1
7001457,10007195,map_lot,goods,10010,Golden Seed,region_10,0,1,0,1
7001458,10007200,map_lot,weapon,50040000,St. Trina's Arrow,region_10,0,0,0,1
7001459,10007210,map_lot,goods,20802,Smoldering Butterfly,region_10,1,0,0,1
7001460,10007220,map_lot,goods,1400,Fire Grease,region_10,0,0,0,1
7001461,10007230,map_lot,accessory,2180,Claw Talisman,region_10,0,0,0,1
7001462,10007240,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001463,10007250,map_lot,goods,20691,Arteria Leaf,region_10,1,0,0,1
7001464,10007260,map_lot,goods,1700,Throwing Dagger,region_10,0,0,0,1
7001465,10007270,map_lot,goods,20760,Mushroom,region_10,1,0,0,1
7001466,10007280,map_lot,goods,1500,Drawstring Fire Grease,region_10,0,0,0,1
7001467,10007290,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001468,10007295,map_lot,goods,7510,[Incantation] Aspects of the Crucible: Horns,region_10,0,0,0,1
7001469,10007300,map_lot,goods,10161,Somber Smithing Stone [2],region_10,0,0,0,1
7001470,10007310,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001471,10007320,map_lot,weapon,31020000,Marred Wooden Shield,region_10,0,0,0,1
7001472,10007330,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001473,10007340,map_lot,weapon,14100000,Highland Axe,region_10,0,0,0,1
7001474,10007350,map_lot,goods,1730,Kukri,region_10,0,0,0,1
7001475,10007360,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001476,10007370,map_lot,goods,8000,Stonesword Key,region_10,0,1,0,1
7001477,10007380,map_lot,goods,1210,Exalted Flesh,region_10,0,0,0,1
7001478,10007390,map_lot,goods,15020,Lump of Flesh,region_10,1,0,0,1
7001479,10007400,map_lot,goods,2900,Golden Rune [1],region_10,0,1,0,1
7001480,10007410,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001481,10007430,map_lot,weapon,50000000,Arrow,region_10,0,0,0,1
7001482,10007440,map_lot,goods,1160,Fireproof Dried Liver,region_10,0,0,0,1
7001483,10007450,map_lot,goods,8171,Chrysalids' Memento,region_10,0,0,0,1
7001484,10007452,map_lot,protector,740000,Crimson Hood,region_10,0,0,0,1
7001485,10007460,map_lot,goods,910,Stanching Boluses,region_10,0,0,0,1
7001486,10007470,map_lot,goods,8000,Stonesword Key,region_10,0,1,0,1
7001487,10007500,map_lot,goods,8010,Rusty Key,region_10,0,0,0,1
7001488,10007510,map_lot,goods,10100,Smithing Stone [1],region_10,0,1,0,1
7001489,10007520,map_lot,goods,2900,Golden Rune [1],region_10,0,1,0,1
7001490,10007530,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001491,10007540,map_lot,weapon,53000000,Ballista Bolt,region_10,0,0,0,1
7001492,10007550,map_lot,weapon,43080000,Arbalest,region_10,0,0,0,1
7001493,10007560,map_lot,protector,812000,Commoner's Simple Garb,region_10,0,0,0,1
7001494,10007570,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001495,10007580,map_lot,goods,2904,Golden Rune [5],region_10,0,1,0,1
7001496,10007590,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001497,10007600,map_lot,goods,2903,Golden Rune [4],region_10,0,1,0,1
7001498,10007610,map_lot,weapon,50010000,Fire Arrow,region_10,0,0,0,1
7001499,10007620,map_lot,weapon,16070000,Pike,region_10,0,0,0,1
7001500,10007630,map_lot,goods,150,Furlcalling Finger Remedy,region_10,0,0,0,1
7001501,10007640,map_lot,goods,10100,Smithing Stone [1],region_10,0,1,0,1
7001502,10007650,map_lot,goods,20802,Smoldering Butterfly,region_10,1,0,0,1
7001503,10007660,map_lot,goods,2903,Golden Rune [4],region_10,0,1,0,1
7001504,10007670,map_lot,goods,2900,Golden Rune [1],region_10,0,1,0,1
7001505,10007680,map_lot,goods,20760,Mushroom,region_10,1,0,0,1
7001506,10007690,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001507,10007700,map_lot,goods,1420,Magic Grease,region_10,0,0,0,1
7001508,10007710,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001509,10007720,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001510,10007730,map_lot,goods,10010,Golden Seed,region_10,0,1,0,1
7001511,10007740,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001512,10007750,map_lot,goods,10100,Smithing Stone [1],region_10,0,1,0,1
7001513,10007760,map_lot,goods,2904,Golden Rune [5],region_10,0,1,0,1
7001514,10007780,map_lot,goods,10100,Smithing Stone [1],region_10,0,1,0,1
7001515,10007790,map_lot,goods,1730,Kukri,region_10,0,0,0,1
7001516,10007800,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001517,10007810,map_lot,goods,15020,Lump of Flesh,region_10,1,0,0,1
7001518,10007820,map_lot,goods,10100,Smithing Stone [1],region_10,0,1,0,1
7001519,10007830,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001520,10007840,map_lot,goods,10102,Smithing Stone [3],region_10,0,0,0,1
7001521,10007850,map_lot,goods,1240,Shabriri Grape,region_10,0,0,0,1
7001522,10007860,map_lot,goods,2020,Rainbow Stone,region_10,0,0,0,1
7001523,10007870,map_lot,goods,10101,Smithing Stone [2],region_10,0,1,0,1
7001524,10007880,map_lot,goods,20691,Arteria Leaf,region_10,1,0,0,1
7001525,10007890,map_lot,goods,2901,Golden Rune [2],region_10,0,1,0,1
7001526,10007900,map_lot,goods,20650,Poisonbloom,region_10,1,0,0,1
7001527,10007910,map_lot,goods,20802,Smoldering Butterfly,region_10,1,0,0,1
7001528,10007920,map_lot,goods,8000,Stonesword Key,region_10,0,1,0,1
7001529,10007930,map_lot,goods,1700,Throwing Dagger,region_10,0,0,0,1
7001530,10007940,map_lot,accessory,1190,Prince of Death's Pustule,region_10,0,0,0,1
7001531,10007950,map_lot,goods,1730,Kukri,region_10,0,0,0,1
7001532,10007960,map_lot,goods,1100,Pickled Turtle Neck,region_10,0,0,0,1
7001533,10007965,map_lot,weapon,34010000,Godslayer's Seal,region_10,0,0,0,1
7001534,10007970,map_lot,goods,3040,Mimic's Veil,region_10,0,0,0,1
7001535,10007975,map_lot,accessory,2200,Curved Sword Talisman,region_10,0,0,0,1
7001536,10007980,map_lot,goods,10161,Somber Smithing Stone [2],region_10,0,0,0,1
7001537,10007990,map_lot,goods,8857,Godskin Prayerbook,region_10,0,0,0,1
7001538,10017010,map_lot,goods,8194,The Stormhawk King,region_10,0,0,0,1
7001539,10017900,map_lot,goods,238000,Stormhawk Deenh,region_10,0,0,0,1
7001540,11007000,map_lot,goods,1420,Magic Grease,region_11,0,0,0,1
7001541,11007005,map_lot,protector,120000,Alberich's Pointed Hat,region_11,0,0,0,1
7001542,11007010,map_lot,goods,150,Furlcalling Finger Remedy,region_11,0,0,0,1
7001543,11007015,map_lot,weapon,41030000,Erdtree Bow,region_11,0,0,0,1
7001544,11007020,map_lot,goods,15341,Hefty Beast Bone,region_11,1,0,0,1
7001545,11007025,map_lot,goods,2130,Celestial Dew,region_11,0,0,0,1
7001546,11007030,map_lot,goods,10103,Smithing Stone [4],region_11,0,0,0,1
7001547,11007035,map_lot,protector,1930100,Deathbed Dress,region_11,0,0,0,1
7001548,11007040,map_lot,goods,2906,Golden Rune [7],region_11,0,0,0,1
7001549,11007045,map_lot,protector,640000,Lionel's Helm,region_11,0,0,0,1
7001550,11007050,map_lot,goods,20840,Cave Moss,region_11,1,0,0,1
7001551,11007055,map_lot,weapon,11080000,Hammer,region_11,0,0,0,1
7001552,11007060,map_lot,goods,940,Preserving Boluses,region_11,0,0,0,1
7001553,11007065,map_lot,goods,190,Rune Arc,region_11,0,1,0,1
7001554,11007070,map_lot,goods,15400,String,region_11,1,0,0,1
7001555,11007075,map_lot,goods,2914,Hero's Rune [1],region_11,0,0,0,1
7001556,11007080,map_lot,protector,962100,Upper-Class Robe,region_11,0,0,0,1
7001557,11007085,map_lot,goods,2911,Golden Rune [12],region_11,0,0,0,1
7001558,11007090,map_lot,goods,15150,Miranda Powder,region_11,1,0,0,1
7001559,11007095,map_lot,protector,160000,Guilty Hood,region_11,0,0,0,1
7001560,11007100,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001561,11007105,map_lot,weapon,14140000,Stormhawk Axe,region_11,0,0,0,1
7001562,11007110,map_lot,goods,3310,Warming Stone,region_11,0,0,0,1
7001563,11007115,map_lot,weapon,2210000,Cane Sword,region_11,0,0,0,1
7001564,11007120,map_lot,goods,2909,Golden Rune [10],region_11,0,1,0,1
7001565,11007125,map_lot,weapon,52030000,Black-Key Bolt,region_11,0,0,0,1
7001566,11007135,map_lot,goods,20855,Gravel Stone,region_11,1,0,0,1
7001567,11007140,map_lot,goods,1750,Fan Daggers,region_11,0,0,0,1
7001568,11007145,map_lot,goods,10165,Somber Smithing Stone [6],region_11,0,0,0,1
7001569,11007150,map_lot,goods,20811,Gold Firefly,region_11,1,0,0,1
7001570,11007155,map_lot,goods,2918,Hero's Rune [5],region_11,0,0,0,1
7001571,11007160,map_lot,goods,1430,Holy Grease,region_11,0,0,0,1
7001572,11007165,map_lot,goods,2910,Golden Rune [11],region_11,0,0,0,1
7001573,11007170,map_lot,goods,2907,Golden Rune [8],region_11,0,0,0,1
7001574,11007175,map_lot,goods,2915,Hero's Rune [2],region_11,0,0,0,1
7001575,11007180,map_lot,goods,15040,Old Fang,region_11,1,0,0,1
7001576,11007185,map_lot,goods,10165,Somber Smithing Stone [6],region_11,0,0,0,1
7001577,11007190,map_lot,goods,10103,Smithing Stone [4],region_11,0,0,0,1
7001578,11007195,map_lot,goods,10165,Somber Smithing Stone [6],region_11,0,0,0,0
7001579,11007200,map_lot,goods,2907,Golden Rune [8],region_11,0,0,0,1
7001580,11007205,map_lot,goods,2912,Golden Rune [13],region_11,0,0,0,1
7001581,11007210,map_lot,goods,10164,Somber Smithing Stone [5],region_11,0,0,0,1
7001582,11007215,map_lot,goods,2909,Golden Rune [10],region_11,0,1,0,1
7001583,11007220,map_lot,goods,2907,Golden Rune [8],region_11,0,0,0,1
7001584,11007225,map_lot,goods,2911,Golden Rune [12],region_11,0,0,0,1
7001585,11007230,map_lot,weapon,52080000,Lordsworn's Bolt,region_11,0,0,0,1
7001586,11007235,map_lot,goods,1170,Lightningproof Dried Liver,region_11,0,0,0,1
7001587,11007240,map_lot,goods,20685,Tarnished Golden Sunflower,region_11,1,0,0,1
7001588,11007245,map_lot,goods,2910,Golden Rune [11],region_11,0,0,0,1
7001589,11007250,map_lot,goods,8000,Stonesword Key,region_11,0,1,0,1
7001590,11007260,map_lot,goods,2909,Golden Rune [10],region_11,0,1,0,1
7001591,11007270,map_lot,goods,2907,Golden Rune [8],region_11,0,0,0,1
7001592,11007280,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001593,11007290,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001594,11007300,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001595,11007310,map_lot,goods,20691,Arteria Leaf,region_11,1,0,0,1
7001596,11007320,map_lot,protector,1083000,Imp Head (Corpse),region_11,0,0,0,1
7001597,11007330,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001598,11007340,map_lot,goods,8193,Seedbed Curse,region_11,0,0,0,1
7001599,11007350,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001600,11007360,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001601,11007370,map_lot,goods,10104,Smithing Stone [5],region_11,0,1,0,1
7001602,11007380,map_lot,goods,8000,Stonesword Key,region_11,0,1,0,1
7001603,11007390,map_lot,goods,2911,Golden Rune [12],region_11,0,0,0,1
7001604,11007400,map_lot,goods,15030,Beast Blood,region_11,1,0,0,1
7001605,11007410,map_lot,goods,20800,Nascent Butterfly,region_11,1,0,0,1
7001606,11007420,map_lot,goods,1210,Exalted Flesh,region_11,0,0,0,1
7001607,11007430,map_lot,goods,1450,Soporific Grease,region_11,0,0,0,1
7001608,11007440,map_lot,goods,10165,Somber Smithing Stone [6],region_11,0,0,0,1
7001609,11007450,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001610,11007460,map_lot,goods,1170,Lightningproof Dried Liver,region_11,0,0,0,1
7001611,11007480,map_lot,goods,20855,Gravel Stone,region_11,1,0,0,1
7001612,11007490,map_lot,goods,8000,Stonesword Key,region_11,0,1,0,1
7001613,11007500,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001614,11007510,map_lot,goods,10103,Smithing Stone [4],region_11,0,0,0,1
7001615,11007520,map_lot,weapon,50090000,Golden Arrow,region_11,0,0,0,1
7001616,11007530,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001617,11007540,map_lot,goods,960,Clarifying Boluses,region_11,0,0,0,1
7001618,11007550,map_lot,goods,2907,Golden Rune [8],region_11,0,0,0,1
7001619,11007570,map_lot,goods,10070,Lost Ashes of War,region_11,0,0,0,1
7001620,11007580,map_lot,goods,190,Rune Arc,region_11,0,1,0,1
7001621,11007590,map_lot,weapon,1150000,Erdsteel Dagger,region_11,0,0,0,1
7001622,11007600,map_lot,goods,1720,Poisonbone Dart,region_11,0,0,0,1
7001623,11007610,map_lot,goods,10165,Somber Smithing Stone [6],region_11,0,0,0,1
7001624,11007620,map_lot,goods,15420,Albinauric Bloodclot,region_11,1,0,0,1
7001625,11007630,map_lot,goods,10104,Smithing Stone [5],region_11,0,1,0,1
7001626,11007640,map_lot,goods,1100,Pickled Turtle Neck,region_11,0,0,0,1
7001627,11007650,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001628,11007660,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001629,11007670,map_lot,weapon,41070000,Black Bow,region_11,0,0,0,1
7001630,11007680,map_lot,goods,1480,Dragonwound Grease,region_11,0,0,0,1
7001631,11007690,map_lot,goods,8858,Two Fingers' Prayerbook,region_11,0,0,0,1
7001632,11007700,map_lot,goods,10104,Smithing Stone [5],region_11,0,1,0,1
7001633,11007710,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001634,11007720,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001635,11007730,map_lot,goods,1180,Holyproof Dried Liver,region_11,0,0,0,1
7001636,11007740,map_lot,goods,150,Furlcalling Finger Remedy,region_11,0,0,0,1
7001637,11007750,map_lot,goods,20855,Gravel Stone,region_11,1,0,0,1
7001638,11007760,map_lot,goods,10104,Smithing Stone [5],region_11,0,1,0,1
7001639,11007770,map_lot,goods,15040,Old Fang,region_11,1,0,0,1
7001640,11007780,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001641,11007790,map_lot,goods,20800,Nascent Butterfly,region_11,1,0,0,1
7001642,11007800,map_lot,goods,8000,Stonesword Key,region_11,0,1,0,1
7001643,11007810,map_lot,goods,1750,Fan Daggers,region_11,0,0,0,1
7001644,11007820,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001645,11007830,map_lot,goods,2908,Golden Rune [9],region_11,0,0,0,1
7001646,11007840,map_lot,goods,20855,Gravel Stone,region_11,1,0,0,1
7001647,11007850,map_lot,goods,8193,Seedbed Curse,region_11,0,0,0,1
7001648,11007860,map_lot,goods,10104,Smithing Stone [5],region_11,0,1,0,1
7001649,11007870,map_lot,goods,150,Furlcalling Finger Remedy,region_11,0,0,0,1
7001650,11007880,map_lot,weapon,21080000,Star Fist,region_11,0,0,0,1
7001651,11007890,map_lot,goods,1430,Holy Grease,region_11,0,0,0,1
7001652,11007900,map_lot,goods,10105,Smithing Stone [6],region_11,0,1,0,1
7001653,11007910,map_lot,goods,8862,Golden Order Principia,region_11,0,0,0,1
7001654,11007920,map_lot,goods,10164,Somber Smithing Stone [5],region_11,0,0,0,1
7001655,11007930,map_lot,goods,1430,Holy Grease,region_11,0,0,0,1
7001656,11007940,map_lot,goods,1430,Holy Grease,region_11,0,0,0,1
7001657,11007950,map_lot,goods,190,Rune Arc,region_11,0,1,0,1
7001658,11007960,map_lot,weapon,34070000,Erdtree Seal,region_11,0,0,0,0
7001659,11007970,map_lot,weapon,2110000,Coded Sword,region_11,0,0,0,1
7001660,11007980,map_lot,goods,8000,Stonesword Key,region_11,0,1,0,1
7001661,11007983,enemy_lot,goods,10163,Somber Smithing Stone [4],region_11,0,0,0,1
7001662,11007985,map_lot,protector,860000,Raging Wolf Helm,region_11,0,0,0,1
7001663,11007987,map_lot,weapon,18150000,Gargoyle's Halberd,region_11,0,0,0,1
7001664,11007989,enemy_lot,weapon,34030000,Gravel Stone Seal,region_11,0,0,0,1
7001665,11007990,map_lot,goods,10010,Golden Seed,region_11,0,1,0,1
7001666,11007991,map_lot,goods,6431,[Incantation] Blessing of the Erdtree,region_11,0,0,0,1
7001667,11007992,enemy_lot,protector,1890000,Omensmirk Mask,region_11,0,0,0,1
7001668,11007993,map_lot,goods,10010,Golden Seed,region_11,0,1,0,1
7001669,11007994,map_lot,accessory,5020,Blessed Dew Talisman,region_11,0,0,0,1
7001670,11007995,map_lot,goods,10166,Somber Smithing Stone [7],region_11,0,1,0,0
7001671,11007996,map_lot,accessory,4090,Ritual Shield Talisman,region_11,0,0,0,1
7001672,11007997,map_lot,weapon,16090000,Bolt of Gransax,region_11,0,0,0,1
7001673,11007998,map_lot,goods,2919,Lord's Rune,region_11,0,0,0,1
7001674,11057000,map_lot,goods,6424,[Incantation] Erdtree Heal,region_11,0,0,0,1
7001675,11057010,map_lot,goods,10168,Somber Ancient Dragon Smithing Stone,region_11,0,0,0,1
7001676,11057020,map_lot,goods,20685,Tarnished Golden Sunflower,region_11,1,0,0,1
7001677,11057030,map_lot,goods,190,Rune Arc,region_11,0,1,0,1
7001678,11057040,map_lot,goods,20683,Golden Sunflower,region_11,1,0,0,1
7001679,11057050,map_lot,goods,2917,Hero's Rune [4],region_11,0,0,0,1
7001680,11057100,map_lot,accessory,1042,Erdtree's Favor +2,region_11,0,0,0,1
7001681,11107000,map_lot,weapon,21130000,Cipher Pata,region_11,0,0,0,1
7001682,11107700,map_lot,goods,8859,Assassin's Prayerbook,region_11,0,0,0,1
7001683,11107710,map_lot,weapon,43110000,Crepus's Black-Key Crossbow,region_11,0,0,0,1
7001684,11107900,map_lot,weapon,21110000,Clinging Bone,region_11,0,0,0,1
7001685,12017030,map_lot,goods,10167,Somber Smithing Stone [8],region_12,0,0,0,1
7001686,12017040,map_lot,goods,2900,Golden Rune [1],region_12,0,1,0,1
7001687,12017050,map_lot,goods,2901,Golden Rune [2],region_12,0,1,0,1
7001688,12017060,map_lot,goods,10100,Smithing Stone [1],region_12,0,1,0,1
7001689,12017070,map_lot,goods,1420,Magic Grease,region_12,0,0,0,1
7001690,12017080,map_lot,goods,2902,Golden Rune [3],region_12,0,1,0,1
7001691,12017090,map_lot,goods,10200,Somber Smithing Stone [9],region_12,0,0,0,1
7001692,12017100,map_lot,goods,10010,Golden Seed,region_12,0,1,0,1
7001693,12017105,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001694,12017110,map_lot,goods,1490,Rot Grease,region_12,0,0,0,1
7001695,12017120,map_lot,weapon,52030000,Black-Key Bolt,region_12,0,0,0,1
7001696,12017130,map_lot,goods,3310,Warming Stone,region_12,0,0,0,1
7001697,12017140,map_lot,goods,1170,Lightningproof Dried Liver,region_12,0,0,0,1
7001698,12017150,map_lot,goods,10102,Smithing Stone [3],region_12,0,0,0,1
7001699,12017160,map_lot,weapon,50060000,Shattershard Arrow (Fletched),region_12,0,0,0,1
7001700,12017170,map_lot,goods,2050,Grace Mimic,region_12,0,0,0,1
7001701,12017180,map_lot,accessory,1170,Immunizing Horn Charm,region_12,0,0,0,1
7001702,12017190,map_lot,goods,10102,Smithing Stone [3],region_12,0,0,0,1
7001703,12017200,map_lot,goods,2900,Golden Rune [1],region_12,0,1,0,1
7001704,12017210,map_lot,goods,10102,Smithing Stone [3],region_12,0,0,0,1
7001705,12017220,map_lot,goods,1700,Throwing Dagger,region_12,0,0,0,1
7001706,12017230,map_lot,goods,10102,Smithing Stone [3],region_12,0,0,0,1
7001707,12017240,map_lot,goods,2901,Golden Rune [2],region_12,0,1,0,1
7001708,12017250,map_lot,goods,1690,Shield Grease,region_12,0,0,0,1
7001709,12017260,map_lot,goods,10102,Smithing Stone [3],region_12,0,0,0,1
7001710,12017270,map_lot,goods,10103,Smithing Stone [4],region_12,0,0,0,1
7001711,12017280,map_lot,goods,10101,Smithing Stone [2],region_12,0,1,0,1
7001712,12017290,map_lot,goods,20852,Formic Rock,region_12,1,0,0,1
7001713,12017300,map_lot,goods,1740,Crystal Dart,region_12,0,0,0,1
7001714,12017310,map_lot,goods,2120,Soap,region_12,0,0,0,1
7001715,12017320,map_lot,goods,10162,Somber Smithing Stone [3],region_12,0,0,0,1
7001716,12017330,map_lot,goods,20761,Melted Mushroom,region_12,1,0,0,1
7001717,12017340,map_lot,goods,2902,Golden Rune [3],region_12,0,1,0,1
7001718,12017350,map_lot,goods,2130,Celestial Dew,region_12,0,0,0,1
7001719,12017360,map_lot,goods,2902,Golden Rune [3],region_12,0,1,0,1
7001720,12017370,map_lot,goods,20801,Aeonian Butterfly,region_12,1,0,0,1
7001721,12017380,map_lot,goods,10166,Somber Smithing Stone [7],region_12,0,1,0,1
7001722,12017390,map_lot,goods,20810,Silver Firefly,region_12,1,0,0,1
7001723,12017400,map_lot,goods,2902,Golden Rune [3],region_12,0,1,0,1
7001724,12017410,map_lot,goods,1420,Magic Grease,region_12,0,0,0,1
7001725,12017420,map_lot,goods,2902,Golden Rune [3],region_12,0,1,0,1
7001726,12017430,map_lot,goods,150,Furlcalling Finger Remedy,region_12,0,0,0,1
7001727,12017440,map_lot,goods,10100,Smithing Stone [1],region_12,0,1,0,1
7001728,12017450,map_lot,goods,2908,Golden Rune [9],region_12,0,0,0,1
7001729,12017460,map_lot,protector,2010000,Mushroom Crown,region_12,0,0,0,1
7001730,12017470,map_lot,goods,940,Preserving Boluses,region_12,0,0,0,1
7001731,12017480,map_lot,goods,2906,Golden Rune [7],region_12,0,0,0,1
7001732,12017490,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001733,12017500,map_lot,goods,2906,Golden Rune [7],region_12,0,0,0,1
7001734,12017510,map_lot,goods,15100,Human Bone Shard,region_12,1,0,0,1
7001735,12017520,map_lot,goods,10165,Somber Smithing Stone [6],region_12,0,0,0,1
7001736,12017530,map_lot,goods,10103,Smithing Stone [4],region_12,0,0,0,1
7001737,12017540,map_lot,goods,930,Stimulating Boluses,region_12,0,0,0,1
7001738,12017550,map_lot,goods,1690,Shield Grease,region_12,0,0,0,1
7001739,12017560,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001740,12017570,map_lot,weapon,7070000,Wing of Astel,region_12,0,0,0,0
7001741,12017580,map_lot,goods,8000,Stonesword Key,region_12,0,1,0,1
7001742,12017590,map_lot,goods,2906,Golden Rune [7],region_12,0,0,0,1
7001743,12017600,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001744,12017610,map_lot,goods,1750,Fan Daggers,region_12,0,0,0,1
7001745,12017620,map_lot,goods,10105,Smithing Stone [6],region_12,0,1,0,1
7001746,12017630,map_lot,goods,249000,Archer Ashes,region_12,0,0,0,1
7001747,12017640,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001748,12017650,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001749,12017660,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001750,12017670,map_lot,goods,10105,Smithing Stone [6],region_12,0,1,0,1
7001751,12017680,map_lot,goods,2909,Golden Rune [10],region_12,0,1,0,1
7001752,12017690,map_lot,goods,10919,Great Ghost Glovewort,region_12,0,0,0,1
7001753,12017700,map_lot,goods,10166,Somber Smithing Stone [7],region_12,0,1,0,1
7001754,12017710,map_lot,goods,222000,Clayman Ashes,region_12,0,0,0,1
7001755,12017720,map_lot,goods,8000,Stonesword Key,region_12,0,1,0,1
7001756,12017730,map_lot,goods,1420,Magic Grease,region_12,0,0,0,1
7001757,12017740,map_lot,goods,1530,Drawstring Holy Grease,region_12,0,0,0,1
7001758,12017750,map_lot,goods,20825,Silver Tear Husk,region_12,1,0,0,1
